peakName,factorName,gene,geneLabel,Km_western,n_western,Km_nls,Vmax_nls,R2_nls
chrI_127991_128163,TFIIF,NTG1,chrI_127991_128163:NTG1,42.24546901,6.578412469,42.84493242,1.007358934,0.99241126
chrI_128988_129306,TFIIF,DEP1,chrI_128988_129306:DEP1,42.24546901,6.578412469,41.53423799,1.03659354,0.95181527
chrI_130555_130911,TFIIF,CYS3,chrI_130555_130911:CYS3,42.24546901,6.578412469,41.32105217,1.127952528,0.944021123
chrI_135623_135859,TFIIF,MDM10,chrI_135623_135859:MDM10,42.24546901,6.578412469,50.16496902,1.088131247,0.941907025
chrI_136770_136916,TFIIF,FUN14,chrI_136770_136916:FUN14,42.24546901,6.578412469,43.9979059,0.997995908,0.993413298
chrI_138361_138561,TFIIF,ERP2,chrI_138361_138561:ERP2,42.24546901,6.578412469,40.41142074,1.027220506,0.98464683
chrI_139413_140713,TFIIF,YAL004W,chrI_139413_140713:YAL004W,42.24546901,6.578412469,37.28073436,1.222402462,0.953181066
chrI_141221_142358,TFIIF,SSA1,chrI_141221_142358:SSA1,42.24546901,6.578412469,40.11191902,1.14935044,0.895963458
chrI_143514_143674,TFIIF,VPS8,chrI_143514_143674:VPS8,42.24546901,6.578412469,44.89293067,0.899583088,0.973753004
chrI_151412_151667,TFIIF,TFC3,chrI_151412_151667:TFC3,42.24546901,6.578412469,33.52929315,0.925642876,0.754331175
chrI_154663_154981,TFIIF,ERP1,chrI_154663_154981:ERP1,42.24546901,6.578412469,43.13723418,1.055128741,0.990147511
chrI_158627_158812,TFIIF,RFA1,chrI_158627_158812:RFA1,42.24546901,6.578412469,37.59130504,1.026286922,0.97911967
chrI_160275_160649,TFIIF,SEN34,chrI_160275_160649:SEN34,42.24546901,6.578412469,40.6468183,0.938349764,0.969146926
chrI_164263_164529,TFIIF,YAR009C,chrI_164263_164529:YAR009C,42.24546901,6.578412469,40.21897701,1.098961553,0.962693668
chrI_164894_166225,TFIIF,YAR010C,chrI_164894_166225:YAR010C,42.24546901,6.578412469,41.5829148,1.035994385,0.981673671
chrI_168916_169350,TFIIF,ADE1,chrI_168916_169350:ADE1,42.24546901,6.578412469,44.08205066,1.110707972,0.92057049
chrI_171666_171840,TFIIF,KIN3,chrI_171666_171840:KIN3,42.24546901,6.578412469,42.2749152,0.977161539,0.993127978
chrI_175103_175313,TFIIF,CDC15,chrI_175103_175313:CDC15,42.24546901,6.578412469,47.08493327,1.176271716,0.891330975
chrI_179972_180247,TFIIF,YAR023C,chrI_179972_180247:YAR023C,42.24546901,6.578412469,42.71517241,0.948803892,0.993072247
chrI_183470_183748,TFIIF,UIP3,chrI_183470_183748:UIP3,42.24546901,6.578412469,41.4430282,0.967490201,0.990237249
chrI_189863_190193,TFIIF,YAT1,chrI_189863_190193:YAT1,42.24546901,6.578412469,44.76562834,1.606538519,0.692960556
chrI_192473_192643,TFIIF,SWH1,chrI_192473_192643:SWH1,42.24546901,6.578412469,42.29007898,1.04616208,0.972254001
chrI_205722_205877,TFIIF,FLO1,chrI_205722_205877:FLO1,42.24546901,6.578412469,58.79191372,1.716314417,0.691135756
chrI_206271_206569,TFIIF,YAR053W,chrI_206271_206569:YAR053W,42.24546901,6.578412469,43.91756345,1.331057834,0.749502089
chrI_222833_223066,TFIIF,YAR068W,chrI_222833_223066:YAR068W,42.24546901,6.578412469,44.29315455,1.154882363,0.941853619
chrI_224963_225146,TFIIF,YAR070C,chrI_224963_225146:YAR070C,42.24546901,6.578412469,41.69665384,0.926534706,0.98718695
chrII_3438_3670,TFIIF,YBL112C,chrII_3438_3670:YBL112C,42.24546901,6.578412469,45.59947913,1.333498919,0.777150542
chrII_3759_3959,TFIIF,YBL112C,chrII_3759_3959:YBL112C,42.24546901,6.578412469,48.34643325,1.307682597,0.854557367
chrII_5295_5490,TFIIF,YBL111C,chrII_5295_5490:YBL111C,42.24546901,6.578412469,41.37160297,1.099755563,0.929987579
chrII_5564_5829,TFIIF,YBL109W,chrII_5564_5829:YBL109W,42.24546901,6.578412469,43.09708612,1.343140489,0.853394175
chrII_9139_9313,TFIIF,YBL107W-A,chrII_9139_9313:YBL107W-A,42.24546901,6.578412469,41.16455429,0.907799537,0.97072271
chrII_17879_18108,TFIIF,PKC1,chrII_17879_18108:PKC1,42.24546901,6.578412469,44.00296577,1.130594607,0.936597556
chrII_21252_21412,TFIIF,SEA4,chrII_21252_21412:SEA4,42.24546901,6.578412469,43.82939226,0.934224797,0.993182114
chrII_23726_24104,TFIIF,SFT2,chrII_23726_24104:SFT2,42.24546901,6.578412469,43.94977953,1.103421587,0.899072655
chrII_28206_28672,TFIIF,YBL100W-C,chrII_28206_28672:YBL100W-C,42.24546901,6.578412469,40.66640448,0.986177676,0.990293003
chrII_30852_31005,TFIIF,YBL100W-B,chrII_30852_31005:YBL100W-B,42.24546901,6.578412469,42.51289337,0.882393646,0.979042142
chrII_36063_36401,TFIIF,tF(GAA)B,chrII_36063_36401:tF(GAA)B,42.24546901,6.578412469,41.84051573,1.052924746,0.991198516
chrII_36516_36974,TFIIF,ATP1,chrII_36516_36974:ATP1,42.24546901,6.578412469,42.752957,1.089242865,0.933047792
chrII_38400_38546,TFIIF,BNA4,chrII_38400_38546:BNA4,42.24546901,6.578412469,39.39473951,1.051373538,0.99100719
chrII_44942_45241,TFIIF,ROX3,chrII_44942_45241:ROX3,42.24546901,6.578412469,42.77327533,0.949227457,0.987355
chrII_45404_45901,TFIIF,RPL32,chrII_45404_45901:RPL32,42.24546901,6.578412469,55.8214792,1.015196715,0.95376451
chrII_47148_47310,TFIIF,SCS22,chrII_47148_47310:SCS22,42.24546901,6.578412469,42.30586177,0.981408047,0.957066729
chrII_48613_48853,TFIIF,MRP21,chrII_48613_48853:MRP21,42.24546901,6.578412469,41.7852133,1.007679812,0.959843
chrII_49426_49593,TFIIF,AVT5,chrII_49426_49593:AVT5,42.24546901,6.578412469,40.86651325,1.150386513,0.952862022
chrII_59350_59564,TFIIF,TEL1,chrII_59350_59564:TEL1,42.24546901,6.578412469,42.35774221,0.984708496,0.988897458
chrII_60620_60976,TFIIF,RPL23A,chrII_60620_60976:RPL23A,42.24546901,6.578412469,56.62600582,1.155534441,0.919105736
chrII_62604_62757,TFIIF,YBL086C,chrII_62604_62757:YBL086C,42.24546901,6.578412469,41.91211598,1.229119575,0.951229658
chrII_63640_63800,TFIIF,BOI1,chrII_63640_63800:BOI1,42.24546901,6.578412469,44.26125995,1.006928066,0.972741978
chrII_69459_69682,TFIIF,CDC27,chrII_69459_69682:CDC27,42.24546901,6.578412469,42.05991355,0.911618006,0.984812938
chrII_75052_75261,TFIIF,NUP170,chrII_75052_75261:NUP170,42.24546901,6.578412469,43.05819414,0.961638448,0.990677267
chrII_80643_80987,TFIIF,YBL077W,chrII_80643_80987:YBL077W,42.24546901,6.578412469,40.12794803,1.094834507,0.987359419
chrII_84065_84434,TFIIF,ILS1,chrII_84065_84434:ILS1,42.24546901,6.578412469,45.41361477,1.128389995,0.907241324
chrII_87649_88233,TFIIF,AAR2,chrII_87649_88233:AAR2,42.24546901,6.578412469,58.26826006,1.111688916,0.939318381
chrII_89263_90065,TFIIF,YBL071C-B,chrII_89263_90065:YBL071C-B,42.24546901,6.578412469,54.291387,1.129032749,0.930980986
chrII_92221_92454,TFIIF,PRS4,chrII_92221_92454:PRS4,42.24546901,6.578412469,44.00295758,1.063470208,0.987693399
chrII_96071_96548,TFIIF,UBP13,chrII_96071_96548:UBP13,42.24546901,6.578412469,39.84066079,0.980032047,0.986276999
chrII_100034_100443,TFIIF,SEF1,chrII_100034_100443:SEF1,42.24546901,6.578412469,41.21476242,1.065895062,0.953800554
chrII_101085_101352,TFIIF,PRX1,chrII_101085_101352:PRX1,42.24546901,6.578412469,43.51232733,1.240912262,0.882813841
chrII_107374_107646,TFIIF,SKT5,chrII_107374_107646:SKT5,42.24546901,6.578412469,41.6104915,0.952132941,0.984248054
chrII_110460_110802,TFIIF,YBL059W,chrII_110460_110802:YBL059W,42.24546901,6.578412469,40.18567873,1.053547556,0.989922639
chrII_111175_111537,TFIIF,SHP1,chrII_111175_111537:SHP1,42.24546901,6.578412469,43.7906629,1.068314218,0.946974145
chrII_113373_113809,TFIIF,PTH2,chrII_113373_113809:PTH2,42.24546901,6.578412469,44.52184576,1.078537755,0.928620287
chrII_122048_122207,TFIIF,SAS3,chrII_122048_122207:SAS3,42.24546901,6.578412469,44.05048721,0.923953841,0.989639532
chrII_124709_125173,TFIIF,PIN4,chrII_124709_125173:PIN4,42.24546901,6.578412469,41.74252986,1.186601939,0.890553076
chrII_126501_126683,TFIIF,MOH1,chrII_126501_126683:MOH1,42.24546901,6.578412469,40.55303584,1.17037937,0.972353071
chrII_132056_132434,TFIIF,PSY4,chrII_132056_132434:PSY4,42.24546901,6.578412469,41.83689783,1.032887193,0.962060862
chrII_135481_136187,TFIIF,YBL044W,chrII_135481_136187:YBL044W,42.24546901,6.578412469,41.28631531,1.17196642,0.874998764
chrII_136285_136733,TFIIF,ECM13,chrII_136285_136733:ECM13,42.24546901,6.578412469,39.08565188,1.267004004,0.910991971
chrII_140223_140520,TFIIF,FUI1,chrII_140223_140520:FUI1,42.24546901,6.578412469,41.3884149,0.9874298,0.989344404
chrII_140635_141375,TFIIF,PRE7,chrII_140635_141375:PRE7,42.24546901,6.578412469,42.74531262,1.203339677,0.921561671
chrII_142830_143317,TFIIF,ERD2,chrII_142830_143317:ERD2,42.24546901,6.578412469,42.24465934,0.944477279,0.985277062
chrII_145867_146245,TFIIF,MRPL16,chrII_145867_146245:MRPL16,42.24546901,6.578412469,43.59383225,0.912646215,0.98152141
chrII_146980_147159,TFIIF,APL3,chrII_146980_147159:APL3,42.24546901,6.578412469,40.99969791,0.937380059,0.979524288
chrII_151204_151490,TFIIF,YBL036C,chrII_151204_151490:YBL036C,42.24546901,6.578412469,42.17076036,0.937523742,0.99156116
chrII_159648_159881,TFIIF,RIB1,chrII_159648_159881:RIB1,42.24546901,6.578412469,41.80846039,1.100116122,0.94314609
chrII_163056_163436,TFIIF,PET9,chrII_163056_163436:PET9,42.24546901,6.578412469,41.25915401,1.30528407,0.877163963
chrII_163842_165019,TFIIF,YBL029C-A,chrII_163842_165019:YBL029C-A,42.24546901,6.578412469,40.70087128,1.175287681,0.901991141
chrII_166863_167095,TFIIF,YBL029W,chrII_166863_167095:YBL029W,42.24546901,6.578412469,41.78289427,1.236763714,0.926617965
chrII_168191_168536,TFIIF,RPL19B,chrII_168191_168536:RPL19B,42.24546901,6.578412469,56.77245923,1.056079619,0.952634219
chrII_170357_170657,TFIIF,LSM2,chrII_170357_170657:LSM2,42.24546901,6.578412469,44.78612633,0.984779601,0.993228544
chrII_171196_171502,TFIIF,RRN10,chrII_171196_171502:RRN10,42.24546901,6.578412469,43.78363522,0.891534982,0.980727347
chrII_172387_172598,TFIIF,NCL1,chrII_172387_172598:NCL1,42.24546901,6.578412469,51.97900787,1.005978849,0.973677838
chrII_176745_176922,TFIIF,MCM2,chrII_176745_176922:MCM2,42.24546901,6.578412469,39.00226278,1.31247619,0.941675521
chrII_181278_181567,TFIIF,PIM1,chrII_181278_181567:PIM1,42.24546901,6.578412469,41.92998828,1.193317758,0.924927743
chrII_182094_182368,TFIIF,HAP3,chrII_182094_182368:HAP3,42.24546901,6.578412469,42.82648309,1.118821115,0.882988646
chrII_191708_191906,TFIIF,PEP1,chrII_191708_191906:PEP1,42.24546901,6.578412469,38.95024882,1.067955964,0.947641584
chrII_193564_194300,TFIIF,ACH1,chrII_193564_194300:ACH1,42.24546901,6.578412469,40.25009069,1.315865091,0.817954795
chrII_203300_203556,TFIIF,SCT1,chrII_203300_203556:SCT1,42.24546901,6.578412469,42.79534052,1.125407545,0.929510025
chrII_216309_216612,TFIIF,SLA1,chrII_216309_216612:SLA1,42.24546901,6.578412469,44.83444592,1.144566228,0.911053334
chrII_217096_217430,TFIIF,LDB7,chrII_217096_217430:LDB7,42.24546901,6.578412469,47.37367903,1.240942593,0.853364707
chrII_221075_221273,TFIIF,YBL005W-A,chrII_221075_221273:YBL005W-A,42.24546901,6.578412469,42.0787369,0.854538275,0.965225718
chrII_222008_222177,TFIIF,YBL005W-B,chrII_222008_222177:YBL005W-B,42.24546901,6.578412469,41.62512981,1.025741574,0.925453654
chrII_223052_223283,TFIIF,YBL005W-B,chrII_223052_223283:YBL005W-B,42.24546901,6.578412469,41.21053574,0.955776322,0.994166128
chrII_226672_226920,TFIIF,tS(AGA)B,chrII_226672_226920:tS(AGA)B,42.24546901,6.578412469,41.13589833,0.954149944,0.993269535
chrII_235634_236692,TFIIF,HTB2,chrII_235634_236692:HTB2,42.24546901,6.578412469,40.8175724,1.086344603,0.937773442
chrII_237415_237720,TFIIF,ECM15,chrII_237415_237720:ECM15,42.24546901,6.578412469,40.89441015,1.003608902,0.991959325
chrII_238097_238479,TFIIF,ECM15,chrII_238097_238479:ECM15,42.24546901,6.578412469,33.18538392,1.051388567,0.732889068
chrII_241271_241814,TFIIF,NTH2,chrII_241271_241814:NTH2,42.24546901,6.578412469,41.09481795,0.958788113,0.990700197
chrII_242482_242748,TFIIF,RER2,chrII_242482_242748:RER2,42.24546901,6.578412469,46.41864175,0.924177391,0.95667974
chrII_245581_245964,TFIIF,GPI18,chrII_245581_245964:GPI18,42.24546901,6.578412469,41.47374685,0.95719304,0.993229572
chrII_254357_254554,TFIIF,FLR1,chrII_254357_254554:FLR1,42.24546901,6.578412469,41.36193436,1.081621054,0.990917817
chrII_255468_256565,TFIIF,HHT1,chrII_255468_256565:HHT1,42.24546901,6.578412469,41.60424507,1.167056664,0.903998251
chrII_257913_258183,TFIIF,IPP1,chrII_257913_258183:IPP1,42.24546901,6.578412469,45.37545361,1.125356983,0.93043325
chrII_259606_260972,TFIIF,YBR012W-B,chrII_259606_260972:YBR012W-B,42.24546901,6.578412469,43.88209133,1.100701367,0.954049052
chrII_261706_261953,TFIIF,YBR012W-B,chrII_261706_261953:YBR012W-B,42.24546901,6.578412469,41.62882253,1.033651363,0.997196557
chrII_269503_269765,TFIIF,MNN2,chrII_269503_269765:MNN2,42.24546901,6.578412469,44.00413812,0.998912608,0.94317548
chrII_270058_270278,TFIIF,YBR016W,chrII_270058_270278:YBR016W,42.24546901,6.578412469,53.7513943,1.710695837,0.715968358
chrII_275149_279474,TFIIF,GAL10,chrII_275149_279474:GAL10,42.24546901,6.578412469,43.60553521,0.92050015,0.918802286
chrII_279831_280949,TFIIF,FUR4,chrII_279831_280949:FUR4,42.24546901,6.578412469,41.76417139,0.88776313,0.976069155
chrII_281208_281396,TFIIF,FUR4,chrII_281208_281396:FUR4,42.24546901,6.578412469,41.92597345,0.927651028,0.972492494
chrII_283455_283722,TFIIF,POA1,chrII_283455_283722:POA1,42.24546901,6.578412469,42.10315526,0.859826164,0.96735423
chrII_287902_288196,TFIIF,CHS3,chrII_287902_288196:CHS3,42.24546901,6.578412469,42.02949713,1.03499344,0.98577967
chrII_291750_292179,TFIIF,OLA1,chrII_291750_292179:OLA1,42.24546901,6.578412469,44.05500763,1.022089122,0.936347825
chrII_293902_294361,TFIIF,ETR1,chrII_293902_294361:ETR1,42.24546901,6.578412469,42.44481837,0.990273108,0.987790552
chrII_295989_296170,TFIIF,YPK3,chrII_295989_296170:YPK3,42.24546901,6.578412469,45.4434073,0.875233396,0.973079558
chrII_297705_298149,TFIIF,CDS1,chrII_297705_298149:CDS1,42.24546901,6.578412469,49.64184047,1.112626834,0.919161789
chrII_299786_300277,TFIIF,RPL4A,chrII_299786_300277:RPL4A,42.24546901,6.578412469,46.36756126,1.020578477,0.94402741
chrII_301284_301520,TFIIF,YBR032W,chrII_301284_301520:YBR032W,42.24546901,6.578412469,44.24201477,0.986741426,0.997574998
chrII_301687_301998,TFIIF,EDS1,chrII_301687_301998:EDS1,42.24546901,6.578412469,42.12935638,1.138275969,0.958195675
chrII_305896_306348,TFIIF,HMT1,chrII_305896_306348:HMT1,42.24546901,6.578412469,44.14029813,0.975750826,0.986970781
chrII_306906_307134,TFIIF,PDX3,chrII_306906_307134:PDX3,42.24546901,6.578412469,44.44096741,1.228502628,0.897079843
chrII_307199_307666,TFIIF,SNR161,chrII_307199_307666:SNR161,42.24546901,6.578412469,42.59870366,1.012662103,0.976670448
chrII_310248_310542,TFIIF,CSG2,chrII_310248_310542:CSG2,42.24546901,6.578412469,48.79364323,1.197160098,0.881501795
chrII_311436_311583,TFIIF,SCO1,chrII_311436_311583:SCO1,42.24546901,6.578412469,42.43689993,1.006040871,0.995867401
chrII_311707_311914,TFIIF,CHS2,chrII_311707_311914:CHS2,42.24546901,6.578412469,41.31312511,0.999677097,0.973021782
chrII_315074_315712,TFIIF,ATP3,chrII_315074_315712:ATP3,42.24546901,6.578412469,40.23541727,1.038957789,0.972788175
chrII_321567_321728,TFIIF,CST26,chrII_321567_321728:CST26,42.24546901,6.578412469,43.3144129,1.022591654,0.981589007
chrII_323990_324221,TFIIF,QDR3,chrII_323990_324221:QDR3,42.24546901,6.578412469,38.81654263,0.885646242,0.957236286
chrII_326007_326348,TFIIF,TCM62,chrII_326007_326348:TCM62,42.24546901,6.578412469,42.34383095,1.006595272,0.985569758
chrII_331477_331691,TFIIF,ZTA1,chrII_331477_331691:ZTA1,42.24546901,6.578412469,43.68446394,0.960677747,0.993402932
chrII_332601_332923,TFIIF,RPS11B,chrII_332601_332923:RPS11B,42.24546901,6.578412469,55.94036368,1.000740242,0.954185904
chrII_336845_337045,TFIIF,REB1,chrII_336845_337045:REB1,42.24546901,6.578412469,44.84211984,1.153882224,0.903419629
chrII_338204_338775,TFIIF,REG2,chrII_338204_338775:REG2,42.24546901,6.578412469,43.00721523,1.107176738,0.955564715
chrII_339224_339711,TFIIF,RFS1,chrII_339224_339711:RFS1,42.24546901,6.578412469,41.92454793,1.080900327,0.942537789
chrII_340716_341008,TFIIF,YBR053C,chrII_340716_341008:YBR053C,42.24546901,6.578412469,43.37951691,0.969230744,0.995704692
chrII_347595_347917,TFIIF,YBR056W,chrII_347595_347917:YBR056W,42.24546901,6.578412469,42.64038788,0.957884682,0.972526364
chrII_350694_351231,TFIIF,tQ(UUG)B,chrII_350694_351231:tQ(UUG)B,42.24546901,6.578412469,42.09985889,0.960938389,0.992645574
chrII_353326_353508,TFIIF,MUM2,chrII_353326_353508:MUM2,42.24546901,6.578412469,44.59082537,0.909511202,0.986597256
chrII_356008_356167,TFIIF,UBP14,chrII_356008_356167:UBP14,42.24546901,6.578412469,44.1335756,0.93005563,0.978795891
chrII_356561_356730,TFIIF,TSC3,chrII_356561_356730:TSC3,42.24546901,6.578412469,43.42298694,0.978363384,0.96178582
chrII_360195_360466,TFIIF,AKL1,chrII_360195_360466:AKL1,42.24546901,6.578412469,42.72788343,0.964178006,0.981538146
chrII_362540_362943,TFIIF,ORC2,chrII_362540_362943:ORC2,42.24546901,6.578412469,45.09739359,0.989418221,0.985529533
chrII_365696_365968,TFIIF,TRM7,chrII_365696_365968:TRM7,42.24546901,6.578412469,43.57625458,0.945252015,0.970076326
chrII_366498_366738,TFIIF,YBR062C,chrII_366498_366738:YBR062C,42.24546901,6.578412469,41.37524226,1.065195586,0.988268385
chrII_372540_374038,TFIIF,TIP1,chrII_372540_374038:TIP1,42.24546901,6.578412469,39.18701626,1.173464606,0.901516118
chrII_374183_374356,TFIIF,BAP2,chrII_374183_374356:BAP2,42.24546901,6.578412469,45.66182068,1.171062671,0.892612039
chrII_375475_376470,TFIIF,BAP2,chrII_375475_376470:BAP2,42.24546901,6.578412469,45.23562736,1.0319801,0.93206599
chrII_378360_378892,TFIIF,TAT1,chrII_378360_378892:TAT1,42.24546901,6.578412469,43.66464691,1.024875979,0.960173818
chrII_378998_379246,TFIIF,TAT1,chrII_378998_379246:TAT1,42.24546901,6.578412469,45.92646305,1.025012512,0.958726759
chrII_379793_380470,TFIIF,ALG14,chrII_379793_380470:ALG14,42.24546901,6.578412469,39.78622258,1.087658901,0.94897089
chrII_381207_381439,TFIIF,HSP26,chrII_381207_381439:HSP26,42.24546901,6.578412469,40.41297737,1.012641898,0.990059398
chrII_381695_382035,TFIIF,HSP26,chrII_381695_382035:HSP26,42.24546901,6.578412469,41.3652395,0.98484503,0.993880826
chrII_391403_391728,TFIIF,YBR076C-A,chrII_391403_391728:YBR076C-A,42.24546901,6.578412469,44.33840197,1.305878273,0.853064387
chrII_391801_392083,TFIIF,YBR076C-A,chrII_391801_392083:YBR076C-A,42.24546901,6.578412469,43.31133578,1.111579517,0.95651541
chrII_392228_392505,TFIIF,SLM4,chrII_392228_392505:SLM4,42.24546901,6.578412469,43.44266047,0.966747068,0.990198911
chrII_392676_393125,TFIIF,ECM33,chrII_392676_393125:ECM33,42.24546901,6.578412469,44.0850029,1.072851135,0.930227424
chrII_398211_398457,TFIIF,RPG1,chrII_398211_398457:RPG1,42.24546901,6.578412469,48.08890976,1.008346745,0.965829825
chrII_400837_401049,TFIIF,SEC18,chrII_400837_401049:SEC18,42.24546901,6.578412469,40.12216921,0.988366817,0.981183291
chrII_407050_407672,TFIIF,UBC4,chrII_407050_407672:UBC4,42.24546901,6.578412469,39.92592664,1.092850604,0.979620576
chrII_408799_409257,TFIIF,TEC1,chrII_408799_409257:TEC1,42.24546901,6.578412469,42.05108133,1.026636385,0.97079146
chrII_415061_415490,TFIIF,RPL19A,chrII_415061_415490:RPL19A,42.24546901,6.578412469,57.49578135,1.171680568,0.916206622
chrII_419037_419446,TFIIF,YBR085C-A,chrII_419037_419446:YBR085C-A,42.24546901,6.578412469,41.3618848,1.170992698,0.927548128
chrII_423078_423794,TFIIF,RFC5,chrII_423078_423794:RFC5,42.24546901,6.578412469,42.72107713,0.903524393,0.979084415
chrII_425738_426018,TFIIF,POL30,chrII_425738_426018:POL30,42.24546901,6.578412469,40.74112811,1.049751882,0.972829495
chrII_426775_427128,TFIIF,YBR090C,chrII_426775_427128:YBR090C,42.24546901,6.578412469,43.22368199,1.276306955,0.842732564
chrII_431213_431377,TFIIF,PHO5,chrII_431213_431377:PHO5,42.24546901,6.578412469,42.53795059,0.988974547,0.978579782
chrII_431804_432011,TFIIF,PBY1,chrII_431804_432011:PBY1,42.24546901,6.578412469,39.10671475,0.930239523,0.979890498
chrII_435674_436039,TFIIF,RXT2,chrII_435674_436039:RXT2,42.24546901,6.578412469,44.10182835,0.933748992,0.988241124
chrII_444651_445056,TFIIF,FES1,chrII_444651_445056:FES1,42.24546901,6.578412469,37.33981171,1.346026944,0.881788197
chrII_447309_447623,TFIIF,EXO84,chrII_447309_447623:EXO84,42.24546901,6.578412469,40.70604571,0.933231017,0.983002902
chrII_452007_452154,TFIIF,VID24,chrII_452007_452154:VID24,42.24546901,6.578412469,42.3671824,0.965562054,0.995360415
chrII_452458_452703,TFIIF,PHO88,chrII_452458_452703:PHO88,42.24546901,6.578412469,44.71384356,1.225449776,0.91379952
chrII_454538_454846,TFIIF,AIM3,chrII_454538_454846:AIM3,42.24546901,6.578412469,42.39499843,1.096912794,0.969363432
chrII_458278_458882,TFIIF,YBR109W-A,chrII_458278_458882:YBR109W-A,42.24546901,6.578412469,44.43625212,1.020345085,0.964850772
chrII_461745_462174,TFIIF,YSA1,chrII_461745_462174:YSA1,42.24546901,6.578412469,42.94439628,1.090367871,0.926261825
chrII_465836_466136,TFIIF,CYC8,chrII_465836_466136:CYC8,42.24546901,6.578412469,42.82055865,1.0200645,0.981987564
chrII_477225_478112,TFIIF,TEF2,chrII_477225_478112:TEF2,42.24546901,6.578412469,44.61593128,0.9720059,0.932629796
chrII_478447_479122,TFIIF,MUD1,chrII_478447_479122:MUD1,42.24546901,6.578412469,47.58754935,1.143097492,0.917852598
chrII_480952_481134,TFIIF,CBP6,chrII_480952_481134:CBP6,42.24546901,6.578412469,44.29543883,0.876838969,0.973520156
chrII_483361_483727,TFIIF,GRS1,chrII_483361_483727:GRS1,42.24546901,6.578412469,44.34311939,0.89741059,0.961137483
chrII_484428_484655,TFIIF,MRPL36,chrII_484428_484655:MRPL36,42.24546901,6.578412469,42.36971206,1.07108997,0.971450111
chrII_488444_488702,TFIIF,PTC4,chrII_488444_488702:PTC4,42.24546901,6.578412469,42.94315009,1.048299871,0.951745749
chrII_490348_490917,TFIIF,MEO1,chrII_490348_490917:MEO1,42.24546901,6.578412469,55.35825827,1.495983962,0.771970318
chrII_492776_493105,TFIIF,VMA2,chrII_492776_493105:VMA2,42.24546901,6.578412469,42.76275826,0.920255234,0.948427287
