peakName,factorName,gene,geneLabel,Km_western,n_western,Km_nls,Vmax_nls,R2_nls
chrII_269533_269735,TBP,MNN2,chrII_269533_269735:MNN2,33.25744787,4.953749379,30.95406896,1.019544369,0.939576289
chrII_270663_270900,TBP,YBR016W,chrII_270663_270900:YBR016W,33.25744787,4.953749379,30.54362458,0.806910906,0.909786932
chrII_273982_281400,TBP,GAL10,chrII_273982_281400:GAL10,33.25744787,4.953749379,33.21571634,1.011414883,0.97752474
chrII_283421_283670,TBP,POA1,chrII_283421_283670:POA1,33.25744787,4.953749379,32.63601014,0.887092103,0.977527963
chrII_287921_288299,TBP,CHS3,chrII_287921_288299:CHS3,33.25744787,4.953749379,33.57834884,1.107525849,0.988118842
chrII_291768_292173,TBP,OLA1,chrII_291768_292173:OLA1,33.25744787,4.953749379,33.00776692,1.101299401,0.984124606
chrII_293922_294301,TBP,ETR1,chrII_293922_294301:ETR1,33.25744787,4.953749379,32.22694287,0.961582067,0.989314768
chrII_296015_296464,TBP,YPK3,chrII_296015_296464:YPK3,33.25744787,4.953749379,31.29194341,0.840509626,0.946970865
chrII_297694_297984,TBP,CDS1,chrII_297694_297984:CDS1,33.25744787,4.953749379,33.61274081,1.587309701,0.770986088
chrII_299847_300357,TBP,RPL4A,chrII_299847_300357:RPL4A,33.25744787,4.953749379,31.46679819,1.283060772,0.899526874
chrII_300504_300870,TBP,RPL4A,chrII_300504_300870:RPL4A,33.25744787,4.953749379,37.07961274,1.464847641,0.825453572
chrII_301118_301540,TBP,YBR032W,chrII_301118_301540:YBR032W,33.25744787,4.953749379,32.11263389,0.995205416,0.981416768
chrII_301709_302013,TBP,EDS1,chrII_301709_302013:EDS1,33.25744787,4.953749379,37.22294338,1.249484731,0.911133123
chrII_304689_304990,TBP,HMT1,chrII_304689_304990:HMT1,33.25744787,4.953749379,30.46932606,0.88412242,0.965928227
chrII_305914_306371,TBP,HMT1,chrII_305914_306371:HMT1,33.25744787,4.953749379,30.31468463,1.234683988,0.935362769
chrII_306940_307667,TBP,SNR161,chrII_306940_307667:SNR161,33.25744787,4.953749379,33.67492008,1.053397044,0.995592329
chrII_310256_310509,TBP,CSG2,chrII_310256_310509:CSG2,33.25744787,4.953749379,33.63225355,1.247438918,0.876202144
chrII_311731_311892,TBP,CHS2,chrII_311731_311892:CHS2,33.25744787,4.953749379,36.13567537,1.01738206,0.977674819
chrII_315155_315627,TBP,ATP3,chrII_315155_315627:ATP3,33.25744787,4.953749379,33.3442783,1.055485893,0.98117566
chrII_316536_316692,TBP,FIG1,chrII_316536_316692:FIG1,33.25744787,4.953749379,32.48845984,0.815353866,0.921513555
chrII_321644_321819,TBP,CST26,chrII_321644_321819:CST26,33.25744787,4.953749379,32.90756307,1.017089861,0.957933657
chrII_326060_326233,TBP,TCM62,chrII_326060_326233:TCM62,33.25744787,4.953749379,32.35692553,0.981634927,0.9990518
chrII_326619_327243,TBP,tV(UAC)B,chrII_326619_327243:tV(UAC)B,33.25744787,4.953749379,40.35274819,1.429263121,0.883587514
chrII_331454_331679,TBP,ZTA1,chrII_331454_331679:ZTA1,33.25744787,4.953749379,29.78533679,0.983997328,0.971189929
chrII_332535_332938,TBP,RPS11B,chrII_332535_332938:RPS11B,33.25744787,4.953749379,33.43756964,1.047555177,0.991260368
chrII_333821_333976,TBP,RPS11B,chrII_333821_333976:RPS11B,33.25744787,4.953749379,33.37229036,0.776057164,0.861480145
chrII_336869_337020,TBP,REB1,chrII_336869_337020:REB1,33.25744787,4.953749379,36.29848318,1.560419215,0.785499586
chrII_338244_338403,TBP,REG2,chrII_338244_338403:REG2,33.25744787,4.953749379,39.6772673,0.87861777,0.933052239
chrII_338443_338763,TBP,REG2,chrII_338443_338763:REG2,33.25744787,4.953749379,37.13798281,1.082008577,0.966975424
chrII_339314_339598,TBP,RFS1,chrII_339314_339598:RFS1,33.25744787,4.953749379,36.14356251,1.178779677,0.956355713
chrII_347206_347878,TBP,tL(UAA)B2,chrII_347206_347878:tL(UAA)B2,33.25744787,4.953749379,42.18121575,1.196734748,0.96743619
chrII_350493_351210,TBP,tQ(UUG)B,chrII_350493_351210:tQ(UUG)B,33.25744787,4.953749379,38.67026328,0.956669797,0.976359856
chrII_353345_353546,TBP,MUM2,chrII_353345_353546:MUM2,33.25744787,4.953749379,31.11114486,0.815083435,0.904306084
chrII_362511_362929,TBP,ORC2,chrII_362511_362929:ORC2,33.25744787,4.953749379,31.39141988,1.00216488,0.99345192
chrII_365712_365963,TBP,TRM7,chrII_365712_365963:TRM7,33.25744787,4.953749379,31.47633138,1.08946562,0.959581806
chrII_371797_372192,TBP,TIP1,chrII_371797_372192:TIP1,33.25744787,4.953749379,32.84492523,0.808269909,0.9248585
chrII_372436_373232,TBP,TIP1,chrII_372436_373232:TIP1,33.25744787,4.953749379,36.05852992,1.087554582,0.985526466
chrII_373687_375221,TBP,BAP2,chrII_373687_375221:BAP2,33.25744787,4.953749379,33.59302628,1.081648945,0.988806225
chrII_375372_376017,TBP,BAP2,chrII_375372_376017:BAP2,33.25744787,4.953749379,33.43329184,1.035278203,0.98655613
chrII_376271_376583,TBP,BAP2,chrII_376271_376583:BAP2,33.25744787,4.953749379,32.66767037,0.99065711,0.97861084
chrII_376675_376930,TBP,BAP2,chrII_376675_376930:BAP2,33.25744787,4.953749379,34.83421615,1.154931848,0.961132277
chrII_378363_378758,TBP,TAT1,chrII_378363_378758:TAT1,33.25744787,4.953749379,33.41819504,1.110178017,0.982462734
chrII_380139_380487,TBP,YBR071W,chrII_380139_380487:YBR071W,33.25744787,4.953749379,34.42747068,1.084837413,0.950322342
chrII_381048_381360,TBP,YBR071W,chrII_381048_381360:YBR071W,33.25744787,4.953749379,32.76264922,1.156686215,0.973308357
chrII_381825_381985,TBP,HSP26,chrII_381825_381985:HSP26,33.25744787,4.953749379,32.60752117,0.779900759,0.887465159
chrII_386195_386359,TBP,PFF1,chrII_386195_386359:PFF1,33.25744787,4.953749379,31.57532023,1.025489683,0.986098972
chrII_391399_391958,TBP,YBR076C-A,chrII_391399_391958:YBR076C-A,33.25744787,4.953749379,33.55414212,1.311127027,0.861450279
chrII_392239_392413,TBP,SLM4,chrII_392239_392413:SLM4,33.25744787,4.953749379,34.32904473,1.095146802,0.990452077
chrII_392643_393589,TBP,ECM33,chrII_392643_393589:ECM33,33.25744787,4.953749379,34.08053178,0.991050494,0.997373649
chrII_393721_394676,TBP,ECM33,chrII_393721_394676:ECM33,33.25744787,4.953749379,32.74711111,1.085333344,0.982924968
chrII_394692_395370,TBP,ECM33,chrII_394692_395370:ECM33,33.25744787,4.953749379,30.99019338,0.820564935,0.881667436
