TFIIA10 TFIIA20 TFIIA25 TFIIA30 TFIIA40 TFIIA60 TFIIA90 TFIIA120
chrI_60981_61445 0 0.00338932869833092 0.0164429684887274 0.0534339075510041 0.110898991135648 0.245280652302301 0.58027841988312 0.504007690215463
chrI_62603_62910 0 0.00393548591730313 0.0190253780727816 0.0620785905312973 0.122799693714659 0.241585943740308 0.649989860414943 0.76528468435935
chrI_67617_68875 0 0.0027065083286563 0.0169965116412853 0.0488617026955966 0.0958898129260612 0.223489189391147 0.607976921928225 0.593540351329839
chrI_69462_69848 0 0.00325725704829265 0.0253007523820775 0.0585620111305744 0.0975260097592411 0.224645745185354 0.545853194564188 0.519394440409532
chrI_69923_70076 0 0.00470750752273532 0.027168806272665 0.098289833729486 0.152772728688194 0.325260571044315 0.722592047100135 0.680209395671927
chrI_71103_72520 0 0.00270385836651465 0.0172661546746005 0.0347724881997149 0.0643903595061224 0.129251500052754 0.39939682374693 0.399831453076271
chrI_72547_73477 0 0.0118031544971925 0.0641538842638834 0.179132721628933 0.241903372164576 0.378000721731289 1.01620007434818 1.01903337295641
chrI_76093_76609 0 0.00294437466817264 0.0158113604386391 0.0480473586778765 0.117332659254629 0.228790337345392 0.651374563841939 0.481519107230714
chrI_81822_82801 0 0.00525450845161739 0.0261190529645415 0.068613611877147 0.119238028843044 0.254172810930852 0.560944252537923 0.577318540134584
chrI_84382_84614 0 0.00469034049998266 0.0217101582220402 0.0655461539173757 0.11145751158513 0.231209453343816 0.643253191541118 0.685561661938341
chrI_86986_87370 0 0.00419108444372997 0.0165918563289751 0.0577474286098312 0.120655650215589 0.221149310841246 0.508283763725749 0.516757340635367
chrI_92383_92787 0 0.00325603612195594 0.0225322062326404 0.0511178732076663 0.0942297279146245 0.216215379748851 0.447122491354045 0.514678832759803
chrI_94450_94688 0 0.00579317088336615 0.0245883167421223 0.0676648917028215 0.142205243633813 0.296972939275591 0.601827275353788 0.584597452558207
chrI_99712_99957 0 0.00455266916013328 0.0325906017109686 0.0877948593352507 0.164323890705403 0.310544234225181 0.693086636626633 0.698069966334072
chrI_108466_108806 0 0.00354073875424956 0.024474620779558 0.0577675055633197 0.115799426430806 0.256622907233388 0.689832399496963 0.532758696887989
chrI_113315_113676 0 0.00378819469558606 0.0190663307088186 0.0574382607129588 0.1343758320067 0.271507950967156 0.623248742091844 0.673604254347915
chrI_114486_114847 0 0.00353472208113433 0.0199529450652861 0.0688977647843215 0.13001727106594 0.239355561863135 0.678254446419041 0.582949656096523
chrI_119665_120078 0 0.00342865212318159 0.0212561370846253 0.0524063882024493 0.0951437320041351 0.209070532011073 0.443359822743775 0.534565468685444
chrI_124496_125058 0 0.00365994700743704 0.0186019869422736 0.052471233306596 0.106458609021665 0.240498038433124 0.582068931135853 0.56133087521902
chrI_128942_129356 0 0.00355654562368817 0.0176190327645716 0.0537740660592759 0.117038038641309 0.234988528565006 0.522437240457265 0.553814492599729
chrI_130484_131110 0 0.00370167938060971 0.020461902777732 0.0599558915594853 0.130174179933883 0.264762729548875 0.898443428461593 0.763608083359268
chrI_132007_132267 0 0.00540223129104261 0.0304114840253958 0.107269697983857 0.168171645034706 0.3058104448489 0.843741936271891 0.667011896077241
chrI_135612_135910 0 0.00469519291101099 0.0226429021434506 0.0649239792798164 0.149263595121894 0.256983890829409 0.547664903740086 0.705085218077919
chrI_136756_136902 0 0.00512825335535415 0.0293716824569351 0.0877154081772337 0.141369558199154 0.283997814699781 0.637583103952996 0.715406255119795
chrI_138235_138725 0 0.00437260192152742 0.0239880637259206 0.0668811884281475 0.108852032870528 0.238069060737492 0.617013861242576 0.612548367278772
chrI_138904_140950 0 0.00691444957704567 0.0523996848482571 0.235753447491854 0.476352860031132 0.61511163945713 1.61672778140384 1.50843365902449
chrI_141153_142553 0 0.00244068178255582 0.02910948453427 0.0669877127165988 0.138868254951448 0.221838610382679 0.797075854523524 0.56077320158571
chrI_142741_143010 0 0.0112151908840863 0.0609013435559232 0.229612869044696 0.500298467363584 0.789085653266036 1.99416568739584 1.47295047080839
chrI_143335_143698 0 0.00670922191947038 0.0448022364151478 0.116642677124616 0.211456393573845 0.44435023936001 1.10544536762116 1.06237232723654
chrI_151023_152358 0 0.00705120448865909 0.0586179339562336 0.119878720096308 0.148378379405501 0.270969658067824 0.625464667032676 0.623631036107548
chrI_154650_155141 0 0.00370726213926408 0.0216087943147757 0.0721716073090713 0.122140082826991 0.246812367676352 0.622691078388763 0.668911580213463
chrI_158379_158942 0 0.00481723438858131 0.0258235435614079 0.0762181839596295 0.142082001798361 0.273861105134747 0.681432247534372 0.73536229449852
chrI_160257_161187 0 0.00802429373734549 0.0426155742964912 0.131606079630412 0.231261470032588 0.413931105163051 0.812286526447888 0.88024701449614
chrI_162340_162704 0 0.0105971852254679 0.0432996907308962 0.202983417728977 0.361634674537604 0.544733442805533 1.02240840156437 1.26822281880221
chrI_164174_164726 0 0.0107372336980292 0.0441917213207763 0.189984083755658 0.321656688660625 0.51533199318379 0.876416313504157 1.25870249899645
chrI_164844_166486 0 0.00566546738506744 0.0293592683899626 0.0860860554108478 0.153011181506806 0.322352077238709 0.735861670459374 0.725286463346594
chrI_168891_169444 0 0.00357178796207541 0.0189293420933505 0.0472704009644294 0.103018578399209 0.204533544594325 0.494820003444747 0.580482267817593
chrI_171580_172068 0 0.00448333664551416 0.0258967311872352 0.075677784783151 0.135529737810604 0.241756836996027 0.618832394878319 0.653177856878653
chrI_175041_175402 0 0.00431125059034314 0.0160256943638018 0.063098936465474 0.133777009225922 0.261612774378387 0.594243990304406 0.733518228686357
chrI_179902_180310 0 0.00481214735798811 0.0281345161498308 0.0680405771444844 0.134997382816445 0.2591532221584 0.683640345971808 0.623544454173957
chrI_180811_181405 0 0.00582290880322786 0.0341903477287505 0.089005837270292 0.172812140942265 0.374979161862581 0.878602078481671 0.872550465846966
chrI_182369_182965 0 0.00638243088608899 0.038501182778627 0.106155988296853 0.195627128905952 0.390171631862139 0.862222393386043 0.828556703751455
chrI_183432_183878 0 0.00460976173825939 0.0245288024357064 0.0623675187078522 0.120842090452943 0.247869828233817 0.510452179544226 0.645537579436088
chrI_189964_190127 0 0.00410127868900559 0.0198836156338485 0.0790390377842958 0.117098368800846 0.166497499326462 0.358206976239457 0.460358020316061
chrI_192437_192700 0 0.0036297135038731 0.0234657813746724 0.0661215239482515 0.103419128756219 0.231839334928838 0.434992237144726 0.636512568670404
chrI_205705_205887 0 0.00931738605378601 0.0342528197666497 0.15888391112799 0.318186467177152 0.464642472789153 0.836102247336755 1.10585788468102
chrI_206256_206526 0 0.0103641401574552 0.0383716493742587 0.183844470485694 0.3554064088866 0.522208879677634 0.857419700594337 1.15536007132385
chrI_219891_220231 0 0.0058826347538348 0.0343890439725268 0.100595138998195 0.147111391128747 0.262606988306457 0.537492355275256 0.735669653913459
chrI_222813_223118 0 0.0057222808879799 0.0280312411507776 0.0922618138740838 0.212575465865844 0.356478459984804 0.822741454447655 0.874597101993862
chrII_564_759 0 0.0102286495319879 0.038268748763303 0.175812173021161 0.358239076660409 0.542913696795608 0.939341837123626 1.08188756842751
chrII_3012_3195 0 0.0100637949855578 0.0362758323561288 0.214476428430113 0.395706335929932 0.59204571756351 1.1044811500557 1.44815790319437
chrII_3602_4158 0 0.00908670434133621 0.0351073346440383 0.150837375637557 0.286085312955333 0.478410187352815 1.08127463903541 1.25960176000064
chrII_5175_5805 0 0.00535929140073838 0.0279813541321654 0.0872802467920398 0.148337383092594 0.281335469594538 0.545777588084348 0.794286974201704
chrII_9111_9268 0 0.00745585856207344 0.0469786058714982 0.11254703670095 0.207708683252262 0.379847603472697 0.736635047798616 0.827923496075076
chrII_9391_9686 0 0.00791671213462438 0.0419166500580432 0.113327105212252 0.232324173899717 0.435179260087729 1.05613300470623 1.0369958702627
chrII_17860_18082 0 0.0036849627322623 0.0242782125571832 0.0617839648031465 0.125999276131391 0.269071160326308 0.625427208943273 0.551107868158478
chrII_23668_24129 0 0.00353847764136782 0.0212142397962051 0.0533497608214192 0.111653679534813 0.215827571069784 0.646414688999578 0.600678626969595
chrII_28204_28671 0 0.0050296696031937 0.0236252732091259 0.0773325131048621 0.138614901921418 0.280251591240948 0.648042407271645 0.824018852553473
chrII_30856_31017 0 0.00778335726792212 0.0403349874165665 0.124002318155669 0.211843744193347 0.390806015390748 0.80199867457449 0.948262526183616
chrII_36136_37076 0 0.00349562838069782 0.0233527955018436 0.05953356435311 0.122486333350362 0.286995567350997 0.856633135966354 0.671875037739308
chrII_44953_45867 0 0.00303048340266535 0.0211941517600888 0.0591961376953912 0.122134360463996 0.278817012765194 0.855027747555196 0.560407096975211
chrII_48596_48884 0 0.00406833411328684 0.0219336513192814 0.0688707545664245 0.142955575113478 0.292664414678882 0.725427921213914 0.859060948625507
chrII_60562_61093 0 0.00307321316888883 0.024048258449988 0.0648646251463768 0.15016079583679 0.334891159398647 1.03211867762269 0.639285902425753
chrII_62603_62780 0 0.00360955585574441 0.0200707177729439 0.0742695480298629 0.138390009544057 0.278687981231022 0.669456761435598 0.707388299245663
chrII_63623_63818 0 0.00469873989464763 0.0259122748948291 0.0590711801573952 0.136528343981569 0.280535979475974 0.658784625543331 0.702236933760386
chrII_69471_69673 0 0.00412405595475585 0.020153707382056 0.068250809603591 0.126158567251658 0.251406542719442 0.764308839164499 0.717546130682593
chrII_74921_75282 0 0.00409282350946072 0.0275283055518345 0.0754711802947955 0.155003769332187 0.316435932442596 0.750103268387072 0.729632060519418
chrII_80568_80926 0 0.00386300157247094 0.0231666280248401 0.0673907097991455 0.113548394616884 0.283814291607258 0.630479735199379 0.692016129903543
chrII_84174_84448 0 0.00315424846728734 0.0235767492005715 0.0669440960592968 0.164706006326978 0.345557084055537 0.946967721699919 0.559935990619628
chrII_87598_88476 0 0.00211485475127827 0.0171913553462419 0.0495855715486551 0.112571725991502 0.286714617870139 1.08666211098268 0.646572286116646
chrII_88648_88838 0 0.0127912394193763 0.0640517645812177 0.212745125043479 0.444965734458679 0.78555336337486 1.73013562126796 1.49413191082149
chrII_89171_90054 0 0.00285738324728148 0.0207420174418717 0.05973509205196 0.127873794504082 0.317856425366436 0.890824366569377 0.551961981898093
chrII_92201_92375 0 0.00463704134813632 0.0296180628023708 0.075355564412005 0.160867620412926 0.369375211569869 0.851095178873121 0.770322527208543
chrII_96091_96414 0 0.00461305665150803 0.0292977781516876 0.0771306839431885 0.145175382180457 0.268162277635999 0.653666345165937 0.615889356512234
chrII_100030_100498 0 0.00423708907041135 0.028472926339236 0.0782718632121333 0.156202120448035 0.307715727433796 0.903260347286195 0.778507988709434
chrII_100949_101446 0 0.00278384260251214 0.0149999614588253 0.0411506185388969 0.0800886929347625 0.150985267127055 0.458232336918436 0.57676760333841
chrII_107388_107886 0 0.00388080157025496 0.0211280940517782 0.0640213736854489 0.125102182558434 0.252924121551647 0.655498472447852 0.710689902792029
chrII_110457_110803 0 0.00371151570098833 0.0262332824491857 0.0670926602734253 0.138406485852837 0.248254451659749 0.724491222048129 0.661745447010566
chrII_111143_111659 0 0.00403406546745697 0.0192745860525428 0.0624034895382059 0.126214351708925 0.268372439182873 0.634301730323822 0.639524490695951
chrII_113364_113892 0 0.00316220703351455 0.0154756321084869 0.0553385285802986 0.100377342650556 0.201900871524547 0.622363884882157 0.473117852758482
chrII_124728_125159 0 0.00268047080908034 0.0167088805962801 0.0474957038103969 0.0861788152456412 0.194824778238789 0.579858105279293 0.509734832839937
chrII_126444_126765 0 0.00547453743820176 0.0253180435307601 0.0751345924542301 0.141838458370441 0.294025644514598 0.598329050695395 0.609109887111752
chrII_132065_132489 0 0.00351281209026544 0.0207298199158633 0.0461768047690508 0.0937031653769605 0.217747418027943 0.470148824161477 0.386678747068964
chrII_135415_136817 0 0.00221934230537857 0.0189458870946585 0.0477131580494251 0.0928820019478583 0.189144830286752 0.56110192597365 0.471127013496563
chrII_140183_141442 0 0.00379620652578832 0.025542519858881 0.0577409050904698 0.105981947686302 0.216404061690971 0.602777554542508 0.546485718045339
chrII_142785_143253 0 0.00370610292683814 0.0185639974489074 0.0622899773740574 0.11715722166603 0.247005061376133 0.647841899609589 0.680928044848909
chrII_145730_146255 0 0.00378649679884058 0.0227702490443147 0.0576437398381881 0.125306412571878 0.278020996578573 0.615869911778709 0.588629545756463
chrII_146861_147206 0 0.00427883643046515 0.0252660888903626 0.0574710205387695 0.122006625076585 0.255696278087866 0.52951107298312 0.678233483013234
chrII_159548_160176 0 0.00341210824886711 0.0216346011023019 0.0583355959803303 0.101906658878866 0.208820014797905 0.591083255684645 0.637141293268549
chrII_163742_164993 0 0.00316216553852551 0.0239112120373426 0.0587633657624883 0.109023891130573 0.24049088092205 0.735499790598031 0.534542866841311
chrII_165136_165356 0 0.00433770102234653 0.0309340476482852 0.0746563400680318 0.115590784859519 0.193616597119734 0.46279510556485 0.670326365670758
chrII_166786_167198 0 0.00569114810185413 0.0279480931609364 0.0837205141986828 0.137239999899373 0.303244032026803 0.635099940017315 0.782612916140915
chrII_167806_168707 0 0.00304939589677187 0.0234175039137565 0.0588927237805886 0.120746138480423 0.305425137972938 0.857551075512888 0.51401674701274
chrII_170083_170653 0 0.00415767785738748 0.0250847800462692 0.0761347041813198 0.141527681221503 0.306519152582725 0.680006827961004 0.72400368742676
chrII_172392_172599 0 0.00396183229832384 0.0272830209579406 0.0712031436530431 0.17406030270173 0.285045279840382 0.938178238001063 0.761118450875875
chrII_181203_181625 0 0.00405852990853624 0.0202485980836827 0.0675277864557852 0.141009653274621 0.289297478934789 0.740187990591291 0.78605433595955
chrII_191682_192488 0 0.00472289770904563 0.0241281384344987 0.0667423947589745 0.124452229767233 0.25898348203986 0.606224005306876 0.605249746766267
chrII_193695_194210 0 0.0028576742528062 0.0180607162443175 0.0564036041525068 0.118293804016254 0.204195908925742 0.545338387212351 0.507021202477099
chrII_197427_197991 0 0.00725406432795105 0.0415442724530538 0.116506684338673 0.202914293190127 0.422793696365792 1.04841546429985 0.990616018519166
chrII_203302_203542 0 0.00342931882773175 0.0138759512691803 0.0481516794372211 0.0922347642269008 0.223849720436947 0.581984581256627 0.674267243126053
chrII_206875_207174 0 0.00517730906114164 0.0286731779710244 0.0832816540198621 0.167450018388123 0.330744045906987 0.797374402958586 0.686765189551334
chrII_216269_216637 0 0.00375362174351439 0.0193234753006152 0.0612947762641501 0.106340925236088 0.249625530167282 0.635415507193564 0.687471738100255
chrII_216877_217586 0 0.00369097115164408 0.0190042796773534 0.0523265585022456 0.104994322765753 0.198530593122292 0.506819207716051 0.570176166346229
chrII_221727_222182 0 0.00535366508755522 0.0293534434241279 0.0808104994722339 0.143905055615236 0.310606655176784 0.645944530213195 0.720679519899548
chrII_223055_223302 0 0.0099802831145865 0.047964936370575 0.179387468900214 0.341534444022742 0.528073027504223 0.907891613040758 1.20113253316591
chrII_226597_227179 0 0.00861062256860294 0.0466792340933875 0.119292545785877 0.221942007132623 0.464477590054634 0.93546892015838 0.91770825764263
chrII_227415_227587 0 0.00526533345411636 0.0273042796277473 0.064104745440026 0.137161878668661 0.334154794437518 0.765297685344155 0.570068760858041
chrII_235307_237171 0 0.00230040626975724 0.0207637288845128 0.0449024447328985 0.0907001456847292 0.143589665208092 0.545185834076665 0.371412878334585
chrII_237245_238577 0 0.00916991135634795 0.0744977698430255 0.157626312652456 0.168876314397165 0.321985356037772 0.763978256354823 0.763920291093521
chrII_241300_241706 0 0.00327357865226306 0.0265322162734684 0.068154920063122 0.12350185801651 0.263397973210994 0.804166487877055 0.789224996032662
chrII_242481_242884 0 0.00406708644884365 0.0232413542377124 0.0673364855509088 0.130000650767445 0.287621111449429 0.702501983448284 0.710858939439701
chrII_245579_245992 0 0.00361249519423779 0.0215413100726028 0.0621386819729669 0.120488636723029 0.248594202118846 0.665852449825901 0.589023508652437
chrII_255081_257036 0 0.00299974512194636 0.0270756576105323 0.0584302533837608 0.104342236772371 0.162101051873178 0.598934247133036 0.478488291694163
chrII_257875_258149 0 0.00419916812014487 0.0248058375327088 0.072567111415111 0.146215410788998 0.352815718340994 0.975360999394764 0.823081703692245
chrII_259851_260470 0 0.00579197449104792 0.0275709432431672 0.0992200975298739 0.176504410356078 0.341484417476844 0.645844839797842 0.779606708771138
chrII_260596_260906 0 0.00700502154112991 0.039217567261584 0.112005930884557 0.20160925551144 0.397657253060126 0.793260087514173 0.892505340252956
chrII_261114_261282 0 0.0103314561556806 0.0468369841159238 0.206778896829622 0.287571129981952 0.569558311675587 0.849691813817064 1.05663538631889
chrII_261919_262068 0 0.0112334794699419 0.0450922726795222 0.185971087225445 0.334641676092138 0.490429362349464 0.989465010111483 1.25080648877481
chrII_263836_264079 0 0.0102603448547073 0.0438845480943738 0.206857609770935 0.31250112865076 0.524436655555095 1.03829154637361 1.1236580913515
chrII_265103_265292 0 0.00933649551601325 0.0451375111071217 0.135372315623285 0.249483886226002 0.459467967086535 0.803765940066391 0.939670534233665
chrII_269490_269755 0 0.00482320481217672 0.0299253005164902 0.0835949439705454 0.143055588398913 0.280957838091727 0.744732822256579 0.80404170317151
chrII_270043_270308 0 0.00404991906987616 0.0186615662019201 0.0627043033088746 0.109676120124357 0.250613715385671 0.538566709697878 0.629149366971129
chrII_275115_276030 0 0.00392055002787212 0.0352140401203683 0.0783441723183146 0.149693763661954 0.25921978974294 0.986032892316697 0.600674819003487
chrII_276605_276830 0 0.022015208280699 0.233126787028682 0.458151515070815 0.804476299792266 1.27191527372122 3.29214067606094 2.47184574518626
chrII_277972_279439 0 0.00517231785284691 0.0489585014253791 0.0904111447752231 0.173960774929128 0.317483667219434 1.18171002923722 0.692180891932321
chrII_280736_280942 0 0.0274306446664387 0.252689151285665 0.56657032309328 0.912587349758224 1.55221580031376 4.10989451211836 2.72427080926567
chrII_283459_283694 0 0.00485878848282322 0.0261805423359823 0.0788168099367298 0.123570934124502 0.319575167133666 0.779115560218424 0.85763522202068
chrII_287884_288219 0 0.00379576576143384 0.022855787986554 0.0610271858315772 0.127314817720416 0.251116747121515 0.643989450156653 0.646309643153157
chrII_291730_292337 0 0.0025071648409824 0.02344371026207 0.0561996884157057 0.127034886620142 0.273180044447791 0.840909561280759 0.497869886211596
chrII_293925_294258 0 0.0037654883813621 0.0193633471133022 0.063330138114248 0.12595838055329 0.232730309300683 0.628909502744708 0.717555186720792
chrII_297644_298117 0 0.00350623166367666 0.0231032320077685 0.0555889901053607 0.131568616616697 0.27269721389749 0.695344071988544 0.641543713439497
chrII_299824_300464 0 0.00386504149112309 0.0276799724646777 0.0652217220651173 0.150194431247341 0.361348270556224 1.06825562250616 0.722780626371558
chrII_301723_302081 0 0.00401504677023716 0.0244826159093519 0.0712098206170015 0.164730760935234 0.30206606945095 0.827907755725383 0.742490753793103
chrII_305829_306427 0 0.00416599544820014 0.0273173531747706 0.0660786473497686 0.122133126189826 0.290616822875339 0.728339418895793 0.709930748651046
chrII_306894_307665 0 0.00402883630895868 0.0230647333684069 0.06332040668039 0.130350515501242 0.277631652081895 0.846228314962514 0.712863039206494
chrII_310133_310603 0 0.00309744684356539 0.0156550375212398 0.0442109030212516 0.10407005738589 0.212221857669451 0.611031937839621 0.528776435005891
chrII_311499_311945 0 0.00362559343642139 0.0206008684995741 0.0551080262163105 0.104396068845817 0.218369272798222 0.538663685206254 0.642542687742018
chrII_315217_315685 0 0.00325379875940788 0.0234172551620212 0.0674712017415393 0.14188682530651 0.292538672717688 0.952877406551677 0.595594957033138
chrII_318097_318309 0 0.00423785704731866 0.0243540020372072 0.0722093819541496 0.127960617520447 0.224429948936071 0.608391489113954 0.718822098456508
chrII_323971_324251 0 0.003954149185721 0.0287487919643737 0.0760233169217125 0.131623175445898 0.277870389321488 0.62169975445749 0.69837609181755
chrII_326057_326271 0 0.00450601716333681 0.0281374023536878 0.0741227339986697 0.129551494529789 0.283113815039927 0.760335788802554 0.861071634165694
chrII_326684_327046 0 0.00718976517611892 0.0389106264166305 0.1116004191621 0.200813842245086 0.47815145242904 1.06222361892742 1.16785791569307
chrII_332372_333028 0 0.00306381563551279 0.0233212843428471 0.0624830631406312 0.129449667779079 0.310835282451872 0.954805357708114 0.619623901764712
chrII_336830_337268 0 0.00440563722535785 0.027926700900656 0.0786603144657363 0.130665915988109 0.267511350283217 0.639899818839639 0.576145816736621
chrII_338283_338824 0 0.0050915691496825 0.0243325572547779 0.0787115279592227 0.152838052716533 0.306663450886636 0.735815029649442 0.687723510792839
chrII_339283_339677 0 0.00352919149151456 0.0179762586465674 0.0537815302646703 0.11472831284594 0.219431083348822 0.722871715042893 0.639672907197661
chrII_340679_341341 0 0.00452432592770547 0.0227654804246141 0.063046792997799 0.10630196773337 0.261606150263981 0.61133161228226 0.606443620811404
chrII_341502_341756 0 0.0047887098027825 0.0204640134938429 0.0624256248128331 0.107777158595634 0.265992354491973 0.541722707204819 0.762458042792275
chrII_342525_342799 0 0.00477589576592467 0.0293455248860061 0.0667895380279728 0.103813677018928 0.222412619458809 0.494481407493438 0.546755529097124
chrII_344063_344248 0 0.00494229890987175 0.0283927603821659 0.0742757045572544 0.15678717167172 0.30280396920319 0.646812917917183 0.809032057194925
chrII_347263_347966 0 0.00453534640438613 0.0280478479305435 0.0717309488159628 0.123725784919144 0.286895877406837 0.774901981124541 0.702807997779778
chrII_350665_351160 0 0.00541357302895535 0.0330134822136257 0.0830299568012512 0.142658732183389 0.352160141473781 0.762354925611379 0.743802926955148
chrII_356549_356723 0 0.00484755861730052 0.0248369382478175 0.080817111669736 0.132810584518005 0.278198841318322 0.734328189505382 0.753580106677571
chrII_360072_360504 0 0.00384223344563681 0.0190080955030667 0.0499010052192095 0.0847366284995192 0.215087340165915 0.509703272023122 0.547210172651
chrII_362545_362942 0 0.00364441194726408 0.0264853227896544 0.0715018241234298 0.143563066199775 0.308501465272109 0.772688073991427 0.740492015291975
chrII_365703_365964 0 0.00451738260828038 0.0261217319148072 0.0759758023486364 0.154347371977426 0.30962101586362 0.747702456630747 0.674922090064656
chrII_372515_373299 0 0.00259562323474227 0.018454517296342 0.0452644793769212 0.0989745279399688 0.173885744458928 0.503233966619544 0.509091516862186
chrII_375229_376404 0 0.0023789851239526 0.0172196978332097 0.0378300953244744 0.077509352757437 0.184387008441866 0.555368549043512 0.393183075194587
chrII_378341_378914 0 0.00281472715445602 0.0246918071502103 0.0492010348085956 0.0917075797376332 0.220763931570096 0.633809088257053 0.550532659027741
chrII_379897_380575 0 0.00397849914808128 0.022243828882186 0.0531010405859322 0.0984098198930548 0.215650023213322 0.590658834659065 0.533318824315907
chrII_381003_382154 0 0.00405956508519045 0.0229367078324855 0.0532874334533016 0.0949969584484086 0.173950375090081 0.499924925852652 0.478614169829185
chrII_382847_383287 0 0.00421441233803075 0.0217371265783829 0.0504818096804127 0.109862983522396 0.223489189391147 0.456279621601308 0.692623869489833
chrII_391327_393542 0 0.00229629417978808 0.0161128276284583 0.0378996247800982 0.0794542933928109 0.164299351516464 0.487678729525804 0.406347940500161
chrII_398166_398473 0 0.00437061233502184 0.0322358208783379 0.0741848890584338 0.162175631288325 0.330397457664816 0.897951396268196 0.698923157034656
chrII_405504_406178 0 0.00708104583926332 0.0427891517274518 0.107836206589427 0.197252865498365 0.437160719786021 0.979274443375222 1.02855805009193
chrII_406960_407650 0 0.00410673549754236 0.0298464845705629 0.0758969025096313 0.172106383645802 0.301223197365272 0.785532087915948 0.660658876840209
chrII_408506_409276 0 0.00355000173231836 0.0242003023777071 0.0714069121386148 0.146481724707531 0.249197386829184 0.71077911131266 0.653037525563669
chrII_415033_415722 0 0.0024916699958223 0.0197132240721536 0.0537847100401628 0.118811589469435 0.261644991833853 0.780174633936763 0.481946790300263
chrII_419003_419841 0 0.00319766421519135 0.0205500284288397 0.0540226736817724 0.102406600663686 0.196317498848689 0.531898851621411 0.603294600868818
chrII_423078_423825 0 0.00398162298056397 0.0243659391780695 0.0663902673940406 0.13247482595866 0.279719105964774 0.776823656457173 0.660187700294453
chrII_425701_426136 0 0.00476315752101141 0.0252846064315988 0.0755317201167707 0.124035998129997 0.260542216638695 0.746707376251072 0.699799428453819
chrII_426371_427261 0 0.00462629806617201 0.0224955219173646 0.0649376116579255 0.131360208846707 0.282926575203129 0.698419763248497 0.678945799712335
chrII_427306_427818 0 0.00552366287467778 0.0269603933443402 0.0861567778713949 0.154283508836376 0.313222530627123 0.71690047152699 0.694336143193037
chrII_431744_432028 0 0.00506810069853807 0.0339110174351897 0.0752714670111665 0.147066003670109 0.357200670223456 0.714586073355233 0.649217180951525
chrII_435627_436104 0 0.00318817036189875 0.0184046874455885 0.0550998500040362 0.0937785657176922 0.20962088701375 0.578923234991062 0.608340232841369
chrII_444475_445066 0 0.00686670537582321 0.0612289486941265 0.150695181448206 0.279566580709145 0.411615006511755 1.09135556868935 0.647352415613777
chrII_447345_447605 0 0.00454363510614526 0.0251831504745178 0.0714446718111369 0.142439859645979 0.255329927184711 0.629838522708508 0.684707564517298
chrII_451936_452732 0 0.0026427578966305 0.0179592815388365 0.0496683872463492 0.0984324241942827 0.194379634832676 0.47550180976124 0.517234105191063
chrII_454523_454860 0 0.00388251894296681 0.0179367352282148 0.0648967614665276 0.11913405434401 0.248701948954587 0.65363300604863 0.651167169043989
