TFIIB10 TFIIB20 TFIIB25 TFIIB30 TFIIB40 TFIIB60 TFIIB90 TFIIB120
chrI_163123_163616 0.014855479129477 0.0398130348793363 0.184833926655446 0.43316753354759 0.703801328586791 1.923508821685 2.05741748108917 2.63080763811122
chrI_164118_166267 0.00457980818482334 0.0242939957165873 0.148325826069183 0.325319634773908 0.440217612576043 1.03659124065132 1.18325245277597 0.982898010524418
chrI_168886_169375 0.00236233230485323 0.0145197706391205 0.0921403467921725 0.189408128436638 0.168929524834145 0.61434508509958 1.01051469145808 0.731113433262908
chrI_171628_171842 0.00174622332585655 0.0162735862962453 0.0999969288096088 0.135297050728818 0.252792781373313 0.408889439602034 0.909164236223327 0.566149254062065
chrI_175087_175373 0.0029994657052075 0.0138262091696119 0.134630672743059 0.333080700710826 0.140518240430964 0.611131242156857 1.23619616095384 1.38775609837165
chrI_180001_180262 0.00258345918544833 0.0163240805799659 0.112310182613903 0.263443467822614 0.357887731797733 0.806514397590994 0.791488303761794 0.583486350596491
chrI_182634_182925 0.0114024513859727 0.0341475124964636 0.143994864053233 0.327297083578039 0.526800065660314 1.2431847939534 1.01847433656889 1.59407387735911
chrI_183484_183801 0.00181138218843729 0.0203171131321696 0.0705755847769832 0.144154779833208 0.330252370251468 0.73109625131615 0.611959808731583 0.609233350718989
chrI_189993_190185 0.00378273807540299 0.0218041005259935 0.184311861039201 0.348927217631153 0.306022868141099 6.34691506938962 8.73966279757603 0.875332705916348
chrI_192451_192674 0.00248589576205326 0.0153946834808013 0.0926890757517027 0.220689894261362 0.43546845862247 0.699702097861758 0.925543716668063 0.771704005677192
chrI_219700_220247 0.00521335619905955 0.0238078538686338 0.161704293970477 0.246442888018338 0.309936400589769 0.804539809600394 0.875648419487675 1.09505184667268
chrI_222816_223274 0.00288678532745119 0.0185706969346245 0.100142896596594 0.31131459761315 0.334352898729035 0.503804307963816 1.04894779874888 0.671004525443975
chrI_224832_225362 0.00267152323100089 0.0178743204697192 0.0873666213635038 0.199052229602397 0.309957948649628 0.65135541202544 0.816484047935207 0.932405403154836
chrII_532_975 0.0135194809854209 0.0348643528872792 0.283781754298453 0.298657615235444 0.560581433838032 1.97220524755045 1.58567721643784 2.39278175301703
chrII_3370_4176 0.00994227140693286 0.0245308602716026 0.177361821202859 0.285432309259571 0.321463146432277 1.39678536355926 1.84864744643894 1.86308656825252
chrII_4580_4951 0.0127375081330196 0.0376397656202474 0.202684887921336 0.271714180134397 0.406875924093818 1.0862299671124 1.43700363425266 1.49554775262123
chrII_5176_5799 0.00854809639501113 0.0251548828313939 0.165653813078798 0.230928003130617 0.375979941057048 1.20732851073196 1.46557816482365 1.44547622049242
chrII_9104_9317 0.00565282160946476 0.031708760109428 0.158859976232169 0.319877563235143 0.524126561312546 0.887689188268714 1.03632480888079 0.612436504039729
chrII_10447_10640 0.00280989038065558 0.0207752231044829 0.0848265467741735 0.221915059494381 0.33486007036154 1.10364117181035 1.69453546779259 0.942599192092917
chrII_17828_18128 0.00244118738646977 0.0173969351128724 0.0828269629004514 0.19194066680872 0.240558386942079 0.557454159907193 0.537409413204037 0.960209087285881
chrII_21179_21406 0.00332514238915967 0.0171932377562139 0.109536690623474 0.133612894226179 0.254076272905516 0.548606389283399 0.434115910554371 0.512701597210052
chrII_23684_24149 0.00203775695852062 0.0135425442737471 0.0838100117468379 0.136314918545789 0.191000530518116 0.44174394186885 0.410396139532077 0.511844501941451
chrII_28179_28710 0.00181930207922665 0.0169774334210306 0.0738857154733568 0.128548479392389 0.191573569644984 0.779159960475916 0.737150530867936 1.29968450695874
chrII_30552_31130 0.00436640353406337 0.0248656351888899 0.115301291549779 0.256625446067528 0.303374021552349 0.79391989861184 0.909935857600145 1.15301760250883
chrII_36080_36946 0.00131523734986601 0.0166914267992319 0.0931319808357429 0.215744677431235 0.242049490510145 0.545222958631409 0.564739296215313 0.700573456751097
chrII_44903_45168 0.00435719861805737 0.0188349266812749 0.0763226213751964 0.163535205516867 0.276582905161311 0.759375660407216 0.997141865834732 1.12253731408858
chrII_45375_45831 0.000938556821285862 0.0109403396306442 0.0507298442106538 0.114428135358541 0.147379002232451 0.310416353754466 0.529188285257066 0.503534407648267
chrII_48557_48900 0.00235029024634931 0.0129610987848014 0.0893964591537596 0.158730403362229 0.260863303765113 0.432547469509614 0.61270222944295 0.975073136715907
chrII_49374_49617 0.00288359803840958 0.0196294095941882 0.0795946119557583 0.189247951549918 0.299086620782859 0.816084930020875 0.600892171976876 0.773350423733982
chrII_59396_59714 0.0025393112111747 0.0189701163136094 0.0929740834428757 0.27729163299961 0.327893028810092 0.445500285237499 0.699339879242722 0.63903585823569
chrII_60596_61030 0.00139754624531299 0.0103396522176763 0.0591219601734563 0.1249778473456 0.147499260029056 0.383013945538439 0.584700524932445 0.598630927498339
chrII_63568_63843 0.0020607285927738 0.0158208340694365 0.0774717437884556 0.142123216299009 0.11193114918997 0.475725211570276 0.457167725608922 0.45384868864142
chrII_69432_69702 0.00171622748009094 0.0157185954198381 0.066918650099974 0.108995681034906 0.272388347994252 0.736676665996785 0.649715251170974 0.671864193868014
chrII_71404_71663 0.00276367394474668 0.012867198133207 0.113891260998659 0.256557031447655 0.222186053508016 0.529883142468042 0.726073758921274 0.904640607019807
chrII_74979_75338 0.00147919159484931 0.014520393075809 0.0713610046393662 0.120300980738249 0.21401102319631 0.517772201548895 0.595903879821595 0.67477473068589
chrII_80650_80933 0.00193541161241299 0.013376394796535 0.0787526569584126 0.121584363493615 0.189512218742738 0.849601544589154 0.922899990205481 0.67337449157382
chrII_84141_84491 0.00192149584977038 0.0123964391337851 0.0604220393280156 0.140252408015501 0.261979208653496 0.598895906660137 0.769591093001802 0.5626545055802
chrII_87709_88326 0.00114298477968421 0.0159500294184823 0.0909982260059338 0.195681828088392 0.297014501367404 0.793024118354347 1.07028643452275 0.830111960300431
chrII_89287_90070 0.00161927097226357 0.0125103130062359 0.0727695324706339 0.110897813437268 0.141480149057886 0.490486799188524 0.762337638195685 0.88956729562308
chrII_92108_92482 0.00189506286019265 0.0140948706262792 0.0890614456656289 0.1650739173732 0.197232358806581 0.531516307850475 1.3493374833923 0.949248854052387
chrII_95991_96586 0.0013639672068953 0.0127507237580771 0.0854001386206075 0.192963053954505 0.240671265161207 0.599936561317793 0.635807781103786 0.951469261936521
chrII_99998_100561 0.00187454258186404 0.0175698020383535 0.10622457312045 0.232012535852465 0.265899741901753 0.672403764576975 0.774709912184003 0.587850361833101
chrII_101048_101384 0.00193561048526057 0.0133898899486703 0.087573748674741 0.199348258596849 0.287922153791948 1.04360752840142 1.08993691700575 1.13386303259188
chrII_107388_107991 0.00267765821292238 0.0138639869680567 0.106008424577681 0.14051370144987 0.197253456482594 0.573446683135326 0.750243628378079 0.74307089595646
chrII_110415_110828 0.00141918097605411 0.0148206816142136 0.0986927847181637 0.108702796949952 0.251056772692614 0.347122861158132 0.519003246760541 0.605379943314585
chrII_111210_111538 0.00200602628797276 0.0171891699347858 0.104140126052521 0.16820528044275 0.228820753161589 0.622779877793416 0.554939010950824 1.06011981350959
chrII_113335_113829 0.00189791665352497 0.0109114694278424 0.0733463359044842 0.099269320614955 0.176892700143309 0.490318817363739 0.613054681648321 0.509467249360353
chrII_117309_117566 0.00541116734261489 0.0154649497040569 0.0944653142546455 0.0896571344095467 0.372808137784826 0.617475779076004 0.875696278748506 0.779602824174654
chrII_121995_122207 0.00277843970126444 0.0168629738913711 0.093608534996266 0.178344888722953 0.291928879423636 0.757432798051647 1.39348308543152 0.427171833614799
chrII_124696_125153 0.00200557281248254 0.0140617521015468 0.0934355486448252 0.142567266802667 0.162659713131213 0.532195588338149 0.620570130471813 0.789942844833343
chrII_132051_132449 0.00130379233513344 0.0153781913237489 0.0816492480248328 0.153048065176165 0.230848057109732 0.568546145752013 0.502316928017665 0.650176151259853
chrII_135469_136755 0.0010078322005178 0.0155778291019627 0.0919242405268417 0.20553689760313 0.275065329617634 0.701703733653574 0.987052171719885 0.920683286873895
chrII_140184_140540 0.00183342721475014 0.023817702217725 0.133514446729582 0.1975130521217 0.262245808760758 0.580698185289747 0.68562530997038 0.941878544709236
chrII_140778_141363 0.00171136737901691 0.0166356808638492 0.0888086964533931 0.226786623180071 0.291215228499892 0.761988391099036 0.991571240885934 0.815693149275113
chrII_142785_143298 0.00230986429000301 0.0180239894147477 0.0724731106277494 0.199476072639073 0.248114662142598 0.42422883098705 0.838051197228091 1.15387431811125
chrII_145628_146253 0.00210303236247378 0.0158000569242612 0.0791770966391449 0.16039727461639 0.245909693379603 0.613980296626723 0.79255139576044 0.629225665520067
chrII_146915_147211 0.00275523936975374 0.0185438762300749 0.0965973786186331 0.172330434968122 0.431306661895992 0.667167904201064 0.82238124137993 1.20246230456772
chrII_151109_151524 0.00256862617691266 0.0206025185085586 0.11748684737508 0.12987913239046 0.203751448624898 0.637997225280929 0.679063089414059 1.01274936733491
chrII_159627_160165 0.00650643039550012 0.0228023314349439 0.188247090991514 0.262538466442087 0.359221018739956 1.27846751733216 1.52163016807192 1.16479239216667
chrII_163895_165020 0.00119834633671414 0.0186633934307061 0.133595780614356 0.281032815598027 0.331987475610215 0.73992856135071 0.815550238201019 0.664416588874266
chrII_166821_167110 0.00308399700856462 0.0163453612315638 0.101863072673774 0.114457406674619 0.206220068938051 1.05893974939498 0.717708707688867 2.56122308819035
chrII_167767_167978 0.00386725103213155 0.0186390427245274 0.103249428677131 0.28248844086934 0.480402026945193 0.575424067118835 1.1297410039602 0.545235194157616
chrII_168193_168574 0.0010163826877345 0.0106092923018792 0.0611596118232042 0.126803482466308 0.1613801056604 0.376796610618372 0.624948850288566 0.609195172395694
chrII_170321_170680 0.00223532702266731 0.0126582272894055 0.108093869867562 0.135949756606913 0.310248946576672 0.765509156720316 0.817547768993704 0.734706748095627
chrII_171170_171528 0.00171797102019366 0.0128925071890498 0.0814466786549376 0.15479893742332 0.364252393393712 0.629443884651435 0.759802606051676 0.820955231181634
chrII_172332_172640 0.00164963668649557 0.0152057683534047 0.0760892715803282 0.190196486891747 0.262664146350539 0.529483674834972 0.608763672686535 0.699397154823401
chrII_181266_181567 0.00228289349882726 0.0150666353962251 0.108491400388316 0.169380518419832 0.230694377055475 0.751544232683059 0.545220198279972 0.579986235242027
chrII_182043_182434 0.00366801569114897 0.0159211451617692 0.121913358280763 0.223338723949074 0.355959431722752 0.693841438900666 1.8323668905817 0.759027159001445
chrII_191679_191942 0.00236207233045037 0.017776130698857 0.11061367452857 0.182661872176442 0.219786189912138 0.921510748855449 1.35682393227508 0.814817020348994
chrII_193829_194214 0.00144029482914049 0.0195684079775634 0.161058115630713 0.264117469631952 0.289470800780351 1.09927279066486 1.09604713791415 1.33196574795841
chrII_201694_202024 0.00210576482622147 0.0168455928444437 0.0896711206616929 0.17861810570211 0.268309642708752 0.682089583112047 1.26101994764842 1.02941684766374
chrII_203304_203575 0.00248731842430078 0.0184689873292141 0.107483057628754 0.195668812636829 0.300479850968244 0.852877661335145 0.892182981309955 0.787967915467747
chrII_206887_207255 0.00168200540195045 0.0166246595962968 0.0838505120212677 0.144321706270762 0.191119016308898 0.407556179150575 0.673789647720388 0.882648816695296
chrII_216285_216560 0.00220004000179258 0.0160087967313747 0.0880130930534985 0.167120498753312 0.322144212420481 0.704359016982303 0.516627563722735 0.857845443337697
chrII_217022_217549 0.0032024907744791 0.0147524886304384 0.107765182064711 0.138860003644103 0.160705762834082 0.876764885155795 0.937428303288353 0.78586787683369
chrII_221000_221263 0.00366051463656584 0.021204435360422 0.124673808860088 0.217418876017013 0.467785424496114 0.824374799840457 0.725337912485773 0.606677559694261
chrII_221735_222178 0.00298666229852979 0.0206889004076297 0.121696997785812 0.114858608661645 0.295713639198442 0.84403699153642 0.572169816511214 0.706542831710789
chrII_222795_224054 0.0149545430979821 0.0439224903766819 0.221245803354537 0.372668653380738 0.656249001868406 2.15610863076255 1.81605451024137 2.14040391210454
chrII_226611_226901 0.00681795467699878 0.0352232734500954 0.152257227390071 0.334797225699469 0.580527810110939 1.03357797577243 1.35792923145577 0.728968820558746
chrII_227385_227654 0.00207119082882996 0.0167121917385731 0.0820702822064969 0.199659586476793 0.240675519182685 0.626437174040782 0.979188066277276 0.536758094990977
chrII_235653_236607 0.000718531571789612 0.0169036665238206 0.0835729165394104 0.199179755076581 0.275088111038099 0.441993257397812 0.41674571338225 0.422363645315817
chrII_237365_237775 0.00202558227305167 0.0162690385692454 0.107517515489806 0.176466307155636 0.332259109704744 1.00978968418967 1.43165061184093 1.07753900225705
chrII_241285_241770 0.00144543805712606 0.0187440261694793 0.112586246609928 0.286705877316265 0.46955577382078 0.71802421978478 1.02547795806216 0.83247695893098
chrII_242457_242865 0.00186097065054369 0.0149153543647147 0.072435544676343 0.223108120472605 0.23216057114681 0.577977858953368 0.785936991319012 0.47578246046634
chrII_245595_245978 0.0015111775741535 0.014386954080091 0.0617907886548948 0.16549294708848 0.198085390543004 0.384763243864654 0.78109165908152 0.672889238674131
chrII_255486_256505 0.0010271296918052 0.0170727050338451 0.0966130213249496 0.212260508889036 0.329790237987717 0.521524643355344 0.444825077575136 0.446967057448283
chrII_257865_258213 0.0015563082953506 0.0137021554384859 0.0935322544321473 0.214461491596538 0.200770563662905 0.588972864089771 0.717508532993521 0.889943681743722
chrII_259828_261287 0.00674489908090444 0.0263752222148468 0.134387222007595 0.276483499951142 0.427528780480776 0.97340106773128 1.11004148248525 1.08444056758291
chrII_261525_262090 0.0156834616017705 0.0436481891096925 0.258802576825435 0.383167623960954 0.637160187211323 1.990810957433 1.72156233847067 2.30914461691649
chrII_263790_264111 0.0118856784701541 0.0470964670990421 0.23639641819894 0.420854141731009 0.629233095070058 1.59844054337758 2.13439911173752 1.67639665899356
chrII_265162_265360 0.00694674872480703 0.0388136528444048 0.136230505985497 0.334157811593855 0.590153882446156 1.19241487484876 1.34504802583138 1.05978963849528
chrII_269467_269800 0.00167461096199897 0.0122820064863217 0.0596981538729302 0.250493729557643 0.305024503033887 0.448306690215438 0.58728467175842 1.05224555834589
chrII_270055_270313 0.00173068152786446 0.015032707073395 0.110698745610691 0.215298947818357 0.211342693183157 0.86584620624166 1.25132793875026 1.02239894704149
chrII_273647_273885 0.00179129660184427 0.0160974944580815 0.0843774958696344 0.0677040164077573 0.186692683997711 0.843952749581819 1.13368220536635 0.727671208591103
chrII_274882_276140 0.00158136538565817 0.0174806698626613 0.0881316072906724 0.1403027323926 0.215818749919418 0.487761887650241 0.715637421621132 0.708619619660109
chrII_277846_279691 0.00129934960058321 0.0207504148962099 0.0938960443721473 0.187955583977054 0.281425518902839 0.501842081387373 0.771392792857423 0.642910917084663
chrII_280746_280995 0.00883675440181981 0.0609467713350583 0.31892891589521 0.555188403058273 1.17938373384609 2.2093295013608 3.4863947599394 3.05510263105319
chrII_283436_283758 0.00224666826760012 0.0221221102152823 0.0828308871419004 0.124541983974476 0.263488530683549 0.62037641702337 0.967599188908472 0.729078120464005
chrII_287912_288310 0.00138979509694718 0.0127642637175053 0.0926958012314906 0.128475816757813 0.26948952742632 0.457086735418627 0.441263063861168 0.960411790425939
chrII_291732_292255 0.00127862100682511 0.0114322845865584 0.0705562150472747 0.138173399827152 0.191397669695004 0.496549447019357 0.636119143644581 0.498372362147577
chrII_293877_294285 0.00143991141608804 0.0134036993832994 0.0792374815386198 0.174070415335971 0.305349020995145 0.887792544844817 1.37265067665058 1.16078859961887
chrII_295929_296240 0.00153300597599585 0.0141691854655802 0.0995033352620956 0.193101306097449 0.23520215849042 0.539365663888147 0.483799594454236 0.757733323783649
chrII_297690_298184 0.00168226860013865 0.0144325499708543 0.0786032755301687 0.102209043773037 0.192397023872942 0.560843352730584 0.974975906310438 0.98114992998832
chrII_299808_300313 0.000978002029018756 0.0129299304865709 0.0705266034896913 0.155586705927298 0.312589442614763 0.521318504068318 0.806149678628387 0.769937595017603
chrII_301246_301505 0.00226109317843921 0.0279796809217046 0.123808271397154 0.336321369650614 0.559626738735682 1.11365818704963 0.740272269913316 1.06455010366315
chrII_301693_302061 0.00197150749518523 0.0143632963609282 0.0986019844789167 0.14056274750057 0.197626422076433 0.501457672283027 0.884573026259857 1.13628547470203
chrII_305868_306365 0.00240637038474729 0.0201760162601448 0.0814084866001315 0.147303207865915 0.217933372818883 0.705778717605998 0.639916930779584 0.707611798790727
chrII_306890_307730 0.00214693533155806 0.0163470443675487 0.0960854766223641 0.200397642093314 0.351446051827941 0.517314606555084 0.658598716395066 0.783262437319189
chrII_310210_310571 0.00176117883863708 0.013492995169587 0.0796800715636937 0.169046406681906 0.153539226544175 0.698005189198066 0.711929122054524 0.820210203104262
chrII_311703_311969 0.00282303167418145 0.0170525624097906 0.0844351451849995 0.211881948280322 0.375557476011683 0.509429877803695 0.950116475589287 0.735811508539926
chrII_315063_315700 0.00150237255918001 0.0159748705777735 0.0997395989776306 0.209164818307365 0.275335289775515 0.562073216629909 0.642240861643667 0.732047592038023
chrII_321551_321748 0.00220576119404296 0.0161841637614457 0.0862822558271427 0.133081591632091 0.274541567868967 0.70660697129182 0.742308857127315 0.818266463438785
chrII_323925_324291 0.00223030644670012 0.0129078925892586 0.0698617979412804 0.196602780204405 0.324129881599491 0.525435282350869 0.66351041305184 0.599559349527101
chrII_326028_326372 0.00227881615186204 0.0191963917497566 0.081427974050572 0.219471550330779 0.329075465194092 0.864151102483873 1.0548305898433 0.975690091780573
chrII_331399_331806 0.00142730932178642 0.0143124002770592 0.118217420468749 0.147372712038296 0.265696976356881 0.538376656702392 0.812098221557759 0.805626256054011
chrII_332576_332976 0.00153121193481286 0.0137602611292738 0.0684685145594246 0.130196045479151 0.165797052734642 0.497483562147591 0.724468175765617 0.878559606330288
chrII_336807_337131 0.0036345803750685 0.0210105419334344 0.139069945217969 0.217297779191731 0.279084359739272 0.85290601511546 0.829902016828445 0.800082782880263
chrII_338272_338852 0.00220381163169157 0.0213432227642829 0.0801719522782082 0.137063692190626 0.33381577995532 0.829814660761792 1.07565648211306 0.829584732327786
chrII_339268_339652 0.00126109057200101 0.0128490684206211 0.0619992548531747 0.11171768312698 0.150999806635514 0.403822033221961 0.544017772586439 0.59174684802189
chrII_340658_341223 0.00257433447116988 0.0153318162853327 0.083240086936712 0.138658515181505 0.250397267082745 0.596267573781706 1.22873354795036 0.853292394251089
chrII_342537_342816 0.00221998398876582 0.021269944381217 0.127169146473497 0.224187168607661 0.524792906934556 0.988594579864186 1.25159431409191 1.9481050847145
chrII_347663_347906 0.00251490394711619 0.0166822723015944 0.090148367721439 0.255034038768628 0.203484879674724 0.560929782964424 1.19724649827494 1.45593061095785
chrII_350676_351184 0.00287563196952847 0.0234424640608431 0.11880840404802 0.302168403777939 0.439085100830774 0.704478873876854 0.701937029630593 0.931606447915832
chrII_353258_353535 0.00164669435183694 0.0150138209622235 0.0822539501951504 0.128699535713322 0.169809870118635 0.261849821642184 0.51614146707215 0.786376600346152
chrII_355944_356165 0.00392452928305387 0.0161047623416379 0.0737273182442107 0.19091615092695 0.189695999685542 0.639273605215364 0.560370720424043 1.34347791512051
chrII_356509_356759 0.00241376594582189 0.0211849675299399 0.142742010875955 0.10955353639723 0.289391778013316 0.836435810048306 0.705140472772876 0.677530851295925
chrII_360189_360503 0.00199818624004482 0.0136335999616767 0.063796498392598 0.144047185481008 0.205315476805426 0.578981614915846 0.572543614572154 0.784219873760408
chrII_362492_362986 0.00222553087307864 0.0170517602735584 0.0985152877577233 0.138667965734612 0.226850295376356 0.46778822161156 0.532403098582679 0.676399371958362
chrII_365623_365996 0.00271183517264556 0.0151726720160849 0.0736770950935622 0.098455370645921 0.298762077823718 0.581350164617485 0.701920070596513 0.389010530398474
chrII_372521_373402 0.00106260921094683 0.0139279995025436 0.0766618931689008 0.148338376044398 0.178610605879953 0.41561210452119 0.698994717574471 0.952742650231642
chrII_373634_373884 0.00501729835909492 0.0306507036307857 0.29474993842199 0.313810743253811 0.658731214112884 1.73135409519614 3.29493160668555 2.05091422385908
chrII_375517_375997 0.000889616180981047 0.0178763353759152 0.0957763116600248 0.214259397644198 0.336541316671217 0.659637902310501 0.709903103389165 0.610705261904269
chrII_378363_378797 0.000836727715694928 0.0194092036526524 0.118327148337852 0.197119759757381 0.385935625696846 0.747677008194758 0.74298715121598 0.63632104275608
chrII_379021_379279 0.00283400849528973 0.0220914483481268 0.16155257243897 0.265883841455255 0.415500967684964 0.990272190894781 0.987705466067666 1.05275234355146
chrII_379823_380485 0.00189461983927717 0.0172271936646262 0.0922222025057973 0.178691916737423 0.211281696424853 0.559984230815807 0.697920797950434 0.847028718750337
chrII_380970_381455 0.00479922643151452 0.0346726748290381 0.140327912794954 0.30194645506972 0.321693793696808 0.813659459010113 0.828659062288561 0.987239114286507
