TFIIF10 TFIIF20 TFIIF25 TFIIF30 TFIIF40 TFIIF60 TFIIF90 TFIIF120
chrI_130555_130911 0.00160395078415125 0.0064396930265701 0.0323525216781124 0.100314638228043 2.35822259711657 3.53612340406491 5.49284785047419 4.0127517971297
chrI_135623_135859 0.00259766652076887 0.0097397028663142 0.0187451177665286 0.109265790562237 1.15232930192205 1.99900898958613 3.77944598956625 3.02206593533196
chrI_136770_136916 0.00777122672879919 0.00863197527057148 0.0240380269695266 0.134890541640963 1.02379482777139 2.14530020574376 2.74954499344873 2.64663378098289
chrI_138361_138561 0.00594665333137308 0.00947344751424648 0.0257867303134679 0.119956665293673 1.77046075902876 2.77539174931839 3.4970971867863 3.16554651140221
chrI_139413_140713 0.0245414204706447 0.0262279248605826 0.0648563502427195 0.376636160062708 4.06318551477134 5.57786210528381 6.49716802212753 4.68694509880364
chrI_141221_142358 0.00123035454557754 0.00422475203885799 0.025071226202951 0.115195823215021 4.05367411536511 4.76146854049862 8.74461665960206 5.85277618591267
chrI_143514_143674 0.00334860330719604 0.00877722485445129 0.0320311064083973 0.129265634325299 1.08258777288643 3.28086156618285 2.948196140047 3.93522955949231
chrI_151412_151667 0.0359946989448592 0.0310126170354469 0.103260142560803 0.230113257381893 4.5009500762761 4.91347722984485 1.98454550816773 4.32113704619182
chrI_154663_154981 0.00293877424571832 0.00935726550040649 0.0248010117514853 0.115301696532623 1.53457449198549 3.17556409089423 3.9984872806499 3.52486920506123
chrI_158627_158812 0.00148274518761242 0.00981969017778988 0.0251941938679087 0.11881963529089 2.08558826124171 2.75697399139984 2.95445589627176 2.86526788193635
chrI_160275_160649 0.0086827420896223 0.0116673951459373 0.0348104811064418 0.149311099608094 1.76730190650549 3.78680087929996 3.02146974818486 3.8824542663457
chrI_164263_164529 0.0130145716596097 0.0192580263330908 0.0285996291634514 0.246317681138807 1.34674787305345 2.04931286056977 2.96649013035697 2.28965920605381
chrI_164894_166225 0.00702389914565165 0.0118406253401412 0.0333855735651518 0.166988110083801 2.09039978153298 3.49218683009883 4.67371713246933 4.1017707142124
chrI_168916_169350 0.00261102407637193 0.00969947990462441 0.0261740195894309 0.116975286185497 1.77155760395497 2.67322784869341 4.94325934909845 3.57251126532429
chrI_171666_171840 0.00274515464288669 0.00943252824701958 0.0202153550064466 0.106788490005796 1.15645109920774 2.14327192191288 2.59373744381997 2.60686289943327
chrI_175103_175313 0.00548613969451782 0.0111898114209816 0.0326362134597944 0.109927205759345 1.43359622199586 2.20147827987126 4.59110459946236 3.04526797706196
chrI_179972_180247 0.00406738081389941 0.00821160237416291 0.0265921005220652 0.0930349112158479 1.25917495658587 2.47722154604133 2.82074984579304 3.05823554337688
chrI_183470_183748 0.00300291415981137 0.00809474044603942 0.0226226457319939 0.114914942519119 1.39941972698175 2.37657403280199 2.87973891100925 2.92504954549133
chrI_189863_190193 0.005401831631691 0.0121175819129607 0.0412040241333617 0.276761689912541 2.92943197502109 3.39087299341855 10.0143853772601 3.86867279577655
chrI_192473_192643 0.00349307429876117 0.0110028390666063 0.0212043897767146 0.147578265854716 1.50058827984959 2.49868025891158 3.62387430093996 3.05566945631964
chrI_205722_205877 0.0193109821421628 0.0222047363864673 0.0514085288145859 0.237056379723251 1.14555547831922 1.18993350776291 4.77465781700193 1.92196803882408
chrI_206271_206569 0.016129329341509 0.0212836453334368 0.0374069725903187 0.232480405451568 1.30070941854451 1.38960171075008 4.02029303792096 1.99401833284311
chrI_222833_223066 0.00412310705375029 0.0105458521405172 0.0332136233902369 0.135694950668924 1.8872012768621 3.4900904999172 5.68560989340669 4.03131852151191
chrI_224963_225146 0.00442176680490024 0.00869594850922382 0.0165668583568773 0.127237938100588 1.46631848488707 2.52814582800252 2.94362577934994 3.26708523672739
chrII_3438_3670 0.0112737460288332 0.0195392204733178 0.0415535788433676 0.214202897569425 1.34801005475266 1.61711853876228 4.35598967837708 2.22929844293797
chrII_3759_3959 0.00742306966211233 0.01582827897847 0.0417994580081213 0.228992666890625 1.53286233051286 2.57497908349033 5.65639917126841 3.21568456609633
chrII_5295_5490 0.0124683396373998 0.0146478978854001 0.0376980498110822 0.181305577560185 1.48153005652092 2.06513212733393 3.54454146635236 2.59911434991047
chrII_5564_5829 0.0309077981015202 0.0206646136959044 0.0376638225868231 0.245310362217707 1.33690673453712 2.18521276771109 4.21335630014195 2.26102919644923
chrII_9139_9313 0.00847723340111053 0.0109141199930432 0.0258758549574084 0.115810737237489 1.38193994209937 2.9152764317618 2.44337585287389 3.24286082412703
chrII_17879_18108 0.00465534798737621 0.00958904839075687 0.0265022204620256 0.129664141097786 1.64350144935907 2.78283211073971 4.72674521011929 3.4071251597336
chrII_21252_21412 0.00375162669666168 0.00959261667430941 0.0212663909164126 0.137912104928896 1.13074514950744 2.59369680928509 2.80209862351742 3.21096943722747
chrII_23726_24104 0.00237850433556338 0.00927098935884156 0.0255666587816664 0.0994520675530629 1.84509162713595 2.47743331280571 5.00142621023514 3.55855294461065
chrII_28206_28672 0.00407743600382294 0.0105106040348985 0.0232219211156229 0.142632241917519 1.71491376897282 2.78726293521092 3.34737501967917 3.29575044226533
chrII_30852_31005 0.00906887364889636 0.0118215806782428 0.0253935273905993 0.15331105087682 1.14334398125682 2.2010780110931 2.35081943548638 2.95316722297826
chrII_36063_36401 0.00643369920413891 0.0109371762136559 0.0310688508776782 0.162046723291453 1.77139574396374 3.38000878669246 4.10078833790158 3.64917218521216
chrII_36516_36974 0.00100871687605991 0.0048619257264202 0.0246606498355227 0.111210351241735 3.2279478428018 4.70835616352535 8.13709236814224 6.1114715166781
chrII_38400_38546 0.0239510101026043 0.0278192306465368 0.0412791328047007 0.332793941793186 2.25781563975464 3.61371016746628 4.22997368174379 3.78481011383699
chrII_44942_45241 0.00333102589292224 0.0072792557416726 0.0225025653637706 0.106147184726509 1.43008368490779 2.55744302241294 3.22312968289221 3.35695889971298
chrII_45404_45901 0.00154776766486177 0.0050220997772759 0.0279502399933823 0.095287825165601 2.14991504504231 3.36087332972087 6.49160898054102 6.36269355527909
chrII_47148_47310 0.00885884519408656 0.011271426783637 0.0333734803068794 0.147617194439748 1.53433207847418 2.20048005455654 3.5084930601672 3.17009292890128
chrII_48613_48853 0.00305456833963928 0.00774702806578953 0.0185187472187879 0.111721653946282 1.5125714594185 2.17981155687964 3.38170831282857 2.94529437595114
chrII_49426_49593 0.00212726285883095 0.00877176434377912 0.0208997290040606 0.134505185340732 1.55994029133142 2.47127789738382 3.58708369889996 2.59823498439968
chrII_59350_59564 0.00277825296338916 0.0083029142663836 0.0202566604193203 0.118962872257615 1.23455541480768 2.19308021376842 2.82076041483266 2.7363538585535
chrII_60620_60976 0.000955463547869009 0.00415128264823478 0.0224677048742608 0.0892910516095763 2.1988757557224 3.26150848399306 7.62467042538129 5.82481273438048
chrII_62604_62757 0.00276952546716909 0.0110543873030244 0.0343805065867664 0.149215268467559 1.32077752839402 2.62459166634408 3.53217511193574 2.39993114321586
chrII_63640_63800 0.0023827899289608 0.0103561992137395 0.0213540709389315 0.131705103812471 1.40753821533294 2.4769966221703 3.74035917965502 3.36083269832418
chrII_69459_69682 0.00134551437122278 0.00789364902756623 0.0217017502073767 0.115687216851862 1.49883054086668 2.6608013754172 3.03250673303149 3.49798183065983
chrII_75052_75261 0.00142417521138657 0.00628219026684694 0.0239131783023205 0.0766414859648863 1.57494396032866 2.98507347166738 3.65528724441565 3.77700764151359
chrII_80643_80987 0.00323910505968108 0.0088303123647005 0.0332875683773766 0.110436646046014 1.53916073234384 2.8339805772458 3.01510273252719 2.65348225940554
chrII_84065_84434 0.00257972482555355 0.00735610179266869 0.0169867173327634 0.109049901669248 1.93557115607992 2.89983293524964 5.7206085220956 4.02025495152684
chrII_87649_88233 0.00163793670738184 0.00417463159714671 0.0242081803135837 0.107181701913911 3.28985776143803 4.98520666056867 11.6663979382686 9.76162741894386
chrII_89263_90065 0.00225097601799701 0.00539811113709166 0.0236834138396966 0.109040175180797 2.19361939377646 3.56893816807417 7.52168410599133 5.87522376536146
chrII_92221_92454 0.00533407654188598 0.00846492289503107 0.0259508830205631 0.120401742930464 1.26238098254038 2.73560917655357 3.59715411916639 3.10165876610231
chrII_96071_96548 0.00279083718517104 0.00844293666623376 0.0272851519427361 0.136030047533651 1.87697484395117 3.45374425394119 3.1429084930582 3.52374686147491
chrII_100034_100443 0.0043181153610485 0.00759974660193025 0.0289925836510046 0.121466236065985 2.20777028030569 3.17756153216473 4.91076036660652 3.91095657632819
chrII_101085_101352 0.00188002392823731 0.00713363401337603 0.0280558720417322 0.125775567321016 1.94436444195466 2.98729454152829 5.72411022084408 3.45718167099173
chrII_107374_107646 0.00234720280664515 0.00910048154257829 0.0185596049070809 0.118977826735585 1.81905311255318 2.9414558082945 3.7299958064546 3.82524258447516
chrII_110460_110802 0.0023004231941283 0.00717689809945565 0.0229746661282048 0.0987713361014573 1.65006587205768 2.82317341444412 3.17188349999969 2.89211751275653
chrII_111175_111537 0.00252711145257432 0.00704895959166397 0.0190917939691073 0.099663244473315 1.46537613043535 2.34082899592441 3.93227263069092 3.09634009448763
chrII_113373_113809 0.00144572972732117 0.00565841857201342 0.0171071140882658 0.121446005807441 1.82759725919016 2.7603857569071 5.07086271373523 3.8587869652721
chrII_122048_122207 0.00508634004066632 0.00843339640022045 0.0171997769794183 0.133341303736967 1.28847159545161 2.70358106397286 3.15436298506231 3.5788175452339
chrII_124709_125173 0.00264666126198781 0.00713018895926545 0.0195888584274746 0.122608989824719 1.79537038692924 2.41342235567367 4.56140033223512 2.91170591078546
chrII_126501_126683 0.00271164500590728 0.0141635499745476 0.0169693322062821 0.160581563044695 1.57581257543685 2.91024973029313 3.49831491533014 2.65117820468775
chrII_132056_132434 0.00209829868449203 0.00714909730172398 0.0345221422973548 0.104387241062087 1.54569537749506 2.31900031917656 3.53576260664058 2.98079317731098
chrII_135481_136187 0.00211969170421497 0.0055479574913792 0.0291967437231351 0.127026954170437 2.95593340545829 3.56419614094879 7.1602626294465 4.56070068107409
chrII_136285_136733 0.00119713165055744 0.00437487048546236 0.0256859264859066 0.099983254335831 3.18842085785642 4.25904257073707 6.43990262531003 3.98917570785476
chrII_140223_140520 0.00206410139432853 0.00627320107575598 0.017570321036881 0.115462566736521 2.58972254317162 4.38828003787671 5.31548543128323 5.22789508294427
chrII_140635_141375 0.00350171215585949 0.00842262964207823 0.0265467309912302 0.168173253472605 2.07834681622604 3.46882836837696 5.77538870823914 3.78115178837991
chrII_142830_143317 0.00184384751280545 0.00739576282942967 0.0255030850980057 0.108638748123404 1.44089059068209 2.44754991179793 3.09967635261449 3.23624039215647
chrII_145867_146245 0.00198623550037648 0.00686336780838764 0.01964521142655 0.107271369352496 1.43082398135136 2.6104669388799 3.27446261413612 3.67584777856009
chrII_146980_147159 0.00445106318238358 0.00976403760113824 0.0305551593626617 0.118218676943765 1.82603051707889 2.74664435572301 3.51459097417026 3.67149283416478
chrII_151204_151490 0.00272246852712484 0.0107677342895287 0.026712079673829 0.136538003428468 1.48085147833629 2.78379667759292 3.13606436389142 3.46964553035233
chrII_159648_159881 0.00550051770068542 0.00907464066906233 0.025392194117083 0.18120741277075 2.44852141378292 3.64484663496461 5.90365612212755 4.42581269038739
chrII_163056_163436 0.0161095598187217 0.0206224094334715 0.0448532996890799 0.276276380693625 2.91816483475645 4.30846994994962 7.65437920462275 4.33195257072766
chrII_163842_165019 0.00200370971298976 0.00574557965725203 0.0348215354579056 0.128465475196676 4.11785432067567 5.3019801951125 9.42809730399204 6.18476757417695
chrII_166863_167095 0.000916357396093785 0.0100983044030724 0.0358983580540336 0.186706007270588 1.8383964122284 3.14948826926295 4.86325770716245 3.11746742444126
chrII_168191_168536 0.00158383173882594 0.00541108897558213 0.0211940913843995 0.100700463759689 2.44120500634604 3.89804631417398 8.06586306058854 7.37352189231469
chrII_170357_170657 0.00255662594636667 0.00808658035132126 0.0233138891200412 0.114461574388408 1.23847583794075 2.68106645871162 3.44211493822105 3.4089545869027
chrII_171196_171502 0.00562580034800971 0.00869973017850376 0.0229565277314444 0.0906754089988721 1.23927907809896 2.7280873295704 2.82678540050263 3.57155276056359
chrII_172387_172598 0.00452997584508393 0.00727901674059759 0.0134171099779155 0.0896406984098096 1.07339781303859 2.14987535832818 3.60457302149714 3.47970459440638
chrII_176745_176922 0.00348386946871445 0.0129559308830301 0.0434961149752406 0.144089609762494 1.67023392106649 2.97866682412884 3.2969284841445 2.19377451080255
chrII_181278_181567 0.00253100174272391 0.00813206236996939 0.0144690431566574 0.131315466971677 1.59472232634209 2.53223686302437 4.13414958768489 2.74221813850319
chrII_182094_182368 0.00288424620795596 0.0106576284535273 0.0369595207650756 0.133846384432941 1.92456154137414 2.40160305865567 5.01350469323739 3.4235055691554
chrII_191708_191906 0.00216162028581733 0.00828430244686408 0.0196178789584782 0.187075552982753 2.08746893547647 2.5480560634653 3.9013834681281 3.07726867980841
chrII_193564_194300 0.00159081137255149 0.00669534298655382 0.0234945942990787 0.157082971669893 2.80274610635164 3.13747665187279 6.8015632969236 3.57557495280276
chrII_203300_203556 0.00313211465662084 0.00937034115525422 0.0492304727651206 0.141696127239378 1.85982685752185 2.85226708800284 4.91339438455588 3.51483718528602
chrII_216309_216612 0.0030527433300398 0.0106211796558066 0.0193056818766323 0.12994603905848 1.62209268047926 2.5347907971681 4.82540493989858 3.32952332373362
chrII_217096_217430 0.00599355273797814 0.00922357834572663 0.0290485122319065 0.128360163080127 1.58947963041826 2.25518025465646 5.16762485618214 3.10613140700668
chrII_221075_221273 0.00777408303373159 0.00889448614642071 0.0286981353488594 0.154727385999928 1.30040276062256 2.51495193350269 2.43534126404471 3.36762225933089
chrII_222008_222177 0.00419085763914056 0.0107168082035854 0.0331383090514835 0.164725181527676 1.40611820876727 1.78019018805912 3.24872164680481 2.60611229105451
chrII_223052_223283 0.018104948478086 0.0186681761254795 0.0372004956355896 0.20530594956695 1.14505827542064 2.02364906466512 2.36934285580501 2.48067967801713
chrII_226672_226920 0.0101602743739164 0.0113177798210068 0.0251229903053993 0.155781483006921 1.29288780682914 2.5383052691451 2.51797535353657 2.84053473690451
chrII_235634_236692 0.000590495054954235 0.00288778217977541 0.0193306802800321 0.0853372043058312 3.22368767894775 4.29726091032124 6.98541252163682 5.30548329198179
chrII_237415_237720 0.00304590040157421 0.00924489659155881 0.0208034168888345 0.113623849227952 1.93026411604034 3.30672513554386 3.84298104317394 3.73545495210881
chrII_238097_238479 0.0256647669976478 0.0280286588321608 0.101347932105118 0.307358845210295 5.22249764059759 5.94644835142273 2.28844094944354 4.26068321497767
chrII_241271_241814 0.00153214988941344 0.00592228341857714 0.0242888742479624 0.113953461369415 2.25356304343051 4.28253865381364 4.26114008627567 4.7688491671531
chrII_242482_242748 0.00213187211272858 0.0078125044475116 0.0272816975344381 0.114259108662266 1.51649725225115 2.41091122056614 3.86057341638046 4.03393215476856
chrII_245581_245964 0.00211511170007906 0.00621929499289819 0.0190093012549496 0.113397289773991 1.61634794715227 3.07357740287775 3.2221171338176 3.53832719297014
chrII_254357_254554 0.00292010689570014 0.00803756649312199 0.0365372934607806 0.118202912877099 1.29350612942107 2.56210138857398 2.91171967851906 2.54696225809114
chrII_255468_256565 0.000990495957895165 0.00405838141172599 0.0227136677478093 0.103974468985373 3.58151835844329 4.84524567781845 8.75265514810141 5.80175318525299
chrII_257913_258183 0.00336215697603367 0.00918875899656318 0.0252787198430067 0.141696127239378 1.57707341403381 2.68438350030137 4.82834201080333 3.49251053478288
chrII_259606_260972 0.00865449079545138 0.0129399752668036 0.0311193106075948 0.166219600286083 1.48130802564468 2.63263123896745 4.20781324500794 3.21543893766456
chrII_261706_261953 0.0181586192739697 0.0174599499796314 0.0319756222550605 0.258103976342709 1.11221920778612 2.2502021423702 2.61400101759982 2.42784453206174
chrII_269503_269765 0.00267588070297035 0.00943294158577802 0.0227837716606112 0.103972945572251 1.73251088428971 2.49652685841364 4.36103893740319 3.78309958932248
chrII_270058_270278 0.00252744496680665 0.0097386387667986 0.0294246184662433 0.126655405032642 1.95203149417057 2.6905419370472 8.10999595109907 3.19213112729993
chrII_275149_279474 0.00346200341836109 0.00782240243705157 0.0404998705629847 0.166660983201186 4.97883734209643 5.91896387446694 11.1216467391761 10.7720044173955
chrII_279831_280949 0.00892233062577805 0.0223383385596259 0.0552880430796325 0.309038280466639 4.45280864282828 7.35559572833487 8.5232135073638 10.1977932341429
chrII_281208_281396 0.0043752646419463 0.00757490806481074 0.0310905059564538 0.152655875445722 1.69626958517956 4.05229331363282 3.34935980879535 4.32999793290719
chrII_283455_283722 0.00461452522978526 0.00757881272482423 0.0342512063678198 0.10852154392923 1.39442234487668 2.61757404156775 2.60765732276713 3.52475209977202
chrII_287902_288196 0.00267388473037296 0.00758171789160359 0.022743822739713 0.133056907293896 2.19728998120832 3.89735979719744 5.049712276155 4.50638590874478
chrII_291750_292179 0.000799330805584901 0.00396590420790459 0.0131314004939977 0.0791859837278804 2.32232603962191 3.30712242560138 5.9291248715759 4.92287033200096
chrII_293902_294361 0.00242464518143899 0.00837222051351084 0.0232155676488334 0.135740437042841 1.25438246723718 2.22578569805172 2.91745506007485 2.7860152841951
chrII_295989_296170 0.0022595024423076 0.00820679937692565 0.0139945321965516 0.090764501306104 1.2217465703827 2.55423252681546 3.01001629282812 3.79509173623597
chrII_297705_298149 0.00208408775305239 0.00842316138915669 0.022371540905755 0.132158829994908 1.70398769122483 2.64107845417085 5.34852394460916 4.03079408142273
chrII_299786_300277 0.00165734675482386 0.00450861963086248 0.0200637398438982 0.10357419875402 3.15340213573799 4.90066972871029 8.78128022097002 7.50806381972262
chrII_301284_301520 0.00469926636461561 0.00986883447223708 0.026112919834287 0.129411529541467 1.58086885210829 3.65810046099748 4.28076582359271 4.3546020688858
chrII_301687_301998 0.00290460245216345 0.00843784958086786 0.0331029264762303 0.16052872119973 1.8987811596318 3.31428471954587 4.83467432853093 3.57518630950751
chrII_305896_306348 0.00207071274479356 0.00674186734632657 0.024125861669117 0.117916233910643 1.84437002440534 3.54086462654107 4.73223602967804 4.66299466487392
chrII_306906_307134 0.00790653021882446 0.010030532571798 0.0324811074967567 0.160124004695209 1.7137395113001 2.88805219014628 5.37749228279159 3.34864017679803
chrII_307199_307666 0.00436278836953432 0.00713670263124616 0.0228438898416477 0.123901747610913 2.55165339309063 4.25098569618191 6.00867013568331 5.39692694615239
chrII_310248_310542 0.00197321457859332 0.00663188343958541 0.0379856388467963 0.105441887818027 1.92625253640587 2.86105523691905 6.25739158321568 4.08578017122525
chrII_311436_311583 0.00327396600318751 0.0109180586866531 0.0204630182487519 0.106355563694962 1.03564879508381 2.429117624855 2.42684817129536 2.52310760555236
chrII_311707_311914 0.0024884781919389 0.00841515956518822 0.0140731843544931 0.108193601716399 1.56608714935148 2.34112760913986 3.32180409471681 3.01388613088101
chrII_315074_315712 0.00196681420835964 0.00547092912380063 0.0225171587145418 0.107036087353437 2.41972383452087 3.49822747078958 4.74904208113036 4.10422320134061
chrII_321567_321728 0.0024884781919389 0.00976972482006341 0.0376745114941619 0.117557191636926 1.45051385451104 2.64944575409355 3.69583833569952 3.30074420621048
chrII_323990_324221 0.00407096992060793 0.00856643039397091 0.0196446538941562 0.126108703182607 1.798348884493 2.12270134600967 2.74293473041139 3.11143460522439
chrII_326007_326348 0.00282574446703684 0.00923119306608958 0.0313867816359914 0.11599133877704 1.44161805333054 2.52293115392412 3.34827924565851 3.09935685650067
chrII_331477_331691 0.00265185249983457 0.00864059862249014 0.0246108958365574 0.132944454618703 1.44291783060939 2.94491210061189 3.57973448662805 3.73260256320409
chrII_332601_332923 0.00185389964099053 0.00480384475854213 0.020102029423753 0.0955146040548049 2.21765611999635 3.44980588630657 6.5550819034723 6.63268063714361
chrII_336845_337045 0.00596033086455546 0.0107113819715835 0.0362597708022257 0.193629913651498 1.6052668755817 2.48342603311534 4.84535614505019 3.27991767915812
chrII_338204_338775 0.00524097361410677 0.0107340344658507 0.0282395147852486 0.208507671927464 1.44109707623331 2.51653041525942 3.92023585533423 2.9713759350223
chrII_339224_339711 0.00233437116808906 0.00827628583731176 0.0264131544468496 0.15286450672825 1.84181069050764 2.68809113205131 4.43868758987049 3.39845373880641
chrII_340716_341008 0.00355284647616692 0.0101150368900663 0.0185775368924983 0.132827134185282 1.24812767269784 2.59870283698218 3.07036440999202 3.18175802677205
chrII_347595_347917 0.0028610662728748 0.00932934010688747 0.0289198518543901 0.124069386647051 1.45182561767478 2.27664739956609 3.29224891383882 3.20858045618078
chrII_350694_351231 0.00256651409342827 0.00867148379462105 0.0220090564458898 0.122027725468706 1.82147809365359 3.3643604880618 3.90361031882113 4.09692769177027
chrII_353326_353508 0.00296247403802249 0.00845556980579976 0.0137978793424866 0.0746653916171888 1.03074192249668 2.30287631730271 2.57393792134806 3.0674266691054
chrII_356008_356167 0.00152816260777352 0.00755911915561336 0.0231389856830671 0.0961256753130254 1.27804649071068 2.26981174709673 3.08738424764377 3.2751374283205
chrII_356561_356730 0.0052604946845562 0.011336258432261 0.0266222738504106 0.144798052464912 1.50768000882713 2.32585567612105 3.67664465942158 3.38232803338911
chrII_360195_360466 0.00111537636388649 0.00937142769759597 0.0397140186714905 0.0975401624948555 1.60618429880304 2.70624345626201 3.65755364699349 3.61633459936637
chrII_362540_362943 0.00239086718295727 0.00737461717060281 0.0183723199151975 0.125320774188879 1.45826663535052 2.91635161860313 4.06602802183373 3.89381955910275
chrII_365696_365968 0.00264489682114648 0.00764513671841862 0.0188235969837897 0.0864950691854381 1.6226976335444 2.60054283892851 3.80639391106048 3.81011845819671
chrII_366498_366738 0.00336349835124852 0.0111898114209816 0.0363376621617268 0.122556345346477 1.18913718807782 2.16988590126245 2.68292039317768 2.32145756413522
chrII_372540_374038 0.00262145189510671 0.00655824584664695 0.0354056594600339 0.138710350941514 3.00257771906572 3.49944442850529 6.07176656335627 4.00083416685105
chrII_374183_374356 0.0293298925704564 0.0270911223876397 0.0596436710759157 0.382236456933328 2.56386226100015 3.96840060700223 8.07405365576217 5.33300801338805
chrII_375475_376470 0.00171344027725285 0.00533045482633344 0.0243678424506751 0.113241285427519 3.19164990259658 4.62962982273764 8.59775930451435 7.0504810937233
chrII_378360_378892 0.00167550862602378 0.00594469501114669 0.0291204144899063 0.107574134563802 2.78039012421907 4.46022680886619 7.07946871810952 6.0524876459254
chrII_378998_379246 0.00476557985792159 0.00946286696558437 0.0338251379269074 0.114705704046396 1.80575925158738 3.10206810924481 5.17146416267809 4.45729398254163
chrII_379793_380470 0.0021883693148488 0.00727543336248599 0.0289086858377032 0.133126981661228 2.70786297076072 3.56568608197251 5.38680385628266 4.16786016709304
chrII_381207_381439 0.00155012267906021 0.00869472673914876 0.0171974912947699 0.149791088756806 1.68041998631535 2.72400801734196 3.28627187466359 3.09362232385534
chrII_381695_382035 0.00240479593560713 0.0100771476009387 0.0319842006620847 0.142196412090838 1.55607118895732 2.76048353370808 3.23435934259478 3.23391704907752
chrII_391403_391728 0.00395469022300611 0.00779616095347489 0.0329329063094289 0.194047546798589 3.09739668631186 4.76803396051525 9.8129733291189 5.44253502133254
chrII_391801_392083 0.00555689833538898 0.0111582805330524 0.0242980589234201 0.141350121924995 1.84586455298764 3.26788402030106 5.04010344196836 3.8215262994177
chrII_392228_392505 0.00167225027041807 0.00748360166080876 0.0305708341064596 0.121690896588196 1.61187078212059 3.08579190700098 3.91523025538648 3.96773631484283
chrII_392676_393125 0.00107042827893602 0.00395030752348896 0.0246630689111041 0.10598802729566 3.09429005212324 4.58443924905599 8.29562143023425 6.36582316682941
