TFIIE10 TFIIE20 TFIIE25 TFIIE30 TFIIE40 TFIIE60 TFIIE90 TFIIE120
chrI_119697_120047 0.00333073490875643 0.104541904408568 0.1881551322147 0.292317873480659 0.421643308667487 0.759207354811427 1.13031351411012 1.06125875153291
chrI_124571_124965 0.00262702791740584 0.100008532114507 0.178817029402612 0.295390857693407 0.581048488310616 0.996553304410885 1.3903098230668 1.57364191253818
chrI_128005_128153 0.00328220822527316 0.136334210401275 0.203616482908083 0.274968401771967 0.48732237269717 0.734625480994664 0.868390118369159 0.99443697541215
chrI_128949_129337 0.00207792484357971 0.11491089743323 0.151763065740757 0.294053359482506 0.641165212249976 1.00627366387159 1.41136148384279 1.66636062752766
chrI_130470_130926 0.00215494605662265 0.0973714770345205 0.150072698989098 0.305743574629531 0.65194305836184 1.24995153189234 2.53402660395741 2.45320237780114
chrI_132084_132273 0.00339140659698392 0.10698257751851 0.201456161686985 0.285815179364731 0.661554102221772 0.989198667477963 1.40511722301029 1.70208802893959
chrI_135590_135908 0.00269958701114185 0.111613507259909 0.190251437272338 0.287754547774733 0.480231118110912 0.874121196445207 1.15516805096538 1.52860640509872
chrI_138283_138764 0.00307827042137884 0.107200551332123 0.180999485272547 0.314291413031541 0.559852426025825 0.837592584807381 1.31810751830342 1.60907711841639
chrI_141178_142504 0.00334699142476595 0.132627721220545 0.182827346083656 0.378485328994576 0.769066775280911 1.17203749527325 3.48372424772675 3.31857585374003
chrI_143411_143744 0.00414368796538785 0.124179526785283 0.164271428674237 0.246393860511536 0.452335208004608 0.754810228196036 1.26105061460559 1.19791997140791
chrI_151063_151408 0.00556083484854819 0.127618291883953 0.189228417304122 0.279963412669182 0.490489384779281 0.720545367528874 0.967450831931551 1.18975001422866
chrI_151834_152351 0.00430451802477019 0.116391066815963 0.166363247485633 0.261321390505427 0.401425802151601 0.629685390557546 1.20599672022778 1.14507445878495
chrI_154557_155062 0.00300341155368829 0.11162886468683 0.165361178270728 0.261818213979288 0.440075971706061 0.795120242935274 1.40339413883885 1.6630640696928
chrI_158552_159011 0.00243314833149029 0.108943390869569 0.176771415113259 0.286156901885309 0.514633165884302 0.832170964895188 1.15655018638414 1.37873973887708
chrI_160265_160805 0.00554465048296895 0.133965332782788 0.216218356697821 0.284243239280539 0.372719915939422 0.554455042757327 1.00331317804046 0.89409610918404
chrI_164832_166322 0.00315744414687716 0.130626465653014 0.192723824983206 0.340045110109748 0.572269365566063 0.94716526373414 1.46677315172036 1.43861253938449
chrI_168893_169402 0.00265108405529934 0.109990486732318 0.169920696692164 0.3008089086001 0.640818082500129 1.02839950650129 1.63712558216286 1.72005159924594
chrI_171522_172218 0.00340707464303235 0.106965098123259 0.153814989186357 0.22753187083581 0.420936371900984 0.653418045901844 1.1468782001716 1.17252442988437
chrI_175071_175409 0.00206521927527071 0.0983670954091066 0.170791699844199 0.316026680467728 0.5474337618097 1.07185589308923 1.37375114938288 1.90818316947616
chrI_179989_180332 0.00356053961589616 0.117933342167465 0.179717460204019 0.247653999843878 0.433897523157098 0.707511886077686 1.01953280368999 1.23239616611867
chrI_181005_181151 0.00501929381972744 0.154171505304658 0.200081272902771 0.357081962374789 0.590514151272589 0.996845188097608 1.19142443489585 1.26661503092852
chrI_183416_183832 0.00305570768835537 0.120028417629997 0.168763626310773 0.262706074194037 0.457282581107984 0.692874380981788 1.00233275673723 1.36705703595004
chrI_192462_192657 0.00197641145476312 0.125414061095467 0.153216005284332 0.347244353661969 0.505998763377785 1.03824121744786 1.45203686314531 1.30368030141333
chrI_207630_207791 0.00118996767555681 0.0899915931974671 0.149553446384171 0.346903453637189 0.605344648458089 1.43898168604191 1.56029821884721 2.36211539256296
chrI_222807_223384 0.00288268418163417 0.123728340819984 0.195667543209643 0.30646656515698 0.474100606575779 0.892245957171174 1.49838325020359 1.41706031518661
chrI_224786_225478 0.00314252317326912 0.121023112711381 0.188850989817205 0.290374184644639 0.602850332628978 0.831039912385183 1.24933621945968 1.28217265481895
chrII_3673_4094 0.00212106240273829 0.129579683723791 0.205124595082366 0.367401743188314 0.636927761925101 1.02683744779433 1.22965223150222 1.39216766637633
chrII_5204_5507 0.00212439333003802 0.120953631628818 0.176997856648005 0.30164775202223 0.508190569075927 0.757400555973092 1.09379741984032 1.02474901990224
chrII_9114_9406 0.00592725000250197 0.138112180922584 0.167490665214506 0.264320115624915 0.297459198736712 0.41533661999876 0.786615339266054 0.66102399107632
chrII_10429_10681 0.0039060401904802 0.122897680215445 0.1809535072081 0.278543553673128 0.456594451309383 0.761744035604172 1.18414655053575 1.31456452828208
chrII_17794_18134 0.00303860247428116 0.1287731186798 0.188452139157264 0.322907442319964 0.500458100809203 0.976941832676851 1.32566460546453 1.70315647661722
chrII_21156_21427 0.00351130422915143 0.118790066024723 0.207636612506535 0.279743363712171 0.431510383098734 0.707219898164064 1.23036113434959 1.09099634685461
chrII_23663_24181 0.00231828264595888 0.0945279353549784 0.165001573837245 0.294247537698644 0.656875751706193 1.01244221306764 1.51917885930949 1.70906962574717
chrII_28176_28780 0.00265665851873112 0.105738498144843 0.153310200774091 0.285443588433357 0.524397530631707 0.972599373118154 1.16190759466991 1.29324409211794
chrII_30565_31066 0.00383733186044684 0.137971733928204 0.185626819625103 0.281504741624891 0.38144638798642 0.621999920462951 0.744891978147959 0.979743887300163
chrII_36090_37127 0.00216690870644033 0.10641975845312 0.136649039613885 0.273160576492647 0.555658956705524 0.937680393073948 2.39122625046664 2.31977269767834
chrII_40671_40913 0.00519444844136919 0.118415129580443 0.181668377170288 0.229009996939173 0.423954995927105 0.683377705395082 0.880533726988342 1.03044053384171
chrII_44896_45959 0.00223147692252661 0.0973665149249025 0.135862125708725 0.273391086365362 0.520060675020092 1.10045482018985 2.48231385185328 2.46750701636281
chrII_46514_46711 0.00407777343122481 0.12657128675455 0.222454609758115 0.335649799260537 0.559488844347407 1.01370584167224 1.27143742879743 1.54009528512611
chrII_48535_48913 0.00247844819201456 0.107787629926494 0.137617346128941 0.274662516584409 0.512699684775985 0.908540002776013 1.232204531726 1.45769678393156
chrII_49333_49658 0.00293364942149593 0.128780785876164 0.17018646027392 0.336396373569245 0.587409041443767 0.953316461011055 1.28099238555119 1.42577723411187
chrII_59329_59741 0.00386341256470686 0.13901059550323 0.161742749069319 0.274617377902665 0.382002418041071 0.576767781224883 1.014709553207 0.853144297826527
chrII_60461_61177 0.00227994427995943 0.101782124812959 0.130288081100638 0.250487761298605 0.529906648475773 0.920437599688816 2.64457215411977 2.41037208673126
chrII_62570_62806 0.00270049038916325 0.115947586909031 0.185908000115743 0.262995398064295 0.505592269931243 0.887210118732516 1.44495773393577 1.52890206729481
chrII_63561_63869 0.00248541682796645 0.11747240963784 0.176805833558749 0.319707162914374 0.585757165219349 0.99284212481674 1.3321059669616 1.33526338683139
chrII_69424_69700 0.00251561064198912 0.105793040031896 0.181025613591145 0.323168745141406 0.56590958672532 1.06403935613584 1.54532414764906 1.33538937171494
chrII_71093_71711 0.00280131139105153 0.114721993390234 0.184071619815519 0.305382026781538 0.580069341727518 0.924354218808582 1.47108259607161 1.40905239466189
chrII_74667_75338 0.00291230250102912 0.113653829169518 0.175742624970166 0.297192341671672 0.553112002314931 0.909409746600498 1.57136257651054 1.92368131938401
chrII_80583_80946 0.00287535890652733 0.0961617335979299 0.16086790201417 0.285283143662964 0.512188016434084 0.636618200154271 0.836206392172433 1.12898060776511
chrII_84097_84602 0.00220930661616658 0.101406802403556 0.15599090422407 0.290212146020558 0.626149691362042 1.13127158648156 2.02357294468535 2.03289873612877
chrII_87600_88485 0.00198127412236513 0.107706036106759 0.156526233788726 0.322174235079445 0.702922289009706 1.34375541518598 3.5917614214606 3.81311489934279
chrII_89123_90090 0.00223381427763421 0.105148363767667 0.136781147917663 0.290418553574701 0.671620070081909 1.25616748240027 2.75373022385287 2.78118173086076
chrII_90440_90750 0.00303947410179718 0.12564601246207 0.19784268459288 0.312344926423985 0.52004136512649 0.712297045471975 1.05545193946059 1.12969139272149
chrII_92076_92497 0.00253695414716447 0.101405700188493 0.182619186362599 0.290637557020002 0.532965641947488 0.96514010260152 1.31615073181313 1.51570677298819
chrII_96014_96551 0.00426771369803003 0.104106147499203 0.16343571845965 0.234655852025501 0.367240251922144 0.554082627934348 1.19024299905592 1.01882383339011
chrII_99964_100784 0.00194428241612541 0.105574728994728 0.159580053202459 0.290969199447312 0.598824716646584 1.06503009490908 1.62259035503151 2.01329578403038
chrII_100964_101382 0.00182617602239136 0.0955751838831203 0.152825155461705 0.274847224979435 0.613857804373768 1.14671111089899 1.69662127786839 1.72304396910437
chrII_107306_107991 0.00241304323289377 0.106156053986594 0.152545059241465 0.283116692536496 0.546507735499677 0.883035297654271 1.38511775653209 1.39450038559512
chrII_110261_110854 0.00318533173774726 0.108031983864996 0.16132772766753 0.265546643411875 0.463889451192235 0.790748317520964 1.29855485508622 1.22124333202425
chrII_111124_111559 0.00280424288697194 0.104428718145976 0.179185324230897 0.299941643631419 0.593366504287102 0.945275033143446 1.44197958605079 1.64167748334272
chrII_113328_113907 0.00225845791628754 0.109127735010607 0.16648714613085 0.289759072912666 0.651749143697156 1.23227339698636 2.04226900754184 2.04403263644321
chrII_116711_116956 0.00197657646000153 0.106689620951119 0.181061533153344 0.295489940580684 0.61689575839154 1.23838037138603 1.41502700197881 1.48718245495825
chrII_117288_117583 0.00250501576248456 0.102087474497731 0.17935166336021 0.356202885645744 0.540542304038112 1.1341181770106 1.80660408943059 1.40414238716732
chrII_121940_122269 0.00415151302052444 0.118125006381501 0.143705302267101 0.312411867790522 0.494428368761354 0.73122015135729 1.14446296111841 1.12060447894427
chrII_124669_125208 0.00223379624017374 0.0934578179278699 0.156036941682068 0.299527175051145 0.601203695228087 0.999895647203257 1.63012852160541 1.73506040035811
chrII_127438_127689 0.00448521733448038 0.123688092449256 0.178030061517595 0.226643932486298 0.329009325132522 0.553975738903191 0.863845796822453 0.845892744551052
chrII_132023_132508 0.002530851740897 0.097067645265182 0.155772324294948 0.271938080499273 0.520830758084699 0.947181733786545 1.5322281802961 1.43024789154087
chrII_135351_136901 0.00203421124000972 0.102574903243896 0.157416475840965 0.299243735568901 0.585387555024654 1.08847945508538 2.50484601027391 2.14313152597498
chrII_140133_140508 0.00329898780886391 0.11257566115619 0.160244234616718 0.331217670055401 0.520490162659634 1.01858275867697 2.22594739586285 2.25954028760171
chrII_140818_141503 0.00164103208380691 0.0875150183040302 0.147644035496793 0.276141622599512 0.627424539178405 1.16019457756151 1.85800313004013 1.80194224534973
chrII_142743_143374 0.0025345785826353 0.101521310190701 0.148740137513348 0.267400561024451 0.502313535931549 0.798802530920482 1.31912285344501 1.67622250099668
chrII_145575_146347 0.00297572398556382 0.106334980145582 0.147467062875232 0.261453437596109 0.497754773105092 0.851429648910531 1.86463369116886 1.65379066697251
chrII_146834_147250 0.00314516590322762 0.12195761280806 0.180756332270444 0.335843888607926 0.550593367617645 0.964656582779139 1.22610629755006 1.27490467283923
chrII_151101_151537 0.00321093263173422 0.110839524974862 0.169585832329465 0.261743039025894 0.47196306117086 0.711585380788465 1.35514352682911 1.44935744666594
chrII_153536_154028 0.00295074815184906 0.132578536552779 0.180441426666129 0.269269758731604 0.492441219286897 0.714119877665871 0.863521410283523 1.07741914588167
chrII_158334_158626 0.00328393127563384 0.11768169122482 0.157780074754429 0.346749142212224 0.427020830151152 0.915439924993227 1.17470643481878 1.12594103250073
chrII_159573_160191 0.00195792545805257 0.118056734449881 0.164628698402879 0.355031606840375 0.734171794822835 1.48106461339233 1.96252570186308 1.9917694032935
chrII_161438_161779 0.00465921712023389 0.112901037399747 0.181853971114789 0.373634841387895 0.405438143239154 0.71135898150712 0.902027109015849 0.868904836100753
chrII_163724_165028 0.00182508436472557 0.114115550877134 0.160718590001148 0.313460225655733 0.614899234662939 1.23233208707797 2.88699163252326 2.63648690956241
chrII_165935_166189 0.00464784589374299 0.118435510841988 0.142740276610511 0.231692978957864 0.341178205768606 0.619065876773692 0.913821491157855 1.31148040277991
chrII_167746_168751 0.00230790178011535 0.107665119123249 0.159089443827352 0.291321741879985 0.602339074437522 1.19184759203663 2.5830529189619 2.61021677062383
chrII_169828_170715 0.0031824984044186 0.116925826370071 0.17700802375281 0.299499070390717 0.440227385591846 0.741950758596515 1.21582601084352 1.22436155830399
chrII_171152_171531 0.00381476538785299 0.114385102812955 0.184059665022935 0.319601190997678 0.440323008937893 0.702934128314705 1.1730096562937 1.14784535850845
chrII_172298_172664 0.00303760109933464 0.104661172013194 0.129546631093875 0.25733958305216 0.438482280134113 0.758760341531392 1.60677738727428 1.71401592773306
chrII_177453_177759 0.00343811710434031 0.110613012494623 0.164464993644693 0.274534227495036 0.397110351753642 0.605739333120158 0.935479892373587 0.913710674031434
chrII_181253_181568 0.00243571400216819 0.133401901258303 0.223489510938487 0.346978819674071 0.775873628051541 1.31216271986976 1.59925492327171 2.03541382445493
chrII_182019_182437 0.00175915852086454 0.118032304077977 0.202626617855364 0.355524464611081 0.769478493457232 1.20124973929592 1.63434051560119 2.13624927958457
chrII_184244_184561 0.00421285681095829 0.107851374771778 0.178032617914854 0.283764046569642 0.451421669581467 0.627437583671001 0.985568958332451 0.912642006576427
chrII_186413_186644 0.00512332917909355 0.118967810636772 0.211371395439205 0.310664179535454 0.428863248701821 0.764128184147303 1.14128353858631 0.923059269163055
chrII_191640_192024 0.00314555695757678 0.0964202665130968 0.176133589585087 0.331680884863485 0.498783907395326 1.00830948371817 1.20452665943726 1.17711694997517
chrII_193660_194368 0.00152784197961186 0.103121716808546 0.155164981207734 0.290206042743204 0.648358970522642 1.34637615175428 2.22211985493028 2.15833101101247
chrII_201670_202052 0.00204482574828457 0.120561526815563 0.164171501097623 0.294874729661031 0.603305528727235 0.922645267646451 1.44789734433285 1.44137614042065
chrII_203280_203584 0.0014906035599639 0.0898683935227696 0.17084621485822 0.319604109525674 0.584715143980528 1.16580168070203 1.2761456818738 1.63095688032679
chrII_206843_207278 0.00310303239688907 0.110621440699412 0.177813545784524 0.357123874785519 0.505597470641722 0.899625559792951 1.12279765985973 1.47673750378277
chrII_209428_209633 0.00388834610441079 0.141798652135377 0.188330612286355 0.308089111931226 0.408745736025826 0.716761397108002 0.939263234054943 1.10742989988702
chrII_216240_216579 0.00221232130495826 0.108110346479831 0.175840579950576 0.313303730491335 0.553819656577469 1.05923808361932 1.69077855674019 1.67485013118754
chrII_217024_217568 0.00213999033952729 0.110778003949917 0.170368327336992 0.335720761163129 0.714333635626481 1.34051977432548 1.6246468700569 1.80612057400211
chrII_220809_221213 0.0045446877795057 0.124409073316833 0.16089308822115 0.279051959209273 0.360639184799327 0.504782261198314 0.949117772345008 0.882725136352305
chrII_221788_222196 0.00307034112513951 0.126141818795227 0.197367408809879 0.3221452788011 0.532756254162084 0.841390108165207 1.1101787197912 1.14610222641577
chrII_226584_226933 0.00754132959284138 0.147315085119571 0.223835875281695 0.23562903389182 0.301648123623254 0.416657895575668 0.59809495133033 0.59192522077119
chrII_227342_227724 0.00337313438323419 0.0940635324733074 0.145034005170334 0.247140173109223 0.44089909404404 0.707556083448667 1.26732580012116 1.32665380821145
chrII_235274_236920 0.00231349712010643 0.117779711536705 0.162005925753753 0.319783815142584 0.601821730072237 1.02554075360664 2.81472092050091 2.531647125384
chrII_237151_237968 0.00363188339607064 0.116604332881576 0.1944993890962 0.283260441131903 0.487873672672517 0.735706679856176 1.17759495995456 1.11361654576058
chrII_238281_238578 0.0211154809771848 0.265034789561417 0.291099655467546 0.367588970168026 0.433929762203307 0.572699352704802 0.932140890386544 1.12714705705515
chrII_241202_241791 0.00303724115081009 0.119743907906705 0.17102360876565 0.283902126501282 0.481626135912703 0.784239970133507 1.4261620652722 1.48877334928315
chrII_242449_242904 0.00229157193916969 0.0995763077414633 0.186579062023866 0.281991415082238 0.602075819352259 1.09178461511303 1.77944150399666 1.95407961159725
chrII_245495_245986 0.00306370988584599 0.108048733799774 0.138183523597623 0.22747978020604 0.410225284798831 0.623995605578294 1.16725347830235 1.10051496340704
chrII_250875_251187 0.00310875920006328 0.130951721132931 0.199782895850526 0.331318834108788 0.459119575081664 0.733708763251249 1.17911451890931 1.08781319105996
chrII_254287_256981 0.00208960929975009 0.126605572200019 0.182787403802138 0.360758085302855 0.723924190512169 1.13082241457065 2.52547146232795 2.10579444141042
chrII_257830_258362 0.00207919369648591 0.104561146879422 0.155247055252514 0.297738109664057 0.613104517283584 0.948542240279607 1.72273296218278 1.68425400824486
chrII_260121_260939 0.00258985638276546 0.119156892387176 0.205295956427575 0.328675655477559 0.598008990006691 0.999789209082414 1.18513220634414 1.19364704757275
chrII_265079_265304 0.00854385406430799 0.162509637533476 0.273458887574573 0.257083685946423 0.242142046156749 0.314582642045059 0.51998428720377 0.436019273763112
chrII_267220_267530 0.00362387435160011 0.119719029140804 0.202611934128691 0.262891406210573 0.346930830181286 0.718604778432969 0.855953627654236 1.34537610357602
chrII_269452_269832 0.002230559599737 0.0997253670139046 0.137256023500085 0.309481641489715 0.551761847057187 0.911941634263274 1.55153383136521 1.70300857411478
chrII_270048_270338 0.00118416743527085 0.105638866594055 0.14674702502193 0.300396488546007 0.567203979104259 1.19827929492217 1.83219693162594 1.96155338370651
chrII_273607_273926 0.00292490088835608 0.100584596075832 0.176342816795662 0.263667395597096 0.449756483019322 0.715083374080455 1.23679901223367 1.21060472394758
chrII_274451_276494 0.00307494620722561 0.164001723965064 0.230096137362906 0.408472181260791 0.88340452934318 1.51003992190991 3.78135011672451 3.55507176283114
chrII_277307_279911 0.00361159244623853 0.169382120617688 0.205241354444336 0.381101907660712 0.724746425748984 1.22328250994348 4.12556660292161 3.65655395262403
chrII_280064_281553 0.0037610203664317 0.140159346499201 0.257354622600971 0.406878481474521 0.68853163652593 1.06424316681957 1.8665738403646 1.4371908724889
chrII_283403_283803 0.00345371258953789 0.118349884688299 0.168517289115458 0.25340919496528 0.466896862624685 0.713364423661993 0.881866974868459 0.87575458501861
chrII_287848_288384 0.00227596837406344 0.121011481828993 0.175089164219225 0.309028578900879 0.589925527641918 0.94134864151949 1.34188565916169 1.88086887534907
chrII_291644_292480 0.0023023762714597 0.108135783286996 0.141497156376772 0.277290590924865 0.560897672505763 1.01080268913225 2.45296935485257 2.26462964494422
chrII_293912_294276 0.00240243299787446 0.0993940299699557 0.173550918498017 0.28570596263987 0.514391061685276 0.880292651857581 1.35240099496263 1.47075006539063
chrII_295942_296363 0.00463796574654435 0.12137357575575 0.152204728932877 0.223881402955905 0.359496346115414 0.546608258557565 1.33269558128781 1.20103607687051
chrII_297677_298289 0.00227179630113565 0.119102912630148 0.176351595876036 0.336693859985472 0.723714429308773 1.23649833434745 1.98580325291576 1.70164983584881
chrII_299745_300400 0.00188342376478799 0.0973851836050491 0.138591216202259 0.281759862632115 0.55683885958132 1.22900512589575 3.30216497286917 2.97419746848289
chrII_301214_302120 0.00224334413166093 0.115523193820582 0.164040267944491 0.304542854314579 0.542155552048381 0.956632456202969 1.41171250348372 1.55490197129936
chrII_305845_306433 0.00278344774205405 0.103448962461023 0.17538762992761 0.290496439689293 0.502121730075965 0.948362092144108 1.74328795790502 1.74358721689326
chrII_306870_307793 0.00221346342611557 0.111862905278649 0.152728868046101 0.320692934505541 0.623565900813158 1.00994975576801 1.9743494500961 2.06822654953101
chrII_310188_310598 0.00216285357706621 0.108987832887085 0.189423292910585 0.347275572386156 0.779437620225422 1.37023876299773 1.9305967433643 2.66831061664108
chrII_311410_311979 0.00262020269301854 0.117869928427239 0.163446774515371 0.281925478509295 0.561331369302446 0.931093425927247 1.47913233901829 1.37978583493034
chrII_314924_315828 0.00213156903931314 0.096031538949769 0.145043332250444 0.279427833572526 0.574037338659749 1.03890345200718 2.15910952195625 1.95043457444174
chrII_318058_318365 0.00374005946617523 0.116650050879546 0.196119635172803 0.242177703263932 0.336879473957092 0.69823827775146 1.01339624376441 0.807412265313572
chrII_321536_321882 0.00356511412666869 0.122146468232653 0.177261166426318 0.292322412423016 0.416192607719108 0.643546787786624 0.898853202347409 1.02811502891771
chrII_323955_324323 0.00298803989277263 0.103180570834875 0.174228362097161 0.246708621496597 0.566487594344488 0.910846297776738 1.20131589287044 1.02298981231037
chrII_325966_326430 0.00290237290961724 0.122975054779051 0.179774830636649 0.265223816305288 0.457342850291506 0.828966557250507 1.25548484003156 1.27051105645749
chrII_331425_331873 0.00302256893207975 0.104260633323615 0.165475762055594 0.275589543887092 0.591641750561995 0.902931341825815 1.13443321636195 1.0827674252331
chrII_332401_333106 0.00240459198076973 0.105964989105135 0.153183249999749 0.306077376991279 0.597927697291071 1.13551905928572 2.44958074884739 2.29553870666182
chrII_336773_337095 0.00245518895666481 0.127906543183973 0.196293611823314 0.399911880379105 0.707672053234217 1.32273616689681 1.59949602736369 1.64728392607075
chrII_338205_338877 0.00190645903587582 0.116950593716202 0.192738384164787 0.319777873140846 0.506572706069041 0.909702572528922 1.08788722862487 1.20007185186618
chrII_339219_339698 0.00216539062128439 0.0952245054267555 0.146623732716542 0.267029119110072 0.500843403357675 0.838566565989303 1.46288823018857 1.76774460782269
chrII_340640_341602 0.00363108061378457 0.120989456968513 0.179199328756858 0.273970617273558 0.437257744721493 0.675390378079177 1.14362295120372 1.13666925919149
chrII_342494_342860 0.00463375691739108 0.122879171342834 0.181289133415914 0.248966032581212 0.389916428390748 0.521988863456469 1.2346201121767 1.18733497905482
