TBP10 TBP20 TBP25 TBP30 TBP40 TBP60 TBP90 TBP120
chrI_69536_69721 0 0.0588106933700885 0.236015293762208 0.57723399541881 1.11693326827715 1.09143055422335 0.995426416927021 1.18745233587054
chrI_71382_71957 0 0.0550142953797609 0.19639568327826 0.487169589043647 1.19488848341034 1.29250041827644 1.04200326452194 1.12188114812049
chrI_72127_72768 0 0.0975548294608255 0.240221730097465 0.29784126255097 0.483324035883212 0.78636763684058 1.28970078196308 0.722938502998807
chrI_73039_73567 0 0.0600023513009801 0.238277743994647 0.481021102527551 0.916003195612777 0.953791397190454 0.97870240195896 1.05952824052219
chrI_74888_75035 0 0.0658630166804436 0.181446695251892 0.560503022913181 0.820265617542702 1.24242777442827 0.7009607637529 1.4062093380725
chrI_76127_76494 0 0.0932020958729621 0.287545978419744 0.486930875879201 1.05387972491327 1.29687193733731 1.79506199870115 1.05190010868248
chrI_82538_82752 0 0.0765414599794609 0.265231717893144 0.438177229908503 1.33045783238391 1.19525759397405 1.29852951541432 1.13219172392719
chrI_84535_84691 0 0.0525664463652996 0.2041119795845 0.583637294610414 0.959280242657839 0.82630509656621 0.821446789337623 1.22421684304762
chrI_92434_92622 0 0.0711684122773087 0.252475770467051 0.539698691465028 0.998666048611213 1.62069739211082 1.25465414369807 1.08322576316999
chrI_101112_101462 0 0.0647838439430478 0.210979444908034 0.691276229360724 1.04560694891566 1.323323895071 1.1764370035155 1.04323997139897
chrI_108568_108795 0 0.0860840177851846 0.333418632083979 0.705549858777991 1.13359920270845 1.63887815853873 1.32620043608962 1.17970910319786
chrI_110459_110661 0 0.0815157321714933 0.219939741933278 0.853358770346611 1.06438255357111 1.28021971091781 0.972272805400848 1.23064317818173
chrI_124713_124865 0 0.0644104528199484 0.233665940513439 0.35258054450033 0.66038333615726 0.931090724438163 1.42137298510552 0.980565954807902
chrI_128062_128219 0 0.070390234615525 0.183997118083482 0.55319985725946 1.15385659834071 1.01939335557474 0.929699320590957 1.00440946690398
chrI_129009_129284 0 0.109940987387043 0.263828951939717 0.469295878252515 0.879223817924773 0.995099266443607 1.42417152219593 0.863013655262106
chrI_130568_130853 0 0.0702102908130304 0.221025512164212 0.417946440840533 0.869679430526678 1.32436950497545 1.14114911951869 1.23206178703266
chrI_138604_140960 0 0.0610044780013768 0.174839874062328 0.253628542606426 0.607570906650408 1.17119947077213 1.50792967617891 1.05783522457256
chrI_141141_143644 0 0.0700670325037025 0.218237420417637 0.38770006161415 0.832149398456961 1.1817258877059 1.31028970332025 1.17494018843679
chrI_151335_151723 0 0.149595380956696 0.308724807574919 0.829451110837578 1.43452779826754 1.83233237314306 0.936734605704167 1.78127711303484
chrI_151974_152237 0 0.0775281608424001 0.237094483867216 0.64442927412578 1.29932905015898 1.39608631317877 1.13703656091798 1.29043568443056
chrI_154711_154962 0 0.122951640391753 0.28156218468261 0.713613705529764 1.10742458344497 1.47744274746461 1.16109797431842 1.08224208904805
chrI_158669_158824 0 0.127547963397053 0.242102291706354 0.576828283808708 0.854538591661909 1.19679527211005 1.30157409940591 1.18420381296732
chrI_160254_161846 0 0.0590904242935181 0.171364130955054 0.448666876502958 0.675531146694695 0.799452032240466 0.845060996123274 1.06391953017302
chrI_162014_162442 0 0.0741300707848307 0.185959282304117 0.462955813670486 0.605415012222783 0.728446064013228 0.902577500234842 0.874577085294483
chrI_163126_163276 0 0.0601561552516106 0.190281250944425 0.43477034953242 0.520686861200917 0.590327712175959 1.01313283750493 0.78654150953354
chrI_164160_164589 0 0.0722904592919264 0.191154528932269 0.303317638320081 0.449662727468904 0.611917056331326 1.03961501749172 0.658341636854343
chrI_164829_165383 0 0.084495968040637 0.228638873339272 0.393029724577311 0.700794090267581 0.855529188101447 1.14299230080171 0.928220288822883
chrI_165683_166525 0 0.0310987451830055 0.108258993362639 0.181630827931555 0.545061040222055 0.946588454503301 1.29080076518234 0.811070453270525
chrI_168951_169361 0 0.0885519924506765 0.263371202461556 0.469868735394187 0.966129114315575 0.907432555576302 1.02821193566477 0.915239926555021
chrI_171711_172154 0 0.0776679017492182 0.205564545844183 0.549088847235562 0.975313026914575 1.04027814402594 1.06010307035661 1.38873654457328
chrI_180104_180297 0 0.0660045502158038 0.201858641212779 0.486422553451229 0.75368852631391 0.853869989126961 1.21674773712744 1.17833500514327
chrI_180698_181443 0 0.0339940446422115 0.119469389933408 0.18199069428167 0.570132207121619 1.11893997716423 1.4757294265894 0.969124884559231
chrI_182350_183164 0 0.032375206307151 0.114182134820385 0.212285730366044 0.664072830613526 1.26007611373965 1.42282785426042 1.08257144292701
chrI_183509_183701 0 0.0703270652173842 0.185745467734875 0.485724459001431 1.00461464996522 1.11832000857405 1.17563217168652 1.20996993303319
chrI_189258_189426 0 0.0514376791699779 0.182637466297267 0.523730962602012 0.657940487811426 0.627241711789828 0.784129729273195 1.14175098491198
chrI_192428_192619 0 0.0622726154725929 0.23513985391874 0.430826854298566 1.28897043761065 1.23773826826118 1.36077645821741 1.28718624312521
chrI_206260_206518 0 0.112606491200191 0.172592405650917 0.324774837699215 0.410622971841373 0.592145837678599 0.814000642930887 0.560533202396582
chrI_215261_215499 0 0.0569672129083235 0.149255691025637 0.45466897565943 0.713302201158176 0.736257185859343 0.726838593005696 1.30426680936553
chrI_222851_223151 0 0.104870516804731 0.26849447240815 0.560669099397021 1.0440598661335 1.47319243511105 1.22861263157445 1.2317468940366
chrI_224858_225111 0 0.073147991065915 0.217325361567823 0.687839347024481 1.01382793860762 1.05055320017114 1.11049383194383 1.25899901178039
chrII_884_1088 0 0.0789558051285774 0.196183244535881 0.419868823294759 0.497634836251206 0.601020531222191 0.829786362472214 0.713812049468325
chrII_4824_5452 0 0.070738733270868 0.182800535463604 0.431142839493586 0.643642849488938 0.719150276050679 0.831801377481611 1.01222438894153
chrII_9044_9847 0 0.0438837946276097 0.156143284351962 0.22919753365459 0.72780527185476 1.33743882239811 1.69729922889834 1.05830091518796
chrII_17964_18140 0 0.110890339986997 0.253315016832477 0.416451374130773 0.686752809649651 1.28539098618959 1.16327908107691 1.20717042001478
chrII_23755_24061 0 0.11466899966915 0.230070012156023 0.456545402332531 0.665901859857739 0.985207157703851 1.49694740223897 0.97951192799993
chrII_28289_28456 0 0.106171475696968 0.190059792905885 0.397574500419881 0.470461060909026 0.810132311520107 0.985359099823221 0.864665681962365
chrII_29708_29888 0 0.0640878198164423 0.178728966721839 0.459411512474219 0.749212072950153 0.738274400299148 0.667632646034069 1.17096242936371
chrII_30566_30727 0 0.0608996759188664 0.146013119835989 0.542824819964157 0.639628431306604 0.865897077924561 0.711928967849484 0.986975828901747
chrII_30862_31076 0 0.0828296271521503 0.24038643034129 0.473196411553351 0.676252066970651 0.767585087713874 1.0595602304172 0.945678671758501
chrII_31561_31786 0 0.0656820030242777 0.198039372287008 0.475599281581533 0.552348274251349 0.662134425329687 0.802987275753376 0.913528655717651
chrII_32266_32424 0 0.0602007351799132 0.213434478448782 0.351568761809401 0.455034454242635 0.613519951903721 0.827077434467002 0.782898532502845
chrII_32527_32679 0 0.055525801890882 0.166131242904726 0.455473699510154 0.514048392349686 0.666915091695454 0.825211780720023 0.87647366092839
chrII_34027_34224 0 0.0457925167718771 0.174409674457308 0.385158635300062 0.691201225177933 0.653585303897663 0.828831869127589 0.849452310733796
chrII_34641_34884 0 0.0605842855702561 0.158809982167138 0.429131004202664 0.585304952232189 0.592315132245118 0.767989139340706 0.890130468286531
chrII_34982_35435 0 0.0549273317890928 0.165042029949242 0.470150074272148 0.642595232826425 0.910037167580151 0.732519800329668 1.00087859023355
chrII_35745_36980 0 0.0392613425552711 0.118305676375921 0.235680538544817 0.600746344474612 1.11049731426294 1.09064113941865 0.936056254371101
chrII_38081_38229 0 0.0869814051496058 0.260149025721332 0.392535515577842 0.714767846193741 0.874869688534399 1.11001493281691 0.999171073209561
chrII_38408_39039 0 0.0759116341481966 0.218608959889948 0.538876378832223 0.988540969319595 1.121947988023 0.885592550602044 1.46279605532768
chrII_40661_40847 0 0.102287499149442 0.266430422651549 0.438220907862043 0.80265241500786 1.03968157799261 1.12625045680199 1.24920891578361
chrII_45380_45847 0 0.122783308904105 0.392720152743885 0.781533343208497 1.87718161141742 2.93940565960186 1.79519996701346 1.87830773411467
chrII_46366_46568 0 0.0724278150543018 0.224138382552001 0.574425536212583 1.10918043711558 1.51460849210123 0.958794231810465 1.37683988656723
chrII_48655_48812 0 0.0728485848868445 0.271661151919678 0.555151834357362 0.925926951327864 0.968863826654788 1.05890160109869 1.25480304425646
chrII_49372_49540 0 0.154326209770925 0.282589617482944 0.725452061719803 0.767911191199763 1.37551125904691 1.21836424308626 1.36898999298386
chrII_59604_59783 0 0.0744259985234875 0.224691667054084 0.582243473019138 0.85865823611731 0.960958416471606 1.06968786082085 1.18816965256307
chrII_60617_60994 0 0.10893994984181 0.36678214016983 0.562073927055084 1.23760515031483 1.75564049227792 1.88692531954803 1.59087346423212
chrII_63634_63801 0 0.0929886355904017 0.234216622840231 0.373756359303921 0.885305977383099 1.26624799936514 1.54008474689865 1.02894750110854
chrII_69508_69664 0 0.0906010895414589 0.19747676043392 0.411880507147797 0.615838085826248 1.18595398940202 1.04947004439705 1.21115335409288
chrII_75014_75278 0 0.104228131544372 0.271612554218082 0.582202008100762 0.933558985649258 1.59564270655523 1.20012159261483 1.36058885577387
chrII_80697_80869 0 0.0564193225967552 0.210955332971473 0.465893032505485 0.640113088359218 1.10042305150601 0.881680702330073 1.11715871743922
chrII_84173_84474 0 0.0847675948529775 0.316847040994722 0.614640795750833 1.28072287289697 1.22193502135218 1.51482104935542 1.27803286508349
chrII_87731_88674 0 0.0749841083466516 0.253008891431868 0.452025112928149 0.972634084100124 1.38758715931251 1.63513031058794 1.24622047156761
chrII_89343_89723 0 0.098307928726375 0.341138488448237 0.508530039894271 1.11276226754717 1.54485254640232 2.13879155905773 1.38920399768286
chrII_89855_90005 0 0.0667399447845035 0.225588566400787 0.422044437160785 0.790722152504088 1.24201927246491 1.27405140476481 1.09755552226072
chrII_90499_90669 0 0.072587492509356 0.206047800383309 0.472519870899008 0.769588692838492 1.09680917202687 1.01000279486416 1.0374321992072
chrII_92172_92387 0 0.0867325938765972 0.223268072225484 0.442715332577097 0.755708235115613 0.965982124217109 1.42843028971149 0.885528026039462
chrII_96076_96567 0 0.0652389132456667 0.207864860852579 0.561884746436016 0.921656494076177 1.0340612359602 0.935216565749377 1.12148443299838
chrII_100040_100509 0 0.101811836820413 0.343020551246403 0.547214854051228 1.04758169032936 1.3412985056489 1.53254534590743 1.41968961153832
chrII_101124_101335 0 0.0771047398972773 0.239050815262114 0.386362805798354 0.590101575481889 0.711149844713872 1.16970844160804 0.938426710374435
chrII_107420_107662 0 0.123632155327633 0.258319533900944 0.476370901079441 0.632062803222641 0.832517021965937 1.14153779428692 0.981604237732116
chrII_110522_110748 0 0.0827211404106282 0.263233202721265 0.482312704333976 1.26928251417333 1.42026766362794 1.2484187690068 1.08803645796325
chrII_111240_111507 0 0.103834445028025 0.231563333918234 0.477831426769215 0.71605767707843 1.3118047307685 1.24588676474289 1.09365755744295
chrII_113461_113766 0 0.119978981090158 0.272088103185134 0.502394356997382 0.956371883239698 1.23601032914424 1.55260576110108 1.21435361299456
chrII_115217_115490 0 0.0684550093462291 0.176804932063374 0.547869792839357 0.947789604991899 1.04561226075328 0.769677310631146 1.36615220229612
chrII_117340_117536 0 0.123094857212245 0.3483113907844 0.636177938989727 1.37516606590602 1.38224584402118 1.48310969220164 1.27559481522909
chrII_122045_122199 0 0.104944317309168 0.254086765091644 0.589050121001113 0.97537280957297 1.34549950230594 1.1987926667738 1.0492852361339
chrII_124757_125107 0 0.0680604117822907 0.226527060729158 0.423599779361878 0.545395185726008 0.978412041256667 1.26504390347367 1.01115904978612
chrII_132080_132358 0 0.0770399239355428 0.227550714516175 0.510480116945354 0.824301596487308 0.824054333051417 1.10109969250087 1.11573481662544
chrII_133803_134143 0 0.0849622480973354 0.228745465196312 0.654803627202759 0.910938691534372 1.14565942124553 0.892608712989353 1.41217426181631
chrII_134970_135226 0 0.0767683498771069 0.204712550129208 0.347027580579165 0.549549769249748 0.650304187907746 1.30089171201234 0.845324555495864
chrII_135510_135900 0 0.0636717288720653 0.182705868025773 0.301126655883046 0.612830377874131 1.05630568576414 1.35546307403205 0.854522763128175
chrII_136328_136793 0 0.0513717493449981 0.182303034784216 0.328247886813067 0.796409139618224 0.982192447918955 0.88640794951328 0.971560403827681
chrII_136909_137130 0 0.0778930778646871 0.226431343100508 0.412126060494273 0.521994181153717 0.789859933364968 0.840934882802978 1.15055370150641
chrII_137430_137730 0 0.0763696745495865 0.228478835661485 0.62057077609166 0.875176385545145 0.75760343446145 0.794155423381097 1.27112788834247
chrII_140254_140478 0 0.0768408274012679 0.2547746213307 0.516102478147114 1.01761001661767 1.01047741165978 1.2873628577935 1.13374848083743
chrII_140895_141332 0 0.0982829687396042 0.237316882810501 0.364042402687303 0.771628168535683 1.04827958639685 1.34464725222367 1.03635982056191
chrII_142853_143164 0 0.0824893732810127 0.20960931957169 0.410696686767613 0.61806130856798 1.14447796269501 1.04792458266256 0.931974189092926
chrII_143827_143990 0 0.0614361903359599 0.176595531989246 0.594358672277456 0.754600330451948 1.26911230406789 0.819607541382179 1.19557303579831
chrII_145701_145984 0 0.0869106074540458 0.286691163031527 0.722981641530152 1.44089604658567 1.82457319695776 1.3117713632549 1.39035473758685
chrII_146821_147012 0 0.0909311863864492 0.267383533627527 0.457409140159631 0.843472406411185 0.859124573675435 0.956534944140418 1.15542398199112
chrII_158397_158550 0 0.0688329670347341 0.284981432722004 0.537930145111131 0.984849137159382 1.21971345908466 0.850296208422076 1.21442764453981
chrII_159629_159892 0 0.0909552840921582 0.201672017863472 0.362003473193445 0.677214695549574 1.05304126316218 1.13453375896176 0.966399474962549
chrII_162611_164692 0 0.0672773893468206 0.200121538475446 0.452390967195365 1.01982902762751 1.39741970783359 1.18084297108394 1.18335541465561
chrII_164768_164962 0 0.0930620863294146 0.214097174379632 0.465506159851788 0.598036586408252 0.986483415957679 1.19402445545248 1.00294708354018
chrII_168144_168572 0 0.111191791507595 0.325930149271134 0.559470746895257 1.33457361928934 1.7596658559597 1.82665190367229 1.56056028552407
chrII_169277_169573 0 0.0637168608658175 0.219896713740064 0.43992852205247 0.752452828359727 1.13110329818527 0.994922729702765 1.09500572572579
chrII_170436_170600 0 0.102670957440536 0.2468459505424 0.512699882269123 0.861139870349067 1.07282278695941 1.38458815167099 1.19879123709938
chrII_171222_171476 0 0.0710581782895866 0.245229327188722 0.582238066482258 0.921388042417658 1.03547779720616 1.17043712449919 1.02741124761343
chrII_172352_172592 0 0.0707701120422526 0.225221429255214 0.499605520486458 0.924034477969094 1.38114612278705 1.21795053706144 1.37901859682775
chrII_174653_174836 0 0.0669724817663315 0.216368408666761 0.638272508678109 0.905809381982869 0.962475355675869 0.784989006721093 1.50320173442332
chrII_181318_181497 0 0.0721390469266848 0.253412296024809 0.447012887754548 0.72418848940917 0.884487440010787 1.54928769233743 0.881527896540157
chrII_193809_194244 0 0.0710095035417613 0.217355215788858 0.292289597095725 0.611983905982868 0.76353359785927 1.1950772397856 0.714467450154409
chrII_195625_196110 0 0.076054915635518 0.193863084516399 0.421200431032163 0.67816288751534 0.830876570655741 0.823319143625271 0.986324311925063
chrII_196982_198202 0 0.0327258909853373 0.11261935299794 0.172839775825166 0.522558370284236 1.01434998885734 1.42118900146545 0.859259682078998
chrII_206953_207185 0 0.0861177390979211 0.238570190350805 0.459622751428769 0.921509125239501 1.05892218256768 1.40960995518181 1.29508695344298
chrII_216296_216528 0 0.107428334287773 0.206941877491755 0.418084067460814 0.564863603605942 0.952341500972399 1.35827962067939 0.916896785502432
chrII_217083_217332 0 0.0868591596109701 0.219418622704355 0.363526468726687 0.632987520901828 0.876113661112621 1.42057208650474 0.781820372021334
chrII_221009_221250 0 0.0476035467816192 0.13632266688019 0.38894383328957 0.651483291195572 0.821384733838342 0.93750821644719 1.04983163214308
chrII_223002_223517 0 0.0707172833625771 0.176318536101714 0.344534993969088 0.450002035761589 0.605235198792537 0.83597067193391 0.660661074602823
chrII_223925_224109 0 0.0601528111529238 0.163549035073026 0.376431012825403 0.49064127789545 0.55001289758157 0.952047944538024 0.8727850961052
chrII_224829_225220 0 0.0738743049412636 0.199813763515978 0.448692453363601 0.60321837036587 0.642966699035335 0.856662358420028 0.966462794938769
chrII_225376_225522 0 0.0620768820698867 0.185044809413867 0.378988493365996 0.682172634050774 0.556057743018965 0.964496203421785 0.879445478747793
chrII_225642_226159 0 0.0651689858647153 0.15977842733427 0.384596414637401 0.58111294492878 0.667653700590674 0.741230895362005 0.949477407354798
chrII_226351_227326 0 0.030709853926223 0.108221406892492 0.208649286243664 0.69095364116461 1.37661810023473 1.28567094741869 1.07804973084255
chrII_227407_227594 0 0.0654895535845073 0.228582884989144 0.491824004374907 0.872904107404413 1.13805542880829 1.29690898920348 1.00313244236659
chrII_228760_228916 0 0.066349394963612 0.150515823501463 0.590716743392009 0.630559572588868 0.91104084213765 0.670081516015741 0.962771730210017
chrII_235054_237218 0 0.0486974201034154 0.173063752630307 0.385426174643932 0.925570581905954 1.27833446301641 0.945520620784428 1.25376555122992
chrII_237489_237682 0 0.0633835922908853 0.202969491518837 0.405264000351555 0.55415120284985 0.698243156675182 1.07061179878736 1.09206655139488
chrII_238104_238445 0 0.150205602689473 0.332041588452374 0.968704096068948 1.8770126362316 2.28114735083881 0.828688177396025 2.04390353280265
chrII_241261_241743 0 0.0682007759341212 0.212586658512234 0.536688679018399 0.954233644452083 1.27501695324867 1.05315360923628 1.3018641024439
chrII_242492_242771 0 0.107294579527387 0.269816844019758 0.462820049502254 0.885021930014033 1.24104390113543 1.35227936711946 1.12291928779242
chrII_245607_245906 0 0.0762208313778687 0.218493637494613 0.557722897359373 0.911481473354141 0.916425561593374 0.894517545199696 1.14321524583214
chrII_254871_257124 0 0.0568986406584626 0.188426645452453 0.417045727394484 0.960543506998547 1.38657835962371 1.00381728022212 1.22654138127619
chrII_257863_258191 0 0.0795438888200205 0.259020198632691 0.396064086530569 0.785102471654352 1.14053842414926 1.41308362436187 1.06281361307377
chrII_258531_258700 0 0.0444367647950016 0.145257579835006 0.295493267864026 0.36637705636122 0.677956732286438 0.768002078689001 0.692410935346777
chrII_259606_259981 0 0.0636358470405008 0.167095720367163 0.336217178818221 0.601185626740773 0.821725527243212 0.954148630598051 0.871888715970717
chrII_260225_260394 0 0.110470499081397 0.264947986915509 0.371523645090636 0.571622135060854 0.902091316244011 1.30081394441988 0.742716616040469
chrII_260579_261289 0 0.072041976792043 0.201870014281171 0.409363147241352 0.609584617991317 0.729874760143218 0.93514980809702 0.828341550390342
chrII_261553_262089 0 0.0722394067076807 0.189837974571863 0.378946741900149 0.470690387392183 0.705126644251076 0.900727145718278 0.77600509410938
chrII_263381_264169 0 0.0653685616716214 0.169996175648617 0.446025389577541 0.658825828288965 0.774717107821129 0.816726303645204 0.943252407484806
chrII_264491_264695 0 0.0617221570294873 0.164968301099589 0.472343095788308 0.517633806927307 0.623874091918892 0.91775650045905 0.940259886384169
chrII_264835_265348 0 0.0631539860811609 0.169975161301923 0.450955111221363 0.679885491705693 0.810517479141887 0.803403867828945 0.957819462758361
chrII_266218_266613 0 0.0231576843404714 0.0880749723363861 0.153610894707042 0.430557946369641 0.890510905597297 1.30551404480322 0.814978986664311
chrII_269533_269735 0 0.0724519383909943 0.268987284288021 0.572089619894122 1.3950902581182 1.12445231947394 1.47835014365469 1.37802559473044
chrII_270663_270900 0 0.0749205126220415 0.190092225363411 0.57139998748789 0.783505653067936 0.941907414768 0.773665475431304 1.24352949418363
chrII_273982_281400 0 0.0593581652887524 0.196417455057339 0.41198491448846 0.968209868071453 1.29771917745208 1.09114734695581 1.22193989357856
chrII_283421_283670 0 0.0772126325867887 0.205995365785971 0.491386048894609 0.840025058658189 0.996728896148156 1.05350435474896 1.28181533074388
chrII_287921_288299 0 0.0777929317256287 0.271289850736956 0.458152956566097 0.949022794320378 1.30359394756461 1.41448267285086 1.20484210741157
chrII_291768_292173 0 0.100781907971612 0.323567581586977 0.616019259389713 1.30749708083112 1.82880474214192 1.70234819198694 1.57765885783969
chrII_293922_294301 0 0.071489297484611 0.204405769571952 0.421734906953847 0.667690482338807 0.812637816665737 0.968949471673905 0.9695219352985
chrII_296015_296464 0 0.0745811665502557 0.205715205607689 0.593080167358907 0.908320018078616 1.00954957280667 0.994963568294871 1.3711763716224
chrII_297694_297984 0 0.0836291272690199 0.324349307064787 0.442994968016726 0.72185099751796 1.04870337960561 1.69029681443532 0.736099882429443
chrII_299847_300357 0 0.0874463198532229 0.266929371388217 0.572181230261755 1.49707154456824 1.91048345311083 1.47446063555004 1.24831267578555
chrII_300504_300870 0 0.094159866496693 0.202650824026075 0.30308472941382 0.442785761791266 0.860460616513041 1.2523145438888 0.637858668980458
chrII_301118_301540 0 0.0790341738966962 0.209179086978152 0.405820382163136 0.980541555758363 1.09956337551886 1.04126339636192 1.13760890920914
chrII_301709_302013 0 0.103473490989689 0.247325263067725 0.333107630985038 0.505422989882978 1.00122815397065 1.29132217458956 0.857055070519419
chrII_304689_304990 0 0.0744545993186161 0.225188711485378 0.508597783009427 0.810244338053588 0.945498958868876 0.836929086926773 1.11604887414052
chrII_305914_306371 0 0.0822750922475749 0.269465070410709 0.594228831680516 1.24665106939902 1.46697660566877 1.26821077388129 1.06522230508521
chrII_306940_307667 0 0.0786057779763362 0.262290487373179 0.493285521205864 0.996844466288016 1.30754853372536 1.46060668699033 1.3261298707916
chrII_310256_310509 0 0.0877803778758431 0.251530618216927 0.417517557884308 0.789830605725605 0.904598558165469 1.50933647980067 0.910483663857889
chrII_311731_311892 0 0.0874299053447762 0.237458851014731 0.514634389530328 0.862432988121639 1.22426416189755 1.63538147725668 1.45831216614535
chrII_315155_315627 0 0.0775873928207414 0.252331416110009 0.514981949139642 1.04884412213212 1.20507331223356 1.54709707072389 1.32599960168875
chrII_316536_316692 0 0.0523400945940126 0.170602644797712 0.457281134825671 0.938687742109249 0.985349397876245 0.898316749131145 1.38873349414815
chrII_321644_321819 0 0.0732918204000242 0.275270635756373 0.493315170013264 0.867759810621278 0.952280877030647 1.39725748917165 1.18732453830973
chrII_326060_326233 0 0.104928977712402 0.227579925134213 0.472537555687768 0.819867683887547 1.05660412629809 1.10151894085005 1.13909533199992
chrII_326619_327243 0 0.0364434947617705 0.116198365200298 0.166494507080915 0.492459031512736 0.931074880482434 1.32851504527253 0.728138949679811
chrII_331454_331679 0 0.0684720338451266 0.202201084846215 0.386665506937096 0.736913741468943 0.659560751265128 0.804644037585781 0.79774634256251
chrII_332535_332938 0 0.0924753542685468 0.290496701642176 0.491166160012684 1.20843342441148 1.4353614137909 1.5953515075984 1.48071082690052
chrII_333821_333976 0 0.0537342272087977 0.163144917521208 0.636864102648409 0.832516041811366 1.30144137099069 0.886803295653542 1.68301606500162
chrII_336869_337020 0 0.0711754135967654 0.238449829775652 0.29707762191931 0.521205772838096 0.858093211642211 1.38034716093579 0.62431376262664
chrII_338244_338403 0 0.0826844894844382 0.214048236833969 0.38041436326129 0.501950562684554 0.78608634156627 1.10534485260567 1.26771074378961
chrII_338443_338763 0 0.0969647013880602 0.233878006596854 0.29332506248454 0.681112857920044 0.975684811060858 1.34191480597241 1.088147652287
chrII_339314_339598 0 0.067780872930353 0.165672304141488 0.344927695517637 0.518800385066883 0.978762569529397 1.1030614753925 0.838285176667319
chrII_347206_347878 0 0.0280360174100493 0.088460269854334 0.14698578685903 0.511495254573133 1.0973580237548 1.35138503515506 1.01873027862065
chrII_350493_351210 0 0.0273949209853715 0.106895872223591 0.26848920260458 0.852749758515861 1.52189560915331 1.29608005815687 1.59457264867794
chrII_353345_353546 0 0.0762346486607517 0.208991440342603 0.670900449278471 1.26029200783126 1.23875984238614 1.0705586013464 1.71761871907596
chrII_362511_362929 0 0.0774881398196655 0.251536197315549 0.574005164243973 1.06673491565598 1.19430936148055 1.25590734157613 1.27501953070352
chrII_365712_365963 0 0.111183232785402 0.281391821483448 0.537788223518014 1.26614237166941 1.56379178820624 1.28141606711321 1.31218503151469
chrII_371797_372192 0 0.0741523231340522 0.243507540710084 0.480280133976668 0.64888932239503 0.925813491586432 0.867962831002441 1.2764906691336
chrII_372436_373232 0 0.0524041911797073 0.182187527403666 0.293798923242277 0.609570855130801 0.91889886383117 1.10348154877554 0.929712463516979
chrII_373687_375221 0 0.0809789168921159 0.230632154282367 0.414368858352752 0.732081005832701 1.13460702363437 1.13126568482338 1.02658298729424
chrII_375372_376017 0 0.057728300182113 0.179040494266934 0.39307716410678 0.965995138565509 1.22460745661146 1.1467350976714 1.17838072761076
chrII_376271_376583 0 0.0765221189345415 0.236524688346703 0.428496607114925 0.916152779139971 1.25422140026191 1.03742721223705 1.19953054714384
chrII_376675_376930 0 0.080474847649899 0.237434432695633 0.344987505074523 0.589907644156288 0.977386281783075 1.13968798447678 0.874127214676785
