chr,start,end,time,chrGene,startGene,endGene,gene,overlap,strand,dist,peakCenter,distTSStoPeakCenter
chrIV,361276,361477,10,chrIV,359824,361285,YDL054C,1519,-,0,361376.5,-91.5
chrVII,822965,823246,51,chrVII,821692,823015,YGR161C-C,4141,-,0,823105.5,-90.5
chrVII,822965,823246,51,chrVII,817746,823015,YGR161C-D,4140,-,0,823105.5,-90.5
chrII,161438,161779,3,chrII,161698,162715,YBL031W,946,+,0,161608.5,-89.5
chrXIII,273828,274027,84,chrXIII,274016,275552,YMR004W,6306,+,0,273927.5,-88.5
chrII,480830,481185,6,chrII,480434,480923,YBR120C,1112,-,0,481007.5,-84.5
chrIV,1311833,1312077,16,chrIV,1312039,1314892,YDR421W,2035,+,0,1311955,-84
chrXIV,466159,466341,93,chrXIV,466333,466642,YNL086W,5136,+,0,466250,-83
chrXI,46937,47210,68,chrXI,47156,47972,YKL208W,2569,+,0,47073.5,-82.5
chrVI,47681,47970,39,chrVI,45719,47744,YFL042C,2434,-,0,47825.5,-81.5
chrIII,259386,259607,7,chrIII,259577,259961,YCR083W,3662,+,0,259496.5,-80.5
chrVI,184275,184569,40,chrVI,184501,191338,YFR019W,2507,+,0,184422,-79
chrXII,954834,955026,77,chrXII,955009,956710,YLR417W,4814,+,0,954930,-79
chrXIII,230692,231090,82,chrXIII,229733,230813,YML021C,6277,-,0,230891,-78
chrVII,579196,579600,50,chrVII,579475,580291,YGR042W,4011,+,0,579398,-77
chrV,173269,173549,33,chrV,172633,173338,YER010C,223,-,0,173409,-71
chrXIV,643523,643821,94,chrXIV,643743,644193,YNR010W,5237,+,0,643672,-71
chrIX,403392,403726,27,chrIX,402840,403491,YIR024C,2388,-,0,403559,-68
chrXI,148814,148998,70,chrXI,147629,148838,YKL162C,2616,-,0,148906,-68
chrVII,1070101,1070349,55,chrVII,1070292,1071714,YGR288W,4273,+,0,1070225,-67
chrXIV,245442,245657,92,chrXIV,245616,246216,YNL214W,5000,+,0,245549.5,-66.5
chrVI,244075,244373,41,chrVI,243073,244159,YFR046C,2539,-,0,244224,-65
chrIV,1213746,1213943,14,chrIV,1213903,1214842,YDR368W,1977,+,0,1213844.5,-58.5
chrXVI,360062,360238,113,chrXVI,360208,361579,YPL101W,5500,+,0,360150,-58
chrXII,153854,154213,74,chrXII,151388,153977,YLR001C,4355,-,0,154033.5,-56.5
chrVII,381198,381455,47,chrVII,379759,381271,YGL065C,3894,-,0,381326.5,-55.5
chrXI,478180,478384,71,chrXI,478337,478832,YKR020W,2810,+,0,478282,-55
chrXV,426063,426211,100,chrXV,424845,426084,YOR051C,3136,-,0,426137,-53
chrIX,149967,150114,24,chrIX,149142,149988,YIL114C,2231,-,0,150040.5,-52.5
chrVII,525107,525253,49,chrVII,525228,526644,YGR019W,3982,+,0,525180,-48
chrIV,954116,954368,12,chrIV,954287,954947,YDR246W,1841,+,0,954242,-45
chrV,31205,31360,30,chrV,29796,31239,YEL064C,136,-,0,31282.5,-43.5
chrVII,1045432,1045614,54,chrVII,1043818,1045480,YGR276C,4261,-,0,1045523,-43
chrXIII,50870,51122,80,chrXIII,50030,50954,YML110C,6178,-,0,50996,-42
chrXII,954834,955026,77,chrXII,954490,954889,YLR416C,4813,-,0,954930,-41
chrXIV,22583,22765,90,chrXIV,19540,22633,YNL329C,4882,-,0,22674,-41
chrIV,1414442,1414626,17,chrIV,1414574,1415171,YDR478W,2093,+,0,1414534,-40
chrXVI,96125,96469,112,chrXVI,95371,96258,YPL241C,5354,-,0,96297,-39
chrXVI,67554,67818,111,chrXVI,67724,68882,YPL255W,5338,+,0,67686,-38
chrVII,193224,193444,44,chrVII,191977,193300,YGL164C,3794,-,0,193334,-34
chrX,165297,165467,64,chrX,164277,165348,YJL131C,549,-,0,165382,-34
chrIV,1240575,1240843,15,chrIV,1239959,1240676,YDR383C,1996,-,0,1240709,-33
chrVI,42666,42897,38,chrVI,42814,43438,YFL046W,2431,+,0,42781.5,-32.5
chrIV,1428017,1428285,18,chrIV,1427430,1428120,YDR486C,2101,-,0,1428151,-31
chrXIII,287858,288236,85,chrXIII,288078,289704,YMR011W,6313,+,0,288047,-31
chrIV,1447680,1447918,19,chrIV,1447829,1450073,YDR499W,2114,+,0,1447799,-30
chrXIII,273018,273169,83,chrXIII,273117,273714,YMR003W,6305,+,0,273093.5,-23.5
chrXIII,7115,7348,79,chrXIII,7243,8383,YML132W,6155,+,0,7231.5,-11.5
chrI,128005,128153,2,chrI,126902,128102,YAL015C,71,-,0,128079,23
chrIX,84801,85431,23,chrIX,85052,85442,YIL141W,2202,+,0,85116,64
chrXIV,137676,137917,91,chrXIV,137698,138094,YNL269W,4945,+,0,137796.5,98.5
