chr,start,end,time,chrGene,startGene,endGene,gene,overlap,strand,dist,peakCenter,distTSStoPeakCenter
chrX,257137,257297,510,chrX,257422,260947,YJL092W,590,+,-126,257217,-205
chrXV,170663,171065,898,chrXV,171069,180309,YOL081W,2994,+,-5,170864,-205
chrVI,131387,131824,328,chrVI,131809,134296,YFL004W,2480,+,0,131605.5,-203.5
chrXII,725721,726010,688,chrXII,726068,728051,YLR299W,4683,+,-59,725865.5,-202.5
chrII,515330,515746,67,chrII,513761,515336,YBR138C,1134,-,0,515538,-202
chrV,482863,483236,313,chrV,476344,482848,YER155C,403,-,-16,483049.5,-201.5
chrXIII,103997,104729,726,chrXIII,103982,104162,YML081C-A,6211,-,0,104363,-201
chrXV,106397,106621,889,chrXV,106709,108188,YOL112W,2957,+,-89,106509,-200
chrXIV,65350,65737,812,chrXIV,65743,66052,YNL300W,4911,+,-7,65543.5,-199.5
chrXI,338621,339283,600,chrXI,336536,338753,YKL054C,2732,-,0,338952,-199
chrXIV,283912,284208,835,chrXIV,284259,285888,YNL189W,5025,+,-52,284060,-199
chrXIV,633558,634882,870,chrXIV,634419,634518,YNR003W-A,5230,+,0,634220,-199
chrXII,737200,738293,690,chrXII,735211,737548,YLR304C,4689,-,0,737746.5,-198.5
chrII,379793,380470,58,chrII,379220,379934,YBR070C,1056,-,0,380131.5,-197.5
chrV,401929,402424,304,chrV,402374,402719,YER121W,361,+,0,402176.5,-197.5
chrXVI,582607,583253,1034,chrXVI,582372,582734,YPR010C-A,5614,-,0,582930,-196
chrXI,457047,457452,606,chrXI,454351,457054,YKR009C,2799,-,0,457249.5,-195.5
chrXVI,492953,493512,1024,chrXVI,492017,493037,YPL031C,5572,-,0,493232.5,-195.5
chrXVI,568882,569501,1033,chrXVI,567268,568996,YPR006C,5609,-,0,569191.5,-195.5
chrXII,783259,783905,693,chrXII,783126,783387,YLR327C,4714,-,0,783582,-195
chrXIII,167198,167808,733,chrXIII,165532,167308,YML054C,6241,-,0,167503,-195
chrXIV,217052,217422,830,chrXIV,215986,217042,YNL231C,4983,-,-11,217237,-195
chrVIII,107292,107969,459,chrVIII,107825,108122,YHR001W-A,5889,+,0,107630.5,-194.5
chrXIV,574228,574395,863,chrXIV,574505,575351,YNL032W,5193,+,-111,574311.5,-193.5
chrIV,1352676,1352888,220,chrIV,1352181,1352589,YDR445C,2059,-,-88,1352782,-193
chrXII,866998,867322,699,chrXII,867353,868391,YLR372W,4764,+,-32,867160,-193
chrI,224963,225146,16,chrI,224562,224862,YAR070C,116,-,-102,225054.5,-192.5
chrII,407050,407672,62,chrII,406627,407169,YBR082C,1069,-,0,407361,-192
chrV,284106,284720,290,chrV,282704,284222,YER064C,288,-,0,284413,-191
chrXI,277852,278256,591,chrXI,277188,277863,YKL087C,2697,-,0,278054,-191
chrXV,255006,255418,905,chrXV,254925,255021,YOL038C-A,3038,-,0,255212,-191
chrXVI,918970,919494,1059,chrXVI,917076,919041,YPR190C,5811,-,0,919232,-191
chrIV,286624,287110,121,chrIV,287058,289512,YDL095W,1476,+,0,286867,-191
chrXIII,32064,32221,721,chrXIII,32333,33851,YML118W,6169,+,-113,32142.5,-190.5
chrXI,557169,557803,617,chrXI,557676,558954,YKR061W,2852,+,0,557486,-190
chrII,193564,194300,41,chrII,194121,195702,YBL015W,963,+,0,193932,-189
chrXVI,503068,503588,1025,chrXVI,503516,504242,YPL024W,5579,+,0,503328,-188
chrIV,519469,519618,145,chrIV,514042,519356,YDR034C-D,1612,-,-114,519543.5,-187.5
chrIV,519469,519618,145,chrIV,518039,519356,YDR034C-C,1613,-,-114,519543.5,-187.5
chrXI,278659,279210,592,chrXI,279122,280127,YKL085W,2699,+,0,278934.5,-187.5
chrIV,1135354,1135881,200,chrIV,1133259,1135431,YDR333C,1938,-,0,1135617.5,-186.5
chrVII,707346,707499,407,chrVII,707609,708482,YGR109W-A,4081,+,-111,707422.5,-186.5
chrVII,707346,707499,407,chrVII,707609,712254,YGR109W-B,4080,+,-111,707422.5,-186.5
chrIII,127355,127708,87,chrIII,127716,127789,tN(GUU)C,6038,+,-9,127531.5,-184.5
chrXVI,329257,329584,1006,chrXVI,329605,331699,YPL116W,5485,+,-22,329420.5,-184.5
chrXIII,654648,655134,788,chrXIII,655075,658342,YMR196W,6521,+,0,654891,-184
chrXIII,118923,119239,728,chrXIII,115733,118898,YML075C,6218,-,-26,119081,-183
chrII,124709,125173,30,chrII,125124,126119,YBL050W,925,+,0,124941,-183
chrXI,362251,362625,604,chrXI,362621,364193,YKL039W,2748,+,0,362438,-183
chrXII,723662,724058,686,chrXII,724043,724433,YLR297W,4681,+,0,723860,-183
chrII,124709,125173,30,chrII,122752,124759,YBL051C,924,-,0,124941,-182
chrXIV,247088,247484,833,chrXIV,246459,247104,YNL213C,5001,-,0,247286,-182
chrXV,882407,882757,959,chrXV,882764,882842,YOR302W,3401,+,-8,882582,-182
chrII,315074,315712,55,chrII,315574,316510,YBR039W,1022,+,0,315393,-181
chrXIV,442387,442690,847,chrXIV,441365,442358,YNL097C,5124,-,-30,442538.5,-180.5
chrIV,1496378,1497078,229,chrIV,1496164,1496548,YDR529C,2149,-,0,1496728,-180
chrVII,1064979,1065261,448,chrVII,1063812,1064940,YGR286C,4271,-,-40,1065120,-180
chrXVI,742064,742482,1043,chrXVI,742453,743743,YPR108W,5714,+,0,742273,-180
chrXIII,95338,95759,724,chrXIII,94430,95369,YML087C,6205,-,0,95548.5,-179.5
chrVII,152777,153133,352,chrVII,151036,152776,YGL186C,3772,-,-2,152955,-179
chrXI,590054,590376,622,chrXI,590394,591357,YKR080W,2872,+,-19,590215,-179
chrXIV,147901,148164,825,chrXIV,148211,154880,YNL262W,4952,+,-48,148032.5,-178.5
chrXVI,195373,195835,992,chrXVI,194511,195426,YPL186C,5411,-,0,195604,-178
chrII,132056,132434,32,chrII,132423,133749,YBL046W,929,+,0,132245,-178
chrVII,355467,355829,366,chrVII,355826,356972,YGL082W,3877,+,0,355648,-178
chrXI,314395,314871,597,chrXI,314811,315273,YKL067W,2718,+,0,314633,-178
chrIV,494359,494532,141,chrIV,492555,494268,YDR026C,1603,-,-92,494445.5,-177.5
chrVIII,38357,39012,454,chrVIII,36378,38508,YHL032C,5849,-,0,38684.5,-176.5
chrXIII,236029,236228,743,chrXIII,234770,235952,YML018C,6280,-,-78,236128.5,-176.5
chrXV,770425,770820,950,chrXV,770799,772113,YOR230W,3327,+,0,770622.5,-176.5
chrXVI,557855,558560,1030,chrXVI,558384,559935,YPR002W,5604,+,0,558207.5,-176.5
chrXI,608367,608715,625,chrXI,605632,608365,YKR089C,2881,-,-3,608541,-176
chrXVI,171117,171545,989,chrXVI,169769,171155,YPL201C,5395,-,0,171331,-176
chrXVI,272835,273321,1001,chrXVI,273254,275867,YPL147W,5452,+,0,273078,-176
chrIV,1383521,1383748,222,chrIV,1383810,1384776,YDR460W,2074,+,-63,1383634.5,-175.5
chrVII,411179,411572,372,chrVII,411551,412160,YGL047W,3913,+,0,411375.5,-175.5
chrX,211555,211948,508,chrX,209921,211577,YJL110C,572,-,0,211751.5,-174.5
chrXVI,291050,291401,1002,chrXVI,289668,291051,YPL139C,5460,-,0,291225.5,-174.5
chrXIV,247088,247484,833,chrXIV,247460,249809,YNL212W,5002,+,0,247286,-174
chrX,380876,381473,517,chrX,380248,381001,YJL035C,651,-,0,381174.5,-173.5
chrVII,610173,610606,397,chrVII,610563,611493,YGR060W,4029,+,0,610389.5,-173.5
chrXV,371368,371654,918,chrXV,371684,371957,YOR020W-A,3103,+,-31,371511,-173
chrV,250307,250782,286,chrV,250717,251002,YER048W-A,269,+,0,250544.5,-172.5
chrIV,286624,287110,121,chrIV,285390,286695,YDL097C,1474,-,0,286867,-172
chrXII,909823,910450,704,chrXII,909728,909965,YLR395C,4787,-,0,910136.5,-171.5
chrXIII,806451,806738,799,chrXIII,805325,806423,YMR270C,6598,-,-29,806594.5,-171.5
chrXVI,244017,244380,998,chrXVI,243205,244027,YPL162C,5436,-,0,244198.5,-171.5
chrXV,405386,405732,921,chrXV,402760,405388,YOR038C,3123,-,0,405559,-171
chrVII,84207,84647,345,chrVII,82877,84257,YGL219C,3737,-,0,84427,-170
chrXIII,343496,343880,751,chrXIII,341855,343520,YMR036C,6342,-,0,343688,-168
chrXI,567500,567999,618,chrXI,567917,570149,YKR067W,2858,+,0,567749.5,-167.5
chrV,213156,213530,281,chrV,212586,213177,YER029C,245,-,0,213343,-166
chrII,36063,36401,20,chrII,36398,36488,tF(GAA)B,5932,+,0,36232,-166
chrXI,286230,286643,593,chrXI,286602,288573,YKL079W,2705,+,0,286436.5,-165.5
chrXVI,313127,313316,1004,chrXVI,313387,316486,YPL125W,5475,+,-72,313221.5,-165.5
chrIV,125064,125261,107,chrIV,123864,124998,YDL188C,1376,-,-67,125162.5,-164.5
chrII,381695,382035,60,chrII,382029,382674,YBR072W,1058,+,0,381865,-164
chrIV,867931,868187,173,chrIV,868223,870563,YDR208W,1799,+,-37,868059,-164
chrXV,361117,361378,917,chrXV,360460,361084,YOR016C,3098,-,-34,361247.5,-163.5
chrXI,514642,515155,613,chrXI,515062,516871,YKR039W,2830,+,0,514898.5,-163.5
chrXV,361117,361378,917,chrXV,361411,363814,YOR017W,3099,+,-34,361247.5,-163.5
chrIII,142857,143011,92,chrIII,142701,142771,tG(GCC)C,5945,-,-87,142934,-163
chrII,135481,136187,33,chrII,135997,136366,YBL044W,931,+,0,135834,-163
chrVII,144313,144975,350,chrVII,144807,145197,YGL191W,3766,+,0,144644,-163
chrVII,878144,878564,427,chrVII,876668,878192,YGR189C,4171,-,0,878354,-162
chrXII,225083,225585,646,chrXII,224920,225172,YLR038C,4393,-,0,225334,-162
chrXIII,901286,901806,807,chrXIII,901708,902413,YMR314W,6649,+,0,901546,-162
chrX,432107,432616,523,chrX,431588,432200,YJL004C,681,-,0,432361.5,-161.5
chrIV,442588,443145,133,chrIV,443028,443511,YDL004W,1572,+,0,442866.5,-161.5
chrXV,449153,449394,927,chrXV,449435,451325,YOR066W,3151,+,-42,449273.5,-161.5
chrXII,699567,699745,684,chrXII,697155,699495,YLR277C,4658,-,-73,699656,-161
chrI,183470,183748,15,chrI,183769,184477,YAR027W,99,+,-22,183609,-160
chrII,534905,535293,68,chrII,535259,536096,YBR146W,1143,+,0,535099,-160
chrXVI,40590,41174,978,chrXVI,41042,42869,YPL265W,5326,+,0,40882,-160
chrX,230915,231367,509,chrX,231300,233760,YJL102W,580,+,0,231141,-159
chrXI,226306,226514,583,chrXI,226569,228765,YKL112W,2668,+,-56,226410,-159
chrXV,265099,265439,907,chrXV,265428,266169,YOL032W,3045,+,0,265269,-159
chrXVI,410128,410369,1013,chrXVI,409367,410090,YPL077C,5525,-,-39,410248.5,-158.5
chrXVI,458457,458776,1023,chrXVI,457117,458458,YPL053C,5549,-,0,458616.5,-158.5
chrXVI,563756,564097,1031,chrXVI,561503,563768,YPR003C,5606,-,0,563926.5,-158.5
chrXV,675606,675953,943,chrXV,675938,677840,YOR181W,3274,+,0,675779.5,-158.5
chrVII,38772,39102,339,chrVII,37616,38780,YGL246C,3709,-,0,38937,-157
chrVII,123262,123662,348,chrVII,122693,123305,YGL200C,3756,-,0,123462,-157
chrXV,436412,436592,924,chrXV,433687,436345,YOR058C,3143,-,-68,436502,-157
chrXVI,420500,420850,1016,chrXVI,420047,420518,YPL071C,5531,-,0,420675,-157
chrVIII,327994,328391,477,chrVIII,326812,328036,YHR107C,6017,-,0,328192.5,-156.5
chrXVI,347333,347757,1010,chrXVI,345263,347389,YPL109C,5492,-,0,347545,-156
chrIV,126446,126814,108,chrIV,126786,130002,YDL185W,1380,+,0,126630,-156
chrVII,475115,475661,381,chrVII,475544,476069,YGL010W,3952,+,0,475388,-156
chrVII,720064,720442,409,chrVII,720408,724764,YGR116W,4088,+,0,720253,-155
chrII,683083,683406,71,chrII,682178,683090,YBR231C,1238,-,0,683244.5,-154.5
chrVII,560421,560632,392,chrVII,560681,561350,YGR038W,4005,+,-50,560526.5,-154.5
chrVIII,386854,387303,480,chrVIII,387232,387445,YHR143W-A,6058,+,0,387078.5,-153.5
chrIV,588435,588629,153,chrIV,588097,588379,YDR070C,1651,-,-57,588532,-153
chrV,448828,449526,310,chrV,443755,449024,YER138C,380,-,0,449177,-153
chrV,448828,449526,310,chrV,447701,449024,YER137C-A,381,-,0,449177,-153
chrXVI,62945,63305,984,chrXVI,63278,63860,YPL257W,5336,+,0,63125,-153
chrXII,656988,657329,680,chrXII,656934,657006,tA(AGC)L,5887,-,0,657158.5,-152.5
chrIV,871865,872052,174,chrIV,872111,873428,YDR210W-A,1803,+,-60,871958.5,-152.5
chrIV,871865,872052,174,chrIV,872111,877425,YDR210W-B,1802,+,-60,871958.5,-152.5
chrXII,665613,665768,682,chrXII,665843,667907,YLR260W,4639,+,-76,665690.5,-152.5
chrV,355160,355466,300,chrV,355465,357730,YER098W,337,+,0,355313,-152
chrVII,402323,402549,371,chrVII,402588,403302,YGL053W,3907,+,-40,402436,-152
chrXV,304984,305408,910,chrXV,305348,307409,YOL011W,3069,+,0,305196,-152
chrXVI,171117,171545,989,chrXVI,171483,171954,YPL200W,5396,+,0,171331,-152
chrXV,315436,315641,912,chrXV,313077,315387,YOL006C,3074,-,-50,315538.5,-151.5
chrX,380876,381473,517,chrX,381326,383375,YJL034W,652,+,0,381174.5,-151.5
chrVI,130018,130346,327,chrVI,130333,130981,YFL005W,2479,+,0,130182,-151
chrXIII,195705,196106,738,chrXIII,194912,195755,YML041C,6256,-,0,195905.5,-150.5
chrXI,469370,469761,607,chrXI,469716,471339,YKR016W,2806,+,0,469565.5,-150.5
chrIV,1473028,1473269,228,chrIV,1471547,1472999,YDR514C,2130,-,-30,1473148.5,-149.5
chrVII,554941,555292,391,chrVII,554247,554967,YGR033C,3999,-,0,555116.5,-149.5
chrVII,567499,567734,394,chrVII,562198,567467,YGR038C-B,4006,-,-33,567616.5,-149.5
chrVII,567499,567734,394,chrVII,566144,567467,YGR038C-A,4007,-,-33,567616.5,-149.5
chrXIV,339297,339696,838,chrXIV,338477,339347,YNL159C,5056,-,0,339496.5,-149.5
chrV,526838,527025,319,chrV,527081,529418,YER171W,422,+,-57,526931.5,-149.5
chrXIV,614437,614904,866,chrXIV,614820,616083,YNL009W,5217,+,0,614670.5,-149.5
chrXIV,779628,779903,876,chrXIV,779915,781040,YNR075W,5304,+,-13,779765.5,-149.5
chrVII,532516,532974,387,chrVII,531882,532596,YGR024C,3987,-,0,532745,-149
chrXI,178152,178578,575,chrXI,178514,179174,YKL142W,2637,+,0,178365,-149
chrXVI,187661,188086,990,chrXVI,185316,187725,YPL190C,5406,-,0,187873.5,-148.5
chrII,578014,578416,70,chrII,578363,578984,YBR171W,1169,+,0,578215,-148
chrXIV,164351,164597,827,chrXIV,164622,167097,YNL256W,4958,+,-26,164474,-148
chrXVI,918970,919494,1059,chrXVI,919380,920487,YPR191W,5812,+,0,919232,-148
chrII,181278,181567,40,chrII,177873,181275,YBL022C,956,-,-4,181422.5,-147.5
chrVII,334591,334884,363,chrVII,334885,337639,YGL093W,3866,+,-2,334737.5,-147.5
chrVII,911572,911897,432,chrVII,911882,912812,YGR208W,4191,+,0,911734.5,-147.5
chrXVI,228081,228250,995,chrXVI,228313,228772,YPL170W,5428,+,-64,228165.5,-147.5
chrXV,949138,949373,962,chrXV,946232,949109,YOR335C,3438,-,-30,949255.5,-146.5
chrV,390051,390345,302,chrV,387931,390052,YER113C,352,-,0,390198,-146
chrV,451310,451526,311,chrV,451564,453235,YER140W,384,+,-39,451418,-146
chrVII,678407,678689,405,chrVII,678694,682135,YGR097W,4067,+,-6,678548,-146
chrXI,67460,67763,560,chrXI,63929,67466,YKL201C,2576,-,0,67611.5,-145.5
chrXII,641200,641436,678,chrXII,641463,642057,YLR251W,4629,+,-28,641318,-145
chrXV,97261,97549,886,chrXV,97550,99488,YOL117W,2952,+,-2,97405,-145
chrXV,970335,970529,964,chrXV,970577,971894,YOR343W-A,3449,+,-49,970432,-145
chrXV,970335,970529,964,chrXV,970577,975891,YOR343W-B,3448,+,-49,970432,-145
chrXII,873548,873847,700,chrXII,872825,873554,YLR376C,4768,-,0,873697.5,-143.5
chrXIII,221119,221404,742,chrXIII,221405,222563,YML027W,6271,+,-2,221261.5,-143.5
chrII,447309,447623,66,chrII,445061,447323,YBR102C,1091,-,0,447466,-143
chrXVI,230780,231181,996,chrXVI,229038,230838,YPL169C,5429,-,0,230980.5,-142.5
chrXVI,647025,647336,1039,chrXVI,646447,647038,YPR037C,5643,-,0,647180.5,-142.5
chrIV,1261316,1261760,216,chrIV,1261680,1262967,YDR394W,2007,+,0,1261538,-142
chrIX,37037,37447,235,chrIX,37384,38983,YIL162W,2178,+,0,37242,-142
chrI,71400,71887,7,chrI,71785,73288,YAL038W,39,+,0,71643.5,-141.5
chrIII,111669,111963,83,chrIII,110807,111675,YCL002C,3573,-,0,111816,-141
chrVII,475115,475661,381,chrVII,474488,475247,YGL011C,3951,-,0,475388,-141
chrV,177463,177923,276,chrV,177834,178431,YER012W,225,+,0,177693,-141
chrIII,118339,118638,84,chrIII,117379,118348,YCR002C,3578,-,0,118488.5,-140.5
chrXIII,362565,362970,755,chrXIII,361304,362627,YMR046C,6352,-,0,362767.5,-140.5
chrXIII,362565,362970,755,chrXIII,357358,362627,YMR045C,6351,-,0,362767.5,-140.5
chrXIV,191057,191308,829,chrXIV,191323,196102,YNL242W,4972,+,-16,191182.5,-140.5
chrII,28206,28672,19,chrII,24945,28299,YBL101C,866,-,0,28439,-140
chrII,408799,409257,63,chrII,409168,410629,YBR083W,1070,+,0,409028,-140
chrVII,238118,238399,357,chrVII,236268,238119,YGL142C,3816,-,0,238258.5,-139.5
chrXVI,656513,656869,1040,chrXVI,655139,656552,YPR045C,5651,-,0,656691,-139
chrII,146980,147159,35,chrII,147208,150286,YBL037W,940,+,-50,147069.5,-138.5
chrVIII,439075,439330,481,chrVIII,439341,440127,YHR167W,6083,+,-12,439202.5,-138.5
chrXI,291138,291489,594,chrXI,291452,292631,YKL077W,2707,+,0,291313.5,-138.5
chrXVI,335681,335936,1007,chrXVI,335947,336367,YPL114W,5487,+,-12,335808.5,-138.5
chrXI,185668,185970,577,chrXI,185285,185681,YKL138C,2642,-,0,185819,-138
chrXV,241316,241580,903,chrXV,240203,241310,YOL048C,3028,-,-7,241448,-138
chrXVI,191077,191458,991,chrXVI,191405,192650,YPL188W,5409,+,0,191267.5,-137.5
chrXI,185668,185970,577,chrXI,185956,186292,YKL137W,2643,+,0,185819,-137
chrVII,809417,809695,417,chrVII,808628,809420,YGR161C,4136,-,0,809556,-136
chrXIII,835089,835379,803,chrXIII,833355,835098,YMR282C,6612,-,0,835234,-136
chrXVI,831610,832012,1049,chrXVI,831054,831675,YPR151C,5762,-,0,831811,-136
chrIX,222549,222702,245,chrIX,221080,222490,YIL074C,2273,-,-60,222625.5,-135.5
chrXV,103751,104370,888,chrXV,103316,103925,YOL114C,2955,-,0,104060.5,-135.5
chrVIII,519037,519564,487,chrVIII,519436,520312,YHR209W,6131,+,0,519300.5,-135.5
chrXI,202680,203047,578,chrXI,202999,203071,tK(CUU)K,5996,+,0,202863.5,-135.5
chrXII,548733,549018,671,chrXII,549011,549356,YLR200W,4575,+,0,548875.5,-135.5
chrXIV,437229,437724,846,chrXIV,437612,438317,YNL100W,5120,+,0,437476.5,-135.5
chrVII,885775,885976,430,chrVII,884508,885741,YGR193C,4175,-,-35,885875.5,-134.5
chrXV,721635,721986,947,chrXV,721945,722608,YOR202W,3299,+,0,721810.5,-134.5
chrX,421594,422000,522,chrX,419956,421663,YJL008C,677,-,0,421797,-134
chrXI,306961,307339,595,chrXI,307284,307827,YKL069W,2715,+,0,307150,-134
chrIV,679681,680114,163,chrIV,678240,679764,YDR111C,1695,-,0,679897.5,-133.5
chrVII,883388,884499,429,chrVII,882811,883810,YGR192C,4174,-,0,883943.5,-133.5
chrXII,442709,443032,655,chrXII,441714,442737,YLR151C,4510,-,0,442870.5,-133.5
chrXII,691272,691569,683,chrXII,691554,693882,YLR274W,4655,+,0,691420.5,-133.5
chrXV,82884,83222,883,chrXV,81786,82920,YOL126C,2943,-,0,83053,-133
chrXII,363834,364130,651,chrXII,364115,365330,YLR107W,4463,+,0,363982,-133
chrIV,827352,827623,170,chrIV,825909,827355,YDR181C,1769,-,0,827487.5,-132.5
chrXIII,724369,724666,791,chrXIII,722612,724385,YMR227C,6552,-,0,724517.5,-132.5
chrII,245581,245964,48,chrII,245905,246547,YBR005W,986,+,0,245772.5,-132.5
chrVII,374766,375141,367,chrVII,375086,375671,YGL068W,3891,+,0,374953.5,-132.5
chrVII,761094,761423,412,chrVII,761391,762168,YGR135W,4109,+,0,761258.5,-132.5
chrXIII,266916,267165,747,chrXIII,267173,267800,YML001W,6301,+,-9,267040.5,-132.5
chrIV,444456,444644,134,chrIV,444682,446383,YDL003W,1573,+,-39,444550,-132
chrIV,1369517,1369798,221,chrIV,1369789,1379596,YDR457W,2071,+,0,1369657.5,-131.5
chrV,349687,350008,299,chrV,349979,351182,YER095W,334,+,0,349847.5,-131.5
chrX,587334,587674,544,chrX,586494,587373,YJR088C,773,-,0,587504,-131
chrXV,722573,722985,948,chrXV,722910,724725,YOR204W,3301,+,0,722779,-131
chrXI,327351,327884,599,chrXI,326407,327487,YKL060C,2726,-,0,327617.5,-130.5
chrIII,118339,118638,84,chrIII,118619,119171,YCR003W,3579,+,0,118488.5,-130.5
chrIV,767924,768278,165,chrIV,766735,767971,YDR153C,1738,-,0,768101,-130
