chr,start,end,time,chrGene,startGene,endGene,gene,overlap,strand,dist,peakCenter,distTSStoPeakCenter
chrIV,1015493,1016349,3.738823046,chrIV,1014400,1015702,YDR277C,1877,-,0,1015921,-219
chrVII,605517,605923,2.5282493,chrVII,604772,605501,YGR057C,4026,-,-17,605720,-219
chrXIV,578771,579213,5.64912766,chrXIV,577204,578773,YNL029C,5196,-,0,578992,-219
chrXVI,301367,301625,2.942025729,chrXVI,301715,302618,YPL132W,5468,+,-91,301496,-219
chrII,490238,491024,9.918050728,chrII,490849,491056,YBR126W-A,1120,+,0,490631,-218
chrVII,836608,837156,3.735636033,chrVII,836386,836665,YGR169C-A,4150,-,0,836882,-217
chrXIII,773744,775324,6.081279245,chrXIII,774751,774931,YMR251W-A,6579,+,0,774534,-217
chrXI,75477,76022,1.875368307,chrXI,74931,75534,YKL196C,2579,-,0,75749.5,-215.5
chrXV,631638,632257,2.448427124,chrXV,632163,633120,YOR158W,3248,+,0,631947.5,-215.5
chrXII,447497,448083,2.183967288,chrXII,445523,447575,YLR153C,4512,-,0,447790,-215
chrXIII,477424,478218,22.43338275,chrXIII,475896,477606,YMR105C,6415,-,0,477821,-215
chrXIV,440537,441033,4.911975253,chrXIV,439601,440570,YNL098C,5122,-,0,440785,-215
chrVII,124238,124726,2.384790589,chrVII,124697,129161,YGL197W,3759,+,0,124482,-215
chrXIII,70033,70783,9.135221618,chrXIII,70623,73920,YML100W,6190,+,0,70408,-215
chrXIV,57592,58286,3.756073868,chrXIV,58154,58808,YNL306W,4905,+,0,57939,-215
chrIV,369366,369745,2.995443183,chrIV,369770,370706,YDL047W,1526,+,-26,369555.5,-214.5
chrIV,681626,682293,1.755980428,chrIV,682174,682492,YDR115W,1699,+,0,681959.5,-214.5
chrIV,1277107,1277754,3.006686171,chrIV,1277645,1278437,YDR405W,2018,+,0,1277430.5,-214.5
chrX,68720,69525,3.946453912,chrX,69337,70879,YJL194W,483,+,0,69122.5,-214.5
chrV,482802,483322,2.828739177,chrV,476344,482848,YER155C,403,-,0,483062,-214
chrIII,90726,91492,1.943681975,chrIII,91323,92418,YCL018W,3560,+,0,91109,-214
chrVII,1052386,1052832,10.67111429,chrVII,1052823,1057257,YGR281W,4266,+,0,1052609,-214
chrII,575980,576439,10.65737817,chrII,573914,575996,YBR169C,1167,-,0,576209.5,-213.5
chrIII,60896,61877,8.238953633,chrIII,60840,61173,YCL035C,3542,-,0,61386.5,-213.5
chrXV,303096,303401,6.533126805,chrXV,301379,303035,YOL013C,3067,-,-62,303248.5,-213.5
chrXV,675478,675971,2.291057259,chrXV,675938,677840,YOR181W,3274,+,0,675724.5,-213.5
chrIII,172385,172889,1.624327748,chrIII,170885,172424,YCR028C,3609,-,0,172637,-213
chrXV,592482,593118,2.537398408,chrXV,589941,592587,YOR141C,3229,-,0,592800,-213
chrIII,131372,132134,2.085080827,chrIII,130744,131542,YCR009C,3585,-,0,131753,-211
chrIX,288826,289412,1.699409227,chrIX,287789,288908,YIL035C,2317,-,0,289119,-211
chrIV,1497850,1498190,4.188541351,chrIV,1498231,1499335,YDR531W,2151,+,-42,1498020,-211
chrXV,524868,525266,8.134403281,chrXV,525277,528601,YOR109W,3197,+,-12,525067,-210
chrXV,816870,817292,3.0717443,chrXV,817291,818335,YOR262W,3359,+,0,817081,-210
chrV,246579,246846,6.726771258,chrV,243809,246503,YER047C,267,-,-77,246712.5,-209.5
chrIV,42263,42716,2.431205404,chrIV,42699,43707,YDL230W,1334,+,0,42489.5,-209.5
chrXI,466083,466477,2.023009703,chrXI,465366,466071,YKR014C,2804,-,-13,466280,-209
chrXIII,874206,874885,8.037082799,chrXIII,873290,874337,YMR303C,6635,-,0,874545.5,-208.5
chrXII,660203,660810,14.62746692,chrXII,660715,662833,YLR258W,4637,+,0,660506.5,-208.5
chrXVI,40507,41160,5.143730011,chrXVI,41042,42869,YPL265W,5326,+,0,40833.5,-208.5
chrXVI,165929,166164,10.41813171,chrXVI,166255,167398,YPL203W,5393,+,-92,166046.5,-208.5
chrIV,362359,362568,1.862392997,chrIV,361698,362256,YDL053C,1520,-,-104,362463.5,-207.5
chrXIV,34122,34763,8.625990528,chrXIV,33293,34235,YNL322C,4889,-,0,34442.5,-207.5
chrVII,719980,720421,4.275648073,chrVII,720408,724764,YGR116W,4088,+,0,720200.5,-207.5
chrV,347591,348047,1.481298415,chrV,343319,347612,YER093C,331,-,0,347819,-207
chrXII,163956,164412,4.988829173,chrXII,164391,165402,YLR007W,4361,+,0,164184,-207
chrIX,177089,177824,11.73524376,chrIX,175306,177250,YIL101C,2246,-,0,177456.5,-206.5
chrXIII,411225,411718,4.246983249,chrXIII,410761,411265,YMR071C,6379,-,0,411471.5,-206.5
chrXIII,592658,593011,3.680263468,chrXIII,590039,592628,YMR165C,6483,-,-31,592834.5,-206.5
chrXV,254952,255503,2.854480197,chrXV,254925,255021,YOL038C-A,3038,-,0,255227.5,-206.5
chrI,168891,169444,6.398545754,chrI,169374,170295,YAR015W,93,+,0,169167.5,-206.5
chrVIII,450518,451721,4.409428943,chrVIII,451326,452640,YHR174W,6090,+,0,451119.5,-206.5
chrXI,462625,463179,2.102223487,chrXI,461634,462696,YKR011C,2801,-,0,462902,-206
chrXII,932631,932889,1.996620855,chrXII,932966,933653,YLR407W,4801,+,-78,932760,-206
chrXIV,91638,91936,5.122219687,chrXIV,91993,94801,YNL287W,4924,+,-58,91787,-206
chrXV,733381,734055,2.123272649,chrXV,733924,736177,YOR208W,3305,+,0,733718,-206
chrXV,759229,759921,3.303014627,chrXV,759781,760660,YOR223W,3320,+,0,759575,-206
chrXIV,116907,117378,10.74447922,chrXIV,117348,118809,YNL277W,4937,+,0,117142.5,-205.5
chrV,535988,536464,2.642055866,chrV,529529,536021,YER172C,423,-,0,536226,-205
chrV,171577,172241,1.743480665,chrV,172114,172492,YER009W,222,+,0,171909,-205
chrV,464871,465324,2.454174636,chrV,465302,466025,YER148W,394,+,0,465097.5,-204.5
chrVII,741953,742286,4.939865658,chrVII,742324,745435,YGR125W,4099,+,-39,742119.5,-204.5
chrIX,383852,384794,6.243552697,chrIX,383555,384119,YIR017C,2375,-,0,384323,-204
chrVII,797950,798727,2.404158997,chrVII,798542,800066,YGR155W,4130,+,0,798338.5,-203.5
chrXIII,169705,170690,3.464727852,chrXIII,170401,171310,YML052W,6244,+,0,170197.5,-203.5
chrIV,352514,352833,7.235482503,chrIV,352876,355378,YDL056W,1517,+,-44,352673.5,-202.5
chrVII,979241,979801,3.918142696,chrVII,978035,979319,YGR244C,4228,-,0,979521,-202
chrIII,152474,152794,6.643547689,chrIII,152836,153928,YCR019W,3596,+,-43,152634,-202
chrIV,964693,965128,3.71053608,chrIV,965112,966489,YDR254W,1850,+,0,964910.5,-201.5
chrXV,377607,378426,1.904419575,chrXV,378218,379562,YOR025W,3108,+,0,378016.5,-201.5
chrXI,401987,402575,2.57925858,chrXI,398831,402080,YKL020C,2769,-,0,402281,-201
chrXIII,318416,318822,2.108316283,chrXIII,317164,318418,YMR021C,6325,-,0,318619,-201
chrXVI,213981,214345,3.736451286,chrXVI,213041,213962,YPL177C,5421,-,-20,214163,-201
chrVII,1084403,1084921,6.098885394,chrVII,1084863,1090591,YGR296W,4281,+,0,1084662,-201
chrIV,602837,603301,7.726054755,chrIV,602197,602869,YDR078C,1659,-,0,603069,-200
chrXI,219752,220494,1.951018332,chrXI,220323,220974,YKL117W,2663,+,0,220123,-200
chrXI,463453,464063,1.855796218,chrXI,463958,464948,YKR013W,2803,+,0,463758,-200
chrXII,49475,50000,2.172149916,chrXII,49937,51947,YLL043W,4311,+,0,49737.5,-199.5
chrXI,222891,223307,10.31024422,chrXI,221343,222900,YKL116C,2664,-,0,223099,-199
chrIII,95865,96297,3.54223177,chrIII,96280,101191,YCL014W,3563,+,0,96081,-199
chrII,23668,24129,3.625748751,chrII,24097,24745,YBL102W,865,+,0,23898.5,-198.5
chrXVI,118001,118364,6.433377955,chrXVI,118381,120031,YPL228W,5367,+,-18,118182.5,-198.5
chrIV,73789,74443,8.109335584,chrIV,70639,73918,YDL215C,1349,-,0,74116,-198
chrVII,953340,954016,3.155348776,chrVII,952547,953480,YGR231C,4214,-,0,953678,-198
chrXV,215993,216677,8.98611391,chrXV,214016,216137,YOL060C,3015,-,0,216335,-198
chrIII,24065,24980,2.725718847,chrIII,24031,24325,YCL057C-A,3519,-,0,24522.5,-197.5
chrIII,119995,121036,4.191913961,chrIII,119574,120318,YCR004C,3580,-,0,120515.5,-197.5
chrXIV,335984,336709,5.209414336,chrXIV,336544,337609,YNL160W,5055,+,0,336346.5,-197.5
chrXV,631638,632257,2.448427124,chrXV,630965,631751,YOR157C,3247,-,0,631947.5,-196.5
chrXVI,831620,832123,3.807114826,chrXVI,831054,831675,YPR151C,5762,-,0,831871.5,-196.5
chrX,189244,189794,2.018249646,chrX,189715,190243,YJL122W,560,+,0,189519,-196
chrXIII,510278,511958,1.876525711,chrXIII,511314,511569,YMR122W-A,6435,+,0,511118,-196
chrXV,511175,512081,1.865082028,chrXV,511824,513006,YOR099W,3186,+,0,511628,-196
chrIV,1090077,1090472,1.947118692,chrIV,1089218,1090079,YDR313C,1913,-,0,1090274.5,-195.5
chrIX,173556,174019,1.972803117,chrIX,173364,173592,YIL102C-A,2244,-,0,173787.5,-195.5
chrII,504322,504993,4.547220966,chrII,504853,505306,YBR135W,1131,+,0,504657.5,-195.5
chrVII,546017,546472,4.713109787,chrVII,546440,547469,YGR031W,3996,+,0,546244.5,-195.5
chrVII,596378,596616,3.410538179,chrVII,596692,598621,YGR054W,4023,+,-77,596497,-195
chrXI,557103,557859,2.838350841,chrXI,557676,558954,YKR061W,2852,+,0,557481,-195
chrII,378341,378914,2.527231779,chrII,376573,378433,YBR069C,1055,-,0,378627.5,-194.5
chrXII,588781,589444,2.761532827,chrXII,587694,588918,YLR225C,4601,-,0,589112.5,-194.5
chrX,558988,559453,12.16712977,chrX,559415,566828,YJR066W,752,+,0,559220.5,-194.5
chrIX,187535,188117,3.537072574,chrIX,186516,187632,YIL094C,2254,-,0,187826,-194
chrXVI,5927,6475,3.953954377,chrXVI,279,6007,YPL283C,5308,-,0,6201,-194
chrXVI,94925,95681,2.70468316,chrXVI,90621,95109,YPL242C,5353,-,0,95303,-194
chrVII,84202,84699,4.74955893,chrVII,82877,84257,YGL219C,3737,-,0,84450.5,-193.5
chrXII,822548,823022,9.268760177,chrXII,822286,822592,YLR346C,4734,-,0,822785,-193
chrXIII,872540,873096,2.779233189,chrXIII,870072,872625,YMR302C,6634,-,0,872818,-193
chrVII,746399,746809,5.083100104,chrVII,746797,747736,YGR127W,4101,+,0,746604,-193
chrXI,393311,393743,3.010738842,chrXI,393720,394554,YKL023W,2766,+,0,393527,-193
chrIII,246454,247097,9.376524188,chrIII,242587,246583,YCR073C,3652,-,0,246775.5,-192.5
chrV,130870,131821,2.384152903,chrV,131082,131153,tQ(UUG)E2,6067,-,0,131345.5,-192.5
chrVIII,556812,557657,6.810521162,chrVIII,556580,557042,YHR217C,6147,-,0,557234.5,-192.5
chrXV,754989,755414,11.38885328,chrXV,752213,755009,YOR219C,3316,-,0,755201.5,-192.5
chrXII,168753,169066,2.475274955,chrXII,169102,169678,YLR011W,4365,+,-37,168909.5,-192.5
chrV,19154,19638,11.85034168,chrV,19588,21097,YEL070W,130,+,0,19396,-192
chrV,56110,56646,5.105311841,chrV,56570,58100,YEL052W,150,+,0,56378,-192
chrVII,368297,368823,2.306471752,chrVII,368752,371254,YGL073W,3886,+,0,368560,-192
chrXV,1036411,1036871,3.044843591,chrXV,1036833,1039389,YOR373W,3479,+,0,1036641,-192
chrXVI,355254,355760,2.951688499,chrXVI,355699,357676,YPL104W,5497,+,0,355507,-192
chrIV,368178,368627,5.507635776,chrIV,366738,368211,YDL048C,1525,-,0,368402.5,-191.5
chrXI,200076,200641,3.597011026,chrXI,196348,200167,YKL129C,2651,-,0,200358.5,-191.5
chrXIII,43502,44031,3.72584701,chrXIII,42042,43575,YML114C,6174,-,0,43766.5,-191.5
chrV,509861,510500,2.36256751,chrV,510372,512106,YER165W,415,+,0,510180.5,-191.5
chrII,613679,614503,4.385827024,chrII,612235,613900,YBR196C,1196,-,0,614091,-191
chrXVI,106956,107210,21.82884078,chrXVI,107274,108147,YPL232W,5363,+,-65,107083,-191
chrXIII,867116,867447,2.6149481,chrXIII,865558,867091,YMR300C,6632,-,-26,867281.5,-190.5
chrII,568426,568895,4.5229698,chrII,568851,569685,YBR165W,1163,+,0,568660.5,-190.5
chrII,650999,651449,10.61774671,chrII,651414,652998,YBR214W,1218,+,0,651224,-190
chrVII,559740,560627,2.607263236,chrVII,559730,559994,YGR037C,4004,-,0,560183.5,-189.5
chrI,143335,143698,1.641612673,chrI,143706,147531,YAL002W,83,+,-9,143516.5,-189.5
chrXII,40215,40736,3.233284245,chrXII,40665,41205,YLL049W,4305,+,0,40475.5,-189.5
chrXIII,902357,902862,2.534318881,chrXIII,902799,903849,YMR315W,6650,+,0,902609.5,-189.5
chrXIII,653554,654134,6.577296589,chrXIII,654033,654417,YMR195W,6520,+,0,653844,-189
chrXIII,852088,852792,12.97699412,chrXIII,852629,854390,YMR291W,6622,+,0,852440,-189
chrIX,299848,300547,1.787256339,chrIX,296049,300009,YIL030C,2323,-,0,300197.5,-188.5
chrXI,608353,608754,10.27733163,chrXI,605632,608365,YKR089C,2881,-,0,608553.5,-188.5
chrXIV,197680,198583,17.50230688,chrXIV,196425,197943,YNL241C,4973,-,0,198131.5,-188.5
chrII,792469,792850,4.611771722,chrII,792848,796499,YBR295W,1304,+,0,792659.5,-188.5
chrVII,475036,475675,6.224632251,chrVII,475544,476069,YGL010W,3952,+,0,475355.5,-188.5
chrXI,322798,323279,7.939669756,chrXI,323227,325120,YKL062W,2724,+,0,323038.5,-188.5
chrXIII,806477,806743,2.665026088,chrXIII,805325,806423,YMR270C,6598,-,-55,806610,-187
chrXV,638600,638890,7.446717087,chrXV,636938,638558,YOR161C,3251,-,-43,638745,-187
chrVII,699693,700252,3.411800422,chrVII,698988,699786,YGR106C,4076,-,0,699972.5,-186.5
chrX,256669,257328,2.232926673,chrX,254736,256812,YJL093C,589,-,0,256998.5,-186.5
chrIII,246454,247097,9.376524188,chrIII,246962,247910,YCR073W-A,3653,+,0,246775.5,-186.5
chrXIII,770394,770833,7.641244698,chrXIII,770800,772558,YMR250W,6577,+,0,770613.5,-186.5
chrVI,226431,226871,3.894861884,chrVI,226120,226465,YFR035C,2527,-,0,226651,-186
chrXIII,429655,429971,4.734332375,chrXIII,426711,429627,YMR080C,6389,-,-29,429813,-186
chrXVI,225768,226085,3.488796984,chrXVI,224352,225741,YPL172C,5426,-,-28,225926.5,-185.5
chrXIII,494397,494963,3.2491404,chrXIII,494099,494495,YMR112C,6423,-,0,494680,-185
chrXV,572835,573211,5.341436351,chrXV,572181,572838,YOR131C,3219,-,0,573023,-185
chrII,124728,125159,3.009439487,chrII,122752,124759,YBL051C,924,-,0,124943.5,-184.5
chrIV,296327,296700,7.078266834,chrIV,295033,296329,YDL090C,1481,-,0,296513.5,-184.5
chrXV,994853,995226,1.824621131,chrXV,992863,994855,YOR350C,3456,-,0,995039.5,-184.5
chrXI,499771,500263,3.848333342,chrXI,497577,499833,YKR029C,2819,-,0,500017,-184
chrVII,908827,909229,15.43159305,chrVII,909212,910085,YGR205W,4188,+,0,909028,-184
chrXI,583262,583674,3.119872311,chrXI,583652,584744,YKR077W,2869,+,0,583468,-184
chrXIII,33835,34281,5.521992752,chrXIII,34242,37647,YML117W,6170,+,0,34058,-184
chrXV,449116,449386,8.580035452,chrXV,449435,451325,YOR066W,3151,+,-50,449251,-184
chrIV,458181,458392,4.79445735,chrIV,456835,458103,YDR005C,1581,-,-79,458286.5,-183.5
chrVII,615912,616385,1.822130292,chrVII,611888,615965,YGR061C,4030,-,0,616148.5,-183.5
chrXIV,6057,6696,8.492695656,chrXIV,6560,6719,YNL338W,4873,+,0,6376.5,-183.5
chrXIV,241218,241792,2.030589314,chrXIV,241688,244172,YNL216W,4998,+,0,241505,-183
chrXV,586290,586723,3.609360223,chrXV,584308,586324,YOR138C,3226,-,0,586506.5,-182.5
chrII,561305,561596,6.813033683,chrII,561633,562764,YBR161W,1158,+,-38,561450.5,-182.5
chrXIII,568181,568547,5.482670743,chrXIII,565998,568182,YMR154C,6470,-,0,568364,-182
chrIV,610077,610448,1.872148389,chrIV,607303,610081,YDR081C,1663,-,0,610262.5,-181.5
chrXII,63680,63973,6.853888062,chrXII,54210,63645,YLL040C,4314,-,-36,63826.5,-181.5
chrXII,871322,871775,2.804865248,chrXII,868661,871367,YLR373C,4765,-,0,871548.5,-181.5
chrIV,917298,917479,11.33522717,chrIV,917570,921647,YDR227W,1822,+,-92,917388.5,-181.5
chrV,551010,551596,3.263562412,chrV,550864,551122,YER180C-A,434,-,0,551303,-181
chrXIV,247080,247490,4.745205459,chrXIV,246459,247104,YNL213C,5001,-,0,247285,-181
chrV,341957,343626,5.48395,chrV,342389,342611,YER091C-A,329,-,0,342791.5,-180.5
chrXV,860205,860672,2.560018957,chrXV,855146,860258,YOR290C,3387,-,0,860438.5,-180.5
chrII,124728,125159,3.009439487,chrII,125124,126119,YBL050W,925,+,0,124943.5,-180.5
chrIV,1189331,1190163,2.458809173,chrIV,1189198,1189567,YDR357C,1963,-,0,1189747,-180
chrVIII,108514,108748,1.312547095,chrVIII,108811,109885,YHR002W,5890,+,-64,108631,-180
chrXV,682085,682486,2.681982632,chrXV,681443,682106,YOR185C,3278,-,0,682285.5,-179.5
chrIX,53260,54514,10.963935,chrIX,51758,53708,YIL155C,2187,-,0,53887,-179
chrVI,54430,55320,3.530209147,chrVI,53259,54696,YFL039C,2438,-,0,54875,-179
chrX,133878,134350,5.256048961,chrX,131100,133935,YJL154C,524,-,0,134114,-179
chrXVI,242593,243165,3.619836865,chrXVI,241917,242700,YPL163C,5435,-,0,242879,-179
chrIX,205324,205586,1.664909661,chrIX,205634,206507,YIL082W,2267,+,-49,205455,-179
chrIX,205324,205586,1.664909661,chrIX,205634,210132,YIL082W-A,2266,+,-49,205455,-179
chrXIV,579297,579503,1.649995109,chrXIV,579579,581616,YNL027W,5198,+,-77,579400,-179
chrXVI,386786,386988,3.039594302,chrXVI,387066,393654,YPL085W,5517,+,-79,386887,-179
chrIV,1405919,1406146,2.709773329,chrIV,1404444,1405854,YDR473C,2089,-,-66,1406032.5,-178.5
chrVII,589440,589855,2.97522604,chrVII,586391,589469,YGR047C,4016,-,0,589647.5,-178.5
