chr,start,end,time,chrGene,startGene,endGene,gene,overlap,strand,dist,peakCenter,distTSStoPeakCenter
chrVIII,364180,364543,270,chrVIII,362998,364153,YHR129C,6039,-,-28,364361.5,-208.5
chrXIV,685589,686014,459,chrXIV,686009,687116,YNR032W,5259,+,0,685801.5,-207.5
chrVI,90491,91066,197,chrVI,90985,93376,YFL023W,2456,+,0,90778.5,-206.5
chrV,302246,302954,181,chrV,302805,303195,YER072W,299,+,0,302600,-205
chrXIV,289101,289486,438,chrXIV,289497,291876,YNL186W,5028,+,-12,289293.5,-203.5
chrXIII,510238,510863,409,chrXIII,509733,510348,YMR121C,6433,-,0,510550.5,-202.5
chrII,568414,568883,38,chrII,568851,569685,YBR165W,1163,+,0,568648.5,-202.5
chrXI,487316,487817,335,chrXI,487769,488618,YKR025W,2815,+,0,487566.5,-202.5
chrV,246605,246801,178,chrV,243809,246503,YER047C,267,-,-103,246703,-200
chrII,618483,618961,42,chrII,616126,618523,YBR198C,1200,-,0,618722,-199
chrXVI,244015,244437,529,chrXVI,243205,244027,YPL162C,5436,-,0,244226,-199
chrIX,288880,289333,160,chrIX,287789,288908,YIL035C,2317,-,0,289106.5,-198.5
chrV,68754,69227,167,chrV,67628,68792,YEL046C,157,-,0,68990.5,-198.5
chrXI,261917,262239,325,chrXI,262276,263113,YKL095W,2689,+,-38,262078,-198
chrXIII,592657,592994,415,chrXIII,590039,592628,YMR165C,6483,-,-30,592825.5,-197.5
chrXV,1009630,1010189,514,chrXV,1009223,1009712,YOR357C,3463,-,0,1009909.5,-197.5
chrXI,619489,619724,341,chrXI,619804,625432,YKR095W,2887,+,-81,619606.5,-197.5
chrV,82611,82986,170,chrV,81406,82603,YEL037C,166,-,-9,82798.5,-195.5
chrXI,387128,387603,331,chrXI,387561,388905,YKL027W,2761,+,0,387365.5,-195.5
chrXI,487316,487817,335,chrXI,485143,487372,YKR024C,2814,-,0,487566.5,-194.5
chrX,130700,130973,283,chrX,129284,130643,YJL155C,523,-,-58,130836.5,-193.5
chrXII,524499,524843,364,chrXII,524864,527945,YLR187W,4562,+,-22,524671,-193
chrII,315063,315700,23,chrII,315574,316510,YBR039W,1022,+,0,315381.5,-192.5
chrX,541214,541418,304,chrX,541508,541579,tD(GUC)J4,5909,+,-91,541316,-192
chrXV,502405,502802,489,chrXV,502794,503346,YOR094W,3181,+,0,502603.5,-190.5
chrIV,323466,323856,88,chrIV,323217,323471,snR63,5841,-,0,323661,-190
chrXII,53786,54456,344,chrXII,53130,53931,YLL041C,4313,-,0,54121,-190
chrXV,572822,573234,493,chrXV,572181,572838,YOR131C,3219,-,0,573028,-190
chrVII,1000463,1001009,253,chrVII,1000926,1002240,YGR254W,4238,+,0,1000736,-190
chrXIV,613166,613724,457,chrXIV,613634,614360,YNL010W,5216,+,0,613445,-189
chrIV,1405842,1406242,140,chrIV,1404444,1405854,YDR473C,2089,-,0,1406042,-188
chrXVI,108157,108769,520,chrXVI,108651,114315,YPL231W,5364,+,0,108463,-188
chrXVI,132580,133130,522,chrXVI,133042,135424,YPL221W,5375,+,0,132855,-187
chrII,618483,618961,42,chrII,618908,620303,YBR199W,1201,+,0,618722,-186
chrXVI,497653,498166,536,chrXVI,498095,499292,YPL028W,5575,+,0,497909.5,-185.5
chrXII,866977,867359,382,chrXII,867353,868391,YLR372W,4764,+,0,867168,-185
chrX,513758,514133,303,chrX,510238,513763,YJR041C,727,-,0,513945.5,-182.5
chrIV,1342166,1342454,137,chrIV,1342492,1344241,YDR440W,2054,+,-39,1342310,-182
chrIV,534537,534990,95,chrIV,531306,534582,YDR039C,1620,-,0,534763.5,-181.5
chrV,456034,456401,188,chrV,455145,456036,YER142C,386,-,0,456217.5,-181.5
chrXV,692062,692523,498,chrXV,692474,697334,YOR191W,3285,+,0,692292.5,-181.5
chrX,451981,452515,298,chrX,452429,453446,YJR008W,693,+,0,452248,-181
chrXV,52696,53136,467,chrXV,53097,54552,YOL144W,2925,+,0,52916,-181
chrVII,596365,596658,229,chrVII,596692,598621,YGR054W,4023,+,-35,596511.5,-180.5
chrXIV,88822,89237,430,chrXIV,89210,89306,snR40,6174,+,0,89029.5,-180.5
chrXV,471524,471914,488,chrXV,471898,472597,YOR077W,3165,+,0,471719,-179
chrXV,514958,515170,490,chrXV,515243,516173,YOR101W,3188,+,-74,515064,-179
chrIII,176804,177205,59,chrIII,177183,177282,snR65,5843,+,0,177004.5,-178.5
chrIX,285311,285662,159,chrIX,285665,287429,YIL036W,2316,+,-4,285486.5,-178.5
chrX,160234,160645,287,chrX,160618,161563,YJL133W,547,+,0,160439.5,-178.5
chrIV,426833,427391,90,chrIV,426001,426934,YDL015C,1560,-,0,427112,-178
chrIV,530652,531098,94,chrIV,527421,530697,YDR038C,1619,-,0,530875,-178
chrXIII,411203,411682,403,chrXIII,410761,411265,YMR071C,6379,-,0,411442.5,-177.5
chrIII,58600,59110,51,chrIII,57373,58678,YCL037C,3540,-,0,58855,-177
chrI,182634,182925,4,chrI,182522,182603,tS(AGA)A,6089,-,-32,182779.5,-176.5
chrXVI,404137,404381,533,chrXVI,398479,404083,YPL082C,5520,-,-55,404259,-176
chrXI,182662,182900,319,chrXI,182957,184544,YKL139W,2640,+,-58,182781,-176
chrVII,363913,364270,214,chrVII,362224,363916,YGL077C,3882,-,0,364091.5,-175.5
chrXIV,326380,326610,439,chrXIV,325264,326320,YNL164C,5050,-,-61,326495,-175
chrXII,281599,281990,358,chrXII,281018,281621,YLR073C,4428,-,0,281794.5,-173.5
chrII,686532,686921,45,chrII,686900,690263,YBR235W,1243,+,0,686726.5,-173.5
chrII,132051,132449,10,chrII,132423,133749,YBL046W,929,+,0,132250,-173
chrIV,1277212,1277735,132,chrIV,1277645,1278437,YDR405W,2018,+,0,1277473.5,-171.5
chrVII,750025,750430,241,chrVII,750399,751047,YGR129W,4103,+,0,750227.5,-171.5
chrXV,361035,361475,482,chrXV,360460,361084,YOR016C,3098,-,0,361255,-171
chrXI,592444,592863,339,chrXI,592824,596298,YKR082W,2874,+,0,592653.5,-170.5
chrIII,58600,59110,51,chrIII,59025,60726,YCL036W,3541,+,0,58855,-170
chrXI,469266,469826,334,chrXI,469716,471339,YKR016W,2806,+,0,469546,-170
chrXV,259164,259474,477,chrXV,259489,259578,snR50,5828,+,-16,259319,-170
chrII,63568,63843,6,chrII,63875,66818,YBL085W,886,+,-33,63705.5,-169.5
chrXIII,275663,276086,397,chrXIII,276044,277211,YMR005W,6307,+,0,275874.5,-169.5
chrIV,1178088,1178597,123,chrIV,1176119,1178174,YDR350C,1955,-,0,1178342.5,-168.5
chrV,60789,61250,166,chrV,59669,60851,YEL050C,153,-,0,61019.5,-168.5
chrXII,862178,862667,381,chrXII,861717,862254,YLR370C,4762,-,0,862422.5,-168.5
chrXII,706997,707419,376,chrXII,706197,707040,YLR284C,4665,-,0,707208,-168
chrIV,1174125,1174560,122,chrIV,1172385,1174176,YDR349C,1954,-,0,1174342.5,-166.5
chrIV,1054804,1055285,116,chrIV,1055211,1055892,YDR296W,1896,+,0,1055044.5,-166.5
chrXIII,806436,806742,422,chrXIII,805325,806423,YMR270C,6598,-,-14,806589,-166
chrXIV,116981,117383,434,chrXIV,117348,118809,YNL277W,4937,+,0,117182,-166
chrVIII,490443,490718,275,chrVIII,490746,491712,YHR195W,6116,+,-29,490580.5,-165.5
chrXIV,407960,408389,443,chrXIV,408340,409909,YNL116W,5103,+,0,408174.5,-165.5
chrXII,853116,853516,380,chrXII,852494,853151,YLR363C,4753,-,0,853316,-165
chrVIII,410838,411289,272,chrVIII,411228,411317,snR71,5849,+,0,411063.5,-164.5
chrXIII,424686,425098,405,chrXIII,422502,424728,YMR078C,6387,-,0,424892,-164
chrIV,1287907,1288295,133,chrIV,1284068,1287938,YDR407C,2021,-,0,1288101,-163
chrXVI,534619,535113,537,chrXVI,533641,534703,YPL011C,5592,-,0,534866,-163
chrV,73473,73741,168,chrV,73770,75327,YEL042W,161,+,-30,73607,-163
chrVIII,228944,229398,263,chrVIII,229334,230696,YHR066W,5968,+,0,229171,-163
chrXVI,878323,878729,553,chrXVI,878689,880168,YPR169W,5787,+,0,878526,-163
chrIX,41421,41792,150,chrIX,40190,41444,YIL160C,2180,-,0,41606.5,-162.5
chrVII,627081,627412,232,chrVII,625323,627084,YGR068C,4037,-,0,627246.5,-162.5
chrV,404259,404769,186,chrV,402870,404352,YER122C,362,-,0,404514,-162
chrVII,527273,527666,222,chrVII,527631,528504,YGR021W,3984,+,0,527469.5,-161.5
chrXI,314382,314917,327,chrXI,314811,315273,YKL067W,2718,+,0,314649.5,-161.5
chrVII,213792,214046,209,chrVII,214080,215211,YGL155W,3803,+,-35,213919,-161
chrV,213122,213553,176,chrV,212586,213177,YER029C,245,-,0,213337.5,-160.5
chrXV,249510,249878,476,chrXV,248391,249534,YOL043C,3033,-,0,249694,-160
chrIV,1525508,1526815,148,chrIV,1526320,1531711,YDR545W,2165,+,0,1526161.5,-158.5
chrXVI,128034,128458,521,chrXVI,126633,128088,YPL224C,5371,-,0,128246,-158
chrX,413266,413847,294,chrX,411233,413399,YJL012C,673,-,0,413556.5,-157.5
chrXIV,630948,631489,458,chrXIV,629621,631061,YNR001C,5226,-,0,631218.5,-157.5
chrXV,792154,792591,503,chrXV,792530,793868,YOR244W,3341,+,0,792372.5,-157.5
chrII,744548,744841,49,chrII,744851,746111,YBR271W,1280,+,-11,744694.5,-156.5
chrXV,361035,361475,482,chrXV,361411,363814,YOR017W,3099,+,0,361255,-156
chrIV,1345032,1345402,138,chrIV,1344516,1345062,YDR441C,2055,-,0,1345217,-155
chrXVI,40650,41125,517,chrXVI,41042,42869,YPL265W,5326,+,0,40887.5,-154.5
chrXV,994785,995233,512,chrXV,992863,994855,YOR350C,3456,-,0,995009,-154
chrXV,70006,70389,470,chrXV,69375,70044,YOL135C,2934,-,0,70197.5,-153.5
chrXV,421581,422024,485,chrXV,418629,421650,YOR048C,3133,-,0,421802.5,-152.5
chrX,63435,63869,281,chrX,63804,67569,YJL197W,479,+,0,63652,-152
chrXV,186602,187140,475,chrXV,187023,189414,YOL076W,3000,+,0,186871,-152
chrXIII,784219,784646,420,chrXIII,782619,784281,YMR258C,6586,-,0,784432.5,-151.5
chrXV,502405,502802,489,chrXV,497505,502452,YOR093C,3180,-,0,502603.5,-151.5
chrIV,1125026,1125273,120,chrIV,1125301,1125628,YDR327W,1932,+,-29,1125149.5,-151.5
chrVIII,470627,470988,274,chrVIII,470959,472429,YHR183W,6103,+,0,470807.5,-151.5
chrII,336807,337131,24,chrII,334385,336818,YBR049C,1032,-,0,336969,-151
chrII,447297,447651,29,chrII,445061,447323,YBR102C,1091,-,0,447474,-151
chrIV,1294318,1294764,134,chrIV,1294692,1295400,YDR412W,2026,+,0,1294541,-151
chrXII,706997,707419,376,chrXII,707359,708145,YLR285W,4666,+,0,707208,-151
chrXVI,534619,535113,537,chrXVI,535017,535587,YPL010W,5593,+,0,534866,-151
chrXIV,488046,488502,445,chrXIV,486765,488124,YNL074C,5148,-,0,488274,-150
chrVIII,324494,324736,266,chrVIII,324765,325410,YHR105W,6015,+,-30,324615,-150
chrXIII,841559,842024,424,chrXIII,841941,842202,YMR286W,6616,+,0,841791.5,-149.5
chrXII,369697,370797,360,chrXII,369696,370098,YLR110C,4466,-,0,370247,-149
chrXV,65306,65692,469,chrXV,61324,65350,YOL138C,2931,-,0,65499,-149
chrX,342173,342572,291,chrX,342521,345743,YJL050W,636,+,0,342372.5,-148.5
chrXV,186602,187140,475,chrXV,185847,186723,YOL077C,2999,-,0,186871,-148
chrIV,126449,126827,75,chrIV,126786,130002,YDL185W,1380,+,0,126638,-148
chrXII,645959,646242,371,chrXII,645599,645953,YLR255C,4633,-,-7,646100.5,-147.5
chrIV,1294318,1294764,134,chrIV,1293368,1294394,YDR411C,2025,-,0,1294541,-147
chrXV,1084691,1085959,515,chrXV,1085472,1090863,YOR396W,3504,+,0,1085325,-147
chrXII,561658,562063,366,chrXII,562007,563390,YLR210W,4585,+,0,561860.5,-146.5
chrXV,727108,727621,501,chrXV,727511,729644,YOR206W,3303,+,0,727364.5,-146.5
chrXV,572822,573234,493,chrXV,573174,574830,YOR132W,3220,+,0,573028,-146
chrIX,422787,423177,161,chrIX,423127,423619,YIR037W,2403,+,0,422982,-145
chrX,22752,23223,279,chrX,23132,23729,YJL217W,459,+,0,22987.5,-144.5
chrXII,853116,853516,380,chrXII,853460,853718,YLR363W-A,4754,+,0,853316,-144
chrXV,721599,722003,500,chrXV,721945,722608,YOR202W,3299,+,0,721801,-144
chrXII,369697,370797,360,chrXII,370390,370723,YLR111W,4467,+,0,370247,-143
chrXV,891435,891714,509,chrXV,889866,891432,YOR306C,3406,-,-4,891574.5,-142.5
chrX,636719,637055,308,chrX,637029,637635,YJR112W,798,+,0,636887,-142
chrVII,738149,738540,240,chrVII,736661,738203,YGR123C,4097,-,0,738344.5,-141.5
chrVII,770215,770638,242,chrVII,770568,771972,YGR141W,4115,+,0,770426.5,-141.5
chrXIV,695216,695690,461,chrXIV,695594,697484,YNR038W,5267,+,0,695453,-141
chrII,305868,306365,21,chrII,304929,305976,YBR034C,1017,-,0,306116.5,-140.5
chrVII,527273,527666,222,chrVII,526972,527329,YGR020C,3983,-,0,527469.5,-140.5
chrXV,441076,441531,487,chrXV,440389,441163,YOR060C,3145,-,0,441303.5,-140.5
chrXVI,675559,675984,544,chrXVI,674860,675631,YPR060C,5666,-,0,675771.5,-140.5
chrIV,671032,671315,101,chrIV,669015,671034,YDR107C,1691,-,0,671173.5,-139.5
chrII,444584,445080,28,chrII,443820,444693,YBR101C,1090,-,0,444832,-139
chrX,450692,451068,297,chrX,451019,451934,YJR007W,692,+,0,450880,-139
chrXIV,339273,339672,440,chrXIV,339611,340208,YNL158W,5057,+,0,339472.5,-138.5
chrIV,917330,917534,112,chrIV,917570,921647,YDR227W,1822,+,-37,917432,-138
chrIV,141673,142044,78,chrIV,141208,141721,YDL177C,1388,-,0,141858.5,-137.5
chrV,237000,237512,177,chrV,235769,237119,YER043C,261,-,0,237256,-137
chrVII,750025,750430,241,chrVII,747949,750091,YGR128C,4102,-,0,750227.5,-136.5
chrX,431980,432693,295,chrX,431588,432200,YJL004C,681,-,0,432336.5,-136.5
chrXII,147523,147982,349,chrXII,147889,150163,YLL001W,4354,+,0,147752.5,-136.5
chrIV,1249815,1250283,128,chrIV,1250185,1251634,YDR388W,2001,+,0,1250049,-136
chrV,177485,177911,173,chrV,177834,178431,YER012W,225,+,0,177698,-136
chrIII,118283,118684,54,chrIII,117379,118348,YCR002C,3578,-,0,118483.5,-135.5
chrIV,550541,550882,96,chrIV,548761,550576,YDR046C,1627,-,0,550711.5,-135.5
chrIII,118283,118684,54,chrIII,118619,119171,YCR003W,3579,+,0,118483.5,-135.5
chrXIII,497423,497745,408,chrXIII,496342,497449,YMR114C,6425,-,0,497584,-135
chrXV,860223,860563,506,chrXV,855146,860258,YOR290C,3387,-,0,860393,-135
chrII,686532,686921,45,chrII,685437,686592,YBR234C,1242,-,0,686726.5,-134.5
chrVIII,228944,229398,263,chrVIII,227531,229037,YHR065C,5967,-,0,229171,-134
chrVII,720069,720480,239,chrVII,720408,724764,YGR116W,4088,+,0,720274.5,-133.5
chrVIII,498789,499194,276,chrVIII,498570,498859,YHR199C-A,6121,-,0,498991.5,-132.5
chrXII,183308,183671,353,chrXII,183622,184162,YLR021W,4375,+,0,183489.5,-132.5
chrIII,258585,258980,69,chrIII,258414,258651,YCR081C-A,3660,-,0,258782.5,-131.5
chrXV,792154,792591,503,chrXV,790210,792241,YOR243C,3340,-,0,792372.5,-131.5
chrXVI,797148,797701,545,chrXVI,797556,797709,YPR133W-A,5741,+,0,797424.5,-131.5
chrII,171170,171528,13,chrII,171480,171918,YBL025W,953,+,0,171349,-131
chrXV,727108,727621,501,chrXV,725563,727234,YOR205C,3302,-,0,727364.5,-130.5
chrVI,148770,149188,199,chrVI,149109,149724,YFR001W,2486,+,0,148979,-130
chrXV,249510,249878,476,chrXV,249824,250916,YOL042W,3034,+,0,249694,-130
chrIV,294766,295011,85,chrIV,293391,294759,YDL091C,1480,-,-8,294888.5,-129.5
chrXIV,167656,168182,435,chrXIV,167328,167790,YNL255C,4959,-,0,167919,-129
chrII,291732,292255,19,chrII,290680,291865,YBR025C,1008,-,0,291993.5,-128.5
chrIV,299980,300283,86,chrIV,298416,300003,YDL088C,1483,-,0,300131.5,-128.5
chrXII,561658,562063,366,chrXII,560796,561732,YLR209C,4584,-,0,561860.5,-128.5
chrXII,265088,265565,356,chrXII,265455,266277,YLR064W,4419,+,0,265326.5,-128.5
chrXV,52696,53136,467,chrXV,49554,52788,YOL145C,2924,-,0,52916,-128
chrVII,610214,610656,231,chrVII,610563,611493,YGR060W,4029,+,0,610435,-128
chrVII,45157,45492,202,chrVII,44651,45197,YGL242C,3713,-,0,45324.5,-127.5
chrX,154585,155052,286,chrX,153503,154691,YJL138C,540,-,0,154818.5,-127.5
chrXI,333869,334324,328,chrXI,330855,333969,YKL057C,2729,-,0,334096.5,-127.5
chrXIII,599066,599505,416,chrXIII,597331,599158,YMR168C,6486,-,0,599285.5,-127.5
chrXV,569587,569784,492,chrXV,566876,569558,YOR129C,3217,-,-30,569685.5,-127.5
chrII,492720,493178,32,chrII,491268,492822,YBR127C,1122,-,0,492949,-127
chrX,633369,633605,307,chrX,633614,635681,YJR110W,796,+,-10,633487,-127
chrXVI,222836,223194,527,chrXVI,223142,224036,YPL173W,5425,+,0,223015,-127
chrIV,36500,36839,72,chrIV,36796,38173,YDL233W,1331,+,0,36669.5,-126.5
chrXV,70006,70389,470,chrXV,70324,70690,YOL133W,2936,+,0,70197.5,-126.5
chrXIV,695216,695690,461,chrXIV,695051,695327,YNR037C,5266,-,0,695453,-126
chrIV,292418,292890,84,chrIV,292780,293221,YDL092W,1479,+,0,292654,-126
chrXIV,339273,339672,440,chrXIV,338477,339347,YNL159C,5056,-,0,339472.5,-125.5
chrX,461491,461914,299,chrX,461828,462425,YJR014W,700,+,0,461702.5,-125.5
chrXIII,411203,411682,403,chrXIII,411568,412120,YMR072W,6380,+,0,411442.5,-125.5
chrV,462773,463122,189,chrV,462385,462823,YER145C-A,390,-,0,462947.5,-124.5
chrIV,1435959,1436224,144,chrIV,1436216,1436588,YDR493W,2108,+,0,1436091.5,-124.5
chrIV,666721,667067,100,chrIV,665348,666770,YDR105C,1689,-,0,666894,-124
chrVIII,367850,368182,271,chrVIII,365339,367892,YHR131C,6041,-,0,368016,-124
chrVII,334584,334940,212,chrVII,334885,337639,YGL093W,3866,+,0,334762,-123
chrXIV,31653,31987,428,chrXIV,31943,33188,YNL323W,4888,+,0,31820,-123
chrXIII,845291,845644,425,chrXIII,842435,845345,YMR287C,6617,-,0,845467.5,-122.5
chrXVI,882865,883366,554,chrXVI,883238,883457,YPR169W-A,5790,+,0,883115.5,-122.5
chrXVI,882865,883366,554,chrXVI,883238,883595,YPR170W-B,5789,+,0,883115.5,-122.5
chrII,69432,69702,7,chrII,67168,69445,YBL084C,887,-,0,69567,-122
chrXIII,99317,99727,391,chrXIII,97940,99400,YML085C,6207,-,0,99522,-122
chrXIII,804186,804501,421,chrXIII,802887,804222,YMR268C,6596,-,0,804343.5,-121.5
chrII,170321,170680,12,chrII,170622,171038,YBL026W,952,+,0,170500.5,-121.5
chrIII,111605,111982,53,chrIII,111915,112482,YCL001W,3574,+,0,111793.5,-121.5
chrII,547175,547501,35,chrII,547459,548194,YBR153W,1150,+,0,547338,-121
chrV,187947,188363,175,chrV,188276,189311,YER016W,230,+,0,188155,-121
chrXV,65306,65692,469,chrXV,65620,67114,YOL137W,2932,+,0,65499,-121
chrXVI,198811,199136,525,chrXVI,199094,199376,YPL183W-A,5414,+,0,198973.5,-120.5
chrIII,227923,229327,67,chrIII,228094,228505,YCR064C,3643,-,0,228625,-120
chrXVI,466929,467196,535,chrXVI,466643,466943,YPL046C,5556,-,0,467062.5,-119.5
chrVII,45157,45492,202,chrVII,45444,48459,YGL241W,3714,+,0,45324.5,-119.5
chrXII,273792,274276,357,chrXII,271629,273915,YLR069C,4424,-,0,274034,-119
chrII,583475,583725,39,chrII,583719,584658,YBR176W,1174,+,0,583600,-119
chrX,319706,320086,290,chrX,320015,322157,YJL061W,624,+,0,319896,-119
chrXIII,497423,497745,408,chrXIII,497703,499209,YMR115W,6426,+,0,497584,-119
chrIII,111605,111982,53,chrIII,110807,111675,YCL002C,3573,-,0,111793.5,-118.5
chrV,349294,349635,184,chrV,348728,349346,YER094C,333,-,0,349464.5,-118.5
chrXII,617308,617565,369,chrXII,616331,617318,YLR239C,4617,-,0,617436.5,-118.5
chrXV,868102,868429,507,chrXV,867997,868147,YOR293C-A,3391,-,0,868265.5,-118.5
chrII,534953,535328,34,chrII,535259,536096,YBR146W,1143,+,0,535140.5,-118.5
chrVII,698322,698649,236,chrVII,697444,698368,YGR104C,4074,-,0,698485.5,-117.5
chrV,184202,184643,174,chrV,184540,186775,YER015W,229,+,0,184422.5,-117.5
chrIII,131479,131839,56,chrIII,130744,131542,YCR009C,3585,-,0,131659,-117
chrIX,422787,423177,161,chrIX,422073,422865,YIR036C,2401,-,0,422982,-117
chrXIII,205406,205644,394,chrXIII,204385,205408,YML037C,6260,-,0,205525,-117
chrVII,281113,281434,210,chrVII,280776,281157,YGL121C,3838,-,0,281273.5,-116.5
chrXIII,266897,267216,396,chrXIII,267173,267800,YML001W,6301,+,0,267056.5,-116.5
chrXIII,205406,205644,394,chrXIII,205641,206293,YML036W,6261,+,0,205525,-116
chrXVI,538873,539230,538,chrXVI,535819,538936,YPL009C,5594,-,0,539051.5,-115.5
chrII,227385,227654,17,chrII,227635,235117,YBL004W,978,+,0,227519.5,-115.5
chrIV,832475,832701,107,chrIV,831933,832473,YDR185C,1775,-,-3,832588,-115
chrXV,528703,528947,491,chrXV,528940,530248,YOR110W,3198,+,0,528825,-115
chrX,570520,570903,306,chrX,569620,570598,YJR070C,756,-,0,570711.5,-113.5
chrXI,592444,592863,339,chrXI,591505,592540,YKR081C,2873,-,0,592653.5,-113.5
chrIII,196984,197612,61,chrIII,194413,197185,YCR037C,3618,-,0,197298,-113
chrXIV,44157,44509,429,chrXIV,44446,45214,YNL314W,4897,+,0,44333,-113
chrIV,497329,497532,92,chrIV,494648,497318,YDR027C,1604,-,-12,497430.5,-112.5
chrV,325893,326204,183,chrV,324271,325936,YER082C,313,-,0,326048.5,-112.5
chrXV,803413,803740,504,chrXV,802549,803464,YOR251C,3348,-,0,803576.5,-112.5
chrVII,698322,698649,236,chrVII,698598,698832,YGR105W,4075,+,0,698485.5,-112.5
chrXIII,804186,804501,421,chrXIII,804455,805091,YMR269W,6597,+,0,804343.5,-111.5
chrXII,696780,697102,375,chrXII,695045,696830,YLR276C,4657,-,0,696941,-111
chrXIV,488046,488502,445,chrXIV,488385,490116,YNL073W,5149,+,0,488274,-111
chrVIII,361800,362207,269,chrVIII,362114,362765,YHR128W,6038,+,0,362003.5,-110.5
chrXVI,798965,799281,546,chrXVI,799233,802017,YPR135W,5743,+,0,799123,-110
chrIV,666721,667067,100,chrIV,667003,667858,YDR106W,1690,+,0,666894,-109
chrXII,68193,68536,345,chrXII,66744,68256,YLL036C,4318,-,0,68364.5,-108.5
chrX,513758,514133,303,chrX,514054,516289,YJR042W,728,+,0,513945.5,-108.5
chrIII,224202,224474,64,chrIII,223453,224230,YCR059C,3640,-,0,224338,-108
chrI,143471,143727,3,chrI,143706,147531,YAL002W,83,+,0,143599,-107
chrXIII,856735,857064,426,chrXIII,855398,856793,YMR293C,6624,-,0,856899.5,-106.5
chrXIV,724261,724564,464,chrXIV,723355,724306,YNR054C,5283,-,0,724412.5,-106.5
chrVII,459597,459896,217,chrVII,459853,461365,YGL017W,3944,+,0,459746.5,-106.5
chrXII,196417,196737,354,chrXII,195449,196472,YLR026C,4380,-,0,196577,-105
chrIX,54979,55206,151,chrIX,55197,56379,YIL153W,2189,+,0,55092.5,-104.5
chrXIV,375068,375363,442,chrXIV,375320,378491,YNL132W,5086,+,0,375215.5,-104.5
