chr,start,end,time,chrGene,startGene,endGene,gene,overlap,strand,dist,peakCenter,distTSStoPeakCenter
chrV,307134,307698,574,chrV,307652,308123,YER074W-A,302,+,0,307416,-236
chrVII,953461,953985,826,chrVII,953959,954646,YGR232W,4215,+,0,953723,-236
chrII,504377,504858,98,chrII,504853,505306,YBR135W,1131,+,0,504617.5,-235.5
chrIV,755079,755705,326,chrIV,755627,763874,YDR150W,1735,+,0,755392,-235
chrIII,177852,179057,177,chrIII,177499,178220,YCR031C,3612,-,0,178454.5,-234.5
chrIV,1171973,1172146,391,chrIV,1170325,1171825,YDR348C,1953,-,-149,1172059.5,-234.5
chrXIII,880244,880689,1480,chrXIII,879062,880232,YMR305C,6638,-,-13,880466.5,-234.5
chrX,290789,291226,977,chrX,289874,290774,YJL079C,603,-,-16,291007.5,-233.5
chrV,305619,306560,573,chrV,306322,307196,YER074W,301,+,0,306089.5,-232.5
chrXI,188711,189033,1071,chrXI,186459,188640,YKL135C,2645,-,-72,188872,-232
chrV,321847,323059,577,chrV,322685,324095,YER081W,312,+,0,322453,-232
chrXI,314246,314912,1097,chrXI,314811,315273,YKL067W,2718,+,0,314579,-232
chrIV,1168688,1169203,390,chrIV,1169177,1170143,YDR347W,1952,+,0,1168945.5,-231.5
chrVIII,422677,423003,913,chrVIII,423071,423461,YHR162W,6077,+,-69,422840,-231
chrIII,262571,262793,190,chrIII,260310,262452,YCR084C,3663,-,-120,262682,-230
chrVI,44347,44897,632,chrVI,43627,44392,YFL045C,2432,-,0,44622,-230
chrI,171711,172154,17,chrI,170395,171703,YAR018C,94,-,-9,171932.5,-229.5
chrIV,1054747,1055216,368,chrIV,1055211,1055892,YDR296W,1896,+,0,1054981.5,-229.5
chrXVI,641735,642220,1890,chrXVI,642207,643320,YPR035W,5640,+,0,641977.5,-229.5
chrVII,853352,853536,806,chrVII,851046,853215,YGR178C,4160,-,-138,853444,-229
chrVII,993628,993872,832,chrVII,991175,993521,YGR250C,4234,-,-108,993750,-229
chrVIII,195173,195472,879,chrVIII,195550,197233,YHR045W,5941,+,-79,195322.5,-227.5
chrXII,179616,180048,1184,chrXII,178706,179606,YLR018C,4372,-,-11,179832,-226
chrXIV,575219,577333,1587,chrXIV,575639,576050,YNL031C,5194,-,0,576276,-226
chrXV,312343,312843,1657,chrXV,311341,312367,YOL007C,3073,-,0,312593,-226
chrV,448933,449561,606,chrV,449473,449578,YER138W-A,382,+,0,449247,-226
chrIV,407329,407534,264,chrIV,405343,407206,YDL025C,1548,-,-124,407431.5,-225.5
chrXIII,208955,209216,1373,chrXIII,206427,208860,YML035C,6262,-,-96,209085.5,-225.5
chrIV,679757,680221,317,chrIV,678240,679764,YDR111C,1695,-,0,679989,-225
chrXVI,352180,352819,1844,chrXVI,350193,352275,YPL106C,5495,-,0,352499.5,-224.5
chrXI,466165,466424,1127,chrXI,465366,466071,YKR014C,2804,-,-95,466294.5,-223.5
chrXIII,282658,282957,1387,chrXIII,280589,282584,YMR008C,6310,-,-75,282807.5,-223.5
chrIV,198224,198574,223,chrIV,194570,198176,YDL145C,1423,-,-49,198399,-223
chrV,448933,449561,606,chrV,443755,449024,YER138C,380,-,0,449247,-223
chrV,448933,449561,606,chrV,447701,449024,YER137C-A,381,-,0,449247,-223
chrXIV,619433,620143,1593,chrXIV,618506,619565,YNL007C,5219,-,0,619788,-223
chrV,259643,260080,558,chrV,258736,259639,YER053C,274,-,-5,259861.5,-222.5
chrVI,63989,64440,635,chrVI,63015,63993,YFL034C-B,2442,-,0,64214.5,-221.5
chrXII,1002033,1002636,1321,chrXII,1002556,1004128,YLR432W,4829,+,0,1002334.5,-221.5
chrXV,733447,733959,1725,chrXV,733924,736177,YOR208W,3305,+,0,733703,-221
chrVIII,121645,122162,866,chrVIII,120090,121683,YHR007C,5896,-,0,121903.5,-220.5
chrXVI,462085,462286,1867,chrXVI,460778,461966,YPL050C,5552,-,-120,462185.5,-219.5
chrIV,1222338,1222739,400,chrIV,1222758,1223331,YDR373W,1983,+,-20,1222538.5,-219.5
chrVII,894246,894699,814,chrVII,894692,897146,YGR198W,4180,+,0,894472.5,-219.5
chrII,241261,241743,52,chrII,238940,241283,YBR001C,982,-,0,241502,-219
chrXII,645067,645313,1262,chrXII,644403,644973,YLR254C,4632,-,-95,645190,-217
chrXIV,118876,119210,1515,chrXIV,118430,118826,YNL276C,4938,-,-51,119043,-217
chrII,628822,629078,121,chrII,629167,631942,YBR203W,1207,+,-90,628950,-217
chrX,142936,143213,955,chrX,143291,144701,YJL146W,532,+,-79,143074.5,-216.5
chrX,535614,536063,1016,chrX,536055,537549,YJR054W,740,+,0,535838.5,-216.5
chrXVI,685381,685925,1898,chrXVI,684555,685437,YPR069C,5675,-,0,685653,-216
chrXII,404101,404454,1224,chrXII,402793,404062,YLR130C,4487,-,-40,404277.5,-215.5
chrXII,581735,582237,1253,chrXII,579317,581771,YLR222C,4597,-,0,581986,-215
chrVII,996479,996827,834,chrVII,996868,998188,YGR252W,4236,+,-42,996653,-215
chrIII,163012,163550,172,chrIII,162944,163067,YCR024C-A,3605,-,0,163281,-214
chrXV,363920,364388,1663,chrXV,364368,366882,YOR018W,3100,+,0,364154,-214
chrXI,258755,260116,1086,chrXI,259072,259222,YKL096C-B,2686,-,0,259435.5,-213.5
chrXII,164015,164197,1181,chrXII,161754,163893,YLR006C,4360,-,-123,164106,-213
chrXII,906638,907092,1309,chrXII,907078,907918,YLR393W,4785,+,0,906865,-213
chrIV,190584,191013,222,chrIV,188153,190586,YDL148C,1420,-,0,190798.5,-212.5
chrXV,683533,684100,1715,chrXV,684029,685343,YOR187W,3281,+,0,683816.5,-212.5
chrXII,658363,658863,1267,chrXII,658825,659791,YLR257W,4636,+,0,658613,-212
chrVIII,364252,364477,903,chrVIII,362998,364153,YHR129C,6039,-,-100,364364.5,-211.5
chrV,318480,318935,576,chrV,318919,319552,YER079W,309,+,0,318707.5,-211.5
chrXIV,66109,66500,1503,chrXIV,66516,68445,YNL299W,4912,+,-17,66304.5,-211.5
chrXV,427155,427715,1674,chrXV,426771,427224,YOR052C,3137,-,0,427435,-211
chrXII,500111,500850,1238,chrXII,499577,500270,YLR168C,4543,-,0,500480.5,-210.5
chrXII,1011969,1012498,1323,chrXII,1011621,1012023,YLR437C,4834,-,0,1012233.5,-210.5
chrXIV,217014,217491,1528,chrXIV,215986,217042,YNL231C,4983,-,0,217252.5,-210.5
chrXVI,582623,583266,1883,chrXVI,582372,582734,YPR010C-A,5614,-,0,582944.5,-210.5
chrXI,626492,626671,1154,chrXI,626792,630380,YKR096W,2889,+,-122,626581.5,-210.5
chrVII,584492,584876,756,chrVII,584894,586052,YGR046W,4015,+,-19,584684,-210
chrXII,903125,903901,1308,chrXII,903723,904440,YLR390W-A,4783,+,0,903513,-210
chrVII,363913,364337,703,chrVII,362224,363916,YGL077C,3882,-,0,364125,-209
chrXII,84425,84763,1170,chrXII,84803,86564,YLL028W,4326,+,-41,84594,-209
chrIV,750853,751048,324,chrIV,748612,750742,YDR146C,1731,-,-112,750950.5,-208.5
chrXI,428653,428865,1118,chrXI,427294,428551,YKL008C,2782,-,-103,428759,-208
chrXVI,373497,373671,1848,chrXVI,373792,375169,YPL092W,5510,+,-122,373584,-208
chrIV,543481,543672,288,chrIV,542673,543369,YDR043C,1624,-,-113,543576.5,-207.5
chrXV,986466,986873,1761,chrXV,984941,986462,YOR347C,3453,-,-5,986669.5,-207.5
chrXIV,283955,284148,1537,chrXIV,284259,285888,YNL189W,5025,+,-112,284051.5,-207.5
chrIX,231082,231476,481,chrIX,230271,231072,YIL070C,2278,-,-11,231279,-207
chrXII,588924,589326,1254,chrXII,587694,588918,YLR225C,4601,-,-7,589125,-207
chrVII,596399,596571,758,chrVII,596692,598621,YGR054W,4023,+,-122,596485,-207
chrXV,103894,104342,1627,chrXV,104325,106293,YOL113W,2956,+,0,104118,-207
chrVII,979272,979778,830,chrVII,978035,979319,YGR244C,4228,-,0,979525,-206
chrV,359028,359505,583,chrV,358104,359061,YER099C,338,-,0,359266.5,-205.5
chrV,33484,33857,513,chrV,31693,33466,YEL063C,137,-,-19,33670.5,-204.5
chrXIV,545931,546296,1578,chrXIV,545588,545909,YNL043C,5181,-,-23,546113.5,-204.5
chrXV,1084957,1085578,1775,chrXV,1085472,1090863,YOR396W,3504,+,0,1085267.5,-204.5
chrX,241747,242007,971,chrX,242081,245258,YJL098W,584,+,-75,241877,-204
chrXIV,662573,662843,1601,chrXIV,662912,663581,YNR017W,5244,+,-70,662708,-204
chrXV,514928,515151,1690,chrXV,515243,516173,YOR101W,3188,+,-93,515039.5,-203.5
chrIV,365916,366238,256,chrIV,365067,365874,YDL049C,1524,-,-43,366077,-203
chrXIII,701127,701356,1455,chrXIII,698810,701039,YMR216C,6541,-,-89,701241.5,-202.5
chrXV,507560,507855,1687,chrXV,506977,507505,YOR097C,3184,-,-56,507707.5,-202.5
chrXIII,510316,510784,1423,chrXIII,509733,510348,YMR121C,6433,-,0,510550,-202
chrIV,1019070,1019260,365,chrIV,1019367,1020420,YDR279W,1879,+,-108,1019165,-202
chrX,610823,611161,1028,chrX,611194,612043,YJR096W,782,+,-34,610992,-202
chrXV,678391,678947,1713,chrXV,678871,679261,YOR183W,3276,+,0,678669,-202
chrIX,96378,97474,465,chrIX,96521,96725,YIL134C-A,2209,-,0,96926,-201
chrXVI,282961,283445,1833,chrXVI,282685,283003,YPL142C,5457,-,0,283203,-200
chrXV,184936,185538,1638,chrXV,185437,185644,YOL077W-A,2998,+,0,185237,-200
chrV,15902,16407,512,chrV,16354,17845,YEL071W,129,+,0,16154.5,-199.5
chrXI,179178,179755,1067,chrXI,179666,180263,YKL141W,2638,+,0,179466.5,-199.5
chrXI,611107,611542,1151,chrXI,611524,612265,YKR091W,2883,+,0,611324.5,-199.5
chrXI,442706,443136,1122,chrXI,440607,442722,YKR001C,2791,-,0,442921,-199
chrXVI,801926,802392,1917,chrXVI,802358,804080,YPR137W,5745,+,0,802159,-199
chrII,483369,483762,95,chrII,481363,483367,YBR121C,1113,-,-3,483565.5,-198.5
chrVII,228214,228841,686,chrVII,227753,228329,YGL147C,3811,-,0,228527.5,-198.5
chrXI,640232,640449,1156,chrXI,640539,642504,YKR101W,2894,+,-91,640340.5,-198.5
chrIV,1355431,1356071,420,chrIV,1354828,1355553,YDR447C,2061,-,0,1355751,-198
chrXII,46368,46558,1165,chrXII,41279,46265,YLL048C,4306,-,-104,46463,-198
chrIV,1135644,1135822,385,chrIV,1135931,1140476,YDR334W,1939,+,-110,1135733,-198
chrV,56215,56529,519,chrV,56570,58100,YEL052W,150,+,-42,56372,-198
chrIV,363543,364018,255,chrIV,362671,363583,YDL052C,1521,-,0,363780.5,-197.5
chrXI,306831,307342,1095,chrXI,307284,307827,YKL069W,2715,+,0,307086.5,-197.5
chrIV,1015733,1016064,364,chrIV,1014400,1015702,YDR277C,1877,-,-32,1015898.5,-196.5
chrVII,605542,605852,763,chrVII,604772,605501,YGR057C,4026,-,-42,605697,-196
chrXIV,65282,65815,1502,chrXIV,65743,66052,YNL300W,4911,+,0,65548.5,-194.5
chrXV,103894,104342,1627,chrXV,103316,103925,YOL114C,2955,-,0,104118,-193
chrVI,129987,130293,643,chrVI,130333,130981,YFL005W,2479,+,-41,130140,-193
chrVII,904761,905325,816,chrVII,905236,905683,YGR203W,4185,+,0,905043,-193
chrXI,425855,426278,1117,chrXI,421423,425875,YKL010C,2780,-,0,426066.5,-191.5
chrII,283421,283670,59,chrII,283737,284271,YBR022W,1005,+,-68,283545.5,-191.5
chrXIII,534687,535091,1428,chrXIII,533162,534698,YMR131C,6444,-,0,534889,-191
chrXV,504300,504738,1685,chrXV,503551,504328,YOR095C,3182,-,0,504519,-191
chrX,598339,598748,1026,chrX,598734,603078,YJR092W,777,+,0,598543.5,-190.5
chrII,581340,581784,110,chrII,579149,581372,YBR172C,1170,-,0,581562,-190
chrXII,187142,187495,1185,chrXII,185497,187129,YLR023C,4377,-,-14,187318.5,-189.5
chrXIII,95310,95807,1352,chrXIII,94430,95369,YML087C,6205,-,0,95558.5,-189.5
chrXIII,860991,861169,1477,chrXIII,859214,860891,YMR296C,6628,-,-101,861080,-189
chrXVI,95093,95503,1800,chrXVI,90621,95109,YPL242C,5353,-,0,95298,-189
chrII,301118,301540,65,chrII,301518,301821,YBR032W,1015,+,0,301329,-189
chrIX,212045,212573,478,chrIX,212498,214703,YIL078W,2269,+,0,212309,-189
chrVII,741999,742271,779,chrVII,742324,745435,YGR125W,4099,+,-54,742135,-189
chrXI,24854,25196,1047,chrXI,25214,26159,YKL216W,2561,+,-19,25025,-189
chrXI,362264,362600,1107,chrXI,362621,364193,YKL039W,2748,+,-22,362432,-189
chrXV,830649,830876,1738,chrXV,828051,830574,YOR270C,3367,-,-76,830762.5,-188.5
chrXI,245427,245695,1083,chrXI,243219,245373,YKL104C,2677,-,-55,245561,-188
chrVII,746410,746808,780,chrVII,746797,747736,YGR127W,4101,+,0,746609,-188
chrXV,648871,649357,1710,chrXV,649302,651732,YOR168W,3261,+,0,649114,-188
chrIV,924483,924710,347,chrIV,924784,926146,YDR229W,1824,+,-75,924596.5,-187.5
chrXIII,801443,801725,1470,chrXIII,801771,802704,YMR267W,6595,+,-47,801584,-187
chrXV,259152,259452,1653,chrXV,259489,259578,snR50,5828,+,-38,259302,-187
chrXIII,624179,624353,1441,chrXIII,623615,624080,YMR181C,6502,-,-100,624266,-186
chrXVI,638897,639513,1889,chrXVI,637378,639019,YPR033C,5638,-,0,639205,-186
chrV,541373,541633,627,chrV,541689,545055,YER176W,429,+,-57,541503,-186
chrII,716474,716827,129,chrII,714806,716465,YBR248C,1256,-,-10,716650.5,-185.5
chrII,287921,288299,60,chrII,284427,287925,YBR023C,1006,-,0,288110,-185
chrX,186669,187059,962,chrX,185527,186679,YJL125C,557,-,0,186864,-185
chrXVI,301287,301539,1834,chrXVI,299887,301228,YPL133C,5467,-,-60,301413,-185
chrIX,96378,97474,465,chrIX,97111,97246,snR68,5846,+,0,96926,-185
chrX,373893,374074,987,chrX,368747,373799,YJL039C,647,-,-95,373983.5,-184.5
chrVI,119103,119386,642,chrVI,119428,123106,YFL008W,2477,+,-43,119244.5,-183.5
chrV,257935,258347,557,chrV,256374,257958,YER052C,273,-,0,258141,-183
chrXIV,586792,587214,1588,chrXIV,586601,586820,YNL024C-A,5201,-,0,587003,-183
chrII,315155,315627,68,chrII,315574,316510,YBR039W,1022,+,0,315391,-183
chrVIII,125853,126821,868,chrVIII,126520,127492,YHR010W,5900,+,0,126337,-183
chrVII,200150,200498,683,chrVII,199209,200142,YGL161C,3797,-,-9,200324,-182
chrIII,289330,289549,192,chrIII,288169,289258,YCR095C,3675,-,-73,289439.5,-181.5
chrXIII,305619,305930,1391,chrXIII,303235,305593,YMR016C,6320,-,-27,305774.5,-181.5
chrXIII,429648,429969,1413,chrXIII,426711,429627,YMR080C,6389,-,-22,429808.5,-181.5
chrXIV,614417,614860,1591,chrXIV,614820,616083,YNL009W,5217,+,0,614638.5,-181.5
chrVII,131118,131568,673,chrVII,131524,139543,YGL195W,3761,+,0,131343,-181
chrVIII,429267,429449,915,chrVIII,424609,429178,YHR164C,6079,-,-90,429358,-180
chrX,452033,452465,998,chrX,452429,453446,YJR008W,693,+,0,452249,-180
chrXVI,313117,313297,1837,chrXVI,313387,316486,YPL125W,5475,+,-91,313207,-180
chrII,770474,770715,138,chrII,768942,770415,YBR283C,1292,-,-60,770594.5,-179.5
chrXI,630887,631056,1155,chrXI,631151,632801,YKR097W,2890,+,-96,630971.5,-179.5
chrII,132080,132358,37,chrII,127894,132040,YBL047C,928,-,-41,132219,-179
chrVI,74582,74802,637,chrVI,74871,75192,YFL032W,2446,+,-70,74692,-179
chrXV,421660,421997,1673,chrXV,418629,421650,YOR048C,3133,-,-11,421828.5,-178.5
chrVI,55941,56387,634,chrVI,55365,55986,YFL038C,2439,-,0,56164,-178
chrXVI,568893,569455,1882,chrXVI,567268,568996,YPR006C,5609,-,0,569174,-178
chrIV,245550,245938,237,chrIV,245922,246447,YDL120W,1450,+,0,245744,-178
chrXII,554251,554547,1246,chrXII,554577,556419,YLR206W,4581,+,-31,554399,-178
chrIX,432058,432518,506,chrIX,430497,432111,YIR039C,2405,-,0,432288,-177
chrXIII,674772,675114,1452,chrXIII,671886,674766,YMR205C,6530,-,-7,674943,-177
chrVII,786903,787290,786,chrVII,786053,786920,YGR147C,4122,-,0,787096.5,-176.5
chrXVI,609993,610422,1887,chrXVI,608825,610031,YPR023C,5628,-,0,610207.5,-176.5
chrVIII,383192,383529,908,chrVIII,383537,384488,YHR142W,6056,+,-9,383360.5,-176.5
chrXI,575940,576372,1144,chrXI,574933,575980,YKR071C,2862,-,0,576156,-176
chrVIII,280529,280757,888,chrVIII,280819,281155,YHR087W,5997,+,-63,280643,-176
chrXIII,494705,494939,1420,chrXIII,494998,496282,YMR113W,6424,+,-60,494822,-176
chrIV,312523,312770,248,chrIV,310641,312471,YDL080C,1493,-,-53,312646.5,-175.5
chrXII,211984,212233,1193,chrXII,210511,211933,YLR034C,4388,-,-52,212108.5,-175.5
chrXII,49559,49964,1168,chrXII,49937,51947,YLL043W,4311,+,0,49761.5,-175.5
chrIII,192985,193401,180,chrIII,191833,193018,YCR035C,3616,-,0,193193,-175
chrIV,538498,538786,287,chrIV,535191,538467,YDR040C,1621,-,-32,538642,-175
chrV,396264,396430,589,chrV,395347,396172,YER116C,355,-,-93,396347,-175
chrVII,1060110,1060320,843,chrVII,1059014,1060040,YGR283C,4268,-,-71,1060215,-175
chrXIII,605647,605963,1438,chrXIII,605980,608140,YMR172W,6490,+,-18,605805,-175
chrX,507492,507649,1013,chrX,507745,510085,YJR040W,726,+,-97,507570.5,-174.5
chrXI,425855,426278,1117,chrXI,426241,426952,YKL009W,2781,+,0,426066.5,-174.5
chrXIV,336213,336526,1546,chrXIV,336544,337609,YNL160W,5055,+,-19,336369.5,-174.5
chrX,413251,413895,992,chrX,411233,413399,YJL012C,673,-,0,413573,-174
chrV,156443,156813,535,chrV,156802,157498,YER002W,213,+,0,156628,-174
chrV,51530,51895,517,chrV,48470,51539,YEL055C,146,-,0,51712.5,-173.5
chrVIII,98773,99163,861,chrVIII,98342,98795,YHL006C,5881,-,0,98968,-173
chrVII,772026,772534,783,chrVII,772453,773686,YGR142W,4116,+,0,772280,-173
chrXI,431125,431496,1119,chrXI,431030,431138,snR87,6238,-,0,431310.5,-172.5
chrIV,1405934,1406118,428,chrIV,1404444,1405854,YDR473C,2089,-,-81,1406026,-172
chrVII,420527,420927,712,chrVII,419526,420555,YGL040C,3921,-,0,420727,-172
chrXII,723720,724022,1280,chrXII,724043,724433,YLR297W,4681,+,-22,723871,-172
chrIV,1345086,1345381,418,chrIV,1344516,1345062,YDR441C,2055,-,-25,1345233.5,-171.5
chrXII,237678,238071,1201,chrXII,235036,237703,YLR045C,4400,-,0,237874.5,-171.5
chrIV,228774,229223,232,chrIV,229170,229431,YDL130W-A,1439,+,0,228998.5,-171.5
chrIV,548387,548575,289,chrIV,547977,548310,YDR045C,1626,-,-78,548481,-171
chrVI,55941,56387,634,chrVI,56335,57709,YFL037W,2440,+,0,56164,-171
chrIV,73867,74310,202,chrIV,70639,73918,YDL215C,1349,-,0,74088.5,-170.5
chrIV,363543,364018,255,chrIV,363951,364779,YDL051W,1522,+,0,363780.5,-170.5
chrIV,653316,653555,312,chrIV,653606,654428,YDR099W,1683,+,-52,653435.5,-170.5
chrXII,131381,131734,1178,chrXII,131728,133987,YLL008W,4346,+,0,131557.5,-170.5
chrXIII,568280,568479,1436,chrXIII,568550,570194,YMR155W,6471,+,-72,568379.5,-170.5
chrXVI,62991,63224,1796,chrXVI,63278,63860,YPL257W,5336,+,-55,63107.5,-170.5
chrVIII,56297,56659,856,chrVIII,56648,58790,YHL024W,5858,+,0,56478,-170
chrX,116874,117274,947,chrX,117244,117787,YJL161W,516,+,0,117074,-170
chrXI,340983,341299,1103,chrXI,341311,342373,YKL051W,2736,+,-13,341141,-170
chrVII,1022342,1022629,837,chrVII,1022655,1024761,YGR266W,4250,+,-27,1022485.5,-169.5
chrXV,925467,925634,1754,chrXV,925720,930445,YOR326W,3428,+,-87,925550.5,-169.5
chrIII,147673,147933,166,chrIII,144772,147634,YCR017C,3593,-,-40,147803,-169
chrVIII,74952,75533,857,chrVIII,75411,75777,YHL015W,5869,+,0,75242.5,-168.5
chrXVI,557851,558580,1880,chrXVI,558384,559935,YPR002W,5604,+,0,558215.5,-168.5
chrIV,746183,746355,323,chrIV,744310,746101,YDR144C,1729,-,-83,746269,-168
chrXIV,380803,381193,1550,chrXIV,379557,380831,YNL130C,5088,-,0,380998,-167
chrXVI,85290,85637,1799,chrXVI,84508,85297,YPL246C,5349,-,0,85463.5,-166.5
chrXVI,398123,398420,1852,chrXVI,396701,398105,YPL083C,5519,-,-19,398271.5,-166.5
chrXVI,450348,450739,1863,chrXVI,445841,450377,YPL058C,5544,-,0,450543.5,-166.5
chrIV,403362,403552,262,chrIV,400996,403291,YDL028C,1545,-,-72,403457,-166
chrXIII,302459,302843,1390,chrXIII,300868,302485,YMR015C,6319,-,0,302651,-166
chrXIII,424724,425064,1411,chrXIII,422502,424728,YMR078C,6387,-,0,424894,-166
chrVII,289558,289727,693,chrVII,289808,291641,YGL116W,3843,+,-82,289642.5,-165.5
chrXIII,653730,654005,1448,chrXIII,654033,654417,YMR195W,6520,+,-29,653867.5,-165.5
chrXVI,882870,883275,1945,chrXVI,883238,883457,YPR169W-A,5790,+,0,883072.5,-165.5
chrXVI,882870,883275,1945,chrXVI,883238,883595,YPR170W-B,5789,+,0,883072.5,-165.5
chrVII,982102,982364,831,chrVII,979764,982068,YGR245C,4229,-,-35,982233,-165
chrIV,87898,88266,205,chrIV,88247,89864,YDL207W,1357,+,0,88082,-165
chrVII,535661,536122,737,chrVII,536056,537379,YGR027W-A,3992,+,0,535891.5,-164.5
chrVII,535661,536122,737,chrVII,536056,541325,YGR027W-B,3991,+,0,535891.5,-164.5
chrX,227012,227311,968,chrX,227326,227776,YJL104W,578,+,-16,227161.5,-164.5
chrXII,233914,234576,1200,chrXII,232389,234081,YLR044C,4399,-,0,234245,-164
chrI,183509,183701,18,chrI,183769,184477,YAR027W,99,+,-69,183605,-164
chrXII,963474,963766,1317,chrXII,963784,964879,YLR420W,4817,+,-19,963620,-164
chrXIII,627793,628150,1443,chrXIII,626920,627808,YMR183C,6505,-,0,627971.5,-163.5
chrXIV,510214,510537,1567,chrXIV,508775,510212,YNL062C,5162,-,-3,510375.5,-163.5
chrXIV,625815,626170,1594,chrXIV,624974,625829,YNL003C,5223,-,0,625992.5,-163.5
chrX,450666,451045,997,chrX,451019,451934,YJR007W,692,+,0,450855.5,-163.5
chrXIV,510214,510537,1567,chrXIV,510539,512396,YNL061W,5163,+,-3,510375.5,-163.5
chrXII,566313,566575,1248,chrXII,564859,566281,YLR212C,4587,-,-33,566444,-163
chrIII,293441,293901,193,chrIII,293834,294321,YCR097W,3678,+,0,293671,-163
chrXI,590106,590356,1146,chrXI,590394,591357,YKR080W,2872,+,-39,590231,-163
chrXIII,137291,137481,1356,chrXIII,137549,138944,YML068W,6225,+,-69,137386,-163
chrXV,386569,386753,1668,chrXV,386824,388684,YOR030W,3113,+,-72,386661,-163
chrXV,853061,853418,1742,chrXV,852120,853077,YOR288C,3385,-,0,853239.5,-162.5
chrVII,610249,610552,764,chrVII,610563,611493,YGR060W,4029,+,-12,610400.5,-162.5
chrXVI,798947,799194,1916,chrXVI,799233,802017,YPR135W,5743,+,-40,799070.5,-162.5
chrIV,245550,245938,237,chrIV,245132,245582,YDL121C,1449,-,0,245744,-162
chrI,45603,45869,5,chrI,45898,48250,YAL053W,23,+,-30,45736,-162
chrVII,475198,475566,725,chrVII,475544,476069,YGL010W,3952,+,0,475382,-162
chrX,160302,160610,958,chrX,160618,161563,YJL133W,547,+,-9,160456,-162
chrIII,136906,137163,164,chrIII,133723,136873,YCR011C,3587,-,-34,137034.5,-161.5
chrXI,93259,93660,1056,chrXI,92743,93298,YKL186C,2589,-,0,93459.5,-161.5
chrXI,613824,614269,1152,chrXI,612664,613885,YKR092C,2884,-,0,614046.5,-161.5
chrXVI,599481,599934,1886,chrXVI,599869,600217,YPR020W,5625,+,0,599707.5,-161.5
chrXVI,831668,832004,1927,chrXVI,831054,831675,YPR151C,5762,-,0,831836,-161
chrV,196546,197027,543,chrV,196947,198519,YER021W,236,+,0,196786.5,-160.5
chrVIII,242291,242550,886,chrVIII,242581,245572,YHR073W,5979,+,-32,242420.5,-160.5
chrXI,554582,555069,1139,chrXI,554986,556174,YKR059W,2850,+,0,554825.5,-160.5
chrXIII,513273,513590,1424,chrXIII,513592,513961,YMR123W,6436,+,-3,513431.5,-160.5
chrVII,738209,738517,778,chrVII,736661,738203,YGR123C,4097,-,-7,738363,-160
chrII,100040,100509,34,chrII,96668,100115,YBL066C,908,-,0,100274.5,-159.5
chrVIII,386874,387271,910,chrVIII,387232,387445,YHR143W-A,6058,+,0,387072.5,-159.5
chrXII,929435,929822,1311,chrXII,929788,930892,YLR405W,4798,+,0,929628.5,-159.5
chrXV,361136,361367,1662,chrXV,361411,363814,YOR017W,3099,+,-45,361251.5,-159.5
