chr,start,end,time,chrGene,startGene,endGene,gene,overlap,strand,dist,peakCenter,distTSStoPeakCenter
chrIV,323442,323908,62,chrIV,323217,323471,snR63,5841,-,0,323675,-204
chrXIII,636933,637482,364,chrXIII,636290,637004,YMR188C,6510,-,0,637207.5,-203.5
chrXII,404088,404441,305,chrXII,402793,404062,YLR130C,4487,-,-27,404264.5,-202.5
chrII,113364,113892,15,chrII,112800,113427,YBL057C,918,-,0,113628,-201
chrXV,55068,55645,400,chrXV,55557,56280,YOL142W,2927,+,0,55356.5,-200.5
chrV,60683,62320,139,chrV,61699,61789,snR53,5831,+,0,61501.5,-197.5
chrVII,904659,905419,219,chrVII,905236,905683,YGR203W,4185,+,0,905039,-197
chrVII,828680,829158,215,chrVII,829115,830153,YGR165W,4145,+,0,828919,-196
chrXVI,404137,405369,454,chrXVI,404949,406044,YPL081W,5521,+,0,404753,-196
chrIV,462938,463540,67,chrIV,463433,464996,YDR009W,1585,+,0,463239,-194
chrII,145730,146255,17,chrII,146186,146885,YBL038W,939,+,0,145992.5,-193.5
chrIV,1411039,1411589,113,chrIV,1410452,1411127,YDR476C,2091,-,0,1411314,-187
chrVIII,364213,364467,240,chrVIII,362998,364153,YHR129C,6039,-,-61,364340,-187
chrXV,579661,580464,415,chrXV,580249,581359,YOR136W,3224,+,0,580062.5,-186.5
chrX,130595,131062,249,chrX,129284,130643,YJL155C,523,-,0,130828.5,-185.5
chrIII,264614,265151,50,chrIII,265067,266846,YCR088W,3668,+,0,264882.5,-184.5
chrXII,623822,624213,316,chrXII,624202,625021,YLR243W,4621,+,0,624017.5,-184.5
chrXII,796984,797507,322,chrXII,797429,799592,YLR335W,4722,+,0,797245.5,-183.5
chrXVI,751893,752311,469,chrXVI,749255,751919,YPR112C,5719,-,0,752102,-183
chrIII,16856,17359,40,chrIII,17289,18561,YCL063W,3514,+,0,17107.5,-181.5
chrIV,906895,907401,83,chrIV,907329,909438,YDR221W,1816,+,0,907148,-181
chrIV,1135354,1135869,97,chrIV,1133259,1135431,YDR333C,1938,-,0,1135611.5,-180.5
chrV,52931,53864,138,chrV,52720,53218,YEL054C,147,-,0,53397.5,-179.5
chrIV,1385726,1386163,112,chrIV,1385523,1385766,YDR461C-A,2076,-,0,1385944.5,-178.5
chrIX,336135,336642,133,chrIX,335665,336212,YIL009C-A,2348,-,0,336388.5,-176.5
chrIX,45728,46319,119,chrIX,46200,46815,YIL158W,2182,+,0,46023.5,-176.5
chrIV,914137,916569,84,chrIV,915529,915928,YDR225W,1820,+,0,915353,-176
chrVIII,81611,81971,228,chrVIII,80653,81616,YHL011C,5873,-,0,81791,-175
chrIV,98064,98536,55,chrIV,98474,99224,YDL202W,1362,+,0,98300,-174
chrVII,715483,715828,206,chrVII,715827,717030,YGR111W,4083,+,0,715655.5,-171.5
chrIV,326095,326545,63,chrIV,324046,326149,YDL074C,1499,-,0,326320,-171
chrXIII,56179,56701,336,chrXIII,55264,56269,YML107C,6181,-,0,56440,-171
chrXVI,719100,719726,466,chrXVI,719148,719242,snR41,6175,-,0,719413,-171
chrV,111036,111465,142,chrV,111420,115800,YEL022W,184,+,0,111250.5,-169.5
chrXV,436352,436674,411,chrXV,433687,436345,YOR058C,3143,-,-8,436513,-168
chrXII,796984,797507,322,chrXII,796697,797078,YLR334C,4721,-,0,797245.5,-167.5
chrX,531692,532095,265,chrX,532061,533759,YJR052W,738,+,0,531893.5,-167.5
chrIV,741689,741844,75,chrIV,740472,741600,YDR142C,1727,-,-90,741766.5,-166.5
chrIV,1198719,1199007,102,chrIV,1196678,1198697,YDR362C,1968,-,-23,1198863,-166
chrXVI,370608,371049,453,chrXVI,369838,370663,YPL094C,5508,-,0,370828.5,-165.5
chrX,598151,598851,268,chrX,595060,598336,YJR091C,776,-,0,598501,-165
chrIV,1206467,1206625,103,chrIV,1204496,1206383,YDR365C,1972,-,-85,1206546,-163
chrVIII,302461,302735,237,chrVIII,302760,313995,YHR099W,6009,+,-26,302598,-162
chrXIV,182605,182934,381,chrXIV,181360,182608,YNL248C,4966,-,0,182769.5,-161.5
chrI,60981,61445,2,chrI,58694,61052,YAL043C,33,-,0,61213,-161
chrXI,513057,513582,282,chrXI,511998,513159,YKR038C,2829,-,0,513319.5,-160.5
chrXVI,159572,159923,446,chrXVI,159908,162341,YPL207W,5389,+,0,159747.5,-160.5
chrXIV,47955,48299,374,chrXIV,48286,49216,YNL312W,4899,+,0,48127,-159
chrX,22766,23181,246,chrX,23132,23729,YJL217W,459,+,0,22973.5,-158.5
chrXII,866965,867425,328,chrXII,867353,868391,YLR372W,4764,+,0,867195,-158
chrXIV,418394,418897,386,chrXIV,417825,418488,YNL110C,5109,-,0,418645.5,-157.5
chrXIV,289149,289531,382,chrXIV,289497,291876,YNL186W,5028,+,0,289340,-157
chrXV,692142,692492,418,chrXV,692474,697334,YOR191W,3285,+,0,692317,-157
chrIV,1174129,1174536,101,chrIV,1172385,1174176,YDR349C,1954,-,0,1174332.5,-156.5
chrIX,202034,202364,125,chrIX,200489,202043,YIL085C,2263,-,0,202199,-156
chrIII,107451,108283,43,chrIII,107504,107712,snR43,5873,-,0,107867,-155
chrXVI,751893,752311,469,chrXVI,752256,752919,YPR113W,5720,+,0,752102,-154
chrXV,386510,386831,409,chrXV,386824,388684,YOR030W,3113,+,0,386670.5,-153.5
chrX,421551,422081,259,chrX,419956,421663,YJL008C,677,-,0,421816,-153
chrIII,107451,108283,43,chrIII,108020,108791,YCL005W,3571,+,0,107867,-153
chrXVI,326307,326644,451,chrXVI,326627,327662,YPL118W,5483,+,0,326475.5,-151.5
chrXIII,95300,95740,338,chrXIII,94430,95369,YML087C,6205,-,0,95520,-151
chrXVI,704485,704920,464,chrXVI,704853,706593,YPR083W,5690,+,0,704702.5,-150.5
chrXII,332044,332486,303,chrXII,329676,332115,YLR095C,4450,-,0,332265,-150
chrXV,370595,371392,408,chrXV,370523,370844,YOR020C,3102,-,0,370993.5,-149.5
chrVII,342995,343342,182,chrVII,343318,344584,YGL090W,3869,+,0,343168.5,-149.5
chrXVI,370608,371049,453,chrXVI,370977,372921,YPL093W,5509,+,0,370828.5,-148.5
chrVII,1003882,1004336,224,chrVII,1002522,1003962,YGR255C,4239,-,0,1004109,-147
chrVII,1007326,1007578,225,chrVII,1006204,1007305,YGR257C,4241,-,-22,1007452,-147
chrIX,68076,69044,120,chrIX,68707,69528,YIL148W,2194,+,0,68560,-147
chrXV,884279,884453,429,chrXV,884513,887876,YOR304W,3403,+,-61,884366,-147
chrVII,567497,567728,200,chrVII,562198,567467,YGR038C-B,4006,-,-31,567612.5,-145.5
chrVII,567497,567728,200,chrVII,566144,567467,YGR038C-A,4007,-,-31,567612.5,-145.5
chrVII,1060029,1060341,226,chrVII,1059014,1060040,YGR283C,4268,-,0,1060185,-145
chrXII,214723,215477,295,chrXII,214883,214955,tA(UGC)L,5894,-,0,215100,-145
chrVII,436848,437107,187,chrVII,436569,436833,YGL032C,3929,-,-16,436977.5,-144.5
chrIV,950234,950601,87,chrIV,950562,952401,YDR244W,1839,+,0,950417.5,-144.5
chrXII,265038,265585,299,chrXII,265455,266277,YLR064W,4419,+,0,265311.5,-143.5
chrXIII,290734,291245,348,chrXIII,291133,294967,YMR012W,6314,+,0,290989.5,-143.5
chrXVI,653614,654431,462,chrXVI,654165,654847,YPR043W,5649,+,0,654022.5,-142.5
chrIV,578424,578616,69,chrIV,578662,579112,YDR063W,1644,+,-47,578520,-142
chrVIII,439076,439323,244,chrVIII,439341,440127,YHR167W,6083,+,-19,439199.5,-141.5
chrIV,1145960,1146395,98,chrIV,1146318,1147179,YDR337W,1942,+,0,1146177.5,-140.5
chrVII,867432,867888,218,chrVII,866335,867520,YGR185C,4167,-,0,867660,-140
chrXIV,167703,168155,379,chrXIV,167328,167790,YNL255C,4959,-,0,167929,-139
chrXIV,380778,381162,384,chrXIV,379557,380831,YNL130C,5088,-,0,380970,-139
chrXIII,497444,497731,357,chrXIII,496342,497449,YMR114C,6425,-,0,497587.5,-138.5
chrI,99712,99957,4,chrI,95629,99697,YAL026C,57,-,-16,99834.5,-137.5
chrXV,672446,672651,417,chrXV,671844,672411,YOR179C,3272,-,-36,672548.5,-137.5
chrIX,96217,97507,122,chrIX,96521,96725,YIL134C-A,2209,-,0,96862,-137
chrXVI,191062,191474,448,chrXVI,191405,192650,YPL188W,5409,+,0,191268,-137
chrVII,346703,347260,183,chrVII,347118,349368,YGL086W,3873,+,0,346981.5,-136.5
chrII,406960,407650,26,chrII,406627,407169,YBR082C,1069,-,0,407305,-136
chrVII,73128,73459,173,chrVII,72748,73158,YGL226C-A,3729,-,0,73293.5,-135.5
chrIX,267614,268731,130,chrIX,268308,268473,YIL046W-A,2305,+,0,268172.5,-135.5
chrXIII,388311,389060,354,chrXIII,388821,390732,YMR058W,6366,+,0,388685.5,-135.5
chrII,633371,633661,33,chrII,632253,633381,YBR204C,1208,-,0,633516,-135
chrXV,880639,881019,427,chrXV,880964,882272,YOR301W,3400,+,0,880829,-135
chrIII,22079,22402,41,chrIII,18815,22106,YCL061C,3515,-,0,22240.5,-134.5
chrXII,623822,624213,316,chrXII,622917,623883,YLR242C,4620,-,0,624017.5,-134.5
chrIV,950234,950601,87,chrIV,948517,950284,YDR243C,1838,-,0,950417.5,-133.5
chrIV,1369520,1369791,111,chrIV,1369789,1379596,YDR457W,2071,+,0,1369655.5,-133.5
chrXVI,720344,720661,467,chrXVI,720636,720960,YPR094W,5700,+,0,720502.5,-133.5
chrXII,237675,237997,296,chrXII,235036,237703,YLR045C,4400,-,0,237836,-133
chrII,113364,113892,15,chrII,113761,115168,YBL056W,919,+,0,113628,-133
chrXV,868047,868365,426,chrXV,868339,868951,YOR294W,3392,+,0,868206,-133
chrVII,532517,532938,193,chrVII,531882,532596,YGR024C,3987,-,0,532727.5,-131.5
chrI,44931,45375,1,chrI,42880,45022,YAL054C,22,-,0,45153,-131
chrXIV,147920,148240,378,chrXIV,148211,154880,YNL262W,4952,+,0,148080,-131
chrXII,568304,568567,312,chrXII,568566,570627,YLR214W,4589,+,0,568435.5,-130.5
chrIV,1507801,1507947,117,chrIV,1508004,1509714,YDR536W,2156,+,-58,1507874,-130
chrVII,131117,131671,175,chrVII,131524,139543,YGL195W,3761,+,0,131394,-130
chrXV,453513,453762,413,chrXV,453767,455795,YOR069W,3153,+,-6,453637.5,-129.5
chrV,500265,500688,160,chrV,499346,500348,YER161C,411,-,0,500476.5,-128.5
chrXI,430577,430944,280,chrXI,430197,430632,YKL006C-A,2784,-,0,430760.5,-128.5
chrIV,1385726,1386163,112,chrIV,1386072,1386516,YDR462W,2077,+,0,1385944.5,-127.5
chrII,375229,376404,24,chrII,373860,375690,YBR068C,1054,-,0,375816.5,-126.5
chrVII,342995,343342,182,chrVII,342055,343042,YGL091C,3868,-,0,343168.5,-126.5
chrVII,299672,300030,180,chrVII,299977,301369,YGL111W,3848,+,0,299851,-126
chrVII,828680,829158,215,chrVII,828723,828794,tR(UCU)G2,6082,-,0,828919,-125
chrII,92201,92375,13,chrII,92413,93394,YBL068W,906,+,-39,92288,-125
chrIX,188838,189042,124,chrIX,189065,190967,YIL092W,2256,+,-24,188940,-125
chrXV,48598,48935,399,chrXV,47932,48643,YOL147C,2922,-,0,48766.5,-123.5
chrVII,38698,39099,171,chrVII,39022,41149,YGL245W,3710,+,0,38898.5,-123.5
chrVII,299672,300030,180,chrVII,298177,299728,YGL112C,3847,-,0,299851,-123
chrVIII,129203,129512,230,chrVIII,129480,130448,YHR012W,5902,+,0,129357.5,-122.5
chrV,366459,366901,154,chrV,366801,367428,YER104W,343,+,0,366680,-121
chrXI,306954,307372,278,chrXI,307284,307827,YKL069W,2715,+,0,307163,-121
chrIX,222526,222695,127,chrIX,221080,222490,YIL074C,2273,-,-37,222610.5,-120.5
chrXVI,75922,76797,441,chrXVI,75698,76239,YPL249C-A,5344,-,0,76359.5,-120.5
chrXI,364353,364958,279,chrXI,364776,364876,snR69,5847,+,0,364655.5,-120.5
chrVII,38698,39099,171,chrVII,37616,38780,YGL246C,3709,-,0,38898.5,-118.5
chrXIII,137326,137540,339,chrXIII,137549,138944,YML068W,6225,+,-10,137433,-116
chrVI,229108,229419,166,chrVI,229379,231941,YFR038W,2531,+,0,229263.5,-115.5
chrXIII,497444,497731,357,chrXIII,497703,499209,YMR115W,6426,+,0,497587.5,-115.5
chrXIII,527510,527865,360,chrXIII,527803,531817,YMR129W,6442,+,0,527687.5,-115.5
chrIX,203237,203511,126,chrIX,202275,203259,YIL084C,2264,-,0,203374,-115
chrVIII,34043,34341,227,chrVIII,33192,34077,YHL034C,5847,-,0,34192,-115
chrII,365703,365964,23,chrII,364786,365719,YBR061C,1047,-,0,365833.5,-114.5
chrXIV,720615,720908,397,chrXIV,719345,720647,YNR052C,5281,-,0,720761.5,-114.5
chrXII,315859,316124,301,chrXII,316106,317951,YLR088W,4443,+,0,315991.5,-114.5
chrX,528474,528705,264,chrX,526883,528476,YJR049C,735,-,0,528589.5,-113.5
chrVII,867432,867888,218,chrVII,867773,869981,YGR186W,4168,+,0,867660,-113
chrIV,431438,431821,64,chrIV,431107,431517,YDL012C,1563,-,0,431629.5,-112.5
chrVIII,141380,141649,231,chrVIII,140010,141402,YHR018C,5908,-,0,141514.5,-112.5
chrX,461557,461875,260,chrX,461828,462425,YJR014W,700,+,0,461716,-112
chrIV,733858,734212,74,chrIV,733617,733924,YDR139C,1724,-,0,734035,-111
chrIV,1436032,1436178,115,chrIV,1436216,1436588,YDR493W,2108,+,-39,1436105,-111
chrXI,592543,592884,288,chrXI,592824,596298,YKR082W,2874,+,0,592713.5,-110.5
chrIX,278161,278470,131,chrIX,278425,279847,YIL039W,2313,+,0,278315.5,-109.5
chrXV,184963,185692,405,chrXV,185437,185644,YOL077W-A,2998,+,0,185327.5,-109.5
chrIV,1092500,1092740,94,chrIV,1090432,1092511,YDR314C,1914,-,0,1092620,-109
chrXI,521629,522011,285,chrXI,520896,521712,YKR043C,2834,-,0,521820,-108
chrXII,771652,771932,319,chrXII,769317,771684,YLR319C,4706,-,0,771792,-108
chrXV,960769,960987,432,chrXV,960986,965981,YOR341W,3445,+,0,960878,-108
chrIV,1020539,1020739,91,chrIV,1020746,1021664,YDR280W,1880,+,-8,1020639,-107
chrVII,1003882,1004336,224,chrVII,1004216,1004287,tT(UGU)G2,6120,+,0,1004109,-107
chrX,528474,528705,264,chrX,528696,529404,YJR050W,736,+,0,528589.5,-106.5
chrXI,278693,279338,277,chrXI,279122,280127,YKL085W,2699,+,0,279015.5,-106.5
chrXII,778977,779238,320,chrXII,779214,780786,YLR324W,4711,+,0,779107.5,-106.5
chrXII,844097,844253,326,chrXII,844281,845730,YLR359W,4748,+,-29,844175,-106
chrXII,909683,910458,330,chrXII,909728,909965,YLR395C,4787,-,0,910070.5,-105.5
chrXIV,47955,48299,374,chrXIV,45307,48022,YNL313C,4898,-,0,48127,-105
chrII,633371,633661,33,chrII,633621,634836,YBR205W,1209,+,0,633516,-105
chrXIV,182605,182934,381,chrXIV,182874,185178,YNL247W,4967,+,0,182769.5,-104.5
chrXIV,642480,642692,394,chrXIV,642689,643439,YNR009W,5236,+,0,642586,-103
chrI,60981,61445,2,chrI,61315,62563,YAL042W,35,+,0,61213,-102
chrIV,733858,734212,74,chrIV,734137,734803,YDR140W,1725,+,0,734035,-102
chrXV,761090,761643,421,chrXV,760824,761265,YOR224C,3321,-,0,761366.5,-101.5
chrXIII,482760,483064,356,chrXIII,483013,483361,YMR107W,6418,+,0,482912,-101
chrXIII,810768,810984,368,chrXIII,809622,810777,YMR272C,6600,-,0,810876,-99
chrVII,506639,507099,192,chrVII,506968,507940,YGR007W,3970,+,0,506869,-99
chrIV,1078450,1078645,93,chrIV,1078026,1078449,YDR308C,1908,-,-2,1078547.5,-98.5
chrXIII,886157,887183,371,chrXIII,886182,886572,YMR306C-A,6640,-,0,886670,-98
chrIX,77230,77531,121,chrIX,76353,77283,YIL145C,2197,-,0,77380.5,-97.5
chrX,295024,295292,253,chrX,294665,295061,YJL077C,606,-,0,295158,-97
chrXII,838863,839837,325,chrXII,838065,839253,YLR355C,4744,-,0,839350,-97
chrXII,859322,859586,327,chrXII,859551,861525,YLR369W,4761,+,0,859454,-97
chrXII,719416,719701,317,chrXII,718316,719462,YLR291C,4675,-,0,719558.5,-96.5
chrIV,115890,116557,56,chrIV,116320,116866,YDL192W,1372,+,0,116223.5,-96.5
chrX,339558,339821,255,chrX,339786,342255,YJL051W,635,+,0,339689.5,-96.5
chrXV,48598,48935,399,chrXV,48863,49448,YOL146W,2923,+,0,48766.5,-96.5
chrIV,1093523,1093841,95,chrIV,1092740,1093586,YDR315C,1915,-,0,1093682,-96
chrIV,163153,163346,60,chrIV,160994,163154,YDL167C,1398,-,0,163249.5,-95.5
chrII,558445,558732,32,chrII,558684,559728,YBR159W,1156,+,0,558588.5,-95.5
chrX,466033,467347,261,chrX,466785,467148,YJR018W,704,+,0,466690,-95
chrIV,718455,718654,73,chrIV,716789,718460,YDR131C,1717,-,0,718554.5,-94.5
chrXII,433669,433968,307,chrXII,432822,433725,YLR146C,4503,-,0,433818.5,-93.5
chrXIV,553161,553412,391,chrXIV,553379,554750,YNL040W,5185,+,0,553286.5,-92.5
chrXIII,759152,760276,366,chrXIII,759806,761891,YMR246W,6574,+,0,759714,-92
chrXII,737009,738270,318,chrXII,735211,737548,YLR304C,4689,-,0,737639.5,-91.5
chrIII,108882,109144,44,chrIII,109104,110670,YCL004W,3572,+,0,109013,-91
chrXII,48354,49085,291,chrXII,47858,48629,YLL045C,4309,-,0,48719.5,-90.5
chrXVI,100231,100580,442,chrXVI,100495,101353,YPL237W,5358,+,0,100405.5,-89.5
chrXIII,148647,148893,340,chrXIII,147504,148683,YML062C,6231,-,0,148770,-87
chrXII,329107,329542,302,chrXII,327729,329238,YLR094C,4449,-,0,329324.5,-86.5
chrIX,230912,231404,128,chrIX,230271,231072,YIL070C,2278,-,0,231158,-86
chrX,295024,295292,253,chrX,295244,298814,YJL076W,608,+,0,295158,-86
chrXIII,217172,217379,345,chrXIII,217361,219878,YML029W,6269,+,0,217275.5,-85.5
chrI,108466,108806,5,chrI,106271,108551,YAL023C,60,-,0,108636,-85
chrXIV,44270,44453,373,chrXIV,44446,45214,YNL314W,4897,+,0,44361.5,-84.5
chrVII,358336,358766,184,chrVII,358635,359028,YGL080W,3879,+,0,358551,-84
chrII,496823,497081,31,chrII,495591,496869,YBR130C,1125,-,0,496952,-83
chrXV,722482,723172,420,chrXV,722910,724725,YOR204W,3301,+,0,722827,-83
chrXVI,116898,117069,443,chrXVI,117066,117687,YPL229W,5366,+,0,116983.5,-82.5
chrVII,461485,461681,189,chrVII,461665,464911,YGL016W,3945,+,0,461583,-82
chrXIII,321493,322091,350,chrXIII,321874,323047,YMR024W,6328,+,0,321792,-82
chrIV,1488881,1490878,116,chrIV,1489597,1489798,YDR524C-B,2142,-,0,1489879.5,-81.5
chrXIV,44270,44453,373,chrXIV,43323,44280,YNL315C,4896,-,0,44361.5,-81.5
chrX,407296,407656,258,chrX,407557,409162,YJL014W,671,+,0,407476,-81
chrX,513808,514138,263,chrX,514054,516289,YJR042W,728,+,0,513973,-81
chrIV,1093523,1093841,95,chrIV,1093762,1095178,YDR316W,1916,+,0,1093682,-80
chrXV,774345,774639,422,chrXV,774572,775259,YOR232W,3330,+,0,774492,-80
chrXVI,720344,720661,467,chrXVI,719557,720424,YPR093C,5699,-,0,720502.5,-78.5
chrV,126401,126698,143,chrV,126628,128284,YEL015W,195,+,0,126549.5,-78.5
chrXIII,247437,247758,346,chrXIII,247676,250868,YML010W,6289,+,0,247597.5,-78.5
chrII,427306,427818,27,chrII,427154,427484,YBR091C,1081,-,0,427562,-78
chrVIII,301910,302114,236,chrVIII,299144,301934,YHR098C,6008,-,0,302012,-78
chrVI,229108,229419,166,chrVI,227512,229186,YFR037C,2530,-,0,229263.5,-77.5
chrVII,346703,347260,183,chrVII,346405,346904,YGL087C,3872,-,0,346981.5,-77.5
chrII,9111,9268,11,chrII,9267,9372,YBL107W-A,859,+,0,9189.5,-77.5
chrXIV,172236,172490,380,chrXIV,171440,172286,YNL252C,4962,-,0,172363,-77
chrX,245410,245616,251,chrX,245590,246244,YJL097W,585,+,0,245513,-77
chrX,345761,346031,256,chrX,345972,347325,YJL049W,637,+,0,345896,-76
chrV,201993,202238,149,chrV,202191,204963,YER024W,240,+,0,202115.5,-75.5
chrVII,702409,702774,205,chrVII,702666,703116,YGR107W,4077,+,0,702591.5,-74.5
chrXI,567140,567404,287,chrXI,566112,567198,YKR066C,2857,-,0,567272,-74
chrVI,76598,76914,162,chrVI,76830,77988,YFL030W,2449,+,0,76756,-74
chrX,695703,695959,271,chrX,695905,696949,YJR141W,829,+,0,695831,-74
chrXIII,558414,558779,363,chrXIII,557480,558524,YMR146C,6461,-,0,558596.5,-72.5
chrIV,1008835,1009038,89,chrIV,1009009,1009834,YDR272W,1872,+,0,1008936.5,-72.5
chrIII,142156,143079,47,chrIII,142364,142546,snR33,6168,-,0,142617.5,-71.5
chrIV,1153603,1153792,99,chrIV,1151802,1153626,YDR341C,1946,-,0,1153697.5,-71.5
chrXII,270852,271020,300,chrXII,271007,271463,YLR068W,4423,+,0,270936,-71
chrVII,541284,542275,196,chrVII,541850,541921,tE(UUC)G3,5925,+,0,541779.5,-70.5
chrXII,620292,620511,315,chrXII,620472,622821,YLR241W,4619,+,0,620401.5,-70.5
chrIII,103266,103588,42,chrIII,102074,103358,YCL011C,3565,-,0,103427,-69
chrXIV,476524,476850,387,chrXIV,476187,476619,YNL081C,5141,-,0,476687,-68
chrXII,197954,199480,293,chrXII,198784,199389,snR30,6212,+,0,198717,-67
chrXIII,820112,820266,369,chrXIII,820255,822454,YMR277W,6607,+,0,820189,-66
chrXIII,451301,451560,355,chrXIII,450057,451365,YMR091C,6401,-,0,451430.5,-65.5
chrXIV,64359,64895,375,chrXIV,63569,64562,YNL301C,4910,-,0,64627,-65
chrV,354782,355366,153,chrV,355139,355469,YER097W,336,+,0,355074,-65
chrX,319868,320032,254,chrX,320015,322157,YJL061W,624,+,0,319950,-65
chrI,182369,182965,9,chrI,182522,182603,tS(AGA)A,6089,-,0,182667,-64
chrV,46977,47235,137,chrV,47167,48373,YEL056W,145,+,0,47106,-61
chrVII,76673,76991,174,chrVII,76893,77907,YGL225W,3731,+,0,76832,-61
chrXVI,138447,138825,445,chrXVI,138697,139409,YPL218W,5378,+,0,138636,-61
chrXVI,866397,866568,474,chrXVI,864448,866422,YPR161C,5779,-,0,866482.5,-60.5
chrXII,898697,899542,329,chrXII,899180,899382,snR34,5870,+,0,899119.5,-60.5
chrXV,868047,868365,426,chrXV,867997,868147,YOR293C-A,3391,-,0,868206,-59
chrVII,854858,855049,216,chrVII,853674,854895,YGR179C,4161,-,0,854953.5,-58.5
chrIII,279774,280344,51,chrIII,280116,286443,YCR093W,3673,+,0,280059,-57
chrXIII,722310,722594,365,chrXIII,721592,722396,YMR226C,6551,-,0,722452,-56
chrXVI,718407,718641,465,chrXVI,716155,718468,YPR091C,5697,-,0,718524,-56
chrIV,534331,534944,68,chrIV,531306,534582,YDR039C,1620,-,0,534637.5,-55.5
chrVIII,227049,227343,233,chrVIII,225524,227141,YHR064C,5966,-,0,227196,-55
chrIV,251422,251598,61,chrIV,251565,253746,YDL116W,1454,+,0,251510,-55
chrXIII,296700,297746,349,chrXIII,297278,297364,snR78,6182,+,0,297223,-55
chrXIV,546833,547284,390,chrXIV,547112,547370,YNL042W-B,5182,+,0,547058.5,-53.5
chrXIII,184315,184499,342,chrXIII,184460,185783,YML045W-A,6253,+,0,184407,-53
chrXIII,184315,184499,342,chrXIII,184460,189729,YML045W,6252,+,0,184407,-53
chrII,730111,730318,37,chrII,729733,730162,YBR258C,1267,-,0,730214.5,-52.5
chrXII,433669,433968,307,chrXII,433869,434058,YLR146W-A,4504,+,0,433818.5,-50.5
chrX,407296,407656,258,chrX,407141,407426,YJL015C,670,-,0,407476,-50
chrV,487290,487613,158,chrV,487331,487402,tE(UUC)E3,5922,-,0,487451.5,-49.5
