chr,start,end,time,chrGene,startGene,endGene,gene,overlap,strand,dist,peakCenter,distTSStoPeakCenter
chrXVI,461979,462398,8.084407534,chrXVI,460778,461966,YPL050C,5552,-,-14,462188.5,-222.5
chrVIII,462005,462552,6.17391555,chrVIII,462501,463704,YHR179W,6096,+,0,462278.5,-222.5
chrV,60729,61417,16.55357046,chrV,59669,60851,YEL050C,153,-,0,61073,-222
chrIV,167150,167832,3.158925319,chrIV,167713,169078,YDL161W,1404,+,0,167491,-222
chrXIII,330182,330723,2.607935935,chrXIII,328659,330231,YMR029C,6333,-,0,330452.5,-221.5
chrXV,605975,606810,13.0161704,chrXV,605346,606171,YOR145C,3235,-,0,606392.5,-221.5
chrXVI,741992,742579,12.83979469,chrXVI,741437,742064,YPR107C,5713,-,0,742285.5,-221.5
chrIV,304679,305350,17.16412052,chrIV,305236,306577,YDL084W,1489,+,0,305014.5,-221.5
chrIV,1222182,1222891,19.32806479,chrIV,1222758,1223331,YDR373W,1983,+,0,1222536.5,-221.5
chrX,535530,536137,9.135095584,chrX,536055,537549,YJR054W,740,+,0,535833.5,-221.5
chrXII,503955,504782,8.554245575,chrXII,504590,505829,YLR174W,4549,+,0,504368.5,-221.5
chrXIII,453396,454189,14.95914446,chrXIII,454014,455556,YMR093W,6403,+,0,453792.5,-221.5
chrXIV,359129,359618,15.09853137,chrXIV,359595,360639,YNL141W,5076,+,0,359373.5,-221.5
chrII,618480,619008,12.17196692,chrII,616126,618523,YBR198C,1200,-,0,618744,-221
chrXIII,411180,411792,13.26829292,chrXIII,410761,411265,YMR071C,6379,-,0,411486,-221
chrXIII,636858,637592,7.130813555,chrXIII,636290,637004,YMR188C,6510,-,0,637225,-221
chrXV,631610,632334,8.586039368,chrXV,630965,631751,YOR157C,3247,-,0,631972,-221
chrXIII,666983,667647,4.633487931,chrXIII,667536,668205,YMR202W,6527,+,0,667315,-221
chrXV,377632,378362,10.17752398,chrXV,378218,379562,YOR025W,3108,+,0,377997,-221
chrVII,979212,979867,9.05134077,chrVII,978035,979319,YGR244C,4228,-,0,979539.5,-220.5
chrX,130606,131121,6.469608125,chrX,129284,130643,YJL155C,523,-,0,130863.5,-220.5
chrXVI,694671,695446,15.13552085,chrXVI,692795,694838,YPR074C,5680,-,0,695058.5,-220.5
chrIV,841839,842392,11.71937007,chrIV,842336,843449,YDR191W,1781,+,0,842115.5,-220.5
chrXIV,429568,430163,8.778296243,chrXIV,430086,434493,YNL102W,5118,+,0,429865.5,-220.5
chrVII,961895,962667,11.57114797,chrVII,961359,962061,YGR235C,4218,-,0,962281,-220
chrXV,921091,921473,6.308720201,chrXV,918605,921062,YOR322C,3424,-,-30,921282,-220
chrXVI,492879,493635,9.588129917,chrXVI,492017,493037,YPL031C,5572,-,0,493257,-220
chrX,150376,151104,11.4296806,chrX,150960,151626,YJL140W,538,+,0,150740,-220
chrI,8969,9501,3.988464832,chrI,7234,9016,YAL067C,5,-,0,9235,-219
chrVII,141617,142273,11.85193261,chrVII,140367,141726,YGL194C,3763,-,0,141945,-219
chrIV,447497,448031,7.773570572,chrIV,447983,449276,YDL001W,1575,+,0,447764,-219
chrIV,1095567,1096121,9.501005637,chrIV,1096063,1097386,YDR316W-A,1918,+,0,1095844,-219
chrIV,1095567,1096121,9.501005637,chrIV,1096063,1101332,YDR316W-B,1917,+,0,1095844,-219
chrXIII,168480,168672,10.56900793,chrXIII,168795,168883,tY(GUA)M1,6153,+,-124,168576,-219
chrXIV,715355,716447,20.16756118,chrXIV,716120,716284,snR49,6211,+,0,715901,-219
chrII,515272,515837,2.853348959,chrII,513761,515336,YBR138C,1134,-,0,515554.5,-218.5
chrIV,1003444,1003997,7.477611357,chrIV,1002509,1003502,YDR267C,1867,-,0,1003720.5,-218.5
chrXI,229645,230552,7.951619792,chrXI,228938,229880,YKL110C,2670,-,0,230098.5,-218.5
chrXIII,509279,509718,11.14731855,chrXIII,507501,509280,YMR120C,6432,-,0,509498.5,-218.5
chrXIV,309948,310603,6.356042484,chrXIV,308956,310057,YNL173C,5041,-,0,310275.5,-218.5
chrXVI,121178,121917,12.01557025,chrXVI,121766,125357,YPL226W,5369,+,0,121547.5,-218.5
chrIV,802150,802730,10.70437879,chrIV,796192,802222,YDR170C,1756,-,0,802440,-218
chrIV,1416740,1417444,2.116768133,chrIV,1415209,1416874,YDR479C,2094,-,0,1417092,-218
chrVII,558801,559371,12.62385216,chrVII,558148,558868,YGR036C,4003,-,0,559086,-218
chrVIII,222351,223041,8.481410527,chrVIII,221533,222478,YHR061C,5962,-,0,222696,-218
chrXI,200081,200689,8.634588911,chrXI,196348,200167,YKL129C,2651,-,0,200385,-218
chrXIII,445061,445579,2.412763408,chrXIII,443413,445102,YMR088C,6398,-,0,445320,-218
chrIV,77874,78540,16.32673818,chrIV,78425,79058,YDL212W,1352,+,0,78207,-218
chrIV,1242572,1243450,15.66501445,chrIV,1243229,1245758,YDR385W,1998,+,0,1243011,-218
chrVII,894109,894839,7.474365662,chrVII,894692,897146,YGR198W,4180,+,0,894474,-218
chrXIII,628504,629108,11.34115972,chrXIII,629024,631970,YMR185W,6507,+,0,628806,-218
chrXIII,770331,770833,16.11984851,chrXIII,770800,772558,YMR250W,6577,+,0,770582,-218
chrXIV,241204,241736,4.599342164,chrXIV,241688,244172,YNL216W,4998,+,0,241470,-218
chrII,575957,576470,5.930881239,chrII,573914,575996,YBR169C,1167,-,0,576213.5,-217.5
chrIV,998227,998854,4.940225197,chrIV,996028,998323,YDR264C,1864,-,0,998540.5,-217.5
chrIV,1497674,1498297,3.078151977,chrIV,1496790,1497768,YDR530C,2150,-,0,1497985.5,-217.5
chrXIII,627726,628325,10.45377386,chrXIII,626920,627808,YMR183C,6505,-,0,628025.5,-217.5
chrXV,560583,561206,5.679091416,chrXV,559960,560677,YOR126C,3214,-,0,560894.5,-217.5
chrII,490300,490963,12.61368959,chrII,490849,491056,YBR126W-A,1120,+,0,490631.5,-217.5
chrX,191023,191818,3.586894948,chrX,191638,192298,YJL118W,564,+,0,191420.5,-217.5
chrXI,180340,180781,11.70996604,chrXI,180778,182425,YKL140W,2639,+,0,180560.5,-217.5
chrXI,334686,335578,27.27688193,chrXI,334411,334915,YKL056C,2730,-,0,335132,-217
chrVII,472328,472946,5.313433327,chrVII,472854,474276,YGL012W,3950,+,0,472637,-217
chrVII,608987,609747,15.11129466,chrVII,609584,609696,snR48,5827,+,0,609367,-217
chrXII,241531,242497,17.04043113,chrXII,242231,243349,YLR048W,4403,+,0,242014,-217
chrVII,699675,700330,15.94536538,chrVII,698988,699786,YGR106C,4076,-,0,700002.5,-216.5
chrXIV,525602,526135,12.81865659,chrXIV,526085,529583,YNL054W,5170,+,0,525868.5,-216.5
chrVIII,98758,99264,7.956821695,chrVIII,98342,98795,YHL006C,5881,-,0,99011,-216
chrXII,644849,645529,10.41520969,chrXII,644403,644973,YLR254C,4632,-,0,645189,-216
chrII,449226,449674,3.253891345,chrII,449666,450656,YBR104W,1094,+,0,449450,-216
chrIV,743822,744357,13.85124449,chrIV,742041,743874,YDR143C,1728,-,0,744089.5,-215.5
chrXII,1011907,1012570,5.888048343,chrXII,1011621,1012023,YLR437C,4834,-,0,1012238.5,-215.5
chrXI,519107,519514,11.60408678,chrXI,519526,520624,YKR042W,2833,+,-13,519310.5,-215.5
chrXIV,239754,240475,9.388983166,chrXIV,240330,241311,YNL217W,4997,+,0,240114.5,-215.5
chrIX,414642,415146,9.300313842,chrIX,413014,414679,YIR031C,2396,-,0,414894,-215
chrIX,96264,97528,14.64416414,chrIX,97111,97246,snR68,5846,+,0,96896,-215
chrXIII,275576,276082,9.070812204,chrXIII,276044,277211,YMR005W,6307,+,0,275829,-215
chrXIII,296610,297516,27.34879583,chrXIII,297278,297364,snR78,6182,+,0,297063,-215
chrXV,1014856,1015215,6.312503976,chrXV,1013240,1014821,YOR360C,3466,-,-36,1015035.5,-214.5
chrIX,353444,354005,16.46417875,chrIX,353939,355481,YIL001W,2358,+,0,353724.5,-214.5
chrXIV,283782,284307,5.088788845,chrXIV,284259,285888,YNL189W,5025,+,0,284044.5,-214.5
