chr,start,end,time,chrGene,startGene,endGene,gene,overlap,strand,dist,peakCenter,distTSStoPeakCenter
chrXV,820317,820538,146,chrXV,820453,820774,YOR265W,3362,+,0,820427.5,-25.5
chrXI,407121,407407,99,chrXI,405189,407241,YKL017C,2773,-,0,407264,-23
chrVI,239755,239933,63,chrVI,239113,239827,YFR043C,2536,-,0,239844,-17
chrVIII,78267,78471,79,chrVIII,77429,78353,YHL013C,5871,-,0,78369,-16
chrXIII,688766,689374,126,chrXIII,689082,690510,YMR211W,6536,+,0,689070,-12
chrXIV,8237,8406,130,chrXIV,8329,9475,YNL336W,4875,+,0,8321.5,-7.5
chrIII,249955,250147,23,chrIII,249292,250045,YCR076C,3656,-,0,250051,-6
chrV,69631,69906,57,chrV,69756,70257,YEL044W,159,+,0,69768.5,12.5
chrXIII,401388,401721,122,chrXIII,401540,404237,YMR066W,6374,+,0,401554.5,14.5
chrX,256676,256918,92,chrX,254736,256812,YJL093C,589,-,0,256797,15
chrX,410928,411119,95,chrX,409492,411040,YJL013C,672,-,0,411023.5,16.5
chrIX,11420,11598,43,chrIX,11491,16141,YIL173W,2170,+,0,11509,18
chrVII,154131,154410,65,chrVII,153166,154306,YGL185C,3773,-,0,154270.5,35.5
