chr,start,end,time,chrGene,startGene,endGene,gene,overlap,strand,dist,peakCenter,distTSStoPeakCenter
chrVIII,480640,481003,209,chrVIII,480989,481919,YHR187W,6107,+,0,480821.5,-167.5
chrXV,544590,545132,410,chrXV,545028,546333,YOR117W,3205,+,0,544861,-167
chrIII,151913,152144,42,chrIII,151607,151862,YCR018C-A,3595,-,-52,152028.5,-166.5
chrXV,877267,878435,423,chrXV,877229,877685,YOR298C-A,3397,-,0,877851,-166
chrXII,1014108,1014540,318,chrXII,1014490,1015450,YLR439W,4838,+,0,1014324,-166
chrXVI,299445,299892,445,chrXVI,298570,299503,YPL134C,5466,-,0,299668.5,-165.5
chrXI,571367,571525,272,chrXI,571611,573393,YKR069W,2860,+,-87,571446,-165
chrXV,380557,381220,403,chrXV,381052,382822,YOR027W,3110,+,0,380888.5,-163.5
chrX,700613,700935,247,chrX,698325,700614,YJR143C,831,-,0,700774,-160
chrXVI,243996,244378,439,chrXVI,243205,244027,YPL162C,5436,-,0,244187,-160
chrVIII,160542,160826,198,chrVIII,160843,161485,YHR026W,5918,+,-18,160684,-159
chrXI,291115,291472,258,chrXI,291452,292631,YKL077W,2707,+,0,291293.5,-158.5
chrIX,343647,344160,121,chrIX,344061,345183,YIL006W,2352,+,0,343903.5,-157.5
chrXVI,218232,218711,437,chrXVI,218629,220088,YPL175W,5423,+,0,218471.5,-157.5
chrVIII,345674,345896,206,chrVIII,344320,345628,YHR118C,6028,-,-47,345785,-157
chrXIV,118912,119308,368,chrXIV,119267,120998,YNL275W,4939,+,0,119110,-157
chrII,74921,75282,11,chrII,75258,79767,YBL079W,892,+,0,75101.5,-156.5
chrIV,1127535,1127894,86,chrIV,1127871,1129374,YDR330W,1935,+,0,1127714.5,-156.5
chrVII,417169,417482,171,chrVII,417482,418412,YGL043W,3916,+,-1,417325.5,-156.5
chrXIII,667011,667748,352,chrXIII,667536,668205,YMR202W,6527,+,0,667379.5,-156.5
chrIV,814138,814478,70,chrIV,813192,814152,YDR175C,1762,-,0,814308,-156
chrXI,434711,435354,268,chrXI,433092,434877,YKL005C,2786,-,0,435032.5,-155.5
chrXIV,699400,699764,391,chrXIV,697613,699431,YNR039C,5268,-,0,699582,-151
chrVI,210037,210400,157,chrVI,208412,210068,YFR028C,2516,-,0,210218.5,-150.5
chrXII,1022205,1022598,319,chrXII,1019314,1022251,YLR442C,4841,-,0,1022401.5,-150.5
chrVII,269049,269401,167,chrVII,267722,269075,YGL129C,3829,-,0,269225,-150
chrXIII,325538,325914,336,chrXIII,325876,327289,YMR027W,6331,+,0,325726,-150
chrVIII,480640,481003,209,chrVIII,475998,480672,YHR186C,6106,-,0,480821.5,-149.5
chrIV,835982,836560,72,chrIV,836420,838061,YDR188W,1778,+,0,836271,-149
chrIV,381410,381763,58,chrIV,378873,381438,YDL040C,1534,-,0,381586.5,-148.5
chrXI,321491,321842,262,chrXI,321014,321518,YKL063C,2723,-,0,321666.5,-148.5
chrXII,704768,705195,308,chrXII,704482,704833,YLR280C,4661,-,0,704981.5,-148.5
chrII,526866,527171,21,chrII,527166,527262,YBR141W-A,1138,+,0,527018.5,-147.5
chrXV,43444,43647,394,chrXV,43693,44722,YOL151W,2918,+,-47,43545.5,-147.5
chrI,86986,87370,4,chrI,84748,87031,YAL031C,51,-,0,87178,-147
chrIX,174853,175214,111,chrIX,174581,174887,YIL102C,2245,-,0,175033.5,-146.5
chrXII,1014108,1014540,318,chrXII,1013908,1014178,YLR438C-A,4837,-,0,1014324,-146
chrXIII,355066,355409,337,chrXIII,355383,356811,YMR044W,6350,+,0,355237.5,-145.5
chrXVI,230763,231203,438,chrXVI,229038,230838,YPL169C,5429,-,0,230983,-145
chrXV,394564,394773,404,chrXV,392415,394524,YOR033C,3117,-,-41,394668.5,-144.5
chrXVI,944234,944683,471,chrXVI,944602,947701,YPR204W,5825,+,0,944458.5,-143.5
chrIV,814138,814478,70,chrIV,814451,816560,YDR176W,1763,+,0,814308,-143
chrXIV,663911,664341,388,chrXIV,664269,664944,YNR018W,5245,+,0,664126,-143
chrX,519127,519526,240,chrX,518762,519185,YJR044C,730,-,0,519326.5,-141.5
chrXI,333916,334305,263,chrXI,330855,333969,YKL057C,2729,-,0,334110.5,-141.5
chrXIII,424655,425080,341,chrXIII,422502,424728,YMR078C,6387,-,0,424867.5,-139.5
chrXIV,701601,701995,392,chrXIV,700540,701659,YNR041C,5270,-,0,701798,-139
chrXV,507479,507809,408,chrXV,506977,507505,YOR097C,3184,-,0,507644,-139
chrIV,1149499,1149710,87,chrIV,1147378,1149466,YDR338C,1943,-,-34,1149604.5,-138.5
chrX,554751,555223,242,chrX,553475,554849,YJR062C,748,-,0,554987,-138
chrX,587327,587692,243,chrX,586494,587373,YJR088C,773,-,0,587509.5,-136.5
chrXVI,876571,876960,468,chrXVI,876281,876629,YPR166C,5784,-,0,876765.5,-136.5
chrXV,712585,712872,415,chrXV,712865,715331,YOR195W,3292,+,0,712728.5,-136.5
chrXV,233548,234874,399,chrXV,234346,234546,snR81,6235,+,0,234211,-135
chrIV,856089,856365,73,chrIV,854278,856093,YDR200C,1791,-,0,856227,-134
chrXV,840993,841403,422,chrXV,841332,841818,YOR276W,3373,+,0,841198,-134
chrXVI,713004,713319,458,chrXVI,711402,713028,YPR088C,5695,-,0,713161.5,-133.5
chrIII,252497,252924,48,chrIII,252844,254173,YCR079W,3658,+,0,252710.5,-133.5
chrIII,106743,107229,39,chrIII,105695,106853,YCL008C,3568,-,0,106986,-133
chrIV,835417,835833,71,chrIV,832858,835492,YDR186C,1776,-,0,835625,-133
chrIV,316300,316741,57,chrIV,315356,316388,YDL078C,1495,-,0,316520.5,-132.5
chrIV,979200,979483,79,chrIV,977520,979209,YDR261C,1857,-,0,979341.5,-132.5
chrV,404190,404778,139,chrV,402870,404352,YER122C,362,-,0,404484,-132
chrXIII,645323,645725,350,chrXIII,645655,646777,YMR191W,6513,+,0,645524,-131
chrXIV,220248,220778,369,chrXIV,220644,221421,YNL228W,4986,+,0,220513,-131
chrI,69462,69848,2,chrI,68715,69525,YAL039C,38,-,0,69655,-130
chrXII,656821,657451,305,chrXII,656934,657006,tA(AGC)L,5887,-,0,657136,-130
chrXII,837151,837823,311,chrXII,836349,837357,YLR354C,4743,-,0,837487,-130
chrXVI,408559,409189,449,chrXVI,408009,408744,YPL078C,5524,-,0,408874,-130
chrXIII,362593,363275,339,chrXIII,363064,363135,tH(GUG)M,5969,+,0,362934,-130
chrXIII,392456,392833,340,chrXIII,391531,392515,YMR060C,6368,-,0,392644.5,-129.5
chrXV,840993,841403,422,chrXV,839083,841069,YOR275C,3372,-,0,841198,-129
chrVII,334593,334919,168,chrVII,334885,337639,YGL093W,3866,+,0,334756,-129
chrIV,1177998,1178607,91,chrIV,1176119,1178174,YDR350C,1955,-,0,1178302.5,-128.5
chrII,571212,571443,23,chrII,569841,571200,YBR166C,1164,-,-13,571327.5,-127.5
chrXI,271566,271933,257,chrXI,271877,273209,YKL090W,2694,+,0,271749.5,-127.5
chrXV,52746,53082,395,chrXV,49554,52788,YOL145C,2924,-,0,52914,-126
chrVII,478567,478988,174,chrVII,476312,478652,YGL009C,3953,-,0,478777.5,-125.5
chrXII,278610,278893,284,chrXII,275377,278626,YLR071C,4426,-,0,278751.5,-125.5
chrVII,1058460,1059238,191,chrVII,1057782,1058724,YGR282C,4267,-,0,1058849,-125
chrXIII,742653,743066,357,chrXIII,741511,742735,YMR235C,6561,-,0,742859.5,-124.5
chrII,582107,582485,24,chrII,581725,582172,YBR173C,1171,-,0,582296,-124
chrXIV,668077,668428,389,chrXIV,668376,669591,YNR021W,5248,+,0,668252.5,-123.5
chrXI,547933,548160,271,chrXI,535646,547925,YKR054C,2845,-,-9,548046.5,-121.5
chrXIII,501926,502098,344,chrXIII,501249,501891,YMR117C,6428,-,-36,502012,-121
chrXIII,424655,425080,341,chrXIII,424988,426059,YMR079W,6388,+,0,424867.5,-120.5
chrVII,732834,733748,187,chrVII,733411,733627,YGR121W-A,4094,+,0,733291,-120
chrXII,246895,247265,282,chrXII,247200,247953,YLR052W,4407,+,0,247080,-120
chrIV,1127535,1127894,86,chrIV,1126269,1127595,YDR329C,1934,-,0,1127714.5,-119.5
chrVII,152796,152995,162,chrVII,151036,152776,YGL186C,3772,-,-21,152895.5,-119.5
chrII,245579,245992,17,chrII,245905,246547,YBR005W,986,+,0,245785.5,-119.5
chrII,245579,245992,17,chrII,244365,245667,YBR004C,985,-,0,245785.5,-118.5
chrXII,363866,364127,285,chrXII,364115,365330,YLR107W,4463,+,0,363996.5,-118.5
chrIX,276212,276608,118,chrIX,275107,276292,YIL042C,2310,-,0,276410,-118
chrII,670227,670597,28,chrII,668662,670297,YBR223C,1228,-,0,670412,-115
chrXIII,266965,267152,334,chrXIII,267173,267800,YML001W,6301,+,-22,267058.5,-114.5
chrIV,789194,789476,68,chrIV,786305,789221,YDR166C,1751,-,0,789335,-114
chrIX,276212,276608,118,chrIX,276524,277505,YIL041W,2311,+,0,276410,-114
chrX,83249,83417,219,chrX,83447,83819,YJL184W,493,+,-31,83333,-114
chrXI,451132,451506,269,chrXI,451433,451988,YKR007W,2797,+,0,451319,-114
chrXV,1000743,1001139,427,chrXV,998452,1000828,YOR353C,3459,-,0,1000941,-113
chrIV,789194,789476,68,chrIV,789448,790069,YDR167W,1752,+,0,789335,-113
chrV,173293,173608,130,chrV,172633,173338,YER010C,223,-,0,173450.5,-112.5
chrVIII,371545,371874,207,chrVIII,370721,371597,YHR133C,6045,-,0,371709.5,-112.5
chrXII,194192,194485,280,chrXII,194451,195174,YLR025W,4379,+,0,194338.5,-112.5
chrXVI,713004,713319,458,chrXVI,713274,715941,YPR089W,5696,+,0,713161.5,-112.5
chrXIV,602248,602928,387,chrXIV,602137,602476,YNL017C,5209,-,0,602588,-112
chrXI,310001,310171,261,chrXI,310198,313078,YKL068W,2717,+,-28,310086,-112
chrXVI,309514,309917,446,chrXVI,308827,309604,YPL127C,5473,-,0,309715.5,-111.5
chrVII,494192,494617,175,chrVII,494516,495167,YGL002W,3962,+,0,494404.5,-111.5
chrXI,599627,599862,273,chrXI,599856,603072,YKR086W,2878,+,0,599744.5,-111.5
chrII,582107,582485,24,chrII,582407,583355,YBR175W,1173,+,0,582296,-111
chrXIII,742653,743066,357,chrXIII,742970,743444,YMR236W,6562,+,0,742859.5,-110.5
chrXIII,743480,743796,358,chrXIII,743748,745923,YMR237W,6563,+,0,743638,-110
chrXII,278610,278893,284,chrXII,278861,280943,YLR072W,4427,+,0,278751.5,-109.5
chrXIII,392456,392833,340,chrXIII,392754,394788,YMR061W,6369,+,0,392644.5,-109.5
chrXIII,646841,647174,351,chrXIII,647117,649280,YMR192W,6514,+,0,647007.5,-109.5
chrXII,442742,442950,291,chrXII,441714,442737,YLR151C,4510,-,-6,442846,-109
chrXIV,23546,24330,364,chrXIV,24047,27173,YNL327W,4884,+,0,23938,-109
chrXVI,218232,218711,437,chrXVI,216011,218363,YPL176C,5422,-,0,218471.5,-108.5
chrXVI,582395,583290,451,chrXVI,582372,582734,YPR010C-A,5614,-,0,582842.5,-108.5
chrII,779403,779712,31,chrII,779666,782384,YBR289W,1298,+,0,779557.5,-108.5
chrVIII,470546,471155,208,chrVIII,470959,472429,YHR183W,6103,+,0,470850.5,-108.5
chrXIII,605612,606131,348,chrXIII,605980,608140,YMR172W,6490,+,0,605871.5,-108.5
chrIII,23335,23637,34,chrIII,22428,23379,YCL059C,3516,-,0,23486,-107
chrI,86986,87370,4,chrI,87285,87752,YAL030W,52,+,0,87178,-107
chrX,700613,700935,247,chrX,700881,701691,YJR144W,832,+,0,700774,-107
chrXIV,699400,699764,391,chrXIV,699689,700460,YNR040W,5269,+,0,699582,-107
chrV,251528,251715,132,chrV,251727,253662,YER049W,270,+,-13,251621.5,-105.5
chrX,246211,246556,225,chrX,246489,246975,YJL096W,586,+,0,246383.5,-105.5
chrVII,641792,642017,178,chrVII,642009,643008,YGR080W,4050,+,0,641904.5,-104.5
chrV,267898,268536,133,chrV,266511,268113,YER056C,278,-,0,268217,-104
chrXII,246895,247265,282,chrXII,246323,246977,YLR051C,4406,-,0,247080,-103
chrIV,1328302,1329056,96,chrIV,1328782,1330027,YDR432W,2046,+,0,1328679,-103
chrXII,958080,958315,315,chrXII,956913,958095,YLR418C,4815,-,0,958197.5,-102.5
chrXI,451132,451506,269,chrXI,450422,451217,YKR006C,2796,-,0,451319,-102
chrIV,1150422,1151135,88,chrIV,1150880,1151183,YDR340W,1945,+,0,1150778.5,-101.5
chrIII,147466,148002,41,chrIII,144772,147634,YCR017C,3593,-,0,147734,-100
chrXV,611715,612081,411,chrXV,611998,612490,YOR150W,3240,+,0,611898,-100
chrII,553176,553423,22,chrII,551103,553200,YBR156C,1153,-,0,553299.5,-99.5
chrV,553880,554256,151,chrV,553333,553969,YER183C,437,-,0,554068,-99
chrXII,374072,374440,287,chrXII,374355,374427,tR(ACG)L,6074,+,0,374256,-99
chrV,144089,144366,129,chrV,144326,145334,YEL006W,206,+,0,144227.5,-98.5
chrVII,671813,672360,181,chrVII,672185,675500,YGR094W,4064,+,0,672086.5,-98.5
chrXVI,599459,600082,453,chrXVI,599869,600217,YPR020W,5625,+,0,599770.5,-98.5
chrIV,232384,232722,54,chrIV,232651,233887,YDL128W,1442,+,0,232553,-98
chrIII,23335,23637,34,chrIII,23583,23925,YCL058W-A,3518,+,0,23486,-97
chrIII,166289,166582,44,chrIII,164110,166339,YCR026C,3607,-,0,166435.5,-96.5
chrVIII,483791,484075,210,chrVIII,482004,483837,YHR188C,6108,-,0,483933,-96
chrXIV,701601,701995,392,chrXIV,701894,703085,YNR043W,5272,+,0,701798,-96
chrII,779403,779712,31,chrII,778011,779463,YBR288C,1297,-,0,779557.5,-94.5
chrXII,680966,681215,307,chrXII,681185,682238,YLR270W,4651,+,0,681090.5,-94.5
chrVIII,483791,484075,210,chrVIII,484027,484600,YHR189W,6109,+,0,483933,-94
chrVII,729558,729968,185,chrVII,728045,729671,YGR119C,4091,-,0,729763,-92
chrVI,47718,47952,154,chrVI,45719,47744,YFL042C,2434,-,0,47835,-91
chrX,305864,306042,228,chrX,305220,305862,YJL072C,612,-,-3,305953,-91
chrXI,161271,161595,250,chrXI,159455,161342,YKL155C,2623,-,0,161433,-91
chrIV,940722,941089,78,chrIV,937894,940816,YDR238C,1833,-,0,940905.5,-89.5
chrIV,1036996,1037213,83,chrIV,1037194,1038106,YDR288W,1888,+,0,1037104.5,-89.5
chrIV,856089,856365,73,chrIV,856316,856814,YDR201W,1792,+,0,856227,-89
chrIV,887013,887271,75,chrIV,887231,888911,YDR212W,1807,+,0,887142,-89
chrXIV,674687,674868,390,chrXIV,673273,674689,YNR026C,5253,-,0,674777.5,-88.5
chrX,365587,365803,230,chrX,365783,368373,YJL041W,646,+,0,365695,-88
chrX,53155,53322,218,chrX,50628,53151,YJL204C,472,-,-5,53238.5,-87.5
chrXIII,251360,251847,333,chrXIII,251303,251516,YML009C,6292,-,0,251603.5,-87.5
chrXIII,58678,58870,323,chrXIII,57865,58687,YML105C,6183,-,0,58774,-87
chrIX,235433,235688,115,chrIX,233056,235474,YIL068C,2281,-,0,235560.5,-86.5
chrIV,771715,771864,67,chrIV,771876,775782,YDR159W,1744,+,-13,771789.5,-86.5
chrV,184323,184584,131,chrV,184540,186775,YER015W,229,+,0,184453.5,-86.5
chrXIII,577491,577771,345,chrXIII,577717,578392,YMR161W,6479,+,0,577631,-86
chrXV,194749,195022,398,chrXV,193831,194800,YOL073C,3002,-,0,194885.5,-85.5
chrXV,899838,900188,424,chrXV,899055,899928,YOR311C,3411,-,0,900013,-85
chrIX,289980,290365,119,chrIX,289225,290089,YIL034C,2318,-,0,290172.5,-83.5
chrXVI,769159,769612,459,chrXVI,769207,769302,tK(UUU)P,6005,-,0,769385.5,-83.5
chrXV,194749,195022,398,chrXV,194969,196337,YOL072W,3003,+,0,194885.5,-83.5
chrXIII,230746,231046,331,chrXIII,229733,230813,YML021C,6277,-,0,230896,-83
chrIII,252497,252924,48,chrIII,250237,252628,YCR077C,3657,-,0,252710.5,-82.5
chrXIII,213749,214275,330,chrXIII,212514,213930,YML032C,6265,-,0,214012,-82
chrVIII,107421,108066,197,chrVIII,107825,108122,YHR001W-A,5889,+,0,107743.5,-81.5
chrXVI,584084,584369,452,chrXVI,584308,584563,YPR012W,5616,+,0,584226.5,-81.5
chrV,434414,434970,142,chrV,434541,434612,tH(GUG)E2,5964,-,0,434692,-80
chrXII,669598,669885,306,chrXII,669467,669662,YLR262C-A,4642,-,0,669741.5,-79.5
chrV,135244,135907,128,chrV,135425,135497,tK(CUU)E1,5988,-,0,135575.5,-78.5
chrIX,349908,350536,122,chrIX,350300,350510,YIL002W-A,2356,+,0,350222,-78
chrV,307348,307800,136,chrV,307652,308123,YER074W-A,302,+,0,307574,-78
chrIV,671112,671272,65,chrIV,671268,673365,YDR108W,1692,+,0,671192,-76
chrV,328251,328551,138,chrV,328476,330207,YER086W,318,+,0,328401,-75
chrIV,613951,614206,64,chrIV,613404,614004,YDR084C,1666,-,0,614078.5,-74.5
chrX,265037,265213,226,chrX,262756,265051,YJL090C,592,-,0,265125,-74
chrXVI,918952,919661,470,chrXVI,919380,920487,YPR191W,5812,+,0,919306.5,-73.5
chrII,786678,787186,32,chrII,787005,788430,YBR293W,1302,+,0,786932,-73
chrIV,558037,558228,63,chrIV,557055,558060,YDR051C,1632,-,0,558132.5,-72.5
chrIX,82920,83537,108,chrIX,83301,84885,YIL142W,2201,+,0,83228.5,-72.5
chrXII,502078,502390,299,chrXII,501259,502162,YLR172C,4547,-,0,502234,-72
chrXIII,168463,168984,325,chrXIII,168795,168883,tY(GUA)M1,6153,+,0,168723.5,-71.5
chrXVI,125714,126153,435,chrXVI,126005,126446,YPL225W,5370,+,0,125933.5,-71.5
chrXIV,439231,439477,378,chrXIV,438566,439283,YNL099C,5121,-,0,439354,-71
chrXIII,715368,715653,356,chrXIII,713930,715445,YMR221C,6546,-,0,715510.5,-65.5
chrXIV,59705,60008,365,chrXIV,58897,59791,YNL305C,4906,-,0,59856.5,-65.5
chrXIII,668199,668653,353,chrXIII,668491,669655,YMR203W,6528,+,0,668426,-65
chrXVI,648426,648851,456,chrXVI,648703,649921,YPR041W,5647,+,0,648638.5,-64.5
chrVII,859092,859987,190,chrVII,859062,859476,YGR183C,4165,-,0,859539.5,-63.5
chrXI,599627,599862,273,chrXI,599093,599681,YKR085C,2877,-,0,599744.5,-63.5
chrXVI,883655,883872,469,chrXVI,883827,885558,YPR171W,5792,+,0,883763.5,-63.5
chrIII,190375,190683,45,chrIII,190591,191635,YCR034W,3615,+,0,190529,-62
chrII,742448,742827,29,chrII,742159,742576,YBR269C,1278,-,0,742637.5,-61.5
chrXI,237115,237539,256,chrXI,237146,237266,YKL106C-A,2674,-,0,237327,-61
chrXII,384506,384684,289,chrXII,382470,384534,YLR117C,4473,-,0,384595,-61
chrXII,720272,720590,309,chrXII,719788,720370,YLR292C,4676,-,0,720431,-61
chrXIII,712128,712383,355,chrXIII,712315,713671,YMR220W,6545,+,0,712255.5,-59.5
chrIX,246254,246410,116,chrIX,246391,246826,YIL060W,2290,+,0,246332,-59
chrVIII,517183,517761,213,chrVIII,517531,518713,YHR208W,6130,+,0,517472,-59
chrXIV,19268,19453,363,chrXIV,18000,19302,YNL330C,4881,-,0,19360.5,-58.5
chrVI,238222,238403,158,chrVI,237367,238255,YFR041C,2534,-,0,238312.5,-57.5
chrX,490871,491175,239,chrX,491080,492262,YJR032W,718,+,0,491023,-57
chrXI,48063,48209,248,chrXI,48193,48955,YKL207W,2570,+,0,48136,-57
chrX,207692,207948,224,chrX,207876,209529,YJL111W,571,+,0,207820,-56
chrVII,718742,718932,184,chrVII,718892,719924,YGR113W,4085,+,0,718837,-55
chrXVI,502048,502427,450,chrXVI,500674,502183,YPL026C,5577,-,0,502237.5,-54.5
chrXVI,246813,247056,440,chrXVI,246989,250262,YPL160W,5438,+,0,246934.5,-54.5
chrVIII,286585,287063,205,chrVIII,284838,286770,YHR091C,6001,-,0,286824,-54
chrIII,154916,155383,43,chrIII,154829,155096,YCR020C-A,3598,-,0,155149.5,-53.5
chrV,431905,432979,141,chrV,432494,433958,YER133W,373,+,0,432442,-52
chrI,114486,114847,5,chrI,113613,114615,YAL020C,63,-,0,114666.5,-51.5
chrIII,240458,240731,47,chrIII,240102,240543,YCR071C,3650,-,0,240594.5,-51.5
chrXIII,50897,51110,322,chrXIII,50030,50954,YML110C,6178,-,0,51003.5,-49.5
chrX,424113,425014,235,chrX,424432,424515,tL(UAA)J,6020,-,0,424563.5,-48.5
chrXIII,768178,768800,359,chrXIII,768369,768441,tA(AGC)M2,5889,-,0,768489,-48
chrIX,183218,183901,112,chrIX,183440,183513,tI(AAU)I1,5975,-,0,183559.5,-46.5
chrX,316333,317018,229,chrX,316722,316980,YJL062W-A,622,+,0,316675.5,-46.5
chrII,9391,9686,9,chrII,9583,9666,tL(UAA)B1,6017,+,0,9538.5,-44.5
chrIII,65362,65862,36,chrIII,64674,65568,YCL031C,3546,-,0,65612,-44
chrXII,841209,841364,313,chrXII,841330,844000,YLR357W,4746,+,0,841286.5,-43.5
chrIX,229892,230176,114,chrIX,228659,229994,YIL071C,2277,-,0,230034,-40
chrXI,417774,418352,267,chrXI,417507,418023,YKL013C,2777,-,0,418063,-40
chrVIII,371545,371874,207,chrVIII,371748,372558,YHR134W,6046,+,0,371709.5,-38.5
chrXVI,828038,828314,463,chrXVI,826832,828140,YPR148C,5759,-,0,828176,-36
chrIII,106743,107229,39,chrIII,107022,107417,YCL005W-A,3570,+,0,106986,-36
chrV,121327,121544,126,chrV,121470,122310,YEL018W,191,+,0,121435.5,-34.5
chrIV,720486,722172,66,chrIV,720961,721297,YDR133C,1719,-,0,721329,-32
chrXV,281998,282266,400,chrXV,282164,282234,tG(GCC)O2,5957,+,0,282132,-32
