chr,start,end,time,chrGene,startGene,endGene,gene,overlap,strand,dist,peakCenter,distTSStoPeakCenter
chrXIII,619352,619880,16.02354681,chrXIII,619857,622134,YMR179W,6500,+,0,619616,-241
chrVIII,315882,316535,3.570286484,chrVIII,314873,315968,YHR101C,6011,-,0,316208.5,-240.5
chrXVI,506301,506804,7.782776303,chrXVI,504338,506312,YPL023C,5580,-,0,506552.5,-240.5
chrIX,204642,205144,5.292746786,chrIX,203555,204653,YIL083C,2265,-,0,204893,-240
chrIII,12785,13297,12.16752591,chrIII,13281,13809,YCL066W,3511,+,0,13041,-240
chrVIII,209105,209823,5.514673191,chrVIII,209704,210151,YHR051W,5949,+,0,209464,-240
chrXII,672508,673272,4.79306142,chrXII,673130,673334,YLR264W,4644,+,0,672890,-240
chrXII,877787,878295,3.569013606,chrXII,878281,879508,YLR380W,4772,+,0,878041,-240
chrVII,1064973,1065386,11.71133619,chrVII,1063812,1064940,YGR286C,4271,-,-34,1065179.5,-239.5
chrXI,70290,70628,8.874565303,chrXI,68231,70220,YKL198C,2577,-,-71,70459,-239
chrXII,982510,982798,5.399176075,chrXII,982893,986817,YLR425W,4822,+,-96,982654,-239
chrXIV,622349,623001,13.83174958,chrXIV,622914,624621,YNL004W,5222,+,0,622675,-239
chrXIII,408719,409110,11.32635216,chrXIII,409153,410626,YMR070W,6378,+,-44,408914.5,-238.5
chrIX,193107,193605,12.46016658,chrIX,193594,195070,YIL090W,2258,+,0,193356,-238
chrIII,61079,61742,7.394361298,chrIII,60840,61173,YCL035C,3542,-,0,61410.5,-237.5
chrXIII,770359,770767,6.762370517,chrXIII,770800,772558,YMR250W,6577,+,-34,770563,-237
chrXIII,145825,146664,6.032351121,chrXIII,146481,147249,YML063W,6230,+,0,146244.5,-236.5
chrXV,292071,292548,40.90590657,chrXV,290880,292074,YOL018C,3060,-,0,292309.5,-235.5
chrXV,316531,316872,10.30086077,chrXV,316937,321548,YOL004W,3076,+,-66,316701.5,-235.5
chrXV,377660,378305,5.177414952,chrXV,378218,379562,YOR025W,3108,+,0,377982.5,-235.5
chrI,224832,225362,1.720821359,chrI,224562,224862,YAR070C,116,-,0,225097,-235
chrIX,53602,54283,5.806331191,chrIX,51758,53708,YIL155C,2187,-,0,53942.5,-234.5
chrVIII,143474,144048,34.71049439,chrVIII,143995,146062,YHR020W,5910,+,0,143761,-234
chrXV,55032,55643,1.312192239,chrXV,54594,55104,YOL143C,2926,-,0,55337.5,-233.5
chrXIII,225266,226043,2.905618465,chrXIII,225888,226697,YML024W,6274,+,0,225654.5,-233.5
chrV,159052,159648,9.422070634,chrV,157735,159118,YER003C,214,-,0,159350,-232
chrXV,274267,274903,8.585772807,chrXV,274011,274353,YOL026C,3051,-,0,274585,-232
chrXV,504223,504897,2.194093739,chrXV,503551,504328,YOR095C,3182,-,0,504560,-232
chrXV,544245,544508,2.868043777,chrXV,539762,544145,YOR116C,3204,-,-101,544376.5,-231.5
chrII,544455,544993,3.769551388,chrII,541208,544493,YBR150C,1147,-,0,544724,-231
chrXVI,301261,301657,1.972737634,chrXVI,299887,301228,YPL133C,5467,-,-34,301459,-231
chrVIII,462041,462499,2.958432237,chrVIII,462501,463704,YHR179W,6096,+,-3,462270,-231
chrIX,301325,301647,11.54730183,chrIX,300828,301257,YIL029C,2325,-,-69,301486,-229
chrV,159052,159648,9.422070634,chrV,159579,160275,YER004W,215,+,0,159350,-229
chrVIII,101926,102296,2.998723082,chrVIII,100647,101883,YHL003C,5884,-,-44,102111,-228
chrII,191679,191942,2.355952678,chrII,186843,191583,YBL017C,961,-,-97,191810.5,-227.5
chrX,142863,143264,7.144727114,chrX,143291,144701,YJL146W,532,+,-28,143063.5,-227.5
chrXVI,195383,195923,23.64856048,chrXVI,194511,195426,YPL186C,5411,-,0,195653,-227
chrII,372521,373402,15.1942652,chrII,372102,372735,YBR067C,1053,-,0,372961.5,-226.5
chrX,598217,598798,1.737228789,chrX,598734,603078,YJR092W,777,+,0,598507.5,-226.5
chrIV,341055,341729,5.211795669,chrIV,341618,343985,YDL060W,1513,+,0,341392,-226
chrV,484265,484858,14.21222939,chrV,484787,487193,YER157W,405,+,0,484561.5,-225.5
chrVIII,98737,99248,34.88662486,chrVIII,99218,100403,YHL004W,5883,+,0,98992.5,-225.5
chrX,725456,725659,3.777717381,chrX,725783,726824,YJR154W,843,+,-125,725557.5,-225.5
chrXVI,267443,268077,3.00723059,chrXVI,266179,267535,YPL151C,5448,-,0,267760,-225
chrIV,998279,998816,11.9729813,chrIV,996028,998323,YDR264C,1864,-,0,998547.5,-224.5
chrVIII,540325,540824,1.706219113,chrVIII,540799,541099,YHR213W-B,6138,+,0,540574.5,-224.5
chrXIV,545930,546336,7.497146166,chrXIV,545588,545909,YNL043C,5181,-,-22,546133,-224
chrIV,462877,463541,1.331814058,chrIV,463433,464996,YDR009W,1585,+,0,463209,-224
chrVII,581473,581846,13.89968483,chrVII,580434,581436,YGR043C,4012,-,-38,581659.5,-223.5
chrI,219700,220247,1.850659181,chrI,220197,220497,YAR064W,112,+,0,219973.5,-223.5
chrIX,68109,68859,8.742091609,chrIX,68707,69528,YIL148W,2194,+,0,68484,-223
chrIX,320926,321534,14.68542361,chrIX,321453,321933,YIL016W,2340,+,0,321230,-223
chrXV,866504,867244,9.632783854,chrXV,867097,867852,YOR293W,3390,+,0,866874,-223
chrXV,709443,710465,3.785564998,chrXV,708415,709732,YOR192C-A,3289,-,0,709954,-222
chrXV,709443,710465,3.785564998,chrXV,704418,709732,YOR192C-B,3288,-,0,709954,-222
chrIII,24205,24885,5.012293808,chrIII,24767,26906,YCL057W,3520,+,0,24545,-222
chrVII,197692,198138,7.660990667,chrVII,198137,199037,YGL162W,3796,+,0,197915,-222
chrIV,1015664,1016183,2.926041987,chrIV,1014400,1015702,YDR277C,1877,-,0,1015923.5,-221.5
chrVII,141651,142244,2.051836305,chrVII,140367,141726,YGL194C,3763,-,0,141947.5,-221.5
chrI,9070,9404,1.780429415,chrI,7234,9016,YAL067C,5,-,-55,9237,-221
chrXV,988649,989357,10.13113959,chrXV,986898,988782,YOR348C,3454,-,0,989003,-221
chrV,484265,484858,14.21222939,chrV,483324,484341,YER156C,404,-,0,484561.5,-220.5
chrX,139917,140514,1.665629284,chrX,140436,141138,YJL148W,530,+,0,140215.5,-220.5
chrII,379823,380485,4.602088028,chrII,379220,379934,YBR070C,1056,-,0,380154,-220
chrIII,24205,24885,5.012293808,chrIII,24031,24325,YCL057C-A,3519,-,0,24545,-220
chrIV,847826,848505,2.42526379,chrIV,845951,847946,YDR194C,1784,-,0,848165.5,-219.5
chrXIII,103993,104770,1.738377138,chrXIII,103982,104162,YML081C-A,6211,-,0,104381.5,-219.5
chrXV,271448,271731,16.82416624,chrXV,270632,271370,YOL028C,3049,-,-79,271589.5,-219.5
chrIV,1288862,1289509,6.508197053,chrIV,1289405,1292120,YDR409W,2023,+,0,1289185.5,-219.5
chrXV,55032,55643,1.312192239,chrXV,55557,56280,YOL142W,2927,+,0,55337.5,-219.5
chrV,482843,483291,26.68001174,chrV,476344,482848,YER155C,403,-,0,483067,-219
chrVIII,551455,551981,6.854900491,chrVIII,551199,551499,YHR214C-E,6144,-,0,551718,-219
chrXI,213821,214023,22.7959244,chrXI,214141,216700,YKL121W,2659,+,-119,213922,-219
chrXVI,529250,529756,4.529914564,chrXVI,529722,533409,YPL012W,5591,+,0,529503,-219
chrIX,96322,97463,2.82736542,chrIX,97111,97246,snR68,5846,+,0,96892.5,-218.5
chrVII,1052480,1052729,7.101937741,chrVII,1052823,1057257,YGR281W,4266,+,-95,1052604.5,-218.5
chrXIII,540695,541264,9.006202019,chrXIII,541198,542881,YMR136W,6450,+,0,540979.5,-218.5
chrXV,292071,292548,40.90590657,chrXV,292528,294673,YOL017W,3061,+,0,292309.5,-218.5
chrV,396163,396937,4.583054144,chrV,396768,397653,YER117W,356,+,0,396550,-218
chrXII,163937,164409,4.886115569,chrXII,164391,165402,YLR007W,4361,+,0,164173,-218
chrIX,343627,344120,3.802954548,chrIX,342993,343656,YIL007C,2351,-,0,343873.5,-217.5
chrXI,613776,614429,5.459230419,chrXI,612664,613885,YKR092C,2884,-,0,614102.5,-217.5
chrIV,841896,842341,2.435392295,chrIV,842336,843449,YDR191W,1781,+,0,842118.5,-217.5
chrIV,1168679,1169240,2.056928037,chrIV,1169177,1170143,YDR347W,1952,+,0,1168959.5,-217.5
chrXV,546539,546738,2.992195411,chrXV,546856,548560,YOR118W,3206,+,-119,546638.5,-217.5
chrVII,366511,366860,1.90835561,chrVII,366374,366469,snR39B,6173,-,-43,366685.5,-216.5
chrVI,194412,194777,6.470024369,chrVI,194811,196314,YFR021W,2509,+,-35,194594.5,-216.5
chrVII,894177,894774,3.482766676,chrVII,894692,897146,YGR198W,4180,+,0,894475.5,-216.5
chrXIII,666996,667644,5.518296607,chrXIII,667536,668205,YMR202W,6527,+,0,667320,-216
chrXVI,373359,373793,11.50230648,chrXVI,373792,375169,YPL092W,5510,+,0,373576,-216
chrV,358962,359591,2.501679342,chrV,358104,359061,YER099C,338,-,0,359276.5,-215.5
chrXII,17586,18071,5.314248652,chrXII,16638,17613,YLL062C,4292,-,0,17828.5,-215.5
chrXI,611045,611572,2.914365999,chrXI,611524,612265,YKR091W,2883,+,0,611308.5,-215.5
chrXVI,159432,159953,3.609111168,chrXVI,159908,162341,YPL207W,5389,+,0,159692.5,-215.5
chrIV,1492968,1493514,3.660415516,chrIV,1492477,1493026,snR84,6216,-,0,1493241,-215
chrXIII,636896,637541,1.766034378,chrXIII,636290,637004,YMR188C,6510,-,0,637218.5,-214.5
chrVII,200107,200585,12.95281497,chrVII,200560,202273,YGL160W,3798,+,0,200346,-214
chrXIII,880261,880627,11.67573037,chrXIII,879062,880232,YMR305C,6638,-,-30,880444,-212
chrI,34639,35245,5.552321994,chrI,35154,36303,YAL060W,15,+,0,34942,-212
chrII,490369,490905,7.631006108,chrII,490849,491056,YBR126W-A,1120,+,0,490637,-212
chrXII,166049,166540,7.487896996,chrXII,165576,166083,YLR008C,4362,-,0,166294.5,-211.5
chrXVI,582596,583295,3.918818698,chrXVI,582372,582734,YPR010C-A,5614,-,0,582945.5,-211.5
chrVII,255187,255714,3.616304562,chrVII,255662,256964,YGL134W,3824,+,0,255450.5,-211.5
chrXIV,11094,11385,2.510980017,chrXIV,11451,12129,YNL335W,4876,+,-67,11239.5,-211.5
chrXVI,88014,88595,1.774842974,chrXVI,88516,90316,YPL243W,5352,+,0,88304.5,-211.5
chrIII,236301,236765,2.012499371,chrIII,233124,236322,YCR067C,3647,-,0,236533,-211
chrXIII,901245,901791,12.03767638,chrXIII,899378,901307,YMR313C,6648,-,0,901518,-211
chrXI,393262,393756,6.197669709,chrXI,393720,394554,YKL023W,2766,+,0,393509,-211
chrXII,363731,364166,1.539100824,chrXII,349005,363738,YLR106C,4462,-,0,363948.5,-210.5
chrXV,486839,487140,4.365046167,chrXV,483218,486779,YOR086C,3174,-,-61,486989.5,-210.5
chrVII,78809,79325,5.783955657,chrVII,78014,78857,YGL224C,3732,-,0,79067,-210
chrXII,566240,566742,5.128229892,chrXII,564859,566281,YLR212C,4587,-,0,566491,-210
chrXIII,509314,509665,5.417952572,chrXIII,507501,509280,YMR120C,6432,-,-35,509489.5,-209.5
chrXV,170667,171052,1.406175236,chrXV,171069,180309,YOL081W,2994,+,-18,170859.5,-209.5
chrXVI,568898,569512,2.622009983,chrXVI,567268,568996,YPR006C,5609,-,0,569205,-209
chrIV,167182,167826,8.925748632,chrIV,167713,169078,YDL161W,1404,+,0,167504,-209
chrV,27138,27756,2.761396327,chrV,27656,29543,YEL065W,135,+,0,27447,-209
chrVI,9200,9470,40.82978805,chrVI,9544,10222,YFL061W,2416,+,-75,9335,-209
chrXIV,6013,6600,3.501306716,chrXIV,370,6098,YNL339C,4870,-,0,6306.5,-208.5
chrIV,452528,453143,4.332438505,chrIV,453044,453650,YDR002W,1577,+,0,452835.5,-208.5
chrVII,190727,191112,4.424749075,chrVII,191128,191806,YGL166W,3792,+,-17,190919.5,-208.5
chrX,542529,542890,18.12558764,chrX,541791,542502,YJR056C,742,-,-28,542709.5,-207.5
chrXII,404083,404456,5.577596219,chrXII,402793,404062,YLR130C,4487,-,-22,404269.5,-207.5
chrVII,726375,727156,6.078097793,chrVII,726973,727730,YGR118W,4090,+,0,726765.5,-207.5
chrX,424840,425059,4.663354527,chrX,425156,431237,YJL005W,680,+,-98,424949.5,-206.5
chrXIV,525678,526079,6.040946358,chrXIV,526085,529583,YNL054W,5170,+,-7,525878.5,-206.5
chrV,337499,337985,2.323984569,chrV,337948,339472,YER090W,326,+,0,337742,-206
chrII,407073,407674,4.38566095,chrII,406627,407169,YBR082C,1069,-,0,407373.5,-204.5
chrIV,1410067,1410529,2.973293724,chrIV,1407463,1410094,YDR475C,2090,-,0,1410298,-204
chrVI,155770,156384,9.287092405,chrVI,154526,155873,YFR005C,2490,-,0,156077,-204
chrVII,200107,200585,12.95281497,chrVII,199209,200142,YGL161C,3797,-,0,200346,-204
chrIV,1355380,1356133,6.49071937,chrIV,1354828,1355553,YDR447C,2061,-,0,1355756.5,-203.5
chrXV,953974,954305,1.759529458,chrXV,954343,956623,YOR337W,3441,+,-39,954139.5,-203.5
chrVIII,143474,144048,34.71049439,chrVIII,141893,143558,YHR019C,5909,-,0,143761,-203
chrIV,363479,364092,2.10110937,chrIV,362671,363583,YDL052C,1521,-,0,363785.5,-202.5
chrXI,166026,166655,2.81940906,chrXI,166543,167452,YKL150W,2628,+,0,166340.5,-202.5
chrIV,1454397,1454935,3.18553092,chrIV,1453309,1454464,YDR502C,2117,-,0,1454666,-202
chrXVI,685321,685957,3.831991838,chrXVI,684555,685437,YPR069C,5675,-,0,685639,-202
chrIV,703993,704569,8.733012446,chrIV,704483,709250,YDR127W,1713,+,0,704281,-202
chrXIV,736368,736833,9.689278015,chrXIV,736802,738545,YNR059W,5288,+,0,736600.5,-201.5
chrVII,420500,421012,5.031864596,chrVII,419526,420555,YGL040C,3921,-,0,420756,-201
chrXI,106935,107293,2.480412916,chrXI,107315,108599,YKL181W,2595,+,-23,107114,-201
chrXIII,282607,282962,6.737296588,chrXIII,280589,282584,YMR008C,6310,-,-24,282784.5,-200.5
chrII,124696,125153,5.715875467,chrII,125124,126119,YBL050W,925,+,0,124924.5,-199.5
chrX,133893,134375,2.699884775,chrX,131100,133935,YJL154C,524,-,0,134134,-199
chrXVI,165944,166168,7.683658112,chrXVI,166255,167398,YPL203W,5393,+,-88,166056,-199
chrXIV,283888,284233,2.660456356,chrXIV,284259,285888,YNL189W,5025,+,-27,284060.5,-198.5
chrVII,756382,756918,4.495548561,chrVII,755588,756452,YGR132C,4106,-,0,756650,-198
chrIV,286577,287143,6.571263905,chrIV,287058,289512,YDL095W,1476,+,0,286860,-198
chrV,106745,107377,4.68167914,chrV,107259,107907,YEL024W,182,+,0,107061,-198
chrXV,1038869,1040413,3.643888028,chrXV,1039839,1041399,YOR374W,3480,+,0,1039641,-198
chrXVI,789711,790057,3.442295729,chrXVI,790082,791120,YPR127W,5734,+,-26,789884,-198
chrVIII,98737,99248,34.88662486,chrVIII,98342,98795,YHL006C,5881,-,0,98992.5,-197.5
chrXV,380549,381161,4.166933316,chrXV,381052,382822,YOR027W,3110,+,0,380855,-197
chrIV,806210,806637,1.634031628,chrIV,806620,807748,YDR171W,1758,+,0,806423.5,-196.5
chrXV,678618,679360,7.750557205,chrXV,678190,678793,YOR182C,3275,-,0,678989,-196
chrII,297690,298184,8.131329508,chrII,296368,297742,YBR029C,1012,-,0,297937,-195
chrIV,73803,74423,4.969836452,chrIV,70639,73918,YDL215C,1349,-,0,74113,-195
chrV,464832,465242,4.973457558,chrV,462967,464842,YER147C,392,-,0,465037,-195
chrIV,172007,172563,8.047140536,chrIV,172480,174028,YDL159W,1408,+,0,172285,-195
chrIV,258487,258951,7.483302401,chrIV,258914,263225,YDL112W,1459,+,0,258719,-195
chrIX,205343,205535,5.301163578,chrIX,205634,206507,YIL082W,2267,+,-100,205439,-195
chrIX,205343,205535,5.301163578,chrIX,205634,210132,YIL082W-A,2266,+,-100,205439,-195
chrXV,1059135,1059535,1.890334067,chrXV,1059530,1059992,YOR382W,3490,+,0,1059335,-195
chrXI,456982,457515,5.187833375,chrXI,454351,457054,YKR009C,2799,-,0,457248.5,-194.5
chrXV,586244,586793,6.5610339,chrXV,584308,586324,YOR138C,3226,-,0,586518.5,-194.5
chrV,281232,281797,3.338146534,chrV,281709,282366,YER063W,287,+,0,281514.5,-194.5
chrXII,554181,554584,12.18905146,chrXII,554577,556419,YLR206W,4581,+,0,554382.5,-194.5
chrXI,462652,463128,11.19804777,chrXI,461634,462696,YKR011C,2801,-,0,462890,-194
chrXIII,204095,204499,25.67823767,chrXIII,202774,204103,YML038C,6259,-,0,204297,-194
chrXVI,95035,95571,1.628181681,chrXVI,90621,95109,YPL242C,5353,-,0,95303,-194
chrVIII,422708,423046,6.335751161,chrVIII,423071,423461,YHR162W,6077,+,-26,422877,-194
chrXII,84428,84790,4.504240961,chrXII,84803,86564,YLL028W,4326,+,-14,84609,-194
chrIV,104517,104971,13.47464249,chrIV,103648,104551,YDL198C,1366,-,0,104744,-193
chrIV,1401222,1401930,5.607021601,chrIV,1401769,1402564,YDR471W,2087,+,0,1401576,-193
chrXI,340954,341282,2.414705346,chrXI,341311,342373,YKL051W,2736,+,-30,341118,-193
chrV,503750,504199,3.435562132,chrV,503083,503782,YER163C,413,-,0,503974.5,-192.5
chrX,587319,587730,3.615505276,chrX,587717,590582,YJR089W,774,+,0,587524.5,-192.5
chrXII,88152,88707,4.153841323,chrXII,88622,91349,YLL026W,4328,+,0,88429.5,-192.5
chrVII,707293,707542,3.160775618,chrVII,707609,708482,YGR109W-A,4081,+,-68,707417.5,-191.5
chrVII,707293,707542,3.160775618,chrVII,707609,712254,YGR109W-B,4080,+,-68,707417.5,-191.5
chrXIII,627750,628243,6.695115264,chrXIII,628188,628785,YMR184W,6506,+,0,627996.5,-191.5
chrXI,425796,426336,4.808225111,chrXI,421423,425875,YKL010C,2780,-,0,426066,-191
chrXII,541458,542070,3.038822274,chrXII,540808,541573,YLR194C,4569,-,0,541764,-191
chrXVI,719170,719696,1.892072471,chrXVI,719148,719242,snR41,6175,-,0,719433,-191
chrVII,157583,157990,6.23310957,chrVII,157272,157596,YGL182C,3776,-,0,157786.5,-190.5
chrIV,182940,183363,2.037965444,chrIV,183342,184611,YDL150W,1418,+,0,183151.5,-190.5
chrV,56088,56671,1.897020165,chrV,56570,58100,YEL052W,150,+,0,56379.5,-190.5
chrXI,34053,34541,7.983317107,chrXI,31959,34107,YKL213C,2564,-,0,34297,-190
chrXII,871349,871765,4.870037772,chrXII,868661,871367,YLR373C,4765,-,0,871557,-190
chrXIII,901245,901791,12.03767638,chrXIII,901708,902413,YMR314W,6649,+,0,901518,-190
chrII,340658,341223,5.564974406,chrII,339674,340751,YBR053C,1036,-,0,340940.5,-189.5
chrVII,589451,589866,8.310310394,chrVII,586391,589469,YGR047C,4016,-,0,589658.5,-189.5
chrVI,55878,56413,3.96184482,chrVI,56335,57709,YFL037W,2440,+,0,56145.5,-189.5
chrIV,741644,741934,2.001929078,chrIV,740472,741600,YDR142C,1727,-,-45,741789,-189
chrVII,699714,700236,7.108769533,chrVII,698988,699786,YGR106C,4076,-,0,699975,-189
chrV,467469,467848,6.865461272,chrV,466207,467470,YER149C,396,-,0,467658.5,-188.5
chrVIII,429252,429481,6.903994339,chrVIII,424609,429178,YHR164C,6079,-,-75,429366.5,-188.5
chrXIII,627750,628243,6.695115264,chrXIII,626920,627808,YMR183C,6505,-,0,627996.5,-188.5
chrX,204814,205417,3.422280787,chrX,205304,207449,YJL112W,570,+,0,205115.5,-188.5
chrXII,947868,948490,6.546438454,chrXII,948367,949192,YLR412W,4808,+,0,948179,-188
chrIV,228681,229284,4.99902789,chrIV,229170,229431,YDL130W-A,1439,+,0,228982.5,-187.5
chrIX,343627,344120,3.802954548,chrIX,344061,345183,YIL006W,2352,+,0,343873.5,-187.5
chrX,521582,522137,9.918726617,chrX,522047,523862,YJR046W,732,+,0,521859.5,-187.5
chrIII,279769,280245,2.283940094,chrIII,276763,279820,YCR092C,3672,-,0,280007,-187
chrIV,296292,296740,65.52631613,chrIV,295033,296329,YDL090C,1481,-,0,296516,-187
chrIV,1385760,1386146,9.260474046,chrIV,1385523,1385766,YDR461C-A,2076,-,0,1385953,-187
chrIV,1416788,1417334,3.741532059,chrIV,1415209,1416874,YDR479C,2094,-,0,1417061,-187
chrXIII,13085,13637,4.484726386,chrXIII,11482,13174,YML130C,6157,-,0,13361,-187
chrVII,741971,742303,2.703832816,chrVII,742324,745435,YGR125W,4099,+,-22,742137,-187
chrXII,502037,502429,4.420870047,chrXII,502420,504247,YLR173W,4548,+,0,502233,-187
chrXV,830598,830923,9.199413274,chrXV,828051,830574,YOR270C,3367,-,-25,830760.5,-186.5
chrII,287912,288310,35.3339227,chrII,284427,287925,YBR023C,1006,-,0,288111,-186
chrXIII,97426,97688,46.99681701,chrXIII,95790,97371,YML086C,6206,-,-56,97557,-186
chrXV,682072,682511,1.941528671,chrXV,681443,682106,YOR185C,3278,-,0,682291.5,-185.5
chrXVI,609909,610524,3.87409259,chrXVI,608825,610031,YPR023C,5628,-,0,610216.5,-185.5
chrVII,1084413,1084942,1.675220863,chrVII,1084863,1090591,YGR296W,4281,+,0,1084677.5,-185.5
chrXIV,68595,68862,3.8581588,chrXIV,68914,71443,YNL298W,4913,+,-53,68728.5,-185.5
chrXI,200165,200539,19.19642047,chrXI,196348,200167,YKL129C,2651,-,0,200352,-185
chrXVI,551542,552142,5.457765088,chrXVI,550631,551657,YPL004C,5599,-,0,551842,-185
chrIV,1349865,1350343,5.029530518,chrIV,1350289,1352353,YDR444W,2058,+,0,1350104,-185
chrXV,216606,217274,1.100640427,chrXV,217125,218448,YOL059W,3016,+,0,216940,-185
chrXII,909824,910475,5.206110822,chrXII,909728,909965,YLR395C,4787,-,0,910149.5,-184.5
chrXVI,114937,115316,12.43253072,chrXVI,115311,116487,YPL230W,5365,+,0,115126.5,-184.5
chrIX,173568,173984,6.508754804,chrIX,173364,173592,YIL102C-A,2244,-,0,173776,-184
chrX,380912,381458,12.99981438,chrX,380248,381001,YJL035C,651,-,0,381185,-184
chrXVI,5918,6464,2.001953698,chrXVI,279,6007,YPL283C,5308,-,0,6191,-184
chrIII,152554,152750,1.721799018,chrIII,152836,153928,YCR019W,3596,+,-87,152652,-184
chrIII,136873,137240,1.838653901,chrIII,133723,136873,YCR011C,3587,-,-1,137056.5,-183.5
chrXVI,694791,695252,2.737151636,chrXVI,692795,694838,YPR074C,5680,-,0,695021.5,-183.5
chrII,217022,217549,1.885623892,chrII,217469,220400,YBL005W,975,+,0,217285.5,-183.5
chrII,607356,607579,3.016915622,chrII,607651,608785,YBR192W,1192,+,-73,607467.5,-183.5
chrXI,417924,418327,6.520613862,chrXI,418309,420061,YKL012W,2778,+,0,418125.5,-183.5
chrXIV,552014,552326,5.310241628,chrXIV,549467,551987,YNL041C,5184,-,-28,552170,-183
chrXIII,16694,17066,10.95277807,chrXIII,17063,18809,YML127W,6160,+,0,16880,-183
chrXV,712473,712892,1.722341818,chrXV,712865,715331,YOR195W,3292,+,0,712682.5,-182.5
chrXII,551911,552373,1.617300487,chrXII,550649,551960,YLR203C,4578,-,0,552142,-182
chrXVI,581104,581652,7.750633149,chrXVI,577584,581196,YPR010C,5613,-,0,581378,-182
chrVIII,107331,107955,0.942395173,chrVIII,107825,108122,YHR001W-A,5889,+,0,107643,-182
chrIV,781068,781494,13.9619801,chrIV,780389,781100,YDR162C,1747,-,0,781281,-181
chrXI,434770,435346,3.148149089,chrXI,433092,434877,YKL005C,2786,-,0,435058,-181
chrIV,190486,191047,1.508634791,chrIV,188153,190586,YDL148C,1420,-,0,190766.5,-180.5
