chr,start,end,time,chrGene,startGene,endGene,gene,overlap,strand,dist,peakCenter,distTSStoPeakCenter
chrV,194854,195197,7.711726056,chrV,195167,196517,YER020W,235,+,0,195025.5,-141.5
chrXIV,560402,561407,5.493872497,chrXIV,560693,560765,tT(AGU)N2,6115,-,0,560904.5,-139.5
chrIV,568532,569152,2.615343921,chrIV,567722,568703,YDR058C,1639,-,0,568842,-139
chrXIV,80358,80643,2.485318244,chrXIV,80639,82541,YNL293W,4918,+,0,80500.5,-138.5
chrXVI,581411,582436,3.854497107,chrXVI,582062,582134,tK(CUU)P,5998,+,0,581923.5,-138.5
chrIX,336147,336968,3.570066873,chrIX,336349,336420,tD(GUC)I2,5905,-,0,336557.5,-137.5
chrII,9044,9847,3.380427187,chrII,9583,9666,tL(UAA)B1,6017,+,0,9445.5,-137.5
chrXII,426632,427357,3.948193086,chrXII,427132,427203,tD(GUC)L1,5911,+,0,426994.5,-137.5
chrXIII,213874,214227,1.687062157,chrXIII,214188,216156,YML031W,6267,+,0,214050.5,-137.5
chrIV,651008,651517,3.608863286,chrIV,645857,651126,YDR098C-B,1681,-,0,651262.5,-136.5
chrIV,651008,651517,3.608863286,chrIV,649803,651126,YDR098C-A,1682,-,0,651262.5,-136.5
chrIV,1249893,1250205,3.166776836,chrIV,1250185,1251634,YDR388W,2001,+,0,1250049,-136
chrVII,114686,116022,3.383560464,chrVII,115488,115583,tK(UUU)G1,6000,+,0,115354,-134
chrVII,73670,74397,3.122461732,chrVII,73829,73902,tV(AAC)G3,6127,-,0,74033.5,-131.5
chrVII,123252,123668,2.127104472,chrVII,123590,124298,YGL198W,3758,+,0,123460,-130
chrXII,365710,366501,3.983833472,chrXII,366235,366346,snR6,5864,+,0,366105.5,-129.5
chrX,197140,197888,4.432000348,chrX,197313,197385,tA(AGC)J,5884,-,0,197514,-129
chrVI,157766,158504,3.881009344,chrVI,157916,158007,tF(GAA)F,5934,-,0,158135,-128
chrX,316446,316760,2.615309348,chrX,315758,316475,YJL063C,621,-,0,316603,-128
chrXII,92045,92797,5.975257592,chrXII,92548,92650,tP(UGG)L,6053,+,0,92421,-127
chrII,336869,337020,1.718321974,chrII,334385,336818,YBR049C,1032,-,-52,336944.5,-126.5
chrXVI,810136,810964,4.057343514,chrXVI,810676,810749,tN(GUU)P,6047,+,0,810550,-126
chrX,415763,416557,3.378184415,chrX,415931,416036,tW(CCA)J,6143,-,0,416160,-124
chrVIII,115841,116763,4.377439458,chrVIII,116107,116179,tT(AGU)H,6110,-,0,116302,-123
chrIX,197113,197825,4.361337141,chrIX,197592,197663,tE(CUC)I,5917,+,0,197469,-123
chrXIV,593010,593196,1.301300686,chrXIV,593226,595347,YNL021W,5205,+,-31,593103,-123
chrVIII,388723,389511,5.012228152,chrVIII,388893,388995,tP(UGG)H,6052,-,0,389117,-122
chrXVI,880076,880906,4.237130741,chrXVI,880296,880369,tI(AAU)P2,5982,-,0,880491,-122
chrIV,568532,569152,2.615343921,chrIV,568964,569035,tD(GUC)D,5901,+,0,568842,-122
chrIX,369905,370687,4.781465115,chrIX,370417,370488,tE(UUC)I,5926,+,0,370296,-121
chrXIII,213874,214227,1.687062157,chrXIII,212514,213930,YML032C,6265,-,0,214050.5,-120.5
chrXIII,497491,497674,3.4830875,chrXIII,497703,499209,YMR115W,6426,+,-30,497582.5,-120.5
chrXIII,837431,838184,5.71245593,chrXIII,837928,838016,tY(GUA)M2,6154,+,0,837807.5,-120.5
chrX,316446,316760,2.615309348,chrX,316722,316980,YJL062W-A,622,+,0,316603,-119
chrII,237489,237682,2.728007249,chrII,237152,237467,YBL001C,981,-,-23,237585.5,-118.5
chrXVI,159691,159888,3.655547487,chrXVI,159908,162341,YPL207W,5389,+,-21,159789.5,-118.5
chrX,424239,425027,4.0393642,chrX,424432,424515,tL(UAA)J,6020,-,0,424633,-118
chrXIV,365786,366042,2.023090094,chrXIV,366032,366412,YNL138W-A,5079,+,0,365914,-118
chrVII,857204,858011,4.483382477,chrVII,857378,857491,tL(CAA)G3,6011,-,0,857607.5,-116.5
chrIV,1461587,1462301,4.952510397,chrIV,1461715,1461829,tL(CAA)D,6008,-,0,1461944,-115
chrIV,1182889,1183478,2.508396467,chrIV,1183298,1184258,YDR353W,1958,+,0,1183183.5,-114.5
chrXV,227843,228590,3.361000157,chrXV,228331,228404,tN(GUU)O1,6045,+,0,228216.5,-114.5
chrVII,401272,402150,3.175037078,chrVII,401527,401598,tE(UUC)G2,5924,-,0,401711,-113
chrV,349293,349623,1.554445404,chrV,348728,349346,YER094C,333,-,0,349458,-112
chrXII,167742,168530,4.775021398,chrXII,167944,168025,tS(AGA)L,6098,-,0,168136,-111
chrII,651220,651386,2.987006381,chrII,651414,652998,YBR214W,1218,+,-29,651303,-111
chrX,390848,391552,5.142840281,chrX,391310,391646,YJL028W,658,+,0,391200,-110
chrXIII,411316,411601,2.182197149,chrXIII,411568,412120,YMR072W,6380,+,0,411458.5,-109.5
chrIII,82207,83077,3.398774342,chrIII,82462,82533,tE(UUC)C,5919,-,0,82642,-109
chrIV,520490,521236,4.813557101,chrIV,520972,521043,tQ(UUG)D1,6063,+,0,520863,-109
chrXV,709738,710446,3.428074535,chrXV,710201,710272,tM(CAU)O1,6035,+,0,710092,-109
chrXII,448484,449174,3.697147101,chrXII,448650,448721,tQ(UUG)L,6069,-,0,448829,-108
chrXI,462706,462900,2.428597917,chrXI,461634,462696,YKR011C,2801,-,-11,462803,-107
chrXVI,40634,41238,1.833436797,chrXVI,41042,42869,YPL265W,5326,+,0,40936,-106
chrXVI,775543,776338,4.989847531,chrXVI,775765,775836,tC(GCA)P2,5899,-,0,775940.5,-104.5
chrIV,992229,993226,3.915892593,chrIV,992832,992902,tG(GCC)D2,5947,+,0,992727.5,-104.5
chrXIV,276262,276532,1.615304003,chrXIV,276501,279897,YNL192W,5022,+,0,276397,-104
chrVII,589623,589820,2.719273248,chrVII,589825,590911,YGR048W,4017,+,-6,589721.5,-103.5
chrXI,490508,491221,4.325993075,chrXI,490968,491040,tR(ACG)K,6073,+,0,490864.5,-103.5
chrVIII,237688,238396,5.655214398,chrVIII,237848,237939,tF(GAA)H1,5936,-,0,238042,-103
chrXIII,463083,463820,3.129318381,chrXIII,463554,463625,tD(GUC)M,5913,+,0,463451.5,-102.5
chrXVI,338617,339425,3.961279883,chrXVI,338848,338919,tM(CAU)P,6037,-,0,339021,-102
chrII,405519,406197,3.268852299,chrII,405960,406031,tD(GUC)B,5900,+,0,405858,-102
chrIV,1175362,1176092,5.162606827,chrIV,1175829,1175901,tM(CAU)D,6029,+,0,1175727,-102
chrXV,300581,301409,3.923524468,chrXV,301097,301198,tP(UGG)O1,6057,+,0,300995,-102
chrV,222417,222656,1.341456915,chrV,222638,223076,YER035W,251,+,0,222536.5,-101.5
chrIV,644916,645354,5.034965716,chrIV,644177,645035,YDR098C,1680,-,0,645135,-100
chrXIII,667305,667567,1.905795784,chrXIII,667536,668205,YMR202W,6527,+,0,667436,-100
chrVII,328074,328893,2.268084475,chrVII,328583,328654,tE(UUC)G1,5923,+,0,328483.5,-99.5
chrII,372436,373232,1.455621382,chrII,372102,372735,YBR067C,1053,-,0,372834,-99
chrXIV,605133,605435,2.871605511,chrXIV,605383,605611,YNL015W,5211,+,0,605284,-99
chrVII,735832,736651,3.45385659,chrVII,736340,736411,tR(UCU)G3,6083,+,0,736241.5,-98.5
chrIX,174683,175287,4.956352745,chrIX,174581,174887,YIL102C,2245,-,0,174985,-98
chrVI,229174,229393,1.43449216,chrVI,227512,229186,YFR037C,2530,-,0,229283.5,-97.5
chrXV,980201,980972,3.75252703,chrXV,980683,980787,tP(UGG)O3,6059,+,0,980586.5,-96.5
chrVI,204712,205472,5.5688816,chrVI,204924,204996,tA(AGC)F,5881,-,0,205092,-96
chrXVI,435690,436430,4.415098813,chrXVI,435893,435964,tC(GCA)P1,5898,-,0,436060,-96
chrVI,229174,229393,1.43449216,chrVI,229379,231941,YFR038W,2531,+,0,229283.5,-95.5
chrIII,52419,52679,1.670636311,chrIII,52644,54882,YCL039W,3538,+,0,52549,-95
chrV,204933,205378,1.402679159,chrV,205250,206834,YER025W,241,+,0,205155.5,-94.5
chrXVI,622392,623057,3.28968605,chrXVI,622540,622631,tF(GAA)P2,5941,-,0,622724.5,-93.5
chrXIII,362577,363364,3.774102262,chrXIII,363064,363135,tH(GUG)M,5969,+,0,362970.5,-93.5
chrVI,106173,106469,3.189083708,chrVI,106414,106732,YFL015W-A,2466,+,0,106321,-93
chrVII,779198,779849,4.355147826,chrVII,779616,779687,tG(UCC)G,5960,+,0,779523.5,-92.5
chrVIII,123546,123818,2.379555395,chrVIII,122888,123590,YHR008C,5898,-,0,123682,-92
chrXII,592389,593031,2.52792276,chrXII,592519,592619,tL(UAG)L1,6025,-,0,592710,-91
chrXV,113383,114040,3.539955131,chrXV,113802,113874,tT(AGU)O1,6116,+,0,113711.5,-90.5
chrVIII,181701,182071,1.785689576,chrVIII,181976,183704,YHR037W,5932,+,0,181886,-90
chrXIV,491323,491542,3.233698258,chrXIV,491522,492971,YNL071W,5151,+,0,491432.5,-89.5
chrXV,657099,657248,10.41700507,chrXV,657263,658325,YOR173W,3266,+,-16,657173.5,-89.5
chrVII,706917,707619,4.593068304,chrVII,707108,707179,tC(GCA)G,5897,-,0,707268,-89
chrXIV,76519,76825,3.77495967,chrXIV,71672,76583,YNL297C,4914,-,0,76672,-89
chrXIV,372124,372506,3.418625729,chrXIV,371881,372226,YNL135C,5083,-,0,372315,-89
chrVIII,369786,370142,1.554423294,chrVIII,370053,370449,YHR132W-A,6044,+,0,369964,-89
chrXVI,794671,795079,1.912950028,chrXVI,794964,795767,YPR132W,5739,+,0,794875,-89
chrIV,434002,434847,2.633551245,chrIV,434264,434336,tT(AGU)D,6109,-,0,434424.5,-88.5
chrXII,796869,797463,4.25880173,chrXII,796697,797078,YLR334C,4721,-,0,797166,-88
chrX,374263,375065,3.07513162,chrX,374506,374577,tR(UCU)J2,6085,-,0,374664,-87
chrIII,90150,91394,2.715802173,chrIII,90859,90972,tL(CAA)C,6007,+,0,90772,-87
chrX,528449,528676,3.387673968,chrX,526883,528476,YJR049C,735,-,0,528562.5,-86.5
chrX,396543,397220,3.85162965,chrX,396726,396796,tG(GCC)J1,5953,-,0,396881.5,-85.5
chrXII,1051910,1052549,5.65947349,chrXII,1052071,1052144,tI(AAU)L2,5978,-,0,1052229.5,-85.5
chrII,311731,311892,1.644862685,chrII,311897,314789,YBR038W,1021,+,-6,311811.5,-85.5
chrI,44929,45285,2.886653298,chrI,42880,45022,YAL054C,22,-,0,45107,-85
chrVI,106173,106469,3.189083708,chrVI,104700,106236,YFL016C,2465,-,0,106321,-85
chrX,390848,391552,5.142840281,chrX,391043,391115,tM(CAU)J1,6031,-,0,391200,-85
chrVIII,145982,146815,4.960284416,chrVIII,146242,146314,tA(AGC)H,5883,-,0,146398.5,-84.5
chrIV,980775,981500,4.101010719,chrIV,980974,981055,tS(AGA)D2,6092,-,0,981137.5,-82.5
chrXI,162279,163001,2.848785052,chrXI,162487,162558,tR(UCU)K,6086,-,0,162640,-82
chrII,301709,302013,2.687385624,chrII,301943,304703,YBR033W,1016,+,0,301861,-82
chrIV,314736,314923,1.748852998,chrIV,312950,314748,YDL079C,1494,-,0,314829.5,-81.5
chrVII,404978,405799,2.089614387,chrVII,405470,405541,tR(UCU)G1,6081,+,0,405388.5,-81.5
chrVII,527332,527488,2.242291176,chrVII,526972,527329,YGR020C,3983,-,-4,527410,-81
chrXVI,309575,309795,2.253990593,chrXVI,308827,309604,YPL127C,5473,-,0,309685,-81
chrX,538125,538823,4.178620694,chrX,538555,538626,tR(CCU)J,6077,+,0,538474,-81
chrXI,83593,84661,4.156035581,chrXI,84208,84291,tL(UAA)K,6021,+,0,84127,-81
chrVII,822907,823284,1.226573992,chrVII,821692,823015,YGR161C-C,4141,-,0,823095.5,-80.5
chrVII,822907,823284,1.226573992,chrVII,817746,823015,YGR161C-D,4140,-,0,823095.5,-80.5
chrXIII,432068,432343,1.627872395,chrXIII,431768,432125,YMR082C,6391,-,0,432205.5,-80.5
chrXV,316171,316340,4.543088639,chrXV,315812,316175,YOL005C,3075,-,0,316255.5,-80.5
chrXIII,146166,146637,1.440606412,chrXIII,146481,147249,YML063W,6230,+,0,146401.5,-79.5
chrVII,440389,441383,3.184205652,chrVII,440716,440807,tF(GAA)G,5935,-,0,440886,-79
chrXII,377235,377399,1.471278648,chrXII,374943,377238,YLR114C,4470,-,0,377317,-79
chrXI,219245,220387,4.868544634,chrXI,219895,219967,tA(AGC)K1,5885,+,0,219816,-79
chrXIV,546697,547369,5.439056864,chrXIV,547112,547370,YNL042W-B,5182,+,0,547033,-79
chrIV,1352267,1352966,5.60232715,chrIV,1352466,1352538,tK(CUU)D2,5987,-,0,1352616.5,-78.5
chrV,206834,207724,2.980434503,chrV,207357,207428,tH(GUG)E1,5963,+,0,207279,-78
chrXI,302501,303180,3.061980037,chrXI,302918,303023,tW(CCA)K,6144,+,0,302840.5,-77.5
chrXIII,135307,135539,1.444223811,chrXIII,135499,137158,YML069W,6224,+,0,135423,-76
chrVI,180755,181484,3.966202534,chrVI,180974,181044,tG(GCC)F2,5950,-,0,181119.5,-75.5
chrXIV,442406,443455,2.999058445,chrXIV,443006,443119,tL(CAA)N,6015,+,0,442930.5,-75.5
chrXI,513085,513870,3.600038088,chrXI,513332,513403,tD(GUC)K,5910,-,0,513477.5,-74.5
chrIX,415972,416128,4.573993246,chrIX,416123,419465,YIR033W,2398,+,0,416050,-73
chrIV,667818,668487,4.691474702,chrIV,668007,668080,tI(AAU)D,5971,-,0,668152.5,-72.5
chrX,442486,442764,1.1780254,chrX,440993,442553,YJR003C,687,-,0,442625,-72
chrXV,117724,118130,2.272292211,chrXV,117999,119322,YOL103W-A,2967,+,0,117927,-72
chrXV,117724,118130,2.272292211,chrXV,117999,123268,YOL103W-B,2966,+,0,117927,-72
chrV,135147,135988,6.334401183,chrV,135425,135497,tK(CUU)E1,5988,-,0,135567.5,-70.5
chrI,180698,181443,4.357294538,chrI,181141,181254,tL(CAA)A,6006,+,0,181070.5,-70.5
chrXIV,722206,722355,2.258179614,chrXIV,721938,722211,snR191,6220,-,0,722280.5,-69.5
chrX,422512,423223,4.905056835,chrX,422937,423009,tM(CAU)J2,6032,+,0,422867.5,-69.5
chrV,311817,312510,4.581867185,chrV,312023,312095,tA(UGC)E,5892,-,0,312163.5,-68.5
chrVIII,358337,358938,3.781626087,chrVIII,358478,358569,tF(GAA)H2,5937,-,0,358637.5,-68.5
chrIV,619788,620429,4.003620454,chrIV,619969,620041,tR(ACG)D,6070,-,0,620108.5,-67.5
chrXIII,216263,216471,2.064174193,chrXIII,216434,216914,YML030W,6268,+,0,216367,-67
chrIX,382438,382683,3.138414271,chrIX,382627,383425,YIR016W,2374,+,0,382560.5,-66.5
chrII,326619,327243,3.986650356,chrII,326792,326865,tV(UAC)B,6139,-,0,326931,-66
chrXIII,183563,184505,5.187220517,chrXIII,183898,183968,tG(GCC)M,5955,-,0,184034,-66
chrIX,210272,210926,5.033612878,chrIX,210665,210738,tI(AAU)I2,5976,+,0,210599,-66
chrIV,359160,359863,4.386832493,chrIV,359577,359672,tK(UUU)D,5999,+,0,359511.5,-65.5
chrXVI,627721,627908,10.39961228,chrXVI,627879,631245,YPR030W,5635,+,0,627814.5,-64.5
chrX,69145,69404,2.367179192,chrX,69337,70879,YJL194W,483,+,0,69274.5,-62.5
chrV,551071,551769,6.067893539,chrV,551285,551358,tI(AAU)E2,5973,-,0,551420,-62
chrXV,850093,850341,1.620310626,chrXV,850279,850729,YOR286W,3383,+,0,850217,-62
chrXI,46537,47198,4.814322858,chrXI,46735,46806,tT(CGU)K,6118,-,0,46867.5,-61.5
chrXIII,318514,318721,1.494819217,chrXIII,318679,319177,YMR022W,6326,+,0,318617.5,-61.5
chrVII,828524,829186,5.030936478,chrVII,828723,828794,tR(UCU)G2,6082,-,0,828855,-61
chrII,347206,347878,5.03707849,chrII,347603,347686,tL(UAA)B2,6018,+,0,347542,-61
chrXIII,547579,547725,3.994732242,chrXIII,547713,549183,YMR140W,6454,+,0,547652,-61
chrXIV,546697,547369,5.439056864,chrXIV,547094,547196,tP(UGG)N1,6055,+,0,547033,-61
chrXV,438220,438944,3.186934918,chrXV,438643,438738,tK(UUU)O,6004,+,0,438582,-61
chrIV,1450723,1451104,1.483617637,chrIV,1450197,1450853,YDR500C,2115,-,0,1450913.5,-60.5
chrIV,1305059,1306081,3.611398921,chrIV,1305630,1305712,tS(AGA)D3,6093,+,0,1305570,-60
chrX,531386,532150,3.756852262,chrX,531828,531898,tG(GCC)J2,5954,+,0,531768,-60
chrXVI,209845,210797,2.982579052,chrXVI,210192,210263,tE(UUC)P,5931,-,0,210321,-58
chrX,233561,234201,3.770816018,chrX,233939,234011,tR(ACG)J,6072,+,0,233881,-58
chrIV,409930,410714,5.300126879,chrIV,410379,410451,tA(AGC)D,5880,+,0,410322,-57
chrXII,731482,732586,2.924020736,chrXII,732090,732190,tL(UAG)L2,6026,+,0,732034,-56
chrXV,274280,274954,3.454779085,chrXV,274673,274773,tS(GCU)O,6103,+,0,274617,-56
chrVIII,475548,476118,2.517910212,chrVIII,475706,475778,tV(CAC)H,6138,-,0,475833,-55
chrXIII,195770,196680,4.134072741,chrXIII,196068,196170,tP(UGG)M,6054,-,0,196225,-55
chrV,288280,288877,2.409198539,chrV,288443,288524,tS(UGA)E,6104,-,0,288578.5,-54.5
chrX,54270,54419,2.058655481,chrX,53942,54290,YJL202C,474,-,0,54344.5,-54.5
chrXV,464045,464782,5.258780668,chrXV,464468,464630,YOR072W-B,3159,+,0,464413.5,-54.5
chrXI,74234,74906,4.509336186,chrXI,74624,74697,tN(GUU)K,6041,+,0,74570,-54
chrVII,121910,122521,5.772690382,chrVII,122269,122341,tK(CUU)G1,5991,+,0,122215.5,-53.5
chrXI,458155,458852,3.918290427,chrXI,458557,458670,tL(CAA)K,6012,+,0,458503.5,-53.5
chrIV,83200,83793,5.477902357,chrIV,83548,83618,tG(GCC)D1,5946,+,0,83496.5,-51.5
chrV,469093,469719,4.590463289,chrV,469457,469530,tV(AAC)E2,6124,+,0,469406,-51
chrXIV,567663,568465,3.583690735,chrXIV,568115,568217,tP(UGG)N2,6056,+,0,568064,-51
chrXV,300581,301409,3.923524468,chrXV,301046,301238,YOL013W-A,3066,+,0,300995,-51
chrXIII,168384,169106,3.183092865,chrXIII,168795,168883,tY(GUA)M1,6153,+,0,168745,-50
chrIV,1016880,1017775,5.47260313,chrIV,1017207,1017278,tE(CUC)D,5916,-,0,1017327.5,-49.5
chrXII,818241,818878,3.27332856,chrXII,818609,818680,tR(CCG)L,6076,+,0,818559.5,-49.5
